2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
2#app#app34#app3482/I  -0.080 1.719  -0.080 1.647  -0.080 1.576  -0.080 1.504  -0.080 1.433  -0.080 1.361  -0.080 1.290  -0.080 1.218  -0.080 1.147  -0.080 1.075  -0.080 1.004  -0.080 0.932  -0.080 0.861  -0.080 0.789  -0.080 0.718  -0.080 0.646  -0.080 0.575  -0.080 0.503  -0.080 0.432  -0.080 0.360  -0.080 0.289  -0.080 0.217  -0.080 0.146  -0.080 0.074  -0.080 0.003  -0.080 -0.069  -0.080 -0.141  -0.080 -0.212  -0.080 -0.284  -0.080 -0.355  -0.080 -0.427  -0.060 -0.490  -0.009 -0.540  0.041 -0.591  0.092 -0.641  0.143 -0.692  0.163 -0.755  0.163 -0.827  0.163 -0.898  0.163 -0.970  0.163 -1.041  0.163 -1.113  0.163 -1.184  0.163 -1.256  0.163 -1.327  0.163 -1.399  0.163 -1.470  0.163 -1.542  0.163 -1.613  0.163 -1.685
3#ced#nank4257_s_12/I  0.033 0.747  0.053 0.826  0.073 0.905  0.092 0.984  0.099 1.064  0.125 1.141  0.151 1.218  0.128 1.295  0.102 1.373  0.070 1.355  0.033 1.282  -0.003 1.210  -0.026 1.134  -0.026 1.052  -0.031 0.972  -0.056 0.895  -0.082 0.818  -0.086 0.737  -0.086 0.656  -0.086 0.574  -0.086 0.493  -0.086 0.412  -0.086 0.330  -0.086 0.249  -0.062 0.172  -0.036 0.094  -0.026 0.015  -0.026 -0.067  -0.026 -0.148  -0.026 -0.229  -0.026 -0.311  -0.026 -0.392  -0.026 -0.473  -0.026 -0.554  -0.026 -0.636  -0.026 -0.717  -0.026 -0.798  -0.014 -0.878  0.006 -0.957  0.026 -1.036  0.033 -1.116  0.033 -1.198  0.033 -1.279  0.033 -1.360  0.033 -1.442  0.033 -1.523  0.033 -1.604  0.025 -1.684  -0.000 -1.761  -0.026 -1.838
3#ced#nank4257_s_12/I  -0.028 0.527  -0.028 0.614  -0.028 0.701  -0.036 0.785  -0.084 0.858  -0.132 0.930  -0.151 1.011  -0.151 1.098  -0.151 1.185  -0.172 1.268  -0.200 1.351  -0.198 1.345  -0.170 1.263  -0.151 1.179  -0.151 1.092  -0.151 1.005  -0.133 0.922  -0.094 0.845  -0.055 0.767  -0.028 0.687  -0.028 0.600  -0.025 0.513  -0.008 0.428  0.009 0.343  0.026 0.258  0.047 0.173  0.071 0.090  0.095 0.006  0.096 -0.081  0.096 -0.167  0.096 -0.254  0.096 -0.341  0.096 -0.428  0.096 -0.515  0.096 -0.602  0.096 -0.689  0.096 -0.776  0.096 -0.863  0.096 -0.949  0.096 -1.036  0.096 -1.123  0.096 -1.210  0.096 -1.297  0.096 -1.384  0.096 -1.471  0.096 -1.558  0.096 -1.645  0.096 -1.731  0.096 -1.818  0.096 -1.905
3#ced#nank4257_s_12/I  -0.219 0.827  -0.219 0.905  -0.219 0.984  -0.219 1.063  -0.219 1.142  -0.219 1.220  -0.219 1.299  -0.219 1.378  -0.219 1.370  -0.219 1.292  -0.219 1.213  -0.208 1.136  -0.189 1.059  -0.170 0.983  -0.148 0.907  -0.123 0.832  -0.102 0.757  -0.102 0.678  -0.102 0.600  -0.102 0.521  -0.094 0.443  -0.075 0.367  -0.056 0.290  -0.036 0.214  -0.017 0.137  0.002 0.061  0.020 -0.015  0.037 -0.092  0.054 -0.169  0.072 -0.246  0.074 -0.325  0.074 -0.403  0.074 -0.482  0.088 -0.560  0.103 -0.637  0.118 -0.714  0.134 -0.791  0.153 -0.868  0.172 -0.944  0.191 -1.020  0.192 -1.099  0.192 -1.178  0.192 -1.257  0.221 -1.330  0.250 -1.403  0.279 -1.476  0.309 -1.549  0.309 -1.628  0.309 -1.707  0.309 -1.785
3#ced#nank4257_s_12/I  0.172 0.727  0.152 0.806  0.133 0.885  0.110 0.964  0.085 1.042  0.051 1.115  0.006 1.184  -0.038 1.253  -0.063 1.330  -0.088 1.389  -0.104 1.309  -0.120 1.229  -0.136 1.148  -0.138 1.067  -0.138 0.985  -0.138 0.903  -0.138 0.821  -0.138 0.739  -0.138 0.658  -0.138 0.576  -0.138 0.494  -0.120 0.415  -0.094 0.337  -0.086 0.257  -0.086 0.175  -0.086 0.093  -0.086 0.012  -0.086 -0.070  -0.081 -0.152  -0.065 -0.232  -0.049 -0.312  -0.033 -0.392  -0.013 -0.472  0.007 -0.551  0.027 -0.630  0.047 -0.710  0.067 -0.789  0.069 -0.871  0.069 -0.952  0.075 -1.034  0.091 -1.114  0.107 -1.194  0.121 -1.274  0.121 -1.356  0.121 -1.438  0.136 -1.517  0.162 -1.595  0.184 -1.674  0.204 -1.753  0.224 -1.832
3#ced#nank4257_s_12/I  0.235 1.140  0.182 1.193  0.139 1.254  0.098 1.316  0.056 1.378  -0.019 1.378  -0.094 1.378  -0.122 1.330  -0.122 1.256  -0.127 1.182  -0.151 1.111  -0.175 1.040  -0.181 0.966  -0.181 0.891  -0.181 0.816  -0.181 0.741  -0.181 0.667  -0.178 0.592  -0.160 0.519  -0.142 0.447  -0.124 0.374  -0.103 0.302  -0.083 0.230  -0.062 0.158  -0.062 0.083  -0.062 0.009  -0.062 -0.066  -0.047 -0.139  -0.029 -0.212  -0.011 -0.284  -0.003 -0.358  -0.003 -0.433  -0.003 -0.508  0.006 -0.581  0.030 -0.652  0.053 -0.723  0.057 -0.798  0.057 -0.873  0.057 -0.947  0.073 -1.020  0.097 -1.091  0.119 -1.162  0.137 -1.234  0.156 -1.307  0.174 -1.380  0.197 -1.451  0.221 -1.522  0.235 -1.594  0.235 -1.669  0.235 -1.744
2#apb#apb20#app2036/I  -0.092 -0.348  -0.157 -0.413  -0.208 -0.487  -0.245 -0.571  -0.289 -0.652  -0.332 -0.733  -0.368 -0.817  -0.395 -0.905  -0.422 -0.993  -0.447 -1.081  -0.454 -1.172  -0.444 -1.263  -0.422 -1.352  -0.396 -1.265  -0.371 -1.177  -0.346 -1.089  -0.320 -1.000  -0.295 -0.912  -0.270 -0.824  -0.244 -0.735  -0.219 -0.647  -0.194 -0.559  -0.168 -0.470  -0.143 -0.382  -0.118 -0.294  -0.092 -0.205  -0.067 -0.117  -0.042 -0.029  -0.016 0.060  0.009 0.148  0.034 0.236  0.060 0.325  0.085 0.413  0.110 0.501  0.136 0.590  0.161 0.678  0.186 0.766  0.212 0.855  0.226 0.944  0.279 1.018  0.333 1.093  0.386 1.168  0.437 1.244  0.503 1.307  0.576 1.363  0.643 1.425  0.708 1.490  0.773 1.555  0.838 1.620  0.880 1.695
2#kai#kai1#ktum5/I  -0.239 1.242  -0.136 1.242  -0.033 1.242  0.070 1.242  0.171 1.255  0.270 1.275  0.373 1.275  0.418 1.244  0.317 1.264  0.216 1.284  0.116 1.304  0.037 1.250  -0.015 1.166  -0.041 1.066  -0.073 0.968  -0.093 0.867  -0.105 0.766  -0.119 0.665  -0.138 0.565  -0.138 0.462  -0.138 0.359  -0.138 0.257  -0.138 0.154  -0.138 0.051  -0.138 -0.052  -0.116 -0.152  -0.105 -0.254  -0.097 -0.355  -0.071 -0.454  -0.071 -0.557  -0.071 -0.660  -0.071 -0.763  -0.071 -0.866  -0.071 -0.969  -0.071 -1.071  -0.112 -1.066  -0.215 -1.066  -0.318 -1.066  -0.421 -1.066  -0.355 -1.066  -0.252 -1.066  -0.149 -1.066  -0.046 -1.066  0.055 -1.081  0.156 -1.100  0.258 -1.100  0.361 -1.100  0.459 -1.132  0.562 -1.133  0.665 -1.133
2#kai#kai1#ktum5/I  -0.567 1.267  -0.464 1.267  -0.362 1.252  -0.262 1.230  -0.158 1.230  -0.055 1.230  0.048 1.230  0.150 1.219  0.251 1.199  0.354 1.194  0.336 1.143  0.244 1.106  0.142 1.086  0.041 1.066  -0.054 1.041  -0.054 0.937  -0.054 0.834  -0.054 0.731  -0.054 0.628  -0.054 0.524  -0.054 0.421  -0.054 0.318  -0.054 0.215  -0.054 0.111  -0.050 0.009  -0.017 -0.089  -0.017 -0.192  -0.017 -0.296  -0.017 -0.399  -0.017 -0.502  -0.017 -0.605  -0.017 -0.708  -0.017 -0.812  -0.017 -0.915  -0.017 -1.018  -0.017 -1.037  -0.052 -0.969  -0.145 -1.015  -0.237 -1.061  -0.330 -1.107  -0.272 -1.153  -0.177 -1.189  -0.074 -1.189  0.029 -1.189  0.133 -1.189  0.236 -1.189  0.339 -1.189  0.440 -1.171  0.540 -1.152  0.643 -1.152
1b#app#app07#app0707/I  0.033 1.629  0.085 1.578  0.137 1.526  0.188 1.474  0.219 1.414  0.219 1.341  0.219 1.268  0.219 1.195  0.219 1.122  0.219 1.049  0.219 0.976  0.219 0.903  0.180 0.846  0.128 0.794  0.077 0.743  0.033 0.687  0.033 0.614  0.033 0.541  0.033 0.468  0.033 0.395  0.033 0.322  0.033 0.249  0.033 0.176  0.033 0.103  0.033 0.030  0.033 -0.043  0.033 -0.116  0.033 -0.189  0.011 -0.253  -0.040 -0.305  -0.092 -0.356  -0.144 -0.408  -0.153 -0.477  -0.153 -0.551  -0.153 -0.624  -0.153 -0.697  -0.153 -0.770  -0.153 -0.843  -0.153 -0.916  -0.153 -0.989  -0.153 -1.062  -0.153 -1.135  -0.153 -1.208  -0.153 -1.281  -0.153 -1.354  -0.153 -1.427  -0.153 -1.500  -0.153 -1.573  -0.153 -1.646  -0.153 -1.719
1b#app#app07#app0707/I  0.074 1.721  0.074 1.650  0.074 1.578  0.074 1.507  0.074 1.435  0.074 1.364  0.074 1.292  0.074 1.221  0.074 1.149  0.074 1.078  0.074 1.006  0.074 0.935  0.074 0.863  0.074 0.792  0.074 0.720  0.074 0.649  0.074 0.577  0.074 0.505  0.074 0.434  0.074 0.362  0.074 0.291  0.074 0.219  0.074 0.148  0.074 0.076  0.074 0.005  0.074 -0.067  0.074 -0.138  0.074 -0.210  0.074 -0.281  0.074 -0.353  0.074 -0.424  0.074 -0.496  0.074 -0.567  0.074 -0.639  0.074 -0.710  0.041 -0.768  -0.009 -0.818  -0.060 -0.869  -0.110 -0.920  -0.161 -0.970  -0.212 -1.021  -0.233 -1.084  -0.233 -1.155  -0.233 -1.227  -0.233 -1.298  -0.233 -1.370  -0.233 -1.441  -0.233 -1.513  -0.233 -1.584  -0.233 -1.656
1b#app#app07#app0707/I  0.312 1.674  0.312 1.601  0.312 1.528  0.312 1.454  0.312 1.381  0.312 1.308  0.312 1.234  0.312 1.161  0.312 1.088  0.312 1.015  0.312 0.941  0.312 0.868  0.312 0.795  0.271 0.739  0.219 0.687  0.167 0.635  0.116 0.583  0.089 0.521  0.089 0.448  0.089 0.374  0.089 0.301  0.089 0.228  0.089 0.154  0.069 0.089  0.017 0.038  -0.035 -0.014  -0.087 -0.066  -0.135 -0.119  -0.135 -0.193  -0.135 -0.266  -0.135 -0.339  -0.135 -0.413  -0.135 -0.486  -0.135 -0.559  -0.135 -0.633  -0.135 -0.706  -0.135 -0.779  -0.165 -0.845  -0.198 -0.911  -0.230 -0.976  -0.263 -1.042  -0.296 -1.107  -0.329 -1.173  -0.358 -1.239  -0.358 -1.313  -0.358 -1.386  -0.358 -1.459  -0.358 -1.533  -0.358 -1.606  -0.358 -1.679
1b#app#app07#app0707/I  0.194 1.704  0.194 1.632  0.194 1.560  0.194 1.488  0.194 1.417  0.194 1.345  0.194 1.273  0.194 1.201  0.194 1.129  0.194 1.057  0.194 0.985  0.194 0.913  0.194 0.841  0.194 0.769  0.194 0.697  0.194 0.625  0.194 0.553  0.194 0.481  0.183 0.412  0.151 0.347  0.119 0.283  0.087 0.218  0.054 0.154  0.022 0.090  -0.010 0.025  -0.018 -0.045  -0.018 -0.117  -0.018 -0.189  -0.018 -0.261  -0.018 -0.333  -0.018 -0.405  -0.062 -0.458  -0.113 -0.509  -0.164 -0.560  -0.215 -0.611  -0.229 -0.677  -0.229 -0.749  -0.229 -0.821  -0.229 -0.893  -0.229 -0.965  -0.229 -1.037  -0.229 -1.109  -0.229 -1.181  -0.229 -1.253  -0.229 -1.325  -0.229 -1.397  -0.229 -1.469  -0.229 -1.541  -0.229 -1.612  -0.229 -1.684
1b#app#app07#app0707/I  0.175 1.768  0.175 1.689  0.175 1.610  0.175 1.530  0.175 1.451  0.175 1.372  0.175 1.292  0.175 1.213  0.175 1.134  0.175 1.054  0.175 0.975  0.175 0.896  0.175 0.816  0.175 0.737  0.175 0.658  0.175 0.578  0.175 0.499  0.175 0.420  0.175 0.340  0.175 0.261  0.175 0.182  0.175 0.102  0.175 0.023  0.175 -0.056  0.175 -0.136  0.136 -0.175  0.056 -0.175  -0.023 -0.175  -0.102 -0.175  -0.182 -0.175  -0.213 -0.223  -0.213 -0.302  -0.213 -0.382  -0.213 -0.461  -0.213 -0.540  -0.213 -0.620  -0.213 -0.699  -0.213 -0.778  -0.213 -0.858  -0.213 -0.937  -0.213 -1.016  -0.213 -1.096  -0.213 -1.175  -0.213 -1.254  -0.213 -1.334  -0.213 -1.413  -0.213 -1.492  -0.213 -1.572  -0.213 -1.651  -0.213 -1.730
2#kai#kai0#jhjung1/I  0.185 -0.727  0.109 -0.614  0.034 -0.501  -0.041 -0.388  -0.101 -0.267  -0.144 -0.138  -0.186 -0.009  -0.229 0.120  -0.272 0.249  -0.328 0.371  -0.396 0.488  -0.439 0.617  -0.482 0.746  -0.518 0.876  -0.518 1.012  -0.502 1.143  -0.425 1.254  -0.311 1.329  -0.198 1.404  -0.069 1.425  0.062 1.393  0.179 1.327  0.271 1.230  0.333 1.111  0.376 0.982  0.404 0.850  0.421 0.717  0.448 0.586  0.448 0.450  0.448 0.314  0.448 0.178  0.448 0.042  0.448 -0.094  0.448 -0.229  0.448 -0.365  0.436 -0.499  0.404 -0.630  0.395 -0.765  0.362 -0.896  0.289 -1.010  0.239 -1.136  0.155 -1.240  0.053 -1.328  -0.064 -1.396  -0.194 -1.430  -0.329 -1.420  -0.454 -1.370  -0.568 -1.296  -0.697 -1.253  -0.826 -1.210
2#kai#kai0#jhjung1/I  0.036 -0.786  0.036 -0.649  -0.006 -0.518  -0.049 -0.388  -0.059 -0.252  -0.059 -0.114  -0.089 0.018  -0.132 0.149  -0.171 0.280  -0.202 0.414  -0.202 0.551  -0.202 0.689  -0.202 0.826  -0.131 0.942  -0.077 1.067  -0.034 1.198  0.009 1.328  0.080 1.437  0.198 1.503  0.329 1.493  0.406 1.378  0.454 1.251  0.498 1.120  0.513 0.985  0.513 0.848  0.513 0.710  0.513 0.573  0.513 0.436  0.513 0.298  0.513 0.161  0.498 0.026  0.465 -0.106  0.456 -0.242  0.408 -0.371  0.332 -0.485  0.284 -0.613  0.216 -0.731  0.140 -0.845  0.063 -0.960  -0.014 -1.073  -0.128 -1.150  -0.254 -1.201  -0.390 -1.215  -0.527 -1.215  -0.660 -1.241  -0.794 -1.263  -0.921 -1.229  -1.022 -1.142  -1.065 -1.012  -1.109 -0.881
2#kai#kai0#jhjung1/I  0.307 -0.982  0.223 -0.857  0.140 -0.731  0.024 -0.638  -0.051 -0.516  -0.098 -0.373  -0.171 -0.242  -0.234 -0.107  -0.303 0.026  -0.346 0.163  -0.393 0.300  -0.439 0.437  -0.464 0.583  -0.485 0.730  -0.485 0.881  -0.428 1.014  -0.365 1.150  -0.318 1.292  -0.223 1.399  -0.097 1.483  0.038 1.534  0.177 1.497  0.276 1.393  0.324 1.250  0.353 1.104  0.391 0.965  0.447 0.831  0.466 0.684  0.493 0.538  0.493 0.387  0.520 0.241  0.540 0.093  0.540 -0.057  0.540 -0.208  0.540 -0.359  0.540 -0.509  0.494 -0.653  0.447 -0.795  0.441 -0.944  0.357 -1.070  0.217 -1.121  0.074 -1.168  -0.069 -1.214  -0.212 -1.168  -0.363 -1.168  -0.512 -1.159  -0.651 -1.104  -0.778 -1.024  -0.915 -0.967  -0.998 -0.842
2#apb#apb07#app0724/I  -0.130 1.003  -0.207 1.125  -0.197 1.178  -0.178 1.227  -0.114 1.287  -0.081 1.222  -0.035 1.062  0.007 0.902  0.059 0.744  0.071 0.578  0.061 0.412  0.037 0.249  0.021 0.084  0.044 -0.081  0.054 -0.247  0.054 -0.414  0.041 -0.578  0.065 -0.739  0.152 -0.878  0.264 -1.002  0.375 -1.126  0.486 -1.250  0.590 -1.312  0.550 -1.243  0.383 -1.243  0.217 -1.233  0.051 -1.216  -0.114 -1.192  -0.278 -1.164  -0.443 -1.146  -0.609 -1.156  -0.625 -1.059  -0.561 -0.905  -0.496 -0.751  -0.432 -0.597  -0.368 -0.443  -0.304 -0.289  -0.240 -0.135  -0.176 0.018  -0.112 0.172  -0.048 0.326  0.016 0.480  0.081 0.634  0.145 0.788  0.209 0.942  0.273 1.096  0.337 1.249  0.401 1.403  0.416 1.563  0.289 1.656
1b#apa#apa04#app0419/I  0.172 1.594  0.225 1.542  0.277 1.489  0.330 1.437  0.367 1.378  0.367 1.304  0.367 1.229  0.332 1.169  0.280 1.117  0.227 1.064  0.175 1.012  0.172 0.939  0.172 0.865  0.172 0.790  0.172 0.716  0.172 0.642  0.172 0.568  0.172 0.493  0.169 0.421  0.116 0.368  0.064 0.316  0.011 0.263  -0.023 0.203  -0.023 0.129  -0.023 0.054  -0.023 -0.020  -0.023 -0.094  -0.028 -0.166  -0.081 -0.219  -0.133 -0.271  -0.186 -0.324  -0.218 -0.385  -0.218 -0.459  -0.218 -0.533  -0.218 -0.607  -0.218 -0.682  -0.218 -0.756  -0.218 -0.830  -0.218 -0.904  -0.218 -0.979  -0.218 -1.053  -0.218 -1.127  -0.218 -1.202  -0.218 -1.276  -0.218 -1.350  -0.218 -1.424  -0.218 -1.499  -0.218 -1.573  -0.218 -1.647  -0.218 -1.721
1b#apa#apa04#app0419/I  0.377 1.083  0.377 1.159  0.377 1.234  0.377 1.309  0.335 1.342  0.260 1.342  0.184 1.342  0.118 1.333  0.118 1.258  0.118 1.183  0.118 1.108  0.118 1.033  0.118 0.958  0.118 0.882  0.118 0.807  0.118 0.732  0.118 0.657  0.118 0.582  0.091 0.513  0.058 0.445  0.024 0.378  -0.009 0.311  -0.043 0.244  -0.077 0.177  -0.110 0.109  -0.141 0.041  -0.141 -0.034  -0.141 -0.109  -0.141 -0.184  -0.141 -0.259  -0.141 -0.335  -0.141 -0.410  -0.141 -0.485  -0.141 -0.560  -0.141 -0.635  -0.141 -0.710  -0.141 -0.786  -0.141 -0.861  -0.141 -0.936  -0.141 -1.011  -0.141 -1.086  -0.141 -1.162  -0.141 -1.237  -0.141 -1.312  -0.141 -1.387  -0.141 -1.462  -0.141 -1.537  -0.141 -1.613  -0.141 -1.688  -0.141 -1.763
2#apb#apb28#app2814/I  0.033 1.235  0.108 1.240  0.184 1.246  0.259 1.252  0.335 1.258  0.407 1.251  0.473 1.213  0.539 1.176  0.577 1.123  0.574 1.048  0.570 0.972  0.566 0.896  0.562 0.821  0.558 0.745  0.555 0.670  0.545 0.596  0.506 0.531  0.467 0.466  0.428 0.401  0.389 0.336  0.350 0.271  0.311 0.207  0.272 0.142  0.234 0.077  0.195 0.012  0.156 -0.053  0.114 -0.116  0.071 -0.178  0.027 -0.240  -0.016 -0.303  -0.059 -0.365  -0.102 -0.427  -0.145 -0.489  -0.189 -0.551  -0.232 -0.613  -0.275 -0.675  -0.323 -0.734  -0.375 -0.789  -0.427 -0.844  -0.479 -0.899  -0.531 -0.954  -0.582 -1.009  -0.634 -1.064  -0.686 -1.119  -0.739 -1.174  -0.797 -1.222  -0.856 -1.270  -0.915 -1.317  -0.973 -1.365  -1.032 -1.413
2#apb#apb28#app2814/I  0.960 1.400  0.923 1.342  0.885 1.283  0.847 1.224  0.810 1.166  0.772 1.107  0.734 1.049  0.697 0.990  0.659 0.932  0.625 0.871  0.592 0.810  0.558 0.749  0.525 0.688  0.491 0.627  0.457 0.566  0.424 0.505  0.390 0.444  0.357 0.383  0.323 0.321  0.290 0.260  0.248 0.205  0.205 0.150  0.162 0.095  0.119 0.040  0.076 -0.014  0.033 -0.069  -0.010 -0.124  -0.053 -0.179  -0.096 -0.234  -0.139 -0.289  -0.182 -0.343  -0.224 -0.398  -0.267 -0.453  -0.310 -0.508  -0.359 -0.557  -0.410 -0.605  -0.461 -0.652  -0.512 -0.700  -0.563 -0.747  -0.614 -0.795  -0.665 -0.842  -0.716 -0.890  -0.767 -0.937  -0.818 -0.985  -0.869 -1.031  -0.921 -1.078  -0.973 -1.124  -1.026 -1.170  -1.078 -1.216  -1.130 -1.263
3#app#app34#app3480/I  -0.190 1.679  -0.190 1.607  -0.190 1.534  -0.166 1.472  -0.115 1.421  -0.063 1.370  -0.012 1.319  -0.008 1.248  -0.008 1.176  -0.008 1.104  -0.008 1.031  -0.008 0.959  -0.008 0.887  -0.008 0.814  -0.008 0.742  -0.008 0.670  -0.008 0.597  -0.008 0.525  -0.008 0.452  -0.008 0.380  -0.008 0.308  -0.008 0.235  -0.008 0.163  -0.008 0.091  -0.008 0.018  -0.008 -0.054  -0.008 -0.126  -0.008 -0.199  -0.008 -0.271  -0.008 -0.343  -0.008 -0.416  -0.008 -0.488  -0.008 -0.560  -0.008 -0.633  -0.008 -0.705  -0.008 -0.777  -0.008 -0.850  -0.008 -0.922  -0.008 -0.994  -0.008 -1.067  -0.008 -1.139  -0.008 -1.211  0.034 -1.242  0.106 -1.242  0.175 -1.246  0.175 -1.318  0.175 -1.391  0.175 -1.463  0.175 -1.535  0.175 -1.608
3#app#app08#app0812/I  -0.319 1.553  -0.246 1.553  -0.173 1.553  -0.170 1.482  -0.170 1.409  -0.170 1.335  -0.170 1.262  -0.124 1.208  -0.072 1.156  -0.021 1.104  -0.021 1.030  -0.021 0.957  -0.021 0.883  -0.021 0.810  0.010 0.744  0.043 0.678  0.076 0.613  0.109 0.547  0.129 0.478  0.129 0.405  0.129 0.331  0.129 0.258  0.129 0.185  0.129 0.111  0.129 0.038  0.129 -0.036  0.129 -0.109  0.129 -0.182  0.129 -0.256  0.129 -0.329  0.129 -0.403  0.129 -0.476  0.122 -0.547  0.070 -0.598  0.018 -0.650  -0.021 -0.708  -0.021 -0.781  -0.021 -0.855  -0.021 -0.928  -0.021 -1.001  -0.021 -1.075  -0.021 -1.148  -0.021 -1.222  -0.021 -1.295  -0.021 -1.368  -0.021 -1.442  -0.021 -1.515  -0.023 -1.586  -0.097 -1.586  -0.170 -1.586
1b#apb#apb05#app0528/I  -0.079 0.860  -0.224 0.695  -0.312 0.495  -0.329 0.278  -0.294 0.060  -0.256 -0.158  -0.228 -0.377  -0.206 -0.597  -0.194 -0.817  -0.149 -1.032  -0.260 -0.898  -0.475 -0.850  -0.691 -0.802  -0.907 -0.753  -1.045 -0.824  -0.825 -0.831  -0.606 -0.804  -0.388 -0.768  -0.169 -0.744  0.051 -0.721  0.270 -0.689  0.488 -0.654  0.708 -0.632  0.923 -0.646  1.128 -0.728  1.296 -0.769  1.109 -0.651  0.922 -0.533  0.734 -0.415  0.547 -0.298  0.360 -0.180  0.173 -0.062  -0.014 0.056  -0.201 0.173  -0.388 0.291  -0.575 0.409  -0.762 0.527  -0.950 0.644  -1.024 0.789  -0.826 0.879  -0.610 0.924  -0.393 0.965  -0.175 1.004  0.041 1.049  0.256 1.101  0.472 1.148  0.690 1.182  0.909 1.213  1.129 1.237  1.349 1.254
3#apb#apb38#app3831/I  -0.030 0.993  -0.030 0.777  -0.030 0.562  -0.030 0.346  -0.038 0.131  -0.054 -0.084  -0.022 -0.297  -0.014 -0.510  -0.030 -0.725  -0.030 -0.941  -0.074 -0.910  -0.147 -0.708  -0.221 -0.505  -0.295 -0.303  -0.369 -0.100  -0.443 0.102  -0.516 0.304  -0.590 0.507  -0.664 0.709  -0.738 0.911  -0.683 0.993  -0.468 1.003  -0.256 1.040  -0.048 1.091  0.167 1.106  0.379 1.141  0.589 1.188  0.802 1.223  1.007 1.288  0.967 1.164  0.856 0.979  0.744 0.795  0.633 0.611  0.521 0.426  0.409 0.242  0.298 0.058  0.186 -0.126  0.075 -0.311  -0.037 -0.495  -0.148 -0.679  -0.260 -0.864  -0.371 -1.048  -0.483 -1.232  -0.594 -1.416  -0.524 -1.414  -0.309 -1.414  -0.093 -1.414  0.122 -1.414  0.337 -1.413  0.548 -1.366
3#app#app34#app3479/I  -0.204 1.688  -0.204 1.616  -0.204 1.545  -0.204 1.473  -0.204 1.401  -0.204 1.329  -0.204 1.257  -0.204 1.185  -0.204 1.113  -0.204 1.042  -0.204 0.970  -0.204 0.898  -0.204 0.826  -0.204 0.754  -0.198 0.685  -0.147 0.634  -0.096 0.583  -0.046 0.532  -0.005 0.478  -0.005 0.406  -0.005 0.334  -0.005 0.262  -0.005 0.190  -0.005 0.118  -0.005 0.046  -0.005 -0.025  -0.005 -0.097  -0.005 -0.169  -0.005 -0.241  -0.002 -0.312  0.030 -0.376  0.063 -0.441  0.095 -0.505  0.127 -0.569  0.159 -0.633  0.191 -0.698  0.195 -0.769  0.195 -0.840  0.195 -0.912  0.195 -0.984  0.195 -1.056  0.195 -1.128  0.195 -1.200  0.195 -1.272  0.195 -1.343  0.195 -1.415  0.195 -1.487  0.195 -1.559  0.195 -1.631  0.195 -1.703
1b#apb#apb38#app3853/I  -0.006 1.223  0.050 1.270  0.107 1.317  0.163 1.364  0.235 1.378  0.306 1.391  0.338 1.329  0.349 1.256  0.359 1.184  0.358 1.111  0.353 1.037  0.349 0.964  0.344 0.891  0.340 0.817  0.335 0.744  0.314 0.675  0.281 0.609  0.248 0.544  0.216 0.478  0.183 0.412  0.150 0.347  0.117 0.281  0.092 0.212  0.071 0.142  0.049 0.072  0.028 0.001  0.007 -0.069  -0.015 -0.139  -0.036 -0.209  -0.058 -0.280  -0.079 -0.350  -0.101 -0.420  -0.123 -0.490  -0.145 -0.560  -0.167 -0.630  -0.189 -0.700  -0.211 -0.770  -0.233 -0.840  -0.256 -0.910  -0.277 -0.981  -0.297 -1.051  -0.318 -1.122  -0.339 -1.192  -0.360 -1.263  -0.380 -1.333  -0.401 -1.404  -0.416 -1.475  -0.430 -1.547  -0.445 -1.620  -0.459 -1.692
