2#app#app11#app1169/L  -0.459 1.835  -0.388 1.765  -0.324 1.691  -0.324 1.591  -0.324 1.491  -0.324 1.391  -0.324 1.292  -0.324 1.192  -0.324 1.092  -0.324 0.992  -0.324 0.892  -0.324 0.792  -0.324 0.692  -0.324 0.593  -0.324 0.493  -0.324 0.393  -0.324 0.293  -0.324 0.193  -0.324 0.093  -0.324 -0.007  -0.324 -0.107  -0.324 -0.206  -0.324 -0.306  -0.324 -0.406  -0.324 -0.506  -0.324 -0.606  -0.324 -0.706  -0.324 -0.806  -0.324 -0.905  -0.301 -0.982  -0.201 -0.982  -0.190 -0.893  -0.135 -0.848  -0.036 -0.848  0.064 -0.848  0.164 -0.848  0.212 -0.796  0.230 -0.714  0.330 -0.714  0.430 -0.714  0.515 -0.679  0.586 -0.608  0.674 -0.579  0.771 -0.568  0.860 -0.524  0.949 -0.479  1.041 -0.445  1.141 -0.445  1.215 -0.382  1.285 -0.311
1b#ibm#ibm0#r0411/L  -0.352 1.911  -0.352 1.799  -0.352 1.686  -0.352 1.574  -0.352 1.462  -0.352 1.349  -0.352 1.237  -0.352 1.125  -0.352 1.013  -0.352 0.900  -0.352 0.788  -0.352 0.676  -0.352 0.564  -0.352 0.451  -0.357 0.340  -0.393 0.233  -0.428 0.127  -0.464 0.020  -0.482 -0.089  -0.482 -0.201  -0.482 -0.314  -0.482 -0.426  -0.482 -0.538  -0.482 -0.650  -0.482 -0.763  -0.547 -0.810  -0.611 -0.762  -0.581 -0.680  -0.468 -0.680  -0.356 -0.680  -0.244 -0.680  -0.141 -0.640  -0.041 -0.589  0.063 -0.551  0.175 -0.551  0.287 -0.551  0.399 -0.551  0.512 -0.551  0.617 -0.520  0.717 -0.470  0.818 -0.421  0.930 -0.421  1.013 -0.491  1.093 -0.531  1.172 -0.452  1.203 -0.490  1.151 -0.551  1.039 -0.551  0.926 -0.551  0.814 -0.551
1b#ibm#ibm0#r0411/L  0.039 1.322  0.039 1.426  -0.001 1.489  -0.105 1.489  -0.127 1.408  -0.135 1.307  -0.181 1.214  -0.228 1.122  -0.274 1.029  -0.294 0.931  -0.294 0.827  -0.294 0.724  -0.310 0.624  -0.356 0.532  -0.402 0.439  -0.449 0.347  -0.495 0.254  -0.541 0.162  -0.587 0.070  -0.631 -0.024  -0.664 -0.122  -0.697 -0.220  -0.729 -0.318  -0.762 -0.416  -0.793 -0.515  -0.793 -0.618  -0.745 -0.674  -0.642 -0.674  -0.538 -0.674  -0.435 -0.674  -0.332 -0.674  -0.228 -0.674  -0.125 -0.674  -0.022 -0.674  0.080 -0.660  0.178 -0.628  0.276 -0.595  0.374 -0.562  0.472 -0.530  0.572 -0.507  0.675 -0.507  0.778 -0.507  0.882 -0.507  0.985 -0.507  1.088 -0.507  1.192 -0.507  1.268 -0.572  1.342 -0.645  1.433 -0.674  1.536 -0.674
1b#ibm#ibm0#r0411/L  -0.059 1.289  -0.059 1.384  -0.006 1.426  0.078 1.436  0.078 1.531  0.078 1.499  0.078 1.405  0.078 1.310  0.078 1.215  0.068 1.122  0.038 1.033  0.008 0.943  -0.022 0.853  -0.052 0.763  -0.099 0.682  -0.151 0.603  -0.204 0.525  -0.256 0.446  -0.309 0.367  -0.349 0.282  -0.379 0.192  -0.409 0.103  -0.438 0.013  -0.468 -0.077  -0.469 -0.171  -0.469 -0.266  -0.469 -0.361  -0.469 -0.455  -0.469 -0.550  -0.469 -0.644  -0.469 -0.739  -0.469 -0.834  -0.437 -0.897  -0.343 -0.897  -0.248 -0.897  -0.153 -0.897  -0.059 -0.897  0.036 -0.897  0.130 -0.897  0.225 -0.897  0.320 -0.897  0.414 -0.897  0.509 -0.897  0.603 -0.897  0.698 -0.897  0.793 -0.897  0.887 -0.897  0.982 -0.897  1.034 -0.939  1.034 -1.034
1b#ibm#ibm0#r0411/L  -0.037 1.562  -0.037 1.655  -0.037 1.725  -0.037 1.633  -0.042 1.541  -0.050 1.449  -0.056 1.357  -0.061 1.265  -0.067 1.173  -0.072 1.080  -0.077 0.988  -0.089 0.897  -0.114 0.809  -0.139 0.720  -0.165 0.631  -0.190 0.542  -0.215 0.454  -0.241 0.365  -0.260 0.275  -0.272 0.184  -0.284 0.092  -0.296 0.001  -0.308 -0.091  -0.320 -0.182  -0.333 -0.274  -0.348 -0.365  -0.363 -0.456  -0.378 -0.547  -0.393 -0.638  -0.407 -0.729  -0.405 -0.820  -0.389 -0.911  -0.374 -1.002  -0.314 -0.993  -0.233 -0.951  -0.143 -0.931  -0.053 -0.910  0.037 -0.890  0.127 -0.874  0.218 -0.860  0.310 -0.845  0.401 -0.831  0.492 -0.820  0.584 -0.811  0.676 -0.802  0.768 -0.792  0.859 -0.783  0.951 -0.773  1.043 -0.763  1.135 -0.753
1b#ibm#ibm0#r0411/L  -0.032 1.798  -0.073 1.716  -0.115 1.633  -0.137 1.544  -0.155 1.454  -0.173 1.363  -0.191 1.273  -0.209 1.182  -0.212 1.090  -0.212 0.998  -0.212 0.906  -0.212 0.813  -0.212 0.721  -0.212 0.629  -0.230 0.538  -0.248 0.448  -0.266 0.357  -0.284 0.267  -0.303 0.177  -0.337 0.091  -0.371 0.005  -0.406 -0.080  -0.440 -0.166  -0.474 -0.252  -0.505 -0.339  -0.534 -0.426  -0.563 -0.514  -0.552 -0.601  -0.523 -0.689  -0.494 -0.776  -0.427 -0.811  -0.335 -0.811  -0.242 -0.811  -0.150 -0.811  -0.058 -0.811  0.035 -0.811  0.125 -0.798  0.216 -0.779  0.306 -0.761  0.397 -0.743  0.487 -0.725  0.579 -0.721  0.671 -0.721  0.764 -0.721  0.856 -0.721  0.948 -0.721  1.040 -0.721  1.133 -0.721  1.225 -0.721  1.317 -0.721
3#apb#apb35#app3592/L  0.010 1.726  -0.038 1.661  -0.083 1.594  -0.083 1.513  -0.092 1.433  -0.116 1.356  -0.140 1.278  -0.166 1.201  -0.196 1.125  -0.226 1.050  -0.255 0.974  -0.262 0.893  -0.269 0.812  -0.277 0.731  -0.284 0.650  -0.293 0.569  -0.302 0.488  -0.311 0.407  -0.323 0.327  -0.340 0.247  -0.357 0.168  -0.360 0.087  -0.354 0.006  -0.349 -0.075  -0.335 -0.155  -0.314 -0.233  -0.293 -0.312  -0.285 -0.392  -0.285 -0.473  -0.267 -0.553  -0.246 -0.631  -0.220 -0.708  -0.175 -0.771  -0.123 -0.832  -0.083 -0.902  -0.010 -0.939  0.060 -0.979  0.137 -0.995  0.219 -0.995  0.300 -0.995  0.381 -0.995  0.463 -0.995  0.544 -0.995  0.623 -0.977  0.701 -0.955  0.780 -0.936  0.860 -0.918  0.938 -0.897  1.011 -0.861  1.083 -0.824
1b#app#app14#app1402/L  0.010 1.620  0.115 1.620  0.148 1.620  0.044 1.620  0.010 1.549  0.010 1.445  0.010 1.340  -0.007 1.240  -0.053 1.146  -0.100 1.052  -0.147 0.959  -0.211 0.878  -0.285 0.804  -0.338 0.721  -0.338 0.617  -0.338 0.512  -0.338 0.407  -0.338 0.303  -0.338 0.198  -0.338 0.094  -0.338 -0.011  -0.338 -0.116  -0.410 -0.190  -0.484 -0.264  -0.512 -0.357  -0.512 -0.462  -0.512 -0.566  -0.512 -0.671  -0.512 -0.776  -0.465 -0.861  -0.391 -0.935  -0.308 -0.988  -0.203 -0.988  -0.164 -0.923  -0.164 -0.818  -0.064 -0.814  0.041 -0.814  0.146 -0.814  0.250 -0.814  0.355 -0.814  0.459 -0.814  0.531 -0.781  0.531 -0.677  0.599 -0.640  0.704 -0.640  0.809 -0.640  0.913 -0.640  1.018 -0.640  1.122 -0.640  1.227 -0.640
2#apa#apa09#app0991/L  0.333 1.770  0.272 1.708  0.210 1.647  0.149 1.586  0.124 1.505  0.107 1.420  0.090 1.335  0.073 1.250  0.056 1.164  0.039 1.079  0.022 0.994  0.005 0.909  -0.012 0.824  -0.029 0.739  -0.046 0.654  -0.067 0.570  -0.094 0.488  -0.122 0.405  -0.149 0.323  -0.177 0.241  -0.204 0.158  -0.231 0.076  -0.259 -0.006  -0.286 -0.088  -0.314 -0.171  -0.341 -0.253  -0.369 -0.335  -0.396 -0.418  -0.423 -0.500  -0.446 -0.583  -0.446 -0.670  -0.446 -0.757  -0.446 -0.843  -0.446 -0.930  -0.384 -0.956  -0.298 -0.956  -0.211 -0.956  -0.124 -0.956  -0.037 -0.956  0.050 -0.956  0.136 -0.956  0.223 -0.956  0.310 -0.956  0.397 -0.956  0.483 -0.956  0.570 -0.956  0.657 -0.956  0.744 -0.956  0.830 -0.956  0.917 -0.956
1b#kai#kai1#jspark5/L  0.257 2.068  0.141 2.030  0.137 1.909  0.136 1.787  0.098 1.670  0.097 1.548  0.097 1.425  0.097 1.302  0.097 1.180  0.097 1.057  0.097 0.934  0.097 0.812  0.097 0.689  0.097 0.566  0.097 0.443  0.097 0.321  0.097 0.198  0.097 0.075  0.097 -0.047  0.097 -0.170  0.097 -0.293  0.097 -0.416  0.083 -0.537  0.063 -0.658  0.029 -0.776  -0.009 -0.892  -0.098 -0.959  -0.215 -0.998  -0.335 -1.014  -0.448 -0.990  -0.534 -0.903  -0.604 -0.803  -0.651 -0.690  -0.664 -0.570  -0.636 -0.451  -0.587 -0.339  -0.517 -0.253  -0.394 -0.253  -0.273 -0.263  -0.161 -0.310  -0.063 -0.384  0.038 -0.454  0.133 -0.530  0.220 -0.617  0.307 -0.704  0.394 -0.790  0.480 -0.877  0.576 -0.953  0.675 -1.026  0.777 -1.094
1b#kai#kai1#jspark5/L  0.057 1.814  -0.033 1.844  -0.101 1.780  -0.130 1.697  -0.138 1.604  -0.162 1.512  -0.162 1.417  -0.162 1.322  -0.162 1.227  -0.152 1.133  -0.136 1.039  -0.130 0.945  -0.130 0.850  -0.123 0.755  -0.111 0.661  -0.099 0.567  -0.099 0.472  -0.076 0.380  -0.068 0.286  -0.058 0.192  -0.037 0.101  -0.037 0.006  -0.014 -0.087  -0.006 -0.181  -0.006 -0.276  -0.006 -0.371  -0.006 -0.466  -0.006 -0.561  -0.006 -0.656  -0.006 -0.751  -0.006 -0.846  -0.006 -0.941  -0.024 -1.033  -0.050 -1.125  -0.105 -1.179  -0.183 -1.147  -0.236 -1.068  -0.284 -0.989  -0.231 -0.910  -0.156 -0.853  -0.066 -0.836  0.029 -0.836  0.124 -0.836  0.219 -0.836  0.314 -0.836  0.409 -0.836  0.503 -0.833  0.594 -0.803  0.684 -0.773  0.774 -0.743
3#apa#apa03#app0369/L  0.363 1.677  0.363 1.572  0.338 1.477  0.264 1.402  0.189 1.328  0.187 1.224  0.165 1.127  0.090 1.053  0.016 0.978  -0.059 0.904  -0.133 0.829  -0.208 0.755  -0.282 0.680  -0.342 0.599  -0.342 0.494  -0.397 0.444  -0.503 0.444  -0.518 0.354  -0.532 0.254  -0.606 0.180  -0.681 0.105  -0.694 0.006  -0.694 -0.100  -0.694 -0.205  -0.694 -0.311  -0.694 -0.416  -0.694 -0.521  -0.694 -0.627  -0.694 -0.732  -0.646 -0.789  -0.541 -0.789  -0.435 -0.789  -0.330 -0.789  -0.225 -0.789  -0.119 -0.789  -0.014 -0.789  0.092 -0.789  0.197 -0.789  0.302 -0.789  0.403 -0.769  0.497 -0.722  0.591 -0.675  0.686 -0.628  0.788 -0.613  0.893 -0.613  0.998 -0.613  1.104 -0.613  1.209 -0.613  1.314 -0.613  1.420 -0.613
2#apa#apa09#app0971/L  -0.177 1.320  -0.177 1.413  -0.181 1.486  -0.223 1.403  -0.265 1.320  -0.306 1.236  -0.348 1.153  -0.353 1.061  -0.353 0.968  -0.353 0.875  -0.357 0.783  -0.399 0.700  -0.440 0.617  -0.482 0.533  -0.524 0.450  -0.565 0.367  -0.607 0.284  -0.648 0.200  -0.690 0.117  -0.704 0.027  -0.704 -0.066  -0.704 -0.159  -0.704 -0.252  -0.704 -0.345  -0.704 -0.438  -0.621 -0.480  -0.538 -0.521  -0.454 -0.563  -0.371 -0.604  -0.280 -0.614  -0.187 -0.614  -0.094 -0.614  -0.001 -0.614  0.092 -0.614  0.185 -0.614  0.278 -0.614  0.371 -0.614  0.464 -0.614  0.557 -0.614  0.650 -0.614  0.743 -0.614  0.836 -0.614  0.929 -0.614  1.023 -0.614  1.116 -0.614  1.209 -0.614  1.302 -0.614  1.395 -0.614  1.488 -0.614  1.581 -0.614
2#apa#apa09#app0971/L  0.170 0.784  0.136 0.886  0.102 0.988  0.068 1.090  0.034 1.192  0.000 1.294  0.021 1.383  0.097 1.459  0.170 1.529  0.170 1.422  0.170 1.314  0.170 1.207  0.170 1.099  0.170 0.992  0.170 0.884  0.170 0.777  0.170 0.669  0.170 0.562  0.170 0.454  0.126 0.365  0.050 0.289  -0.026 0.213  -0.102 0.137  -0.178 0.061  -0.254 -0.015  -0.330 -0.091  -0.398 -0.172  -0.432 -0.274  -0.466 -0.376  -0.500 -0.478  -0.534 -0.580  -0.568 -0.682  -0.579 -0.788  -0.579 -0.895  -0.579 -1.003  -0.556 -1.088  -0.448 -1.088  -0.341 -1.088  -0.233 -1.088  -0.126 -1.088  -0.018 -1.088  0.089 -1.088  0.197 -1.088  0.304 -1.088  0.409 -1.070  0.511 -1.036  0.613 -1.002  0.715 -0.968  0.817 -0.934  0.919 -0.900
1b#ced#repy0371_s_1a/L  0.007 1.374  -0.046 1.462  -0.090 1.554  -0.132 1.648  -0.201 1.590  -0.205 1.489  -0.205 1.385  -0.205 1.282  -0.205 1.179  -0.212 1.076  -0.229 0.974  -0.229 0.871  -0.239 0.769  -0.253 0.667  -0.253 0.564  -0.262 0.461  -0.276 0.359  -0.301 0.259  -0.321 0.157  -0.323 0.054  -0.347 -0.045  -0.353 -0.148  -0.378 -0.248  -0.394 -0.349  -0.394 -0.452  -0.418 -0.552  -0.420 -0.655  -0.440 -0.756  -0.465 -0.857  -0.497 -0.915  -0.536 -0.840  -0.455 -0.784  -0.351 -0.784  -0.248 -0.784  -0.148 -0.765  -0.046 -0.756  0.055 -0.737  0.157 -0.729  0.259 -0.714  0.361 -0.704  0.463 -0.690  0.566 -0.690  0.669 -0.684  0.770 -0.666  0.872 -0.655  0.973 -0.643  1.077 -0.643  1.180 -0.643  1.283 -0.643  1.387 -0.643
2#app#app08#app0819/L  -0.668 1.558  -0.668 1.476  -0.668 1.394  -0.668 1.313  -0.668 1.231  -0.668 1.149  -0.668 1.067  -0.668 0.986  -0.668 0.904  -0.668 0.822  -0.647 0.744  -0.621 0.666  -0.596 0.589  -0.570 0.511  -0.561 0.431  -0.561 0.349  -0.561 0.267  -0.561 0.186  -0.520 0.121  -0.462 0.063  -0.453 -0.015  -0.422 -0.084  -0.365 -0.142  -0.346 -0.216  -0.325 -0.289  -0.267 -0.347  -0.202 -0.394  -0.129 -0.431  -0.055 -0.467  -0.024 -0.529  -0.003 -0.590  0.079 -0.590  0.160 -0.590  0.242 -0.590  0.321 -0.602  0.394 -0.638  0.467 -0.675  0.544 -0.698  0.625 -0.698  0.707 -0.698  0.789 -0.698  0.871 -0.698  0.952 -0.698  1.034 -0.698  1.116 -0.698  1.186 -0.670  1.244 -0.612  1.317 -0.590  1.398 -0.590  1.480 -0.590
2#app#app08#app0819/L  -0.179 1.274  -0.179 1.366  -0.179 1.459  -0.179 1.412  -0.237 1.378  -0.283 1.330  -0.308 1.248  -0.374 1.183  -0.387 1.095  -0.387 1.003  -0.410 0.916  -0.451 0.833  -0.491 0.749  -0.491 0.657  -0.491 0.564  -0.491 0.471  -0.491 0.378  -0.491 0.286  -0.491 0.193  -0.491 0.100  -0.491 0.008  -0.491 -0.085  -0.491 -0.178  -0.491 -0.270  -0.491 -0.363  -0.491 -0.456  -0.491 -0.549  -0.449 -0.599  -0.387 -0.630  -0.368 -0.703  -0.275 -0.703  -0.182 -0.703  -0.090 -0.703  0.003 -0.703  0.096 -0.703  0.189 -0.703  0.281 -0.703  0.374 -0.703  0.467 -0.703  0.559 -0.703  0.652 -0.703  0.745 -0.703  0.837 -0.703  0.930 -0.703  1.023 -0.703  1.116 -0.703  1.208 -0.703  1.301 -0.703  1.394 -0.703  1.486 -0.703
2#apb#apb41#app4115/L  -0.040 0.875  -0.007 0.973  0.025 1.072  0.052 1.172  0.068 1.275  0.097 1.374  0.058 1.344  0.007 1.254  -0.044 1.163  -0.098 1.074  -0.155 0.987  -0.211 0.900  -0.268 0.813  -0.321 0.724  -0.375 0.635  -0.428 0.546  -0.482 0.457  -0.533 0.366  -0.584 0.276  -0.635 0.185  -0.685 0.094  -0.728 0.000  -0.765 -0.097  -0.802 -0.194  -0.824 -0.293  -0.810 -0.396  -0.781 -0.491  -0.704 -0.561  -0.626 -0.628  -0.524 -0.649  -0.422 -0.670  -0.320 -0.691  -0.219 -0.712  -0.115 -0.718  -0.011 -0.718  0.092 -0.718  0.196 -0.718  0.300 -0.718  0.404 -0.717  0.508 -0.710  0.611 -0.704  0.715 -0.697  0.819 -0.691  0.923 -0.688  1.026 -0.688  1.130 -0.688  1.234 -0.695  1.336 -0.712  1.424 -0.761  1.492 -0.839
1b#apb#apb35#app3576/L  -0.609 0.437  -0.493 0.357  -0.324 0.352  -0.160 0.395  -0.001 0.456  0.155 0.523  0.313 0.586  0.465 0.660  0.613 0.745  0.749 0.847  0.868 0.966  0.968 1.103  1.052 1.243  1.012 1.380  0.848 1.369  0.707 1.280  0.587 1.160  0.479 1.028  0.383 0.889  0.295 0.743  0.212 0.595  0.133 0.444  0.056 0.293  -0.019 0.140  -0.094 -0.013  -0.173 -0.163  -0.252 -0.314  -0.331 -0.465  -0.410 -0.615  -0.505 -0.756  -0.603 -0.894  -0.702 -1.033  -0.814 -1.161  -0.968 -1.217  -1.088 -1.134  -1.095 -0.971  -1.021 -0.819  -0.918 -0.685  -0.795 -0.568  -0.636 -0.506  -0.473 -0.459  -0.307 -0.431  -0.138 -0.449  0.029 -0.479  0.191 -0.530  0.333 -0.619  0.466 -0.725  0.576 -0.854  0.676 -0.991  0.763 -1.138
2#tos#t3#t3007062/L  -0.429 1.737  -0.429 1.645  -0.429 1.553  -0.429 1.461  -0.429 1.369  -0.429 1.277  -0.418 1.187  -0.391 1.099  -0.391 1.007  -0.391 0.915  -0.391 0.823  -0.391 0.731  -0.391 0.639  -0.391 0.547  -0.391 0.455  -0.391 0.363  -0.391 0.271  -0.400 0.180  -0.422 0.091  -0.429 -0.000  -0.429 -0.092  -0.429 -0.184  -0.429 -0.276  -0.449 -0.365  -0.493 -0.443  -0.503 -0.531  -0.503 -0.623  -0.501 -0.713  -0.409 -0.713  -0.317 -0.713  -0.225 -0.713  -0.137 -0.690  -0.047 -0.676  0.045 -0.676  0.137 -0.676  0.229 -0.676  0.321 -0.676  0.413 -0.676  0.503 -0.663  0.591 -0.639  0.683 -0.639  0.775 -0.639  0.867 -0.639  0.959 -0.639  1.031 -0.590  1.112 -0.565  1.205 -0.565  1.297 -0.565  1.389 -0.565  1.465 -0.528
2#ibm#ibm0#r0306/L  -0.028 1.790  -0.028 1.680  -0.081 1.593  -0.158 1.516  -0.171 1.412  -0.171 1.302  -0.171 1.193  -0.171 1.084  -0.241 1.003  -0.315 0.925  -0.315 0.815  -0.315 0.706  -0.315 0.597  -0.315 0.487  -0.315 0.378  -0.354 0.278  -0.403 0.180  -0.451 0.083  -0.458 -0.025  -0.501 -0.117  -0.578 -0.194  -0.601 -0.294  -0.601 -0.403  -0.601 -0.512  -0.601 -0.622  -0.601 -0.731  -0.601 -0.840  -0.601 -0.918  -0.601 -0.809  -0.510 -0.790  -0.401 -0.790  -0.292 -0.790  -0.182 -0.790  -0.073 -0.790  0.018 -0.745  0.095 -0.668  0.187 -0.611  0.285 -0.562  0.383 -0.513  0.490 -0.504  0.599 -0.504  0.706 -0.495  0.804 -0.446  0.902 -0.397  1.002 -0.360  1.112 -0.360  1.221 -0.360  1.330 -0.360  1.439 -0.360  1.549 -0.360
2#ibm#ibm0#r0306/L  -0.213 1.926  -0.213 1.823  -0.213 1.720  -0.194 1.621  -0.148 1.529  -0.102 1.437  -0.080 1.339  -0.080 1.235  -0.080 1.132  -0.080 1.029  -0.097 0.928  -0.122 0.828  -0.147 0.728  -0.172 0.628  -0.197 0.528  -0.213 0.427  -0.219 0.326  -0.291 0.253  -0.346 0.173  -0.346 0.069  -0.346 -0.034  -0.346 -0.137  -0.346 -0.240  -0.346 -0.343  -0.346 -0.446  -0.346 -0.549  -0.346 -0.652  -0.346 -0.756  -0.346 -0.859  -0.346 -0.962  -0.346 -1.065  -0.320 -1.105  -0.247 -1.032  -0.174 -0.959  -0.101 -0.886  -0.080 -0.792  -0.037 -0.732  0.066 -0.732  0.169 -0.732  0.247 -0.671  0.321 -0.599  0.424 -0.599  0.527 -0.599  0.630 -0.599  0.733 -0.599  0.836 -0.599  0.939 -0.599  1.042 -0.599  1.146 -0.599  1.249 -0.599
2#ibm#ibm0#r0306/L  -0.262 1.608  -0.262 1.711  -0.262 1.644  -0.262 1.541  -0.240 1.443  -0.194 1.351  -0.148 1.259  -0.204 1.184  -0.262 1.105  -0.262 1.002  -0.262 0.899  -0.262 0.796  -0.262 0.694  -0.262 0.591  -0.277 0.491  -0.323 0.399  -0.369 0.307  -0.382 0.208  -0.382 0.105  -0.382 0.002  -0.382 -0.101  -0.384 -0.203  -0.457 -0.276  -0.503 -0.359  -0.503 -0.462  -0.503 -0.565  -0.503 -0.668  -0.503 -0.771  -0.503 -0.874  -0.467 -0.889  -0.394 -0.816  -0.296 -0.805  -0.213 -0.756  -0.140 -0.684  -0.037 -0.684  0.066 -0.684  0.168 -0.684  0.271 -0.684  0.371 -0.669  0.463 -0.623  0.555 -0.577  0.654 -0.563  0.757 -0.563  0.860 -0.563  0.963 -0.563  1.066 -0.564  1.138 -0.636  1.221 -0.684  1.324 -0.684  1.427 -0.684
2#ibm#ibm0#r0306/L  -0.067 1.894  -0.067 1.795  -0.067 1.695  -0.067 1.596  -0.067 1.496  -0.067 1.397  -0.067 1.297  -0.110 1.208  -0.155 1.119  -0.199 1.030  -0.217 0.935  -0.217 0.835  -0.217 0.736  -0.217 0.637  -0.217 0.537  -0.217 0.438  -0.243 0.344  -0.287 0.255  -0.332 0.166  -0.367 0.075  -0.367 -0.024  -0.367 -0.124  -0.367 -0.223  -0.367 -0.323  -0.367 -0.422  -0.367 -0.522  -0.367 -0.621  -0.367 -0.721  -0.379 -0.815  -0.450 -0.885  -0.511 -0.952  -0.412 -0.952  -0.328 -0.913  -0.258 -0.843  -0.175 -0.802  -0.076 -0.802  0.024 -0.802  0.119 -0.784  0.208 -0.740  0.297 -0.695  0.386 -0.652  0.485 -0.652  0.585 -0.652  0.684 -0.652  0.784 -0.652  0.883 -0.652  0.983 -0.652  1.082 -0.652  1.182 -0.652  1.281 -0.652
2#ibm#ibm0#r0306/L  -0.391 1.679  -0.391 1.591  -0.391 1.503  -0.391 1.415  -0.391 1.327  -0.391 1.239  -0.391 1.150  -0.391 1.062  -0.391 0.974  -0.391 0.886  -0.391 0.798  -0.416 0.716  -0.455 0.637  -0.494 0.558  -0.534 0.479  -0.543 0.393  -0.543 0.305  -0.543 0.217  -0.543 0.129  -0.543 0.041  -0.543 -0.047  -0.543 -0.136  -0.543 -0.224  -0.543 -0.312  -0.543 -0.400  -0.511 -0.468  -0.433 -0.508  -0.354 -0.547  -0.275 -0.587  -0.196 -0.626  -0.117 -0.665  -0.038 -0.705  0.040 -0.744  0.126 -0.757  0.214 -0.757  0.302 -0.757  0.390 -0.757  0.478 -0.757  0.566 -0.757  0.654 -0.757  0.742 -0.757  0.830 -0.755  0.892 -0.693  0.954 -0.630  1.026 -0.582  1.105 -0.542  1.184 -0.503  1.263 -0.463  1.348 -0.453  1.437 -0.453
2#ibm#ibm0#r0306/L  -0.494 1.396  -0.494 1.308  -0.503 1.221  -0.525 1.135  -0.546 1.050  -0.568 0.964  -0.589 0.879  -0.610 0.793  -0.632 0.708  -0.669 0.628  -0.709 0.549  -0.748 0.471  -0.783 0.390  -0.811 0.306  -0.839 0.223  -0.867 0.139  -0.895 0.055  -0.898 -0.026  -0.859 -0.105  -0.819 -0.184  -0.780 -0.263  -0.700 -0.276  -0.614 -0.286  -0.535 -0.326  -0.456 -0.365  -0.378 -0.405  -0.292 -0.416  -0.204 -0.416  -0.116 -0.416  -0.028 -0.416  0.061 -0.416  0.149 -0.416  0.237 -0.416  0.325 -0.416  0.413 -0.416  0.501 -0.416  0.590 -0.416  0.678 -0.416  0.766 -0.416  0.854 -0.416  0.942 -0.416  1.030 -0.416  1.119 -0.416  1.207 -0.416  1.295 -0.416  1.383 -0.416  1.471 -0.416  1.559 -0.416  1.647 -0.416  1.736 -0.416
2#ibm#ibm0#r0306/L  -0.067 1.745  -0.109 1.661  -0.151 1.577  -0.193 1.493  -0.235 1.409  -0.253 1.319  -0.253 1.225  -0.253 1.131  -0.253 1.037  -0.253 0.943  -0.253 0.849  -0.280 0.761  -0.322 0.677  -0.364 0.593  -0.406 0.509  -0.439 0.423  -0.439 0.329  -0.439 0.235  -0.439 0.141  -0.450 0.049  -0.492 -0.035  -0.534 -0.119  -0.576 -0.203  -0.618 -0.287  -0.624 -0.379  -0.624 -0.473  -0.567 -0.544  -0.501 -0.610  -0.432 -0.672  -0.338 -0.672  -0.245 -0.676  -0.161 -0.718  -0.077 -0.760  0.007 -0.802  0.091 -0.844  0.163 -0.814  0.230 -0.747  0.296 -0.681  0.387 -0.672  0.481 -0.672  0.575 -0.672  0.669 -0.672  0.763 -0.672  0.857 -0.672  0.951 -0.672  1.045 -0.672  1.139 -0.672  1.233 -0.672  1.327 -0.672  1.421 -0.672
2#ibm#ibm0#r0306/L  -0.042 1.778  -0.042 1.684  -0.042 1.590  -0.042 1.496  -0.042 1.402  -0.059 1.311  -0.089 1.221  -0.119 1.132  -0.148 1.043  -0.178 0.954  -0.219 0.869  -0.261 0.785  -0.303 0.701  -0.338 0.614  -0.367 0.525  -0.397 0.435  -0.427 0.346  -0.457 0.257  -0.498 0.173  -0.540 0.089  -0.582 0.005  -0.596 -0.086  -0.596 -0.180  -0.596 -0.274  -0.596 -0.368  -0.596 -0.462  -0.596 -0.556  -0.543 -0.629  -0.477 -0.695  -0.390 -0.714  -0.303 -0.730  -0.237 -0.797  -0.166 -0.853  -0.072 -0.853  0.022 -0.853  0.114 -0.844  0.198 -0.802  0.282 -0.760  0.367 -0.718  0.460 -0.714  0.554 -0.714  0.648 -0.714  0.742 -0.714  0.836 -0.714  0.929 -0.712  0.996 -0.646  1.062 -0.579  1.155 -0.576  1.249 -0.576  1.343 -0.576
2#tos#f3#f3036063/L  -0.198 1.593  -0.309 1.593  -0.421 1.593  -0.397 1.618  -0.371 1.517  -0.371 1.406  -0.341 1.302  -0.301 1.199  -0.275 1.091  -0.256 0.982  -0.256 0.871  -0.256 0.759  -0.256 0.648  -0.256 0.537  -0.256 0.425  -0.256 0.314  -0.256 0.203  -0.256 0.092  -0.256 -0.020  -0.256 -0.131  -0.289 -0.228  -0.368 -0.307  -0.371 -0.417  -0.382 -0.527  -0.409 -0.635  -0.450 -0.735  -0.488 -0.829  -0.599 -0.829  -0.602 -0.721  -0.602 -0.609  -0.514 -0.568  -0.414 -0.541  -0.303 -0.541  -0.191 -0.541  -0.080 -0.541  0.031 -0.541  0.143 -0.541  0.254 -0.541  0.365 -0.541  0.476 -0.541  0.588 -0.541  0.697 -0.551  0.803 -0.586  0.912 -0.599  1.023 -0.599  1.135 -0.599  1.228 -0.641  1.309 -0.714  1.421 -0.714  1.474 -0.772
