1b#ced#cypl9614_s_jd/F  -0.327 0.775  -0.228 0.991  -0.195 1.180  -0.161 0.935  -0.124 0.690  -0.096 0.442  -0.058 0.195  -0.033 -0.054  -0.030 -0.304  -0.030 -0.555  -0.030 -0.805  -0.063 -1.053  -0.085 -1.302  -0.101 -1.551  -0.129 -1.798  -0.167 -1.880  -0.183 -1.630  -0.199 -1.380  -0.214 -1.130  -0.230 -0.880  -0.245 -0.630  -0.261 -0.380  -0.277 -0.130  -0.292 0.120  -0.308 0.370  -0.324 0.620  -0.426 0.841  -0.586 1.030  -0.622 1.171  -0.380 1.204  -0.131 1.220  0.117 1.237  0.368 1.237  0.618 1.241  0.866 1.270  0.837 1.101  0.719 0.880  0.602 0.659  0.485 0.437  0.368 0.216  0.209 0.025  0.017 -0.134  -0.189 -0.276  -0.316 -0.488  -0.307 -0.623  -0.070 -0.642  0.180 -0.642  0.430 -0.636  0.678 -0.609  0.926 -0.576
1b#ibm#ibm0#r0112/F  -1.684 -0.024  -1.615 -0.010  -1.546 0.004  -1.478 0.017  -1.409 0.031  -1.340 0.045  -1.272 0.058  -1.203 0.072  -1.134 0.086  -1.066 0.100  -0.997 0.113  -0.928 0.127  -0.860 0.141  -0.791 0.154  -0.722 0.168  -0.654 0.182  -0.585 0.178  -0.516 0.164  -0.448 0.150  -0.379 0.137  -0.310 0.123  -0.242 0.109  -0.173 0.095  -0.104 0.082  -0.036 0.068  0.033 0.054  0.102 0.040  0.170 0.027  0.239 0.013  0.308 -0.001  0.376 -0.014  0.445 -0.027  0.514 -0.039  0.583 -0.050  0.652 -0.062  0.721 -0.073  0.790 -0.085  0.859 -0.096  0.929 -0.108  0.998 -0.119  1.067 -0.131  1.136 -0.142  1.205 -0.154  1.274 -0.165  1.343 -0.177  1.412 -0.188  1.481 -0.200  1.550 -0.211  1.619 -0.223  1.688 -0.234
1b#ibm#ibm0#r0112/F  -1.577 -0.391  -1.527 -0.341  -1.477 -0.291  -1.427 -0.241  -1.377 -0.191  -1.327 -0.141  -1.277 -0.091  -1.227 -0.041  -1.177 0.009  -1.109 0.017  -1.039 0.017  -0.968 0.017  -0.897 0.017  -0.826 0.017  -0.755 0.017  -0.685 0.017  -0.614 0.017  -0.543 0.017  -0.472 0.017  -0.401 0.017  -0.331 0.017  -0.260 0.017  -0.189 0.017  -0.118 0.017  -0.048 0.017  0.023 0.017  0.094 0.017  0.165 0.017  0.236 0.017  0.306 0.017  0.377 0.017  0.448 0.017  0.519 0.017  0.590 0.017  0.660 0.017  0.731 0.017  0.802 0.017  0.873 0.017  0.944 0.017  1.014 0.017  1.085 0.019  1.152 0.042  1.219 0.064  1.286 0.087  1.353 0.109  1.420 0.131  1.488 0.154  1.555 0.176  1.622 0.198  1.689 0.221
1b#ibm#ibm0#r0112/F  0.049 1.699  0.049 1.629  0.049 1.560  0.049 1.490  0.049 1.421  0.049 1.351  0.049 1.281  0.049 1.212  0.049 1.142  0.049 1.073  0.049 1.003  0.049 0.933  0.049 0.864  0.049 0.794  0.049 0.725  0.049 0.655  0.049 0.585  0.049 0.516  0.049 0.446  0.049 0.377  0.049 0.307  0.049 0.238  0.049 0.168  0.047 0.099  0.031 0.031  0.014 -0.036  -0.003 -0.104  -0.020 -0.172  -0.036 -0.239  -0.053 -0.307  -0.056 -0.376  -0.056 -0.446  -0.056 -0.515  -0.056 -0.585  -0.056 -0.654  -0.056 -0.724  -0.056 -0.793  -0.056 -0.863  -0.056 -0.933  -0.056 -1.002  -0.056 -1.072  -0.056 -1.141  -0.056 -1.211  -0.056 -1.281  -0.056 -1.350  -0.056 -1.420  -0.056 -1.489  -0.056 -1.559  -0.056 -1.629  -0.056 -1.698
1b#ibm#ibm0#r0112/F  -1.743 -0.090  -1.670 -0.108  -1.597 -0.127  -1.524 -0.145  -1.451 -0.163  -1.378 -0.181  -1.305 -0.199  -1.231 -0.208  -1.156 -0.208  -1.081 -0.208  -1.006 -0.208  -0.930 -0.208  -0.855 -0.208  -0.782 -0.199  -0.712 -0.171  -0.642 -0.143  -0.572 -0.116  -0.502 -0.088  -0.432 -0.060  -0.363 -0.032  -0.293 -0.004  -0.223 0.024  -0.148 0.027  -0.073 0.027  0.002 0.027  0.077 0.027  0.152 0.027  0.228 0.027  0.303 0.027  0.378 0.027  0.453 0.027  0.528 0.027  0.604 0.027  0.679 0.027  0.750 0.042  0.814 0.081  0.879 0.120  0.943 0.158  1.008 0.197  1.072 0.236  1.137 0.274  1.201 0.313  1.266 0.352  1.314 0.361  1.314 0.286  1.314 0.211  1.314 0.135  1.314 0.060  1.314 -0.015  1.314 -0.090
2#apa#apa15#app1502/F  -0.988 0.413  -0.988 0.573  -0.988 0.335  -0.988 0.098  -0.988 -0.140  -0.988 -0.378  -0.931 -0.608  -0.874 -0.839  -0.816 -1.070  -0.789 -1.304  -0.673 -1.494  -0.552 -1.464  -0.477 -1.239  -0.402 -1.013  -0.247 -0.837  -0.079 -0.669  0.089 -0.501  0.257 -0.333  0.425 -0.164  0.593 0.004  0.761 0.172  0.929 0.340  1.097 0.508  1.265 0.676  1.433 0.844  1.596 1.010  1.358 1.010  1.144 0.953  0.966 0.803  0.733 0.757  0.500 0.710  0.267 0.664  0.034 0.617  -0.181 0.517  -0.394 0.413  -0.550 0.401  -0.321 0.336  -0.093 0.271  0.136 0.205  0.365 0.140  0.593 0.075  0.784 0.015  0.547 0.015  0.309 0.015  0.071 0.015  -0.166 0.015  -0.382 -0.080  -0.595 -0.184  -0.820 -0.215  -0.988 -0.383
2#apb#apb27#app2726/F  -0.514 0.609  -0.488 0.424  -0.471 0.210  -0.474 -0.006  -0.543 -0.211  -0.614 -0.414  -0.701 -0.612  -0.784 -0.811  -0.861 -1.013  -0.965 -1.202  -1.076 -1.385  -0.992 -1.244  -0.921 -1.040  -0.851 -0.836  -0.780 -0.632  -0.709 -0.428  -0.639 -0.223  -0.568 -0.019  -0.497 0.185  -0.427 0.389  -0.397 0.587  -0.329 0.734  -0.115 0.759  0.101 0.772  0.315 0.794  0.530 0.811  0.746 0.811  0.962 0.812  1.177 0.837  1.391 0.867  1.601 0.912  1.559 0.870  1.374 0.759  1.189 0.647  1.004 0.536  0.819 0.424  0.634 0.312  0.449 0.201  0.264 0.089  0.079 -0.022  -0.106 -0.134  -0.289 -0.247  -0.435 -0.406  -0.448 -0.555  -0.233 -0.571  -0.019 -0.546  0.195 -0.514  0.408 -0.477  0.618 -0.430  0.826 -0.371
3#apa#apa15#app1502/F  -0.988 0.413  -0.988 0.573  -0.988 0.335  -0.988 0.098  -0.988 -0.140  -0.988 -0.378  -0.931 -0.608  -0.874 -0.839  -0.816 -1.070  -0.789 -1.304  -0.673 -1.494  -0.552 -1.464  -0.477 -1.239  -0.402 -1.013  -0.247 -0.837  -0.079 -0.669  0.089 -0.501  0.257 -0.333  0.425 -0.164  0.593 0.004  0.761 0.172  0.929 0.340  1.097 0.508  1.265 0.676  1.433 0.844  1.596 1.010  1.358 1.010  1.144 0.953  0.966 0.803  0.733 0.757  0.500 0.710  0.267 0.664  0.034 0.617  -0.181 0.517  -0.394 0.413  -0.550 0.401  -0.321 0.336  -0.093 0.271  0.136 0.205  0.365 0.140  0.593 0.075  0.784 0.015  0.547 0.015  0.309 0.015  0.071 0.015  -0.166 0.015  -0.382 -0.080  -0.595 -0.184  -0.820 -0.215  -0.988 -0.383
2#app#app11#app1167/F  0.919 1.186  0.977 1.186  0.793 1.181  0.655 1.064  0.469 1.064  0.283 1.064  0.097 1.064  -0.088 1.064  -0.274 1.064  -0.448 1.035  -0.596 0.943  -0.746 0.858  -0.904 0.809  -0.904 0.623  -0.904 0.437  -0.821 0.335  -0.783 0.187  -0.783 0.001  -0.673 -0.140  -0.661 -0.321  -0.661 -0.506  -0.540 -0.642  -0.540 -0.828  -0.446 -0.975  -0.418 -1.149  -0.418 -1.335  -0.297 -1.399  -0.234 -1.415  -0.113 -1.274  0.008 -1.133  0.129 -0.992  0.250 -0.851  0.371 -0.710  0.492 -0.569  0.613 -0.427  0.734 -0.286  0.855 -0.145  0.976 -0.004  1.097 0.137  1.077 0.213  0.899 0.194  0.756 0.092  0.570 0.092  0.434 -0.029  0.252 -0.050  0.075 -0.108  -0.104 -0.151  -0.290 -0.151  -0.475 -0.151  -0.661 -0.151
1b#apb#apb35#app3513/F  0.229 0.319  0.314 0.540  0.205 0.703  0.024 0.549  -0.131 0.369  -0.280 0.183  -0.419 -0.012  -0.558 -0.206  -0.684 -0.408  -0.809 -0.612  -0.929 -0.817  -1.031 -1.033  -1.134 -1.248  -1.247 -1.458  -1.300 -1.546  -1.179 -1.340  -1.059 -1.134  -0.939 -0.928  -0.818 -0.722  -0.698 -0.516  -0.578 -0.310  -0.458 -0.104  -0.337 0.102  -0.217 0.308  -0.097 0.514  0.091 0.611  0.329 0.611  0.568 0.611  0.806 0.625  1.043 0.653  1.279 0.685  1.516 0.695  1.391 0.701  1.160 0.643  0.933 0.568  0.706 0.494  0.480 0.419  0.253 0.345  0.026 0.270  -0.201 0.196  -0.427 0.122  -0.484 0.056  -0.248 0.022  -0.011 0.004  0.227 0.017  0.465 0.035  0.702 0.068  0.938 0.097  1.176 0.113  1.412 0.146
1b#art#art01trn/F  1.307 1.614  1.291 1.493  1.229 1.386  1.156 1.285  1.067 1.199  0.973 1.118  0.879 1.037  0.784 0.956  0.682 0.886  0.579 0.817  0.476 0.746  0.377 0.671  0.268 0.615  0.150 0.576  0.040 0.524  -0.030 0.422  -0.094 0.316  -0.157 0.208  -0.218 0.100  -0.280 -0.007  -0.333 -0.120  -0.383 -0.233  -0.434 -0.347  -0.483 -0.461  -0.526 -0.578  -0.570 -0.694  -0.616 -0.809  -0.671 -0.920  -0.727 -1.032  -0.783 -1.143  -0.827 -1.256  -0.802 -1.266  -0.750 -1.154  -0.697 -1.041  -0.645 -0.928  -0.593 -0.816  -0.540 -0.703  -0.488 -0.590  -0.436 -0.477  -0.383 -0.365  -0.331 -0.252  -0.279 -0.139  -0.195 -0.076  -0.071 -0.076  0.043 -0.031  0.167 -0.042  0.289 -0.062  0.412 -0.076  0.529 -0.109  0.640 -0.165
1b#ceb#Bouzy/F  0.435 0.472  0.457 0.425  0.401 0.255  0.340 0.086  0.277 -0.082  0.212 -0.249  0.146 -0.416  0.072 -0.580  -0.011 -0.739  -0.104 -0.892  -0.210 -1.037  -0.337 -1.163  -0.488 -1.259  -0.662 -1.297  -0.835 -1.261  -0.971 -1.146  -1.058 -0.991  -1.105 -0.818  -1.119 -0.640  -1.053 -0.481  -0.894 -0.402  -0.726 -0.338  -0.549 -0.320  -0.369 -0.313  -0.190 -0.306  -0.011 -0.297  0.168 -0.291  0.347 -0.275  0.523 -0.243  0.518 -0.195  0.353 -0.131  0.200 -0.036  0.048 0.058  -0.105 0.152  -0.258 0.246  -0.411 0.341  -0.444 0.485  -0.374 0.650  -0.256 0.785  -0.120 0.902  0.029 1.001  0.194 1.070  0.367 1.114  0.545 1.141  0.724 1.154  0.903 1.157  1.083 1.157  1.262 1.162  1.440 1.177  1.616 1.210
2#syn#syn0#zc/F  -0.456 0.362  -0.467 0.106  -0.448 -0.150  -0.402 -0.402  -0.346 -0.653  -0.298 -0.905  -0.268 -1.159  -0.262 -1.415  -0.277 -1.671  -0.326 -1.923  -0.265 -1.774  -0.179 -1.533  -0.087 -1.293  0.019 -1.060  0.129 -0.828  0.239 -0.596  0.348 -0.364  0.458 -0.132  0.568 0.100  0.677 0.332  0.787 0.564  0.897 0.796  1.007 1.028  1.116 1.260  0.951 1.230  0.698 1.190  0.447 1.138  0.198 1.077  -0.049 1.006  -0.288 0.913  -0.518 0.800  -0.744 0.679  -0.944 0.520  -1.015 0.285  -0.858 0.088  -0.610 0.097  -0.356 0.128  -0.101 0.159  0.154 0.190  0.409 0.221  0.663 0.252  0.918 0.284  0.740 0.224  0.485 0.230  0.228 0.220  -0.026 0.188  -0.279 0.146  -0.529 0.090  -0.775 0.014  -0.964 -0.061
2#syn#syn0#zc/F  -0.550 0.845  -0.538 0.561  -0.504 0.279  -0.437 0.001  -0.385 -0.280  -0.348 -0.563  -0.331 -0.849  -0.330 -1.135  -0.332 -1.421  -0.336 -1.707  -0.308 -1.851  -0.192 -1.590  -0.088 -1.324  0.020 -1.059  0.137 -0.799  0.258 -0.539  0.379 -0.280  0.500 -0.021  0.621 0.238  0.742 0.497  0.863 0.756  0.984 1.016  1.072 1.284  0.872 1.224  0.594 1.159  0.314 1.103  0.033 1.049  -0.248 0.993  -0.528 0.938  -0.811 0.892  -1.091 0.842  -0.972 0.640  -0.751 0.459  -0.505 0.323  -0.226 0.263  0.054 0.202  0.333 0.142  0.613 0.081  0.892 0.021  1.170 -0.047  1.065 -0.214  0.779 -0.213  0.494 -0.217  0.208 -0.227  -0.078 -0.244  -0.363 -0.262  -0.648 -0.280  -0.933 -0.302  -0.723 -0.204  -0.438 -0.179
1b#ced#pnlg5032_s_19/F  -0.483 0.527  -0.658 0.569  -0.703 0.734  -0.556 0.831  -0.386 0.892  -0.208 0.932  -0.030 0.968  0.150 0.990  0.329 1.020  0.509 1.038  0.688 1.063  0.854 1.123  0.932 1.029  0.783 0.932  0.616 0.861  0.443 0.807  0.265 0.765  0.086 0.737  -0.094 0.709  -0.273 0.718  -0.455 0.721  -0.547 0.580  -0.558 0.399  -0.559 0.223  -0.532 0.044  -0.511 -0.136  -0.495 -0.316  -0.459 -0.492  -0.459 -0.674  -0.419 -0.849  -0.386 -1.028  -0.368 -1.208  -0.325 -1.385  -0.288 -1.562  -0.212 -1.644  -0.174 -1.471  -0.175 -1.291  -0.188 -1.112  -0.191 -0.930  -0.191 -0.748  -0.239 -0.581  -0.110 -0.499  0.067 -0.468  0.246 -0.448  0.428 -0.448  0.610 -0.448  0.790 -0.424  0.969 -0.397  1.145 -0.352  1.320 -0.302
2#app#app34#app3477/F  -0.566 1.092  -0.566 0.853  -0.553 0.617  -0.447 0.403  -0.415 0.171  -0.415 -0.068  -0.327 -0.287  -0.265 -0.511  -0.265 -0.750  -0.265 -0.989  -0.219 -1.209  -0.115 -1.405  -0.115 -1.645  -0.115 -1.645  -0.168 -1.413  -0.230 -1.182  -0.291 -0.951  -0.353 -0.720  -0.415 -0.489  -0.476 -0.258  -0.538 -0.026  -0.600 0.205  -0.661 0.436  -0.689 0.641  -0.566 0.757  -0.377 0.830  -0.193 0.978  0.021 1.085  0.237 1.143  0.435 1.243  0.619 1.375  0.851 1.393  1.087 1.391  0.958 1.190  0.828 0.989  0.699 0.787  0.570 0.586  0.440 0.385  0.311 0.184  0.182 -0.017  0.052 -0.218  -0.077 -0.420  -0.206 -0.621  -0.134 -0.712  0.105 -0.712  0.194 -0.562  0.433 -0.562  0.662 -0.537  0.849 -0.411  1.088 -0.411
2#app#app31#app3126/F  -0.223 0.532  -0.326 0.677  -0.326 0.925  -0.326 0.919  -0.326 0.671  -0.326 0.423  -0.326 0.176  -0.326 -0.072  -0.326 -0.320  -0.326 -0.568  -0.326 -0.816  -0.326 -1.064  -0.326 -1.312  -0.326 -1.560  -0.429 -1.765  -0.351 -1.935  -0.344 -1.714  -0.381 -1.468  -0.418 -1.223  -0.454 -0.978  -0.491 -0.733  -0.528 -0.488  -0.565 -0.243  -0.601 0.003  -0.659 0.224  -0.690 0.374  -0.465 0.429  -0.240 0.524  -0.018 0.635  0.204 0.746  0.425 0.857  0.647 0.967  0.877 1.046  1.102 1.143  1.348 1.149  1.287 1.038  1.096 0.881  0.904 0.723  0.713 0.565  0.521 0.408  0.330 0.250  0.139 0.093  -0.053 -0.065  -0.244 -0.223  -0.196 -0.263  -0.021 -0.088  0.202 -0.006  0.412 0.121  0.599 0.181  0.805 0.224
1b#apa#apa02#app0252/F  -0.151 0.550  -0.046 0.667  -0.151 0.812  -0.262 0.791  -0.268 0.545  -0.268 0.297  -0.290 0.057  -0.386 -0.152  -0.386 -0.401  -0.386 -0.650  -0.455 -0.882  -0.513 -1.117  -0.622 -1.341  -0.635 -1.584  -0.739 -1.789  -0.690 -1.578  -0.637 -1.335  -0.584 -1.092  -0.532 -0.849  -0.479 -0.606  -0.426 -0.363  -0.373 -0.120  -0.320 0.123  -0.267 0.366  -0.214 0.609  -0.162 0.853  -0.071 1.021  0.178 1.021  0.395 1.096  0.626 1.138  0.875 1.138  1.124 1.138  1.373 1.138  1.403 1.060  1.210 0.902  1.018 0.743  0.826 0.585  0.634 0.427  0.442 0.269  0.250 0.111  0.058 -0.047  -0.134 -0.205  -0.326 -0.364  -0.491 -0.523  -0.286 -0.628  -0.155 -0.510  -0.024 -0.393  0.218 -0.377  0.425 -0.275  0.674 -0.275
2#apa#apa19#app1994/F  -0.396 0.649  -0.488 0.854  -0.488 0.750  -0.488 0.507  -0.479 0.266  -0.396 0.043  -0.385 -0.197  -0.305 -0.421  -0.290 -0.661  -0.182 -0.878  -0.122 -1.107  -0.122 -1.350  -0.030 -1.555  0.037 -1.730  0.053 -1.878  -0.002 -1.642  -0.057 -1.405  -0.113 -1.169  -0.168 -0.932  -0.223 -0.695  -0.278 -0.459  -0.333 -0.222  -0.389 0.015  -0.444 0.251  -0.499 0.488  -0.554 0.724  -0.579 0.964  -0.388 1.019  -0.166 1.107  0.074 1.133  0.310 1.192  0.552 1.198  0.795 1.198  1.038 1.198  1.229 1.179  1.048 1.017  0.867 0.855  0.686 0.693  0.505 0.530  0.324 0.368  0.143 0.206  -0.039 0.044  -0.220 -0.118  -0.401 -0.280  -0.362 -0.358  -0.119 -0.358  0.117 -0.329  0.345 -0.266  0.588 -0.266  0.793 -0.175
2#apb#apb38#app3813/F  -0.561 -1.734  -0.559 -1.857  -0.538 -1.707  -0.532 -1.554  -0.532 -1.401  -0.532 -1.248  -0.532 -1.095  -0.536 -0.943  -0.553 -0.791  -0.571 -0.639  -0.586 -0.486  -0.600 -0.334  -0.605 -0.182  -0.605 -0.029  -0.609 0.124  -0.625 0.276  -0.634 0.429  -0.634 0.582  -0.634 0.735  -0.508 0.798  -0.357 0.822  -0.206 0.836  -0.053 0.836  0.100 0.844  0.253 0.856  0.405 0.871  0.556 0.894  0.705 0.927  0.855 0.956  1.006 0.982  1.158 0.994  1.101 0.915  0.988 0.812  0.874 0.709  0.761 0.606  0.648 0.504  0.535 0.401  0.422 0.298  0.308 0.195  0.195 0.092  0.082 -0.010  -0.031 -0.113  -0.145 -0.216  -0.230 -0.324  -0.118 -0.424  0.032 -0.449  0.185 -0.449  0.338 -0.458  0.488 -0.445  0.636 -0.405
2#apb#apb38#app3813/F  -0.429 0.665  -0.541 0.511  -0.530 0.286  -0.530 0.061  -0.524 -0.165  -0.513 -0.390  -0.503 -0.616  -0.481 -0.840  -0.428 -1.059  -0.376 -1.279  -0.323 -1.498  -0.285 -1.720  -0.218 -1.838  -0.248 -1.614  -0.279 -1.391  -0.310 -1.167  -0.341 -0.943  -0.372 -0.720  -0.403 -0.496  -0.434 -0.273  -0.465 -0.049  -0.496 0.174  -0.526 0.398  -0.557 0.621  -0.470 0.677  -0.254 0.741  -0.042 0.817  0.160 0.918  0.372 0.988  0.594 1.031  0.805 1.110  1.009 1.205  1.217 1.292  1.096 1.176  0.923 1.032  0.750 0.887  0.577 0.742  0.404 0.597  0.231 0.452  0.058 0.307  -0.115 0.163  -0.288 0.018  -0.371 -0.130  -0.155 -0.187  0.067 -0.223  0.292 -0.216  0.511 -0.164  0.719 -0.075  0.912 0.042  1.112 0.146
1b#app#app31#app3129/F  -0.279 0.788  -0.153 0.669  -0.153 0.424  -0.153 0.179  -0.153 -0.067  -0.153 -0.312  -0.279 -0.505  -0.279 -0.750  -0.285 -0.994  -0.394 -1.214  -0.406 -1.456  -0.406 -1.702  -0.328 -1.869  -0.289 -1.673  -0.302 -1.428  -0.315 -1.183  -0.328 -0.938  -0.341 -0.693  -0.354 -0.448  -0.367 -0.203  -0.380 0.042  -0.393 0.287  -0.405 0.532  -0.406 0.778  -0.279 0.896  -0.052 0.915  0.141 1.041  0.386 1.041  0.505 1.168  0.735 1.232  0.966 1.294  1.211 1.294  1.298 1.235  1.113 1.073  0.929 0.912  0.744 0.750  0.559 0.589  0.375 0.427  0.190 0.266  0.005 0.104  -0.179 -0.058  -0.364 -0.219  -0.548 -0.381  -0.659 -0.378  -0.568 -0.224  -0.322 -0.224  -0.077 -0.224  0.168 -0.224  0.414 -0.224  0.607 -0.351
2#kai#kai0#jhkim3/F  -1.121 0.996  -0.908 0.996  -0.695 0.996  -0.482 0.996  -0.301 1.103  -0.108 1.192  0.096 1.251  0.270 1.361  0.414 1.509  0.232 1.447  0.113 1.272  0.045 1.075  0.045 0.862  -0.002 0.655  -0.041 0.452  -0.095 0.251  -0.095 0.039  -0.095 -0.174  -0.095 -0.387  -0.099 -0.599  -0.157 -0.804  -0.188 -1.013  -0.223 -1.218  -0.302 -1.415  -0.385 -1.607  -0.487 -1.530  -0.515 -1.323  -0.472 -1.116  -0.298 -1.009  -0.090 -1.041  0.120 -1.055  0.333 -1.055  0.330 -0.962  0.183 -0.808  0.036 -0.654  -0.110 -0.500  -0.257 -0.345  -0.403 -0.191  -0.349 -0.123  -0.152 -0.058  0.047 0.018  0.249 0.085  0.418 0.204  0.569 0.355  0.743 0.467  0.881 0.618  0.744 0.474  0.770 0.266  0.913 0.122  0.977 -0.076
2#kai#kai0#jhkim3/F  -1.135 0.894  -0.936 0.990  -0.719 1.033  -0.523 0.975  -0.335 0.894  -0.117 0.910  0.099 0.941  0.294 1.030  0.441 1.195  0.600 1.334  0.749 1.482  0.566 1.474  0.474 1.276  0.368 1.083  0.342 0.868  0.325 0.649  0.285 0.432  0.225 0.220  0.200 0.003  0.158 -0.213  0.158 -0.433  0.140 -0.652  0.066 -0.858  -0.017 -1.062  -0.098 -1.266  -0.220 -1.450  -0.408 -1.496  -0.585 -1.364  -0.761 -1.233  -0.778 -1.110  -0.560 -1.090  -0.339 -1.090  -0.119 -1.090  0.097 -1.048  0.296 -0.952  0.298 -0.861  0.142 -0.705  -0.014 -0.549  -0.170 -0.393  -0.326 -0.237  -0.482 -0.081  -0.388 -0.029  -0.177 0.012  0.021 0.110  0.214 0.217  0.401 0.334  0.550 0.491  0.527 0.353  0.555 0.136  0.619 -0.075
2#apb#apb06#app0605/F  -0.264 0.444  -0.343 0.312  -0.400 0.169  -0.449 0.022  -0.497 -0.125  -0.551 -0.270  -0.606 -0.414  -0.662 -0.558  -0.713 -0.704  -0.762 -0.851  -0.812 -0.997  -0.867 -1.142  -0.944 -1.273  -0.961 -1.255  -0.900 -1.113  -0.839 -0.971  -0.778 -0.829  -0.717 -0.687  -0.657 -0.545  -0.596 -0.403  -0.520 -0.292  -0.370 -0.333  -0.216 -0.335  -0.062 -0.335  0.093 -0.335  0.248 -0.335  0.402 -0.334  0.557 -0.327  0.711 -0.320  0.668 -0.230  0.565 -0.115  0.462 -0.000  0.358 0.115  0.255 0.230  0.152 0.345  0.048 0.460  -0.055 0.575  -0.096 0.680  0.039 0.755  0.177 0.823  0.324 0.872  0.471 0.921  0.617 0.972  0.763 1.022  0.910 1.069  1.061 1.104  1.211 1.140  1.365 1.148  1.520 1.156  1.659 1.090
1b#apb#apb06#app0644/F  -0.662 0.418  -0.669 0.559  -0.633 0.334  -0.613 0.108  -0.613 -0.119  -0.613 -0.346  -0.613 -0.573  -0.613 -0.801  -0.613 -1.028  -0.601 -1.255  -0.566 -1.479  -0.525 -1.702  -0.432 -1.574  -0.379 -1.353  -0.364 -1.127  -0.378 -0.901  -0.421 -0.678  -0.471 -0.457  -0.524 -0.236  -0.594 -0.019  -0.662 0.197  -0.729 0.413  -0.676 0.580  -0.464 0.654  -0.239 0.686  -0.013 0.699  0.213 0.726  0.438 0.756  0.663 0.790  0.887 0.827  1.110 0.872  1.334 0.913  1.553 0.969  1.578 0.882  1.377 0.776  1.176 0.670  0.974 0.564  0.773 0.458  0.572 0.352  0.371 0.246  0.170 0.140  -0.031 0.034  -0.232 -0.072  -0.433 -0.178  -0.368 -0.153  -0.143 -0.129  0.084 -0.129  0.311 -0.129  0.537 -0.107  0.763 -0.079
1b#apa#apa14#app1499/F  -0.717 0.274  -0.940 0.386  -1.069 0.346  -1.068 0.097  -0.893 -0.080  -0.893 -0.329  -0.893 -0.578  -0.839 -0.821  -0.779 -1.063  -0.718 -1.304  -0.717 -1.553  -0.618 -1.565  -0.458 -1.374  -0.311 -1.173  -0.163 -0.973  -0.016 -0.772  0.131 -0.571  0.279 -0.370  0.426 -0.169  0.573 0.032  0.721 0.233  0.868 0.434  1.016 0.635  1.163 0.836  1.310 1.037  1.293 1.155  1.044 1.155  0.802 1.094  0.561 1.034  0.321 0.969  0.098 0.857  -0.132 0.763  -0.369 0.684  -0.571 0.566  -0.682 0.343  -0.545 0.257  -0.297 0.232  -0.049 0.207  0.199 0.183  0.447 0.158  0.695 0.133  0.943 0.108  0.898 0.098  0.661 0.067  0.474 -0.092  0.238 -0.171  0.002 -0.250  -0.235 -0.328  -0.471 -0.407  -0.717 -0.430
1b#apb#apb34#app3464/F  -0.081 1.201  -0.051 1.017  -0.149 0.794  -0.250 0.572  -0.318 0.339  -0.380 0.104  -0.450 -0.130  -0.533 -0.359  -0.592 -0.594  -0.625 -0.835  -0.694 -1.068  -0.732 -1.309  -0.773 -1.549  -0.771 -1.676  -0.667 -1.458  -0.585 -1.229  -0.535 -0.991  -0.506 -0.749  -0.478 -0.507  -0.450 -0.265  -0.422 -0.023  -0.394 0.219  -0.365 0.461  -0.356 0.686  -0.359 0.683  -0.115 0.683  0.124 0.721  0.358 0.787  0.594 0.847  0.831 0.907  1.070 0.955  1.308 1.004  1.533 1.028  1.296 0.987  1.071 0.892  0.850 0.791  0.632 0.681  0.435 0.541  0.332 0.328  0.173 0.143  0.015 -0.042  -0.144 -0.227  -0.302 -0.412  -0.454 -0.585  -0.235 -0.639  0.008 -0.628  0.250 -0.610  0.487 -0.556  0.721 -0.488  0.678 -0.438
2#apa#apa01#app0159/F  -0.759 0.913  -0.624 0.824  -0.605 0.605  -0.505 0.405  -0.489 0.185  -0.389 0.003  -0.353 -0.206  -0.353 -0.430  -0.353 -0.654  -0.353 -0.878  -0.353 -1.101  -0.353 -1.325  -0.324 -1.520  -0.218 -1.637  -0.222 -1.449  -0.233 -1.225  -0.244 -1.002  -0.255 -0.778  -0.267 -0.555  -0.278 -0.331  -0.289 -0.108  -0.300 0.116  -0.311 0.339  -0.322 0.562  -0.334 0.786  -0.345 1.009  -0.304 1.183  -0.080 1.183  0.144 1.183  0.367 1.183  0.552 1.278  0.759 1.318  0.982 1.318  1.093 1.258  0.969 1.072  0.844 0.885  0.720 0.699  0.596 0.513  0.472 0.327  0.348 0.141  0.224 -0.045  0.100 -0.232  -0.024 -0.418  -0.148 -0.604  -0.121 -0.709  -0.032 -0.844  0.192 -0.844  0.415 -0.844  0.639 -0.844  0.728 -0.709
