2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
3#ced#pnlg5032_s_19/b  -0.647 1.584  -0.581 1.716  -0.513 1.833  -0.423 1.713  -0.393 1.566  -0.381 1.417  -0.358 1.270  -0.343 1.122  -0.326 0.975  -0.326 0.825  -0.322 0.675  -0.297 0.527  -0.294 0.377  -0.294 0.227  -0.294 0.077  -0.294 -0.073  -0.294 -0.223  -0.294 -0.374  -0.294 -0.524  -0.324 -0.670  -0.326 -0.820  -0.327 -0.970  -0.358 -1.115  -0.390 -1.058  -0.390 -0.908  -0.381 -0.759  -0.358 -0.611  -0.330 -0.465  -0.323 -0.316  -0.276 -0.174  -0.203 -0.044  -0.138 0.088  -0.032 0.194  0.074 0.300  0.214 0.348  0.354 0.298  0.491 0.237  0.610 0.151  0.706 0.037  0.789 -0.088  0.867 -0.215  0.893 -0.361  0.922 -0.507  0.925 -0.656  0.913 -0.805  0.877 -0.951  0.791 -1.069  0.684 -1.175  0.573 -1.274  0.444 -1.351
3#ced#pnlg5032_s_19/b  -0.176 1.238  -0.202 1.394  -0.258 1.543  -0.291 1.700  -0.330 1.856  -0.308 1.730  -0.308 1.570  -0.308 1.409  -0.308 1.249  -0.308 1.088  -0.308 0.928  -0.308 0.767  -0.308 0.607  -0.308 0.446  -0.308 0.286  -0.308 0.125  -0.308 -0.035  -0.308 -0.196  -0.308 -0.356  -0.308 -0.517  -0.308 -0.677  -0.308 -0.838  -0.296 -0.997  -0.280 -1.146  -0.255 -0.990  -0.241 -0.831  -0.219 -0.674  -0.202 -0.516  -0.163 -0.361  -0.149 -0.202  -0.086 -0.055  -0.031 0.095  0.080 0.208  0.219 0.287  0.368 0.246  0.513 0.180  0.621 0.061  0.706 -0.073  0.781 -0.214  0.827 -0.363  0.845 -0.518  0.827 -0.676  0.785 -0.830  0.694 -0.958  0.561 -1.047  0.427 -1.136  0.278 -1.194  0.119 -1.204  -0.041 -1.204  -0.202 -1.204
2#ced#napl4256_s_0f/b  0.636 1.586  0.661 1.742  0.662 1.903  0.591 1.806  0.514 1.665  0.447 1.519  0.392 1.367  0.328 1.221  0.252 1.079  0.180 0.934  0.087 0.802  0.015 0.658  -0.038 0.506  -0.112 0.363  -0.174 0.214  -0.256 0.075  -0.318 -0.074  -0.399 -0.214  -0.430 -0.366  -0.486 -0.515  -0.373 -0.419  -0.269 -0.297  -0.155 -0.183  -0.041 -0.069  0.068 0.046  0.185 0.157  0.301 0.269  0.459 0.294  0.537 0.166  0.558 0.007  0.532 -0.150  0.513 -0.309  0.478 -0.466  0.406 -0.610  0.323 -0.749  0.231 -0.881  0.138 -1.013  0.017 -1.119  -0.120 -1.202  -0.275 -1.246  -0.433 -1.234  -0.571 -1.150  -0.690 -1.042  -0.762 -0.901  -0.810 -0.746  -0.816 -0.589  -0.701 -0.587  -0.572 -0.681  -0.433 -0.762  -0.278 -0.802
2#ced#napl4256_s_0f/b  0.576 1.438  0.579 1.611  0.603 1.780  0.593 1.911  0.548 1.749  0.479 1.593  0.413 1.434  0.344 1.275  0.257 1.126  0.190 0.967  0.108 0.814  0.030 0.661  -0.039 0.502  -0.119 0.349  -0.208 0.201  -0.297 0.052  -0.370 -0.104  -0.444 -0.260  -0.508 -0.420  -0.576 -0.578  -0.638 -0.739  -0.552 -0.744  -0.437 -0.615  -0.322 -0.486  -0.226 -0.344  -0.113 -0.221  0.005 -0.094  0.129 0.023  0.247 0.143  0.401 0.221  0.569 0.247  0.663 0.109  0.679 -0.061  0.658 -0.233  0.595 -0.388  0.534 -0.549  0.441 -0.694  0.341 -0.836  0.231 -0.968  0.100 -1.080  -0.060 -1.141  -0.232 -1.149  -0.399 -1.126  -0.548 -1.038  -0.664 -0.910  -0.753 -0.763  -0.850 -0.620  -0.808 -0.613  -0.659 -0.694  -0.492 -0.738
1c#kai#kai2#swlee4/b  0.036 2.208  -0.006 2.038  -0.017 1.864  -0.052 1.694  -0.069 1.521  -0.078 1.346  -0.100 1.173  -0.121 0.999  -0.163 0.829  -0.175 0.655  -0.196 0.483  -0.228 0.312  -0.243 0.139  -0.285 -0.031  -0.328 -0.201  -0.334 -0.375  -0.336 -0.550  -0.387 -0.717  -0.387 -0.892  -0.435 -1.059  -0.440 -0.912  -0.401 -0.743  -0.355 -0.574  -0.306 -0.406  -0.262 -0.237  -0.228 -0.066  -0.163 0.097  -0.092 0.257  -0.013 0.413  0.111 0.536  0.269 0.599  0.437 0.593  0.592 0.515  0.701 0.388  0.766 0.226  0.777 0.053  0.777 -0.122  0.771 -0.296  0.716 -0.462  0.651 -0.623  0.546 -0.763  0.428 -0.892  0.299 -1.010  0.162 -1.120  0.022 -1.223  -0.135 -1.284  -0.310 -1.284  -0.431 -1.196  -0.493 -1.036  -0.493 -0.861
1c#kai#kai2#swlee4/b  0.065 2.306  0.024 2.139  0.007 1.968  -0.018 1.799  -0.051 1.631  -0.051 1.458  -0.051 1.286  -0.051 1.113  -0.063 0.942  -0.087 0.771  -0.110 0.600  -0.113 0.428  -0.167 0.265  -0.222 0.101  -0.227 -0.070  -0.275 -0.235  -0.285 -0.406  -0.285 -0.578  -0.328 -0.737  -0.410 -0.887  -0.443 -1.056  -0.460 -1.052  -0.460 -0.880  -0.424 -0.716  -0.347 -0.562  -0.291 -0.398  -0.200 -0.253  -0.104 -0.109  -0.005 0.032  0.098 0.170  0.196 0.312  0.327 0.408  0.487 0.402  0.641 0.325  0.722 0.175  0.766 0.013  0.766 -0.160  0.766 -0.332  0.762 -0.503  0.658 -0.641  0.548 -0.773  0.426 -0.895  0.285 -0.993  0.127 -1.060  -0.042 -1.081  -0.214 -1.081  -0.370 -1.009  -0.477 -0.895  -0.519 -0.728  -0.519 -0.555
1c#kai#kai2#swlee4/b  0.260 2.215  0.249 2.040  0.154 1.890  0.154 1.712  0.117 1.538  0.074 1.365  0.031 1.192  -0.013 1.019  -0.056 0.846  -0.111 0.676  -0.155 0.503  -0.163 0.326  -0.204 0.155  -0.269 -0.011  -0.291 -0.188  -0.313 -0.365  -0.321 -0.543  -0.347 -0.717  -0.397 -0.888  -0.440 -1.061  -0.480 -1.235  -0.488 -1.344  -0.531 -1.171  -0.533 -0.993  -0.520 -0.817  -0.453 -0.652  -0.409 -0.480  -0.380 -0.304  -0.295 -0.150  -0.268 0.021  -0.201 0.183  -0.086 0.311  0.053 0.422  0.189 0.524  0.367 0.524  0.546 0.524  0.681 0.420  0.760 0.267  0.789 0.093  0.782 -0.085  0.738 -0.258  0.730 -0.434  0.619 -0.573  0.505 -0.711  0.379 -0.837  0.232 -0.939  0.067 -1.002  -0.102 -1.059  -0.275 -1.051  -0.374 -0.903
1c#kai#kai2#swlee4/b  0.332 2.228  0.295 2.041  0.249 1.857  0.178 1.680  0.136 1.497  0.097 1.318  0.005 1.156  -0.001 0.966  -0.061 0.785  -0.061 0.594  -0.112 0.411  -0.165 0.227  -0.221 0.045  -0.281 -0.136  -0.342 -0.317  -0.388 -0.500  -0.405 -0.687  -0.490 -0.857  -0.559 -1.035  -0.619 -1.216  -0.650 -1.216  -0.623 -1.030  -0.568 -0.847  -0.522 -0.662  -0.462 -0.481  -0.362 -0.320  -0.269 -0.154  -0.181 0.015  -0.067 0.168  0.055 0.314  0.190 0.449  0.357 0.538  0.536 0.591  0.707 0.544  0.842 0.409  0.856 0.224  0.856 0.033  0.856 -0.157  0.828 -0.344  0.751 -0.516  0.645 -0.675  0.540 -0.834  0.366 -0.904  0.178 -0.916  -0.011 -0.898  -0.197 -0.856  -0.383 -0.815  -0.548 -0.742  -0.650 -0.582  -0.650 -0.392
1c#kai#kai2#swlee4/b  0.251 2.255  0.211 2.096  0.165 1.939  0.113 1.783  0.075 1.626  0.067 1.463  0.028 1.304  -0.021 1.147  -0.054 0.987  -0.075 0.825  -0.095 0.662  -0.129 0.502  -0.171 0.344  -0.222 0.188  -0.262 0.029  -0.309 -0.128  -0.336 -0.288  -0.349 -0.450  -0.381 -0.611  -0.418 -0.771  -0.457 -0.930  -0.489 -1.091  -0.512 -1.158  -0.512 -0.994  -0.499 -0.834  -0.408 -0.698  -0.350 -0.545  -0.283 -0.396  -0.209 -0.249  -0.136 -0.103  -0.054 0.039  0.043 0.170  0.159 0.286  0.303 0.357  0.459 0.348  0.582 0.256  0.666 0.116  0.720 -0.033  0.720 -0.197  0.720 -0.361  0.686 -0.521  0.624 -0.669  0.525 -0.800  0.402 -0.904  0.261 -0.988  0.109 -1.029  -0.055 -1.029  -0.219 -1.029  -0.375 -1.003  -0.512 -0.912
1c#kai#kai2#swlee4/b  0.328 2.260  0.328 2.094  0.285 1.935  0.233 1.778  0.223 1.616  0.132 1.477  0.086 1.319  0.086 1.153  -0.000 1.014  -0.058 0.859  -0.098 0.698  -0.133 0.537  -0.167 0.375  -0.205 0.214  -0.205 0.048  -0.251 -0.110  -0.297 -0.269  -0.343 -0.428  -0.384 -0.589  -0.424 -0.750  -0.469 -0.909  -0.497 -1.070  -0.497 -1.138  -0.497 -0.972  -0.457 -0.816  -0.391 -0.665  -0.350 -0.505  -0.296 -0.348  -0.222 -0.200  -0.165 -0.045  -0.057 0.078  0.021 0.219  0.144 0.305  0.308 0.318  0.473 0.318  0.566 0.181  0.641 0.033  0.668 -0.126  0.668 -0.292  0.668 -0.457  0.638 -0.616  0.560 -0.761  0.443 -0.878  0.308 -0.974  0.155 -1.034  -0.009 -1.041  -0.175 -1.041  -0.341 -1.041  -0.480 -0.955  -0.497 -0.798
1c#kai#kai2#swlee4/b  0.066 2.305  0.015 2.152  0.008 1.992  0.008 1.830  0.008 1.669  -0.003 1.508  -0.021 1.348  -0.038 1.188  -0.067 1.030  -0.108 0.875  -0.108 0.714  -0.108 0.553  -0.143 0.397  -0.167 0.239  -0.167 0.078  -0.167 -0.083  -0.218 -0.236  -0.225 -0.396  -0.225 -0.558  -0.260 -0.713  -0.301 -0.869  -0.332 -1.027  -0.378 -1.182  -0.399 -1.154  -0.374 -0.997  -0.323 -0.844  -0.271 -0.692  -0.211 -0.542  -0.167 -0.389  -0.159 -0.229  -0.120 -0.072  -0.046 0.069  0.043 0.203  0.139 0.325  0.300 0.325  0.443 0.288  0.540 0.159  0.615 0.019  0.649 -0.137  0.649 -0.298  0.614 -0.455  0.561 -0.607  0.489 -0.751  0.403 -0.887  0.292 -1.000  0.152 -1.072  -0.009 -1.072  -0.170 -1.072  -0.310 -1.032  -0.399 -0.898
1c#kai#kai2#swlee4/b  0.273 2.305  0.227 2.121  0.188 1.936  0.165 1.749  0.141 1.562  0.095 1.379  0.049 1.195  0.003 1.011  -0.043 0.828  -0.050 0.639  -0.096 0.456  -0.126 0.269  -0.152 0.081  -0.157 -0.107  -0.239 -0.278  -0.265 -0.461  -0.298 -0.645  -0.349 -0.827  -0.373 -1.013  -0.402 -1.199  -0.426 -1.385  -0.454 -1.457  -0.530 -1.288  -0.480 -1.106  -0.462 -0.920  -0.402 -0.740  -0.342 -0.561  -0.319 -0.375  -0.239 -0.210  -0.167 -0.036  -0.087 0.135  0.026 0.284  0.166 0.410  0.318 0.524  0.496 0.582  0.680 0.536  0.777 0.383  0.810 0.201  0.810 0.012  0.758 -0.165  0.674 -0.335  0.554 -0.479  0.420 -0.613  0.286 -0.746  0.103 -0.760  -0.087 -0.760  -0.276 -0.760  -0.400 -0.638  -0.426 -0.457  -0.373 -0.276
1c#app#app06#app0643/b  -1.131 1.716  -1.131 1.749  -1.101 1.622  -1.037 1.530  -0.951 1.399  -0.864 1.268  -0.847 1.116  -0.805 0.969  -0.735 0.829  -0.665 0.689  -0.595 0.549  -0.525 0.408  -0.469 0.265  -0.469 0.108  -0.364 -0.008  -0.294 -0.148  -0.258 -0.292  -0.185 -0.419  -0.176 -0.574  -0.106 -0.714  -0.003 -0.831  0.004 -0.881  0.004 -0.724  0.004 -0.568  0.004 -0.411  0.012 -0.256  0.082 -0.115  0.099 0.038  0.185 0.108  0.232 0.241  0.365 0.297  0.509 0.265  0.640 0.202  0.702 0.108  0.830 0.039  0.882 -0.081  1.013 -0.144  1.045 -0.288  1.045 -0.444  1.045 -0.601  0.968 -0.726  0.857 -0.837  0.740 -0.933  0.583 -0.933  0.426 -0.933  0.269 -0.933  0.136 -0.876  0.025 -0.765  0.004 -0.617  0.004 -0.460
1c#app#app06#app0643/b  -0.897 1.992  -0.897 1.804  -0.780 1.734  -0.768 1.558  -0.768 1.370  -0.752 1.186  -0.668 1.018  -0.639 0.838  -0.603 0.665  -0.510 0.516  -0.458 0.340  -0.381 0.171  -0.381 -0.017  -0.379 -0.204  -0.252 -0.339  -0.252 -0.526  -0.252 -0.714  -0.123 -0.848  -0.123 -1.036  -0.207 -1.021  -0.252 -0.852  -0.252 -0.664  -0.252 -0.477  -0.252 -0.289  -0.181 -0.131  -0.123 0.033  -0.098 0.210  0.006 0.354  0.105 0.443  0.155 0.592  0.298 0.701  0.393 0.609  0.537 0.557  0.651 0.416  0.689 0.238  0.773 0.070  0.902 -0.066  0.909 -0.250  0.909 -0.438  0.909 -0.625  0.909 -0.813  0.909 -1.001  0.826 -1.105  0.642 -1.096  0.504 -0.976  0.316 -0.976  0.257 -0.847  0.089 -0.801  -0.064 -0.718  -0.123 -0.589
1c#apb#apb41#app4191/b  -0.890 1.788  -0.855 1.632  -0.821 1.476  -0.779 1.322  -0.725 1.171  -0.677 1.019  -0.646 0.862  -0.615 0.705  -0.587 0.548  -0.566 0.390  -0.544 0.231  -0.520 0.074  -0.489 -0.083  -0.457 -0.240  -0.418 -0.394  -0.363 -0.545  -0.274 -0.650  -0.184 -0.531  -0.117 -0.386  -0.050 -0.241  0.018 -0.096  0.080 0.051  0.133 0.201  0.187 0.352  0.270 0.487  0.366 0.607  0.522 0.571  0.678 0.535  0.833 0.499  0.983 0.448  1.100 0.346  1.171 0.203  1.194 0.048  1.179 -0.109  1.120 -0.257  1.037 -0.393  0.945 -0.523  0.811 -0.610  0.676 -0.696  0.530 -0.758  0.378 -0.806  0.226 -0.854  0.069 -0.887  -0.088 -0.915  -0.245 -0.944  -0.404 -0.954  -0.564 -0.954  -0.724 -0.954  -0.878 -0.923  -1.026 -0.863
1c#apb#apb41#app4191/b  -0.966 1.873  -0.918 1.734  -0.870 1.594  -0.822 1.455  -0.774 1.315  -0.726 1.176  -0.674 1.037  -0.622 0.899  -0.587 0.756  -0.558 0.611  -0.529 0.467  -0.503 0.321  -0.477 0.176  -0.449 0.031  -0.415 -0.112  -0.381 -0.256  -0.361 -0.402  -0.343 -0.549  -0.323 -0.695  -0.293 -0.690  -0.281 -0.543  -0.261 -0.397  -0.226 -0.254  -0.190 -0.111  -0.167 0.035  -0.139 0.178  -0.044 0.292  0.101 0.296  0.248 0.282  0.394 0.264  0.541 0.246  0.681 0.212  0.799 0.124  0.930 0.057  1.063 -0.007  1.176 -0.101  1.179 -0.247  1.137 -0.388  1.078 -0.521  0.979 -0.631  0.878 -0.738  0.746 -0.804  0.614 -0.870  0.477 -0.924  0.336 -0.965  0.194 -1.007  0.051 -1.043  -0.092 -1.079  -0.235 -1.068  -0.377 -1.029
3#ced#sibi4900_s_j3/b  -0.146 0.753  -0.224 0.902  -0.316 1.044  -0.400 1.192  -0.506 1.322  -0.585 1.472  -0.625 1.479  -0.611 1.312  -0.565 1.148  -0.565 0.977  -0.565 0.806  -0.538 0.638  -0.518 0.469  -0.510 0.298  -0.495 0.129  -0.481 -0.041  -0.472 -0.211  -0.448 -0.379  -0.435 -0.549  -0.418 -0.718  -0.402 -0.887  -0.379 -1.052  -0.379 -0.996  -0.379 -0.825  -0.355 -0.657  -0.338 -0.488  -0.323 -0.319  -0.285 -0.153  -0.229 0.008  -0.156 0.158  -0.083 0.312  0.027 0.441  0.153 0.550  0.317 0.590  0.480 0.544  0.610 0.435  0.727 0.311  0.813 0.165  0.891 0.013  0.929 -0.153  0.972 -0.318  0.979 -0.488  0.995 -0.657  0.959 -0.823  0.915 -0.988  0.848 -1.144  0.738 -1.274  0.616 -1.393  0.466 -1.472  0.297 -1.482
3#ced#sibi4900_s_j3/b  -0.407 1.037  -0.361 1.216  -0.401 1.394  -0.489 1.558  -0.579 1.648  -0.551 1.468  -0.544 1.282  -0.523 1.097  -0.498 0.912  -0.467 0.727  -0.439 0.542  -0.412 0.357  -0.383 0.172  -0.354 -0.012  -0.338 -0.198  -0.317 -0.383  -0.282 -0.567  -0.248 -0.751  -0.209 -0.934  -0.175 -1.116  -0.130 -1.294  -0.187 -1.127  -0.210 -0.943  -0.251 -0.760  -0.288 -0.577  -0.296 -0.391  -0.315 -0.205  -0.315 -0.018  -0.299 0.167  -0.254 0.348  -0.187 0.521  -0.077 0.671  0.093 0.745  0.274 0.736  0.442 0.663  0.593 0.558  0.716 0.418  0.828 0.268  0.902 0.097  0.980 -0.073  0.994 -0.259  0.975 -0.442  0.934 -0.624  0.852 -0.792  0.743 -0.944  0.618 -1.082  0.466 -1.188  0.308 -1.281  0.127 -1.321  -0.060 -1.321
3#ced#sibi4900_s_j3/b  -0.406 0.928  -0.427 1.100  -0.448 1.272  -0.469 1.445  -0.511 1.610  -0.574 1.536  -0.574 1.360  -0.553 1.187  -0.553 1.011  -0.540 0.836  -0.532 0.661  -0.514 0.486  -0.490 0.312  -0.488 0.137  -0.469 -0.038  -0.458 -0.213  -0.432 -0.386  -0.403 -0.560  -0.385 -0.734  -0.355 -0.906  -0.325 -1.078  -0.313 -1.195  -0.343 -1.032  -0.364 -0.859  -0.364 -0.683  -0.364 -0.507  -0.343 -0.334  -0.289 -0.167  -0.239 0.001  -0.174 0.164  -0.078 0.310  0.035 0.444  0.188 0.530  0.361 0.549  0.533 0.521  0.689 0.442  0.822 0.327  0.927 0.187  1.008 0.032  1.074 -0.130  1.107 -0.301  1.107 -0.477  1.070 -0.648  0.990 -0.803  0.871 -0.929  0.738 -1.035  0.576 -1.099  0.402 -1.111  0.228 -1.096  0.056 -1.069
1c#apa#apa01#app0173/b  -0.357 1.912  -0.399 1.750  -0.478 1.603  -0.598 1.543  -0.598 1.364  -0.598 1.184  -0.598 1.004  -0.598 0.825  -0.598 0.645  -0.598 0.465  -0.598 0.286  -0.598 0.106  -0.598 -0.073  -0.598 -0.253  -0.598 -0.433  -0.598 -0.612  -0.542 -0.495  -0.478 -0.380  -0.439 -0.216  -0.357 -0.070  -0.237 -0.011  -0.193 0.151  -0.045 0.227  0.014 0.347  0.194 0.347  0.336 0.439  0.503 0.468  0.683 0.468  0.742 0.347  0.846 0.272  0.966 0.213  0.966 0.033  1.087 -0.026  1.087 -0.206  1.082 -0.384  1.002 -0.545  0.966 -0.716  0.853 -0.849  0.726 -0.976  0.605 -1.035  0.487 -1.097  0.308 -1.097  0.128 -1.097  -0.052 -1.097  -0.198 -1.016  -0.241 -0.856  -0.357 -0.793  -0.478 -0.734  -0.478 -0.554  -0.478 -0.375
3#apb#apb41#app4191/b  -0.890 1.788  -0.855 1.632  -0.821 1.476  -0.779 1.322  -0.725 1.171  -0.677 1.019  -0.646 0.862  -0.615 0.705  -0.587 0.548  -0.566 0.390  -0.544 0.231  -0.520 0.074  -0.489 -0.083  -0.457 -0.240  -0.418 -0.394  -0.363 -0.545  -0.274 -0.650  -0.184 -0.531  -0.117 -0.386  -0.050 -0.241  0.018 -0.096  0.080 0.051  0.133 0.201  0.187 0.352  0.270 0.487  0.366 0.607  0.522 0.571  0.678 0.535  0.833 0.499  0.983 0.448  1.100 0.346  1.171 0.203  1.194 0.048  1.179 -0.109  1.120 -0.257  1.037 -0.393  0.945 -0.523  0.811 -0.610  0.676 -0.696  0.530 -0.758  0.378 -0.806  0.226 -0.854  0.069 -0.887  -0.088 -0.915  -0.245 -0.944  -0.404 -0.954  -0.564 -0.954  -0.724 -0.954  -0.878 -0.923  -1.026 -0.863
3#apb#apb41#app4191/b  -0.966 1.873  -0.918 1.734  -0.870 1.594  -0.822 1.455  -0.774 1.315  -0.726 1.176  -0.674 1.037  -0.622 0.899  -0.587 0.756  -0.558 0.611  -0.529 0.467  -0.503 0.321  -0.477 0.176  -0.449 0.031  -0.415 -0.112  -0.381 -0.256  -0.361 -0.402  -0.343 -0.549  -0.323 -0.695  -0.293 -0.690  -0.281 -0.543  -0.261 -0.397  -0.226 -0.254  -0.190 -0.111  -0.167 0.035  -0.139 0.178  -0.044 0.292  0.101 0.296  0.248 0.282  0.394 0.264  0.541 0.246  0.681 0.212  0.799 0.124  0.930 0.057  1.063 -0.007  1.176 -0.101  1.179 -0.247  1.137 -0.388  1.078 -0.521  0.979 -0.631  0.878 -0.738  0.746 -0.804  0.614 -0.870  0.477 -0.924  0.336 -0.965  0.194 -1.007  0.051 -1.043  -0.092 -1.079  -0.235 -1.068  -0.377 -1.029
2#tos#t1#t1042062/b  -0.150 2.208  -0.313 2.177  -0.313 1.984  -0.300 1.792  -0.258 1.605  -0.258 1.411  -0.258 1.217  -0.258 1.023  -0.258 0.830  -0.258 0.636  -0.251 0.443  -0.204 0.255  -0.204 0.061  -0.151 -0.124  -0.150 -0.318  -0.150 -0.512  -0.150 -0.705  -0.150 -0.899  -0.108 -1.051  -0.160 -1.127  -0.204 -0.960  -0.204 -0.766  -0.204 -0.573  -0.204 -0.379  -0.204 -0.185  -0.204 0.009  -0.204 0.203  -0.204 0.217  -0.375 0.164  -0.384 0.144  -0.252 0.229  -0.064 0.253  0.085 0.361  0.279 0.361  0.448 0.336  0.607 0.267  0.720 0.141  0.767 -0.047  0.828 -0.227  0.828 -0.421  0.828 -0.615  0.802 -0.792  0.629 -0.879  0.546 -0.997  0.352 -0.997  0.190 -1.057  0.052 -1.160  -0.142 -1.160  -0.336 -1.160  -0.476 -1.214
3#app#app18#app1816/b  -0.446 1.053  -0.446 1.263  -0.446 1.474  -0.579 1.551  -0.695 1.456  -0.695 1.246  -0.695 1.035  -0.695 0.825  -0.695 0.615  -0.695 0.404  -0.695 0.194  -0.621 0.058  -0.446 0.022  -0.446 -0.188  -0.446 -0.398  -0.446 -0.609  -0.446 -0.819  -0.446 -1.029  -0.446 -1.133  -0.446 -0.923  -0.446 -0.713  -0.446 -0.502  -0.446 -0.292  -0.337 -0.191  -0.197 -0.120  -0.197 0.090  -0.197 0.300  0.007 0.307  0.052 0.472  0.179 0.555  0.300 0.644  0.350 0.804  0.557 0.796  0.706 0.647  0.798 0.475  0.840 0.307  1.047 0.303  1.047 0.093  1.047 -0.117  1.047 -0.327  1.047 -0.538  0.988 -0.689  0.798 -0.710  0.798 -0.920  0.606 -0.938  0.549 -1.092  0.434 -1.186  0.223 -1.186  0.013 -1.186  -0.197 -1.186
1c#ced#naty7589/b  -0.179 1.009  -0.198 1.163  -0.226 1.313  -0.248 1.466  -0.327 1.590  -0.391 1.497  -0.417 1.345  -0.403 1.190  -0.411 1.037  -0.448 0.886  -0.483 0.733  -0.496 0.578  -0.496 0.422  -0.520 0.268  -0.546 0.114  -0.601 -0.032  -0.637 -0.184  -0.685 -0.332  -0.733 -0.479  -0.749 -0.633  -0.798 -0.781  -0.839 -0.931  -0.736 -0.984  -0.592 -0.931  -0.438 -0.920  -0.284 -0.904  -0.130 -0.878  0.026 -0.878  0.181 -0.864  0.335 -0.837  0.489 -0.808  0.642 -0.777  0.795 -0.747  0.943 -0.700  1.088 -0.641  1.218 -0.563  1.302 -0.435  1.269 -0.302  1.174 -0.179  1.044 -0.092  0.906 -0.018  0.776 0.068  0.627 0.114  0.476 0.152  0.324 0.188  0.169 0.204  0.013 0.204  -0.140 0.182  -0.280 0.116  -0.364 -0.007
2#app#app12#app1219/b  -0.562 1.683  -0.562 1.507  -0.562 1.330  -0.562 1.154  -0.562 0.978  -0.562 0.802  -0.562 0.625  -0.562 0.449  -0.562 0.273  -0.562 0.097  -0.562 -0.080  -0.562 -0.256  -0.562 -0.432  -0.562 -0.608  -0.562 -0.785  -0.562 -0.961  -0.562 -1.137  -0.562 -1.268  -0.557 -1.094  -0.466 -0.956  -0.466 -0.779  -0.466 -0.603  -0.466 -0.427  -0.408 -0.274  -0.370 -0.114  -0.370 0.062  -0.279 0.148  -0.274 0.319  -0.169 0.453  -0.090 0.611  0.036 0.724  0.116 0.820  0.292 0.820  0.469 0.820  0.605 0.724  0.781 0.724  0.906 0.599  0.973 0.451  1.069 0.314  1.069 0.138  1.069 -0.038  1.069 -0.215  1.043 -0.385  0.973 -0.544  0.973 -0.721  0.913 -0.872  0.760 -0.929  0.615 -1.003  0.455 -1.042  0.302 -1.099
2#app#app12#app1219/b  -0.620 1.840  -0.620 1.644  -0.620 1.449  -0.620 1.254  -0.620 1.058  -0.620 0.863  -0.620 0.668  -0.620 0.472  -0.620 0.277  -0.620 0.082  -0.620 -0.114  -0.558 -0.299  -0.497 -0.485  -0.497 -0.680  -0.497 -0.875  -0.396 -0.970  -0.375 -1.040  -0.375 -0.845  -0.375 -0.649  -0.375 -0.454  -0.375 -0.259  -0.375 -0.063  -0.319 0.119  -0.253 0.299  -0.253 0.494  -0.116 0.633  -0.009 0.784  0.108 0.863  0.303 0.863  0.498 0.863  0.667 0.798  0.805 0.660  0.857 0.486  0.968 0.337  0.968 0.141  1.091 -0.003  1.091 -0.199  1.091 -0.394  1.091 -0.589  1.091 -0.785  0.997 -0.941  0.813 -0.970  0.618 -0.970  0.423 -0.970  0.265 -0.877  0.091 -0.826  -0.062 -0.725  -0.257 -0.723  -0.432 -0.636  -0.620 -0.603
3#apa#apa04#app0471/b  -0.229 1.770  -0.073 1.747  0.036 1.647  -0.007 1.770  -0.096 1.694  -0.096 1.529  -0.102 1.367  -0.219 1.250  -0.229 1.089  -0.265 0.939  -0.361 0.814  -0.361 0.649  -0.361 0.484  -0.361 0.319  -0.361 0.154  -0.403 0.006  -0.494 -0.121  -0.494 -0.286  -0.494 -0.451  -0.494 -0.616  -0.494 -0.781  -0.494 -0.946  -0.494 -1.111  -0.494 -1.276  -0.494 -1.113  -0.448 -0.967  -0.361 -0.838  -0.361 -0.673  -0.286 -0.539  -0.169 -0.423  -0.096 -0.288  -0.029 -0.151  0.087 -0.034  0.219 0.047  0.375 0.084  0.523 0.158  0.682 0.180  0.843 0.168  0.959 0.052  0.964 -0.112  0.964 -0.277  0.899 -0.415  0.762 -0.482  0.699 -0.584  0.604 -0.710  0.454 -0.747  0.331 -0.850  0.215 -0.966  0.069 -1.012  0.036 -1.145
