1c#apa#apa03#app0358/g  0.149 0.823  0.262 0.886  0.262 1.062  0.186 1.162  0.017 1.144  -0.120 1.049  -0.191 0.944  -0.343 0.897  -0.468 0.773  -0.530 0.622  -0.643 0.559  -0.643 0.383  -0.757 0.254  -0.690 0.144  -0.514 0.144  -0.337 0.144  -0.161 0.144  0.015 0.144  0.146 0.254  0.274 0.370  0.375 0.445  0.488 0.509  0.576 0.597  0.639 0.710  0.714 0.811  0.714 0.885  0.601 0.822  0.601 0.646  0.587 0.484  0.488 0.407  0.488 0.230  0.488 0.054  0.488 -0.122  0.488 -0.298  0.375 -0.428  0.375 -0.604  0.375 -0.780  0.375 -0.956  0.343 -1.101  0.262 -1.196  0.149 -1.259  0.041 -1.327  -0.136 -1.327  -0.312 -1.327  -0.488 -1.327  -0.664 -1.327  -0.841 -1.327  -1.017 -1.327  -1.165 -1.258  -1.322 -1.214
1c#apa#apa01#app0118/g  0.247 0.530  0.361 0.644  0.364 0.804  0.364 0.965  0.351 1.113  0.189 1.113  0.028 1.113  -0.133 1.113  -0.272 1.060  -0.386 0.946  -0.452 0.812  -0.532 0.684  -0.569 0.538  -0.569 0.377  -0.488 0.297  -0.327 0.297  -0.166 0.297  -0.004 0.297  0.115 0.398  0.229 0.512  0.364 0.549  0.427 0.647  0.480 0.754  0.480 0.915  0.424 0.940  0.364 0.803  0.364 0.642  0.364 0.481  0.270 0.413  0.247 0.275  0.247 0.114  0.247 -0.047  0.247 -0.208  0.247 -0.369  0.247 -0.530  0.247 -0.692  0.247 -0.853  0.247 -1.014  0.247 -1.175  0.131 -1.220  0.099 -1.367  -0.015 -1.481  -0.140 -1.569  -0.301 -1.569  -0.463 -1.569  -0.569 -1.514  -0.668 -1.452  -0.713 -1.335  -0.802 -1.263  -0.919 -1.219
3#ced#ddjh4871_s_03/g  0.007 1.019  -0.032 1.162  -0.186 1.225  -0.344 1.239  -0.498 1.188  -0.590 1.053  -0.661 0.902  -0.705 0.741  -0.746 0.579  -0.761 0.413  -0.776 0.247  -0.794 0.082  -0.771 -0.081  -0.628 -0.120  -0.477 -0.055  -0.360 0.061  -0.243 0.181  -0.147 0.317  -0.043 0.448  0.040 0.593  0.099 0.748  0.134 0.910  0.128 1.077  0.065 1.164  0.136 1.013  0.211 0.863  0.278 0.710  0.347 0.558  0.381 0.394  0.425 0.232  0.476 0.073  0.523 -0.086  0.554 -0.251  0.584 -0.416  0.604 -0.582  0.618 -0.749  0.612 -0.916  0.597 -1.083  0.586 -1.249  0.537 -1.409  0.456 -1.555  0.324 -1.652  0.168 -1.628  0.035 -1.528  -0.043 -1.382  -0.075 -1.218  -0.070 -1.051  -0.045 -0.885  -0.001 -0.724  0.070 -0.573
3#ced#ddjh4871_s_03/g  0.100 0.650  0.140 0.785  0.152 0.922  0.081 1.045  -0.043 1.121  -0.179 1.162  -0.313 1.104  -0.429 1.018  -0.511 0.897  -0.555 0.759  -0.584 0.617  -0.584 0.471  -0.550 0.330  -0.500 0.194  -0.396 0.094  -0.265 0.032  -0.128 0.078  -0.016 0.171  0.084 0.276  0.134 0.412  0.187 0.547  0.223 0.688  0.250 0.830  0.277 0.972  0.298 1.083  0.332 0.941  0.356 0.798  0.377 0.655  0.399 0.511  0.405 0.365  0.421 0.220  0.421 0.074  0.421 -0.072  0.421 -0.217  0.421 -0.363  0.407 -0.508  0.388 -0.653  0.368 -0.797  0.338 -0.940  0.289 -1.076  0.224 -1.207  0.148 -1.330  0.057 -1.444  -0.041 -1.552  -0.167 -1.621  -0.303 -1.672  -0.447 -1.689  -0.582 -1.638  -0.706 -1.567  -0.819 -1.475
1c#app#app41#app4102/g  0.027 1.038  0.027 1.201  -0.118 1.218  -0.281 1.218  -0.411 1.139  -0.513 1.019  -0.515 0.858  -0.677 0.858  -0.693 0.711  -0.823 0.678  -0.873 0.565  -0.873 0.402  -0.794 0.318  -0.693 0.257  -0.649 0.138  -0.486 0.138  -0.333 0.148  -0.333 0.311  -0.178 0.318  -0.055 0.416  0.027 0.544  0.027 0.707  0.027 0.870  0.027 1.032  0.138 0.927  0.207 0.793  0.207 0.630  0.207 0.467  0.207 0.305  0.207 0.142  0.320 0.026  0.387 -0.109  0.409 -0.266  0.482 -0.412  0.555 -0.557  0.567 -0.717  0.567 -0.880  0.639 -1.013  0.747 -1.131  0.747 -1.294  0.747 -1.456  0.609 -1.481  0.446 -1.481  0.284 -1.481  0.121 -1.481  0.027 -1.412  0.027 -1.250  0.027 -1.087  0.044 -0.941  0.207 -0.941
1c#app#app41#app4102/g  0.456 0.824  0.456 0.991  0.319 1.022  0.258 1.128  0.182 1.220  0.014 1.220  -0.138 1.204  -0.138 1.036  -0.290 1.022  -0.422 0.935  -0.543 0.824  -0.711 0.824  -0.731 0.677  -0.731 0.509  -0.731 0.342  -0.731 0.174  -0.705 0.033  -0.538 0.033  -0.533 -0.130  -0.401 -0.165  -0.233 -0.165  -0.087 -0.115  0.031 0.004  0.060 0.159  0.060 0.327  0.060 0.494  0.060 0.662  0.066 0.824  0.233 0.824  0.258 0.681  0.258 0.514  0.258 0.346  0.258 0.179  0.258 0.012  0.258 -0.156  0.329 -0.307  0.404 -0.456  0.456 -0.612  0.456 -0.779  0.456 -0.947  0.456 -1.114  0.456 -1.281  0.456 -1.449  0.409 -1.597  0.291 -1.715  0.137 -1.748  -0.031 -1.748  -0.138 -1.687  -0.138 -1.520  -0.138 -1.352
3#apb#apb21#app2193/g  -0.004 0.513  0.133 0.580  0.247 0.685  0.272 0.841  0.247 1.000  0.173 1.134  0.023 1.181  -0.130 1.141  -0.280 1.083  -0.431 1.027  -0.565 0.940  -0.673 0.823  -0.766 0.692  -0.768 0.548  -0.660 0.436  -0.514 0.368  -0.359 0.331  -0.199 0.309  -0.038 0.309  0.122 0.323  0.263 0.395  0.352 0.527  0.380 0.683  0.356 0.842  0.288 0.912  0.237 0.825  0.250 0.665  0.286 0.509  0.323 0.352  0.359 0.195  0.396 0.038  0.427 -0.120  0.443 -0.281  0.459 -0.441  0.475 -0.601  0.478 -0.762  0.478 -0.924  0.472 -1.084  0.426 -1.238  0.379 -1.393  0.272 -1.505  0.143 -1.600  -0.017 -1.581  -0.176 -1.559  -0.301 -1.458  -0.426 -1.356  -0.551 -1.255  -0.660 -1.136  -0.768 -1.016  -0.875 -0.896
3#apb#apb21#app2193/g  0.140 0.745  0.265 0.844  0.358 0.978  0.450 1.127  0.486 1.294  0.310 1.294  0.134 1.294  -0.032 1.250  -0.171 1.147  -0.257 0.996  -0.274 0.823  -0.151 0.754  0.019 0.797  0.183 0.861  0.347 0.923  0.483 1.033  0.438 0.891  0.404 0.719  0.375 0.545  0.360 0.370  0.346 0.195  0.323 0.021  0.295 -0.153  0.268 -0.326  0.233 -0.498  0.181 -0.666  0.128 -0.833  0.076 -1.001  0.009 -1.164  -0.060 -1.325  -0.161 -1.462  -0.300 -1.569  -0.467 -1.596  -0.627 -1.537  -0.751 -1.423  -0.830 -1.266  -0.840 -1.095  -0.831 -0.919  -0.780 -0.753  -0.718 -0.588  -0.609 -0.450  -0.495 -0.318  -0.351 -0.218  -0.193 -0.148  -0.022 -0.105  0.141 -0.040  0.302 0.030  0.463 0.101  0.623 0.172  0.780 0.251
1c#apb#apb32#app3221/g  -0.305 0.578  -0.224 0.682  -0.164 0.801  -0.077 0.885  -0.061 1.004  -0.191 0.983  -0.319 0.948  -0.432 0.879  -0.544 0.809  -0.657 0.739  -0.770 0.671  -0.884 0.603  -0.981 0.514  -1.060 0.412  -1.049 0.280  -1.002 0.173  -0.881 0.119  -0.750 0.113  -0.618 0.113  -0.488 0.137  -0.359 0.166  -0.233 0.202  -0.129 0.284  -0.026 0.367  0.078 0.449  0.183 0.530  0.288 0.611  0.376 0.710  0.450 0.699  0.476 0.569  0.502 0.439  0.518 0.307  0.529 0.175  0.541 0.043  0.552 -0.089  0.562 -0.221  0.572 -0.353  0.582 -0.485  0.590 -0.617  0.595 -0.749  0.600 -0.882  0.606 -1.014  0.591 -1.146  0.574 -1.277  0.557 -1.408  0.521 -1.534  0.466 -1.655  0.395 -1.765  0.302 -1.858  0.199 -1.942
2#apa#apa01#app0196/g  0.089 0.655  0.201 0.688  0.201 0.833  0.102 0.879  -0.023 0.899  -0.077 0.991  -0.222 0.991  -0.367 0.991  -0.512 0.991  -0.583 0.917  -0.690 0.879  -0.675 0.747  -0.573 0.644  -0.471 0.541  -0.447 0.406  -0.338 0.319  -0.209 0.357  -0.094 0.431  -0.023 0.505  -0.023 0.650  0.089 0.683  0.089 0.829  0.156 0.946  0.282 0.991  0.313 0.876  0.313 0.731  0.313 0.586  0.313 0.441  0.313 0.296  0.313 0.150  0.313 0.005  0.313 -0.140  0.313 -0.285  0.367 -0.408  0.425 -0.529  0.425 -0.674  0.425 -0.819  0.425 -0.964  0.425 -1.109  0.425 -1.255  0.425 -1.400  0.354 -1.474  0.209 -1.474  0.064 -1.474  -0.082 -1.474  -0.227 -1.474  -0.372 -1.474  -0.517 -1.474  -0.662 -1.474  -0.807 -1.474
3#apb#apb02#app0239/g  -0.302 1.241  -0.272 1.385  -0.433 1.346  -0.548 1.227  -0.653 1.097  -0.711 0.943  -0.640 0.806  -0.496 0.736  -0.330 0.747  -0.172 0.793  -0.047 0.905  0.071 1.023  0.116 1.180  0.116 1.313  0.078 1.212  0.083 1.046  0.125 0.885  0.188 0.730  0.259 0.579  0.323 0.424  0.386 0.269  0.429 0.108  0.471 -0.054  0.519 -0.214  0.568 -0.374  0.611 -0.536  0.654 -0.697  0.677 -0.863  0.692 -1.029  0.692 -1.196  0.657 -1.358  0.517 -1.447  0.362 -1.426  0.217 -1.344  0.080 -1.248  -0.045 -1.138  -0.170 -1.026  -0.292 -0.912  -0.416 -0.800  -0.547 -0.696  -0.683 -0.599  -0.838 -0.546  -0.717 -0.493  -0.557 -0.443  -0.400 -0.387  -0.239 -0.343  -0.080 -0.293  0.073 -0.225  0.233 -0.179  0.389 -0.128
3#app#app26#app2611/g  1.128 0.958  1.039 1.087  0.835 1.121  0.656 1.215  0.439 1.215  0.350 1.087  0.225 0.993  0.096 0.904  -0.033 0.815  -0.033 0.597  0.096 0.508  0.119 0.313  0.336 0.313  0.483 0.384  0.596 0.555  0.741 0.638  0.897 0.700  0.883 0.700  0.816 0.517  0.741 0.331  0.612 0.242  0.461 0.162  0.354 -0.012  0.225 -0.101  0.143 -0.285  -0.033 -0.354  -0.111 -0.539  -0.266 -0.694  -0.457 -0.756  -0.549 -0.937  -0.712 -1.011  -0.891 -1.106  -1.058 -1.228  -1.144 -1.363  -1.322 -1.323  -1.322 -1.106  -1.193 -0.941  -1.069 -0.848  -0.980 -0.719  -0.904 -0.558  -0.726 -0.461  -0.558 -0.341  -0.420 -0.256  -0.255 -0.203  -0.162 -0.078  0.052 -0.074  0.225 -0.030  0.359 0.055  0.549 -0.011  0.741 -0.074
2#tos#t2#t2064064/g  0.473 0.414  0.419 0.554  0.474 0.738  0.527 0.919  0.527 1.112  0.450 1.282  0.344 1.419  0.154 1.435  -0.039 1.435  -0.227 1.399  -0.394 1.305  -0.494 1.149  -0.548 0.978  -0.548 0.784  -0.548 0.591  -0.454 0.427  -0.288 0.360  -0.095 0.360  0.098 0.361  0.204 0.489  0.257 0.629  0.312 0.449  0.366 0.278  0.366 0.085  0.366 -0.109  0.366 -0.302  0.366 -0.495  0.261 -0.657  0.258 -0.849  0.258 -1.043  0.156 -1.193  0.043 -1.340  -0.064 -1.467  -0.235 -1.521  -0.429 -1.521  -0.622 -1.521  -0.757 -1.425  -0.763 -1.234  -0.763 -1.040  -0.704 -0.871  -0.568 -0.734  -0.431 -0.598  -0.294 -0.461  -0.158 -0.324  -0.010 -0.204  0.161 -0.113  0.336 -0.070  0.475 -0.016  0.620 0.063  0.796 0.092
2#apb#apb41#app4131/g  0.460 1.044  0.357 1.173  0.193 1.196  0.029 1.196  -0.131 1.156  -0.281 1.081  -0.423 0.995  -0.558 0.897  -0.659 0.767  -0.743 0.624  -0.805 0.469  -0.781 0.306  -0.625 0.246  -0.460 0.260  -0.294 0.279  -0.138 0.336  0.017 0.398  0.152 0.495  0.282 0.599  0.399 0.718  0.511 0.841  0.611 0.974  0.622 0.985  0.604 0.819  0.585 0.653  0.565 0.488  0.546 0.322  0.530 0.156  0.515 -0.010  0.499 -0.176  0.482 -0.342  0.464 -0.508  0.445 -0.674  0.422 -0.839  0.387 -1.002  0.352 -1.165  0.288 -1.318  0.213 -1.467  0.103 -1.591  -0.048 -1.594  -0.192 -1.514  -0.327 -1.416  -0.419 -1.277  -0.503 -1.134  -0.541 -0.972  -0.578 -0.809  -0.588 -0.644  -0.588 -0.477  -0.541 -0.317  -0.407 -0.224
2#ced#jnpk7049_s_1r/g  0.165 1.078  0.258 1.107  0.248 1.228  0.188 1.332  0.087 1.402  -0.030 1.396  -0.112 1.306  -0.167 1.198  -0.197 1.080  -0.184 0.959  -0.151 0.842  -0.062 0.763  0.047 0.809  0.122 0.900  0.179 1.008  0.236 1.093  0.272 0.977  0.272 0.854  0.285 0.732  0.285 0.609  0.285 0.486  0.285 0.363  0.285 0.241  0.285 0.118  0.278 -0.005  0.272 -0.128  0.270 -0.250  0.260 -0.373  0.239 -0.494  0.223 -0.616  0.205 -0.737  0.180 -0.857  0.150 -0.976  0.108 -1.092  0.066 -1.207  0.017 -1.320  -0.047 -1.424  -0.148 -1.489  -0.263 -1.480  -0.366 -1.423  -0.440 -1.325  -0.481 -1.210  -0.520 -1.093  -0.522 -0.971  -0.506 -0.850  -0.483 -0.729  -0.438 -0.615  -0.383 -0.506  -0.313 -0.405  -0.237 -0.308
3#art#art08tst/g  0.439 0.811  0.439 0.950  0.413 1.080  0.336 1.194  0.202 1.219  0.069 1.190  -0.060 1.140  -0.184 1.081  -0.282 0.983  -0.377 0.884  -0.467 0.779  -0.544 0.665  -0.611 0.544  -0.644 0.412  -0.650 0.276  -0.612 0.143  -0.513 0.053  -0.382 0.081  -0.255 0.135  -0.139 0.209  -0.029 0.292  0.069 0.390  0.156 0.497  0.235 0.609  0.273 0.742  0.308 0.876  0.269 0.771  0.244 0.635  0.235 0.498  0.235 0.359  0.235 0.221  0.235 0.083  0.235 -0.055  0.241 -0.192  0.263 -0.329  0.286 -0.465  0.297 -0.603  0.307 -0.740  0.311 -0.878  0.311 -1.016  0.300 -1.154  0.280 -1.290  0.207 -1.407  0.122 -1.514  0.016 -1.602  -0.103 -1.672  -0.224 -1.739  -0.362 -1.739  -0.498 -1.721  -0.632 -1.688
3#art#art08tst/g  0.400 0.969  0.400 1.107  0.339 1.195  0.209 1.181  0.082 1.125  -0.040 1.061  -0.158 0.988  -0.269 0.906  -0.379 0.821  -0.485 0.733  -0.589 0.642  -0.682 0.540  -0.763 0.428  -0.814 0.300  -0.801 0.170  -0.713 0.073  -0.586 0.031  -0.450 0.044  -0.320 0.093  -0.198 0.156  -0.081 0.230  0.027 0.316  0.132 0.406  0.223 0.510  0.315 0.614  0.378 0.737  0.422 0.868  0.382 0.780  0.347 0.647  0.347 0.508  0.332 0.371  0.320 0.233  0.320 0.094  0.320 -0.044  0.320 -0.183  0.320 -0.321  0.320 -0.460  0.320 -0.598  0.309 -0.736  0.288 -0.873  0.267 -1.009  0.234 -1.144  0.200 -1.278  0.153 -1.408  0.095 -1.534  0.030 -1.654  -0.062 -1.758  -0.154 -1.861  -0.252 -1.960  -0.350 -2.058
3#art#art08tst/g  0.680 1.031  0.672 1.163  0.544 1.179  0.409 1.179  0.278 1.150  0.155 1.097  0.031 1.044  -0.087 0.981  -0.189 0.894  -0.282 0.797  -0.370 0.695  -0.442 0.581  -0.509 0.465  -0.556 0.338  -0.573 0.207  -0.539 0.080  -0.431 0.012  -0.306 0.038  -0.187 0.101  -0.079 0.178  0.009 0.281  0.097 0.382  0.186 0.484  0.258 0.596  0.324 0.714  0.371 0.840  0.343 0.807  0.293 0.684  0.260 0.554  0.238 0.422  0.238 0.287  0.229 0.153  0.216 0.019  0.204 -0.115  0.193 -0.250  0.169 -0.382  0.139 -0.513  0.109 -0.644  0.081 -0.776  0.052 -0.908  0.019 -1.038  -0.018 -1.168  -0.055 -1.297  -0.103 -1.423  -0.151 -1.549  -0.213 -1.667  -0.292 -1.776  -0.371 -1.885  -0.471 -1.975  -0.573 -2.064
3#art#art08tst/g  0.427 0.935  0.427 1.057  0.344 1.136  0.233 1.181  0.111 1.177  -0.008 1.153  -0.128 1.133  -0.224 1.061  -0.312 0.977  -0.390 0.884  -0.450 0.779  -0.496 0.667  -0.529 0.550  -0.489 0.437  -0.436 0.327  -0.319 0.324  -0.200 0.349  -0.085 0.388  0.019 0.450  0.111 0.528  0.185 0.624  0.240 0.733  0.276 0.848  0.279 0.823  0.279 0.701  0.279 0.580  0.279 0.458  0.279 0.336  0.279 0.215  0.279 0.093  0.277 -0.028  0.266 -0.150  0.255 -0.271  0.243 -0.392  0.230 -0.513  0.219 -0.634  0.208 -0.755  0.189 -0.875  0.168 -0.995  0.138 -1.112  0.099 -1.228  0.051 -1.339  -0.002 -1.449  -0.049 -1.561  -0.139 -1.633  -0.251 -1.663  -0.371 -1.642  -0.488 -1.608  -0.598 -1.558  -0.704 -1.498
3#art#art08tst/g  0.371 0.997  0.395 1.110  0.344 1.190  0.227 1.190  0.110 1.186  -0.004 1.160  -0.119 1.139  -0.224 1.087  -0.314 1.014  -0.397 0.931  -0.457 0.831  -0.514 0.729  -0.566 0.624  -0.558 0.510  -0.500 0.414  -0.403 0.359  -0.288 0.343  -0.170 0.343  -0.059 0.377  0.040 0.437  0.117 0.521  0.157 0.630  0.181 0.745  0.197 0.795  0.177 0.683  0.177 0.566  0.177 0.449  0.177 0.331  0.177 0.214  0.177 0.097  0.177 -0.020  0.177 -0.137  0.177 -0.254  0.177 -0.371  0.177 -0.489  0.177 -0.606  0.177 -0.723  0.177 -0.840  0.177 -0.957  0.177 -1.074  0.177 -1.191  0.167 -1.308  0.153 -1.424  0.124 -1.538  0.084 -1.646  0.002 -1.721  -0.113 -1.740  -0.226 -1.708  -0.331 -1.660  -0.429 -1.595
3#art#art08tst/g  0.335 0.935  0.362 1.058  0.401 1.163  0.299 1.229  0.172 1.207  0.051 1.163  -0.059 1.097  -0.164 1.022  -0.262 0.938  -0.360 0.854  -0.443 0.755  -0.521 0.653  -0.593 0.546  -0.619 0.420  -0.607 0.294  -0.529 0.196  -0.404 0.187  -0.280 0.222  -0.157 0.260  -0.034 0.297  0.079 0.361  0.183 0.435  0.274 0.526  0.319 0.646  0.335 0.773  0.288 0.786  0.228 0.681  0.214 0.553  0.202 0.425  0.202 0.296  0.202 0.167  0.202 0.038  0.202 -0.091  0.202 -0.220  0.202 -0.349  0.202 -0.478  0.202 -0.608  0.202 -0.737  0.202 -0.866  0.202 -0.995  0.196 -1.123  0.171 -1.250  0.142 -1.375  0.078 -1.487  0.005 -1.593  -0.079 -1.691  -0.179 -1.768  -0.295 -1.826  -0.419 -1.855  -0.547 -1.871
3#art#art08tst/g  0.668 1.120  0.566 1.195  0.428 1.219  0.286 1.215  0.157 1.162  0.041 1.080  -0.079 1.003  -0.194 0.921  -0.295 0.821  -0.395 0.720  -0.489 0.613  -0.580 0.504  -0.662 0.388  -0.701 0.254  -0.663 0.123  -0.529 0.091  -0.392 0.123  -0.255 0.161  -0.117 0.198  0.015 0.249  0.145 0.307  0.260 0.390  0.369 0.481  0.461 0.589  0.524 0.714  0.521 0.848  0.396 0.799  0.320 0.679  0.267 0.550  0.250 0.409  0.250 0.266  0.250 0.124  0.250 -0.018  0.250 -0.160  0.250 -0.303  0.250 -0.445  0.250 -0.587  0.248 -0.729  0.235 -0.871  0.214 -1.011  0.177 -1.148  0.123 -1.277  0.037 -1.391  -0.061 -1.492  -0.168 -1.586  -0.298 -1.638  -0.435 -1.679  -0.577 -1.680  -0.717 -1.665  -0.855 -1.631
3#art#art08tst/g  0.618 0.972  0.618 1.110  0.522 1.167  0.386 1.177  0.248 1.177  0.114 1.150  -0.017 1.108  -0.146 1.060  -0.259 0.983  -0.368 0.899  -0.469 0.806  -0.566 0.708  -0.639 0.592  -0.705 0.472  -0.729 0.337  -0.711 0.204  -0.639 0.094  -0.518 0.031  -0.386 0.008  -0.250 0.027  -0.119 0.071  0.009 0.121  0.128 0.189  0.224 0.286  0.310 0.393  0.390 0.505  0.444 0.630  0.448 0.727  0.364 0.618  0.313 0.491  0.269 0.360  0.236 0.227  0.209 0.092  0.209 -0.046  0.209 -0.183  0.209 -0.321  0.204 -0.458  0.193 -0.596  0.182 -0.733  0.170 -0.870  0.159 -1.007  0.139 -1.143  0.118 -1.280  0.080 -1.411  0.023 -1.536  -0.042 -1.655  -0.140 -1.753  -0.238 -1.848  -0.347 -1.933  -0.456 -2.018
3#art#art08tst/g  0.432 0.998  0.432 1.121  0.422 1.238  0.323 1.307  0.209 1.262  0.097 1.211  -0.009 1.153  -0.096 1.066  -0.189 0.986  -0.280 0.904  -0.351 0.804  -0.415 0.699  -0.463 0.586  -0.476 0.466  -0.464 0.344  -0.423 0.231  -0.322 0.175  -0.205 0.198  -0.094 0.249  0.008 0.318  0.103 0.395  0.187 0.482  0.242 0.592  0.304 0.698  0.328 0.766  0.285 0.653  0.259 0.534  0.242 0.412  0.227 0.290  0.224 0.167  0.224 0.044  0.233 -0.078  0.244 -0.201  0.250 -0.323  0.250 -0.446  0.249 -0.569  0.237 -0.691  0.225 -0.813  0.199 -0.934  0.171 -1.053  0.116 -1.163  0.058 -1.271  -0.022 -1.364  -0.106 -1.453  -0.209 -1.521  -0.311 -1.589  -0.418 -1.649  -0.525 -1.709  -0.642 -1.747  -0.761 -1.776
3#art#art08tst/g  0.693 1.168  0.592 1.225  0.476 1.235  0.359 1.220  0.242 1.206  0.126 1.188  0.034 1.114  -0.057 1.039  -0.141 0.958  -0.204 0.858  -0.267 0.757  -0.329 0.657  -0.370 0.549  -0.385 0.432  -0.378 0.317  -0.286 0.254  -0.169 0.266  -0.054 0.294  0.055 0.336  0.154 0.402  0.241 0.481  0.318 0.570  0.384 0.668  0.433 0.767  0.372 0.667  0.327 0.558  0.303 0.442  0.280 0.327  0.254 0.211  0.239 0.094  0.227 -0.023  0.217 -0.141  0.207 -0.259  0.189 -0.375  0.158 -0.489  0.128 -0.603  0.099 -0.717  0.070 -0.832  0.032 -0.943  -0.012 -1.053  -0.067 -1.157  -0.133 -1.255  -0.205 -1.348  -0.289 -1.431  -0.375 -1.512  -0.478 -1.569  -0.582 -1.624  -0.697 -1.653  -0.811 -1.654  -0.924 -1.622
3#art#art08tst/g  0.611 0.831  0.611 0.973  0.635 1.105  0.617 1.246  0.528 1.307  0.389 1.273  0.254 1.231  0.124 1.173  0.001 1.102  -0.110 1.013  -0.220 0.923  -0.321 0.823  -0.422 0.722  -0.507 0.608  -0.589 0.492  -0.663 0.370  -0.732 0.246  -0.749 0.108  -0.714 -0.028  -0.609 -0.112  -0.469 -0.101  -0.330 -0.072  -0.194 -0.033  -0.070 0.038  0.044 0.123  0.146 0.221  0.229 0.336  0.280 0.468  0.303 0.607  0.262 0.510  0.267 0.369  0.285 0.228  0.301 0.087  0.313 -0.055  0.325 -0.197  0.337 -0.339  0.349 -0.481  0.349 -0.623  0.336 -0.765  0.307 -0.904  0.262 -1.039  0.207 -1.170  0.149 -1.300  0.049 -1.401  -0.054 -1.500  -0.162 -1.593  -0.284 -1.662  -0.418 -1.711  -0.558 -1.735  -0.698 -1.711
3#art#art08tst/g  0.585 0.815  0.585 0.940  0.571 1.061  0.503 1.163  0.380 1.186  0.258 1.161  0.139 1.121  0.022 1.078  -0.093 1.031  -0.190 0.951  -0.273 0.859  -0.346 0.757  -0.399 0.644  -0.427 0.527  -0.409 0.403  -0.348 0.294  -0.244 0.233  -0.126 0.247  -0.007 0.284  0.113 0.319  0.211 0.397  0.309 0.475  0.391 0.566  0.443 0.678  0.428 0.757  0.370 0.651  0.328 0.533  0.292 0.414  0.262 0.292  0.251 0.168  0.239 0.043  0.226 -0.081  0.212 -0.206  0.190 -0.329  0.167 -0.452  0.143 -0.575  0.119 -0.697  0.077 -0.815  0.030 -0.931  -0.022 -1.044  -0.078 -1.156  -0.146 -1.260  -0.228 -1.354  -0.315 -1.444  -0.410 -1.526  -0.516 -1.589  -0.633 -1.632  -0.755 -1.654  -0.879 -1.662  -1.003 -1.641
3#art#art08tst/g  0.468 0.836  0.532 0.964  0.575 1.097  0.549 1.234  0.415 1.279  0.278 1.262  0.145 1.209  0.017 1.145  -0.109 1.077  -0.234 1.007  -0.333 0.906  -0.427 0.798  -0.509 0.680  -0.588 0.561  -0.655 0.435  -0.708 0.304  -0.708 0.161  -0.645 0.035  -0.533 -0.050  -0.396 -0.073  -0.257 -0.043  -0.125 0.008  -0.001 0.079  0.096 0.184  0.189 0.293  0.281 0.403  0.364 0.519  0.431 0.645  0.373 0.605  0.361 0.464  0.361 0.320  0.361 0.177  0.361 0.034  0.361 -0.109  0.361 -0.252  0.361 -0.396  0.354 -0.539  0.340 -0.681  0.316 -0.822  0.285 -0.962  0.238 -1.097  0.178 -1.226  0.092 -1.340  -0.008 -1.440  -0.129 -1.515  -0.259 -1.575  -0.393 -1.625  -0.533 -1.656  -0.673 -1.670  -0.815 -1.650
3#art#art08tst/g  0.447 0.707  0.471 0.835  0.463 0.969  0.444 1.100  0.319 1.122  0.186 1.122  0.053 1.104  -0.073 1.063  -0.192 1.004  -0.301 0.926  -0.388 0.826  -0.466 0.717  -0.544 0.608  -0.590 0.487  -0.580 0.358  -0.525 0.236  -0.419 0.178  -0.287 0.190  -0.160 0.229  -0.041 0.289  0.072 0.360  0.160 0.461  0.246 0.563  0.333 0.664  0.418 0.768  0.420 0.827  0.357 0.714  0.325 0.584  0.294 0.454  0.267 0.323  0.247 0.191  0.235 0.058  0.223 -0.076  0.212 -0.209  0.201 -0.342  0.190 -0.476  0.179 -0.609  0.168 -0.742  0.158 -0.876  0.134 -1.007  0.102 -1.137  0.059 -1.263  -0.000 -1.383  -0.071 -1.494  -0.166 -1.589  -0.267 -1.675  -0.387 -1.734  -0.509 -1.786  -0.641 -1.808  -0.773 -1.830
3#art#art08tst/g  -0.122 0.558  -0.061 0.668  -0.012 0.791  0.030 0.916  0.028 1.042  -0.032 1.156  -0.140 1.230  -0.266 1.227  -0.391 1.183  -0.498 1.107  -0.595 1.018  -0.673 0.915  -0.709 0.788  -0.729 0.657  -0.713 0.528  -0.671 0.404  -0.611 0.286  -0.509 0.208  -0.380 0.202  -0.255 0.244  -0.129 0.286  -0.011 0.344  0.073 0.441  0.099 0.566  0.078 0.695  0.022 0.695  0.017 0.568  0.044 0.439  0.078 0.311  0.127 0.190  0.193 0.075  0.247 -0.046  0.301 -0.167  0.350 -0.290  0.399 -0.412  0.448 -0.535  0.497 -0.658  0.546 -0.781  0.593 -0.904  0.619 -1.034  0.635 -1.164  0.619 -1.295  0.572 -1.417  0.493 -1.520  0.390 -1.603  0.259 -1.619  0.128 -1.620  -0.004 -1.607  -0.127 -1.563  -0.245 -1.504
