2#app#app25#app2545/p  0.046 0.475  -0.119 0.455  -0.119 0.270  -0.119 0.085  -0.175 -0.076  -0.305 -0.207  -0.436 -0.337  -0.448 -0.517  -0.464 -0.695  -0.595 -0.826  -0.772 -0.844  -0.792 -1.009  -0.943 -1.042  -0.943 -1.227  -0.943 -1.412  -0.943 -1.411  -0.830 -1.339  -0.778 -1.206  -0.670 -1.066  -0.509 -1.009  -0.448 -0.885  -0.347 -0.742  -0.284 -0.584  -0.202 -0.433  -0.119 -0.283  -0.119 -0.098  -0.119 0.086  0.007 0.145  0.046 0.291  0.046 0.476  0.067 0.640  0.211 0.680  0.272 0.804  0.376 0.885  0.376 1.069  0.496 1.134  0.541 1.274  0.700 1.299  0.720 1.134  0.905 1.134  1.035 1.080  1.035 0.895  1.035 0.710  1.035 0.525  0.901 0.475  0.870 0.321  0.697 0.310  0.520 0.290  0.390 0.159  0.211 0.145
3#app#app13#app1359/p  -0.178 1.106  -0.215 0.951  -0.332 0.878  -0.332 0.688  -0.332 0.497  -0.332 0.306  -0.332 0.115  -0.332 -0.075  -0.332 -0.266  -0.318 -0.451  -0.183 -0.586  -0.178 -0.775  -0.178 -0.965  -0.178 -1.156  -0.178 -1.347  -0.178 -1.538  -0.178 -1.728  -0.197 -1.732  -0.234 -1.545  -0.272 -1.358  -0.309 -1.171  -0.346 -0.984  -0.384 -0.797  -0.421 -0.610  -0.459 -0.423  -0.496 -0.236  -0.533 -0.049  -0.571 0.138  -0.608 0.325  -0.641 0.513  -0.580 0.643  -0.418 0.712  -0.283 0.847  -0.136 0.951  0.047 0.987  0.217 1.072  0.400 1.106  0.591 1.106  0.726 0.972  0.901 0.944  0.945 0.797  1.056 0.717  1.056 0.526  1.056 0.336  1.056 0.145  0.984 0.026  0.793 0.026  0.602 0.026  0.465 0.154  0.284 0.180
2#aga#elsbthey/p  -0.178 0.541  -0.233 0.366  -0.266 0.185  -0.283 0.003  -0.297 -0.181  -0.303 -0.364  -0.321 -0.546  -0.331 -0.729  -0.331 -0.913  -0.351 -1.095  -0.359 -1.278  -0.385 -1.459  -0.414 -1.640  -0.469 -1.726  -0.447 -1.546  -0.405 -1.367  -0.368 -1.187  -0.329 -1.008  -0.290 -0.828  -0.267 -0.646  -0.262 -0.463  -0.262 -0.279  -0.262 -0.096  -0.262 0.088  -0.266 0.271  -0.292 0.453  -0.324 0.633  -0.355 0.814  -0.376 0.994  -0.396 1.173  -0.308 1.327  -0.127 1.345  0.057 1.357  0.234 1.336  0.399 1.255  0.549 1.150  0.700 1.045  0.824 0.910  0.936 0.766  1.032 0.610  1.097 0.438  1.098 0.259  1.014 0.099  0.856 0.010  0.676 -0.024  0.494 -0.041  0.310 -0.039  0.127 -0.025  -0.053 0.009  -0.234 0.042
2#aga#elsbthey/p  -0.296 0.936  -0.365 0.772  -0.371 0.592  -0.371 0.412  -0.371 0.232  -0.361 0.052  -0.346 -0.128  -0.346 -0.308  -0.346 -0.489  -0.346 -0.669  -0.346 -0.849  -0.365 -1.028  -0.394 -1.206  -0.421 -1.384  -0.471 -1.555  -0.496 -1.553  -0.525 -1.375  -0.559 -1.198  -0.559 -1.017  -0.566 -0.837  -0.575 -0.657  -0.584 -0.477  -0.584 -0.297  -0.564 -0.119  -0.529 0.058  -0.496 0.236  -0.469 0.414  -0.439 0.592  -0.378 0.760  -0.294 0.920  -0.176 1.056  -0.022 1.136  0.157 1.143  0.335 1.148  0.513 1.119  0.687 1.074  0.845 0.987  0.991 0.881  1.115 0.754  1.200 0.597  1.237 0.420  1.229 0.246  1.165 0.077  1.054 -0.063  0.899 -0.154  0.737 -0.231  0.559 -0.260  0.380 -0.276  0.200 -0.267  0.029 -0.214
2#aga#elsbthey/p  -1.335 0.003  -1.297 -0.220  -1.168 -0.342  -0.945 -0.305  -0.739 -0.211  -0.547 -0.088  -0.361 0.044  -0.185 0.189  -0.031 0.358  0.044 0.562  -0.060 0.757  -0.229 0.672  -0.306 0.460  -0.327 0.233  -0.327 0.004  -0.290 -0.220  -0.250 -0.444  -0.248 -0.673  -0.237 -0.901  -0.240 -1.130  -0.249 -1.358  -0.288 -1.580  -0.276 -1.493  -0.264 -1.265  -0.253 -1.038  -0.276 -0.811  -0.287 -0.583  -0.301 -0.356  -0.292 -0.128  -0.276 0.100  -0.276 0.329  -0.276 0.557  -0.276 0.786  -0.276 1.014  -0.154 1.188  0.071 1.216  0.297 1.235  0.516 1.180  0.727 1.092  0.931 0.994  1.101 0.845  1.244 0.666  1.335 0.461  1.358 0.235  1.320 0.013  1.229 -0.194  1.054 -0.336  0.858 -0.452  0.639 -0.518  0.414 -0.546
2#aga#elsbthey/p  -0.067 1.194  -0.111 1.151  -0.132 0.960  -0.151 0.769  -0.182 0.579  -0.206 0.388  -0.233 0.197  -0.259 0.006  -0.296 -0.183  -0.346 -0.369  -0.393 -0.556  -0.439 -0.743  -0.471 -0.933  -0.483 -1.124  -0.503 -1.315  -0.543 -1.502  -0.591 -1.689  -0.645 -1.544  -0.645 -1.352  -0.645 -1.159  -0.620 -0.969  -0.576 -0.782  -0.551 -0.591  -0.503 -0.404  -0.450 -0.219  -0.395 -0.034  -0.340 0.151  -0.283 0.335  -0.221 0.517  -0.157 0.699  -0.086 0.878  -0.006 1.052  0.128 1.184  0.320 1.205  0.511 1.187  0.699 1.146  0.860 1.044  0.993 0.908  1.077 0.735  1.129 0.550  1.133 0.358  1.092 0.170  1.025 -0.008  0.900 -0.153  0.740 -0.260  0.559 -0.319  0.369 -0.348  0.179 -0.330  -0.009 -0.285  -0.176 -0.192
2#app#app41#app4122/p  -0.569 0.399  -0.404 0.392  -0.392 0.234  -0.240 0.215  -0.240 0.044  -0.240 -0.127  -0.240 -0.298  -0.240 -0.469  -0.240 -0.640  -0.240 -0.811  -0.176 -0.919  -0.075 -0.989  -0.075 -1.160  -0.075 -1.331  -0.075 -1.502  -0.075 -1.673  0.027 -1.742  0.090 -1.634  0.090 -1.463  0.090 -1.291  0.090 -1.120  0.090 -0.949  -0.010 -0.819  -0.075 -0.675  -0.075 -0.504  -0.075 -0.333  -0.075 -0.162  -0.075 0.009  -0.075 0.180  -0.075 0.351  -0.075 0.522  -0.167 0.655  -0.240 0.796  -0.240 0.967  -0.240 1.138  -0.178 1.284  -0.050 1.387  0.090 1.418  0.128 1.552  0.286 1.520  0.407 1.399  0.528 1.278  0.584 1.130  0.584 0.959  0.584 0.788  0.505 0.650  0.419 0.514  0.380 0.360  0.259 0.239  0.090 0.234
1c#tos#t1#t1017065/p  -0.207 1.173  -0.342 1.102  -0.419 0.973  -0.419 0.767  -0.348 0.632  -0.348 0.426  -0.348 0.220  -0.348 0.014  -0.348 -0.192  -0.348 -0.397  -0.348 -0.603  -0.348 -0.809  -0.370 -1.012  -0.419 -1.210  -0.419 -1.415  -0.419 -1.621  -0.419 -1.827  -0.400 -1.703  -0.377 -1.498  -0.354 -1.293  -0.331 -1.089  -0.307 -0.884  -0.284 -0.680  -0.261 -0.475  -0.238 -0.271  -0.214 -0.066  -0.191 0.139  -0.168 0.343  -0.145 0.548  -0.121 0.752  -0.098 0.957  -0.075 1.161  0.058 1.243  0.264 1.243  0.447 1.208  0.588 1.102  0.765 1.031  0.900 0.961  0.995 0.796  1.057 0.616  0.995 0.484  0.995 0.278  0.846 0.175  0.692 0.071  0.548 -0.029  0.413 -0.100  0.291 -0.236  0.159 -0.312  -0.018 -0.383  -0.207 -0.312
2#apb#apb22#app2207/p  0.058 0.967  -0.040 0.816  -0.120 0.655  -0.197 0.492  -0.274 0.329  -0.352 0.167  -0.425 0.002  -0.490 -0.166  -0.554 -0.334  -0.624 -0.500  -0.694 -0.666  -0.759 -0.834  -0.817 -1.004  -0.875 -1.175  -0.927 -1.347  -0.981 -1.519  -0.911 -1.407  -0.814 -1.255  -0.722 -1.100  -0.635 -0.942  -0.554 -0.781  -0.474 -0.620  -0.392 -0.460  -0.301 -0.304  -0.210 -0.149  -0.119 0.007  -0.022 0.159  0.080 0.307  0.181 0.456  0.283 0.604  0.404 0.738  0.526 0.870  0.648 1.003  0.776 1.130  0.907 1.252  1.071 1.316  1.155 1.182  1.148 1.004  1.119 0.826  1.036 0.667  0.953 0.507  0.844 0.364  0.729 0.225  0.614 0.086  0.498 -0.052  0.378 -0.184  0.225 -0.279  0.060 -0.344  -0.117 -0.367  -0.295 -0.341
2#apa#apa01#app0101/p  -0.020 1.032  0.054 0.924  0.054 0.743  -0.020 0.593  -0.020 0.412  -0.020 0.231  -0.094 0.067  -0.094 -0.114  -0.094 -0.295  -0.168 -0.459  -0.177 -0.639  -0.213 -0.817  -0.242 -0.995  -0.242 -1.176  -0.242 -1.357  -0.242 -1.538  -0.228 -1.713  -0.170 -1.825  -0.189 -1.645  -0.207 -1.465  -0.226 -1.285  -0.244 -1.104  -0.263 -0.924  -0.281 -0.744  -0.300 -0.564  -0.318 -0.384  -0.337 -0.204  -0.355 -0.024  -0.373 0.157  -0.392 0.337  -0.410 0.517  -0.429 0.697  -0.447 0.877  -0.445 1.050  -0.298 1.151  -0.154 1.253  0.027 1.253  0.208 1.253  0.389 1.253  0.555 1.187  0.704 1.105  0.811 0.973  0.866 0.800  0.866 0.619  0.863 0.439  0.788 0.289  0.659 0.161  0.531 0.033  0.379 -0.061  0.201 -0.076
2#apa#apa01#app0101/p  -0.515 1.258  -0.515 1.060  -0.515 0.862  -0.515 0.664  -0.515 0.466  -0.515 0.268  -0.515 0.070  -0.472 -0.121  -0.418 -0.311  -0.418 -0.509  -0.322 -0.667  -0.319 -0.865  -0.231 -1.042  -0.226 -1.239  -0.183 -1.427  -0.130 -1.612  -0.130 -1.810  -0.136 -1.635  -0.142 -1.437  -0.149 -1.239  -0.156 -1.041  -0.162 -0.843  -0.169 -0.645  -0.175 -0.447  -0.182 -0.249  -0.189 -0.051  -0.195 0.147  -0.202 0.345  -0.208 0.543  -0.215 0.741  -0.222 0.939  -0.226 1.137  -0.149 1.258  0.049 1.258  0.247 1.258  0.445 1.258  0.586 1.120  0.749 1.012  0.907 0.896  1.026 0.747  1.026 0.549  1.026 0.351  0.992 0.167  0.852 0.026  0.680 -0.069  0.527 -0.185  0.329 -0.185  0.139 -0.206  -0.028 -0.282  -0.226 -0.282
2#apb#apb17#app1796/p  0.069 0.898  0.048 0.748  0.027 0.597  0.006 0.446  -0.015 0.295  -0.037 0.145  -0.060 -0.006  -0.082 -0.156  -0.105 -0.307  -0.127 -0.457  -0.159 -0.606  -0.190 -0.755  -0.222 -0.904  -0.253 -1.053  -0.290 -1.201  -0.327 -1.348  -0.366 -1.495  -0.430 -1.633  -0.491 -1.673  -0.509 -1.522  -0.513 -1.371  -0.481 -1.223  -0.448 -1.074  -0.416 -0.925  -0.379 -0.778  -0.335 -0.632  -0.292 -0.486  -0.249 -0.340  -0.205 -0.194  -0.160 -0.049  -0.115 0.097  -0.069 0.242  -0.024 0.387  0.022 0.532  0.067 0.678  0.111 0.823  0.156 0.969  0.200 1.114  0.245 1.260  0.307 1.398  0.397 1.507  0.528 1.465  0.615 1.341  0.651 1.194  0.681 1.045  0.696 0.894  0.696 0.742  0.671 0.593  0.623 0.449  0.534 0.325
2#apb#apb17#app1796/p  0.330 1.681  0.258 1.482  0.172 1.288  0.085 1.095  -0.002 0.901  -0.074 0.701  -0.143 0.501  -0.197 0.295  -0.244 0.089  -0.271 -0.122  -0.282 -0.333  -0.240 -0.486  -0.134 -0.305  -0.066 -0.105  -0.025 0.102  -0.018 0.303  -0.139 0.131  -0.251 -0.049  -0.298 -0.025  -0.414 0.153  -0.315 0.276  -0.164 0.422  -0.037 0.592  0.100 0.754  0.239 0.913  0.405 1.046  0.607 1.096  0.779 0.983  0.886 0.806  0.927 0.602  0.927 0.390  0.855 0.193  0.755 0.007  0.621 -0.157  0.440 -0.264  0.238 -0.295  0.110 -0.161  0.025 0.033  -0.032 -0.129  -0.074 -0.336  -0.140 -0.537  -0.224 -0.732  -0.318 -0.923  -0.415 -1.111  -0.507 -1.302  -0.589 -1.498  -0.671 -1.694  -0.751 -1.890  -0.827 -2.088  -0.894 -2.290
1c#app#app19#app1955/p  -0.451 -2.032  -0.451 -1.894  -0.451 -1.756  -0.451 -1.618  -0.451 -1.481  -0.451 -1.343  -0.451 -1.205  -0.451 -1.067  -0.451 -0.930  -0.451 -0.792  -0.451 -0.654  -0.451 -0.517  -0.451 -0.379  -0.451 -0.241  -0.451 -0.103  -0.451 0.034  -0.451 0.172  -0.397 0.288  -0.343 0.403  -0.343 0.541  -0.343 0.678  -0.343 0.816  -0.343 0.954  -0.241 0.990  -0.211 1.097  -0.073 1.097  0.065 1.097  0.202 1.097  0.340 1.097  0.471 1.068  0.594 1.007  0.628 0.890  0.720 0.790  0.817 0.693  0.915 0.595  0.952 0.473  0.952 0.335  0.952 0.198  0.905 0.079  0.808 -0.018  0.700 -0.089  0.562 -0.089  0.424 -0.089  0.286 -0.089  0.149 -0.089  0.011 -0.089  -0.127 -0.089  -0.224 0.008  -0.353 0.029  -0.451 0.126
2#apb#apb22#app2237/p  -0.236 0.724  -0.268 0.565  -0.324 0.411  -0.383 0.258  -0.440 0.105  -0.504 -0.046  -0.570 -0.196  -0.626 -0.350  -0.682 -0.504  -0.746 -0.655  -0.815 -0.803  -0.855 -0.962  -0.890 -1.122  -0.988 -1.253  -1.059 -1.364  -1.013 -1.207  -0.942 -1.059  -0.877 -0.909  -0.814 -0.758  -0.718 -0.626  -0.631 -0.487  -0.549 -0.345  -0.456 -0.211  -0.350 -0.087  -0.243 0.038  -0.134 0.160  -0.023 0.281  0.088 0.401  0.202 0.519  0.325 0.626  0.449 0.734  0.576 0.837  0.718 0.918  0.861 0.998  1.004 1.078  1.148 1.155  1.276 1.077  1.270 0.914  1.232 0.755  1.178 0.602  1.095 0.460  1.010 0.321  0.901 0.198  0.793 0.075  0.672 -0.035  0.548 -0.142  0.416 -0.239  0.277 -0.318  0.114 -0.315  -0.017 -0.217
3#app#app32#app3203/p  0.372 1.392  0.372 1.394  0.372 1.204  0.372 1.013  0.291 0.842  0.276 0.655  0.227 0.472  0.179 0.289  0.168 0.101  0.107 -0.080  0.082 -0.267  0.077 -0.456  -0.008 -0.626  -0.093 -0.797  -0.141 -0.980  -0.178 -1.167  -0.208 -1.355  -0.233 -1.535  -0.305 -1.696  -0.305 -1.887  -0.401 -1.812  -0.401 -1.622  -0.401 -1.431  -0.401 -1.240  -0.401 -1.050  -0.401 -0.859  -0.380 -0.672  -0.320 -0.491  -0.305 -0.303  -0.261 -0.120  -0.200 0.061  -0.140 0.242  -0.111 0.428  -0.068 0.608  -0.015 0.786  0.016 0.969  0.101 1.140  0.179 1.312  0.276 1.377  0.372 1.283  0.372 1.093  0.372 0.902  0.372 0.711  0.372 0.521  0.372 0.330  0.239 0.195  0.074 0.134  -0.111 0.140  -0.111 0.331  -0.111 0.521
3#app#app32#app3203/p  0.316 0.848  0.454 0.810  0.454 0.633  0.454 0.457  0.443 0.285  0.318 0.161  0.300 -0.011  0.221 -0.169  0.178 -0.335  0.095 -0.477  -0.004 -0.620  -0.083 -0.777  -0.199 -0.908  -0.324 -1.033  -0.421 -1.177  -0.500 -1.335  -0.650 -1.370  -0.700 -1.497  -0.876 -1.497  -0.926 -1.370  -0.926 -1.194  -0.926 -1.018  -0.879 -0.852  -0.801 -0.695  -0.783 -0.523  -0.705 -0.365  -0.612 -0.217  -0.496 -0.086  -0.417 0.072  -0.374 0.238  -0.291 0.380  -0.166 0.504  -0.098 0.652  -0.098 0.829  0.042 0.918  0.195 1.003  0.320 1.128  0.445 1.253  0.617 1.262  0.793 1.262  0.867 1.160  0.867 0.983  0.867 0.807  0.867 0.631  0.784 0.489  0.730 0.335  0.633 0.199  0.473 0.158  0.343 0.048  0.178 0.020
2#apb#apb29#app2970/p  -0.363 0.452  -0.283 0.594  -0.237 0.492  -0.265 0.295  -0.317 0.100  -0.382 -0.090  -0.472 -0.270  -0.562 -0.450  -0.652 -0.630  -0.742 -0.810  -0.837 -0.987  -0.948 -1.155  -1.043 -1.332  -1.166 -1.490  -1.088 -1.491  -0.954 -1.341  -0.846 -1.173  -0.760 -0.991  -0.674 -0.809  -0.587 -0.627  -0.501 -0.445  -0.415 -0.263  -0.329 -0.081  -0.242 0.100  -0.156 0.282  -0.055 0.421  0.061 0.555  0.180 0.637  0.347 0.726  0.532 0.795  0.732 0.809  0.921 0.869  1.115 0.902  1.309 0.908  1.482 0.840  1.467 0.645  1.315 0.515  1.173 0.372  0.980 0.315  0.786 0.262  0.590 0.214  0.390 0.198  0.191 0.172  -0.004 0.119  -0.181 0.187  -0.094 0.255  0.097 0.317  0.294 0.351  0.495 0.362  0.696 0.373
1c#tos#f3#f3007066/p  -0.001 1.247  -0.132 1.261  -0.132 1.057  -0.132 0.853  -0.145 0.653  -0.208 0.460  -0.219 0.257  -0.219 0.053  -0.219 -0.151  -0.219 -0.355  -0.219 -0.559  -0.219 -0.763  -0.219 -0.967  -0.219 -1.171  -0.219 -1.375  -0.219 -1.579  -0.219 -1.783  -0.219 -1.894  -0.222 -1.690  -0.225 -1.486  -0.229 -1.282  -0.232 -1.078  -0.235 -0.874  -0.238 -0.670  -0.242 -0.466  -0.245 -0.262  -0.248 -0.058  -0.251 0.146  -0.255 0.350  -0.258 0.554  -0.261 0.758  -0.371 0.854  -0.317 1.012  -0.175 1.102  -0.075 1.247  0.129 1.247  0.333 1.247  0.523 1.234  0.656 1.094  0.720 0.919  0.817 0.742  0.829 0.541  0.873 0.348  0.873 0.144  0.711 0.068  0.545 -0.047  0.398 -0.188  0.197 -0.194  0.029 -0.281  -0.175 -0.281
1c#app#app35#app3563/p  -0.424 0.792  -0.338 0.629  -0.338 0.430  -0.338 0.232  -0.338 0.033  -0.325 -0.160  -0.253 -0.328  -0.253 -0.527  -0.253 -0.725  -0.253 -0.924  -0.253 -1.122  -0.253 -1.320  -0.253 -1.519  -0.253 -1.717  -0.338 -1.704  -0.338 -1.505  -0.362 -1.317  -0.424 -1.144  -0.424 -0.945  -0.424 -0.747  -0.424 -0.548  -0.424 -0.350  -0.367 -0.175  -0.338 0.012  -0.338 0.210  -0.338 0.409  -0.338 0.607  -0.256 0.786  -0.244 0.982  -0.168 1.162  -0.142 1.355  -0.018 1.474  0.181 1.474  0.344 1.389  0.484 1.249  0.625 1.109  0.736 0.947  0.837 0.777  0.941 0.610  1.027 0.447  1.109 0.283  1.095 0.093  0.955 -0.048  0.789 -0.128  0.599 -0.146  0.400 -0.146  0.202 -0.146  0.021 -0.070  -0.173 -0.056  -0.338 0.024
3#app#app13#app1346/p  -0.236 0.690  -0.236 0.516  -0.236 0.342  -0.236 0.168  -0.236 -0.006  -0.236 -0.180  -0.236 -0.353  -0.236 -0.527  -0.236 -0.701  -0.236 -0.875  -0.236 -1.049  -0.236 -1.223  -0.236 -1.397  -0.236 -1.571  -0.236 -1.745  -0.242 -1.730  -0.252 -1.557  -0.263 -1.383  -0.274 -1.210  -0.285 -1.036  -0.296 -0.863  -0.307 -0.689  -0.317 -0.516  -0.328 -0.342  -0.339 -0.168  -0.350 0.005  -0.361 0.179  -0.372 0.352  -0.383 0.526  -0.393 0.699  -0.404 0.873  -0.415 1.047  -0.244 1.049  -0.119 1.166  0.029 1.229  0.203 1.229  0.377 1.229  0.551 1.229  0.662 1.166  0.719 1.049  0.842 0.998  0.842 0.824  0.842 0.650  0.842 0.476  0.842 0.302  0.819 0.151  0.645 0.151  0.483 0.163  0.477 0.331  0.303 0.331
3#app#app14#app1472/p  -0.341 1.201  -0.341 1.000  -0.341 0.799  -0.465 0.650  -0.554 0.486  -0.554 0.285  -0.554 0.084  -0.581 -0.106  -0.723 -0.248  -0.767 -0.430  -0.767 -0.631  -0.767 -0.832  -0.838 -1.003  -0.980 -1.145  -0.981 -1.346  -0.792 -1.359  -0.767 -1.183  -0.604 -1.145  -0.554 -0.994  -0.554 -0.794  -0.465 -0.630  -0.341 -0.480  -0.332 -0.283  -0.190 -0.141  -0.128 0.034  -0.057 0.205  0.086 0.347  0.086 0.548  0.086 0.749  0.210 0.898  0.299 1.062  0.361 1.201  0.562 1.201  0.752 1.174  0.894 1.032  0.939 0.850  1.064 0.774  1.152 0.661  1.152 0.461  1.152 0.260  1.099 0.081  0.957 -0.061  0.939 -0.254  0.776 -0.292  0.726 -0.443  0.587 -0.505  0.387 -0.505  0.186 -0.505  0.014 -0.434  -0.128 -0.292
3#app#app14#app1472/p  -0.271 0.229  -0.271 0.057  -0.271 -0.114  -0.369 -0.245  -0.459 -0.379  -0.459 -0.551  -0.472 -0.709  -0.643 -0.709  -0.646 -0.877  -0.754 -1.004  -0.833 -1.142  -0.833 -1.314  -0.833 -1.432  -0.823 -1.271  -0.652 -1.271  -0.646 -1.105  -0.646 -0.934  -0.646 -0.763  -0.563 -0.626  -0.459 -0.498  -0.453 -0.328  -0.332 -0.207  -0.271 -0.061  -0.222 0.090  -0.101 0.211  -0.084 0.375  0.009 0.508  0.104 0.640  0.118 0.806  0.240 0.927  0.291 1.077  0.349 1.224  0.471 1.345  0.639 1.353  0.810 1.353  0.854 1.226  0.965 1.166  1.041 1.071  1.041 0.899  1.041 0.728  1.008 0.570  0.887 0.449  0.765 0.328  0.652 0.201  0.576 0.048  0.499 -0.106  0.390 -0.235  0.259 -0.334  0.088 -0.334  -0.084 -0.334
3#apa#apa10#app1005/p  0.164 0.943  0.018 0.943  -0.020 0.836  -0.020 0.690  -0.020 0.544  -0.020 0.398  -0.020 0.252  -0.040 0.108  -0.069 -0.035  -0.097 -0.178  -0.126 -0.322  -0.155 -0.465  -0.183 -0.608  -0.205 -0.752  -0.205 -0.898  -0.205 -1.044  -0.205 -1.190  -0.205 -1.336  -0.205 -1.482  -0.205 -1.628  -0.342 -1.637  -0.389 -1.538  -0.389 -1.392  -0.389 -1.246  -0.389 -1.100  -0.389 -0.954  -0.389 -0.808  -0.374 -0.664  -0.334 -0.524  -0.294 -0.383  -0.254 -0.243  -0.214 -0.103  -0.174 0.038  -0.134 0.178  -0.094 0.318  -0.054 0.459  -0.006 0.596  0.075 0.717  0.156 0.839  0.236 0.960  0.317 1.082  0.412 1.192  0.515 1.295  0.619 1.398  0.717 1.489  0.717 1.343  0.717 1.197  0.717 1.051  0.717 0.905  0.717 0.759
3#apa#apa10#app1005/p  0.086 0.536  -0.002 0.448  -0.090 0.360  -0.096 0.239  -0.106 0.115  -0.126 -0.007  -0.147 -0.130  -0.167 -0.252  -0.187 -0.375  -0.208 -0.497  -0.228 -0.620  -0.249 -0.743  -0.269 -0.865  -0.279 -0.989  -0.279 -1.113  -0.279 -1.237  -0.279 -1.362  -0.295 -1.469  -0.420 -1.469  -0.461 -1.386  -0.461 -1.262  -0.461 -1.137  -0.427 -1.020  -0.381 -0.904  -0.335 -0.789  -0.288 -0.673  -0.242 -0.558  -0.196 -0.443  -0.150 -0.327  -0.104 -0.212  -0.068 -0.093  -0.034 0.026  0.001 0.146  0.035 0.265  0.069 0.385  0.103 0.504  0.137 0.624  0.171 0.743  0.205 0.863  0.239 0.982  0.282 1.097  0.370 1.185  0.458 1.273  0.546 1.360  0.634 1.448  0.721 1.536  0.809 1.624  0.815 1.514  0.815 1.390  0.815 1.265
1c#apa#apa04#app0440/p  -0.579 0.218  -0.456 0.277  -0.337 0.341  -0.332 0.162  -0.447 0.094  -0.456 -0.080  -0.456 -0.263  -0.532 -0.428  -0.579 -0.600  -0.579 -0.783  -0.579 -0.966  -0.579 -1.148  -0.579 -1.331  -0.579 -1.514  -0.514 -1.632  -0.456 -1.507  -0.456 -1.324  -0.456 -1.141  -0.456 -0.958  -0.456 -0.775  -0.456 -0.593  -0.456 -0.410  -0.456 -0.227  -0.407 -0.055  -0.332 0.110  -0.332 0.293  -0.272 0.461  -0.209 0.629  -0.137 0.782  -0.008 0.912  0.121 1.041  0.287 1.083  0.420 1.204  0.602 1.204  0.785 1.204  0.948 1.156  1.100 1.081  1.243 0.985  1.270 0.813  1.213 0.654  1.084 0.525  0.955 0.395  0.795 0.341  0.735 0.218  0.582 0.146  0.453 0.016  0.288 -0.029  0.157 -0.152  -0.026 -0.152  -0.086 -0.276
3#app#app41#app4140/p  -0.195 -0.482  -0.195 -0.310  -0.195 -0.138  -0.195 0.034  -0.195 -0.039  -0.195 -0.211  -0.195 -0.383  -0.195 -0.555  -0.122 -0.696  -0.054 -0.840  -0.054 -1.012  -0.054 -1.184  -0.054 -1.355  -0.054 -1.527  -0.054 -1.699  0.064 -1.754  0.087 -1.606  0.087 -1.434  0.087 -1.262  0.087 -1.090  0.087 -0.918  0.083 -0.747  0.041 -0.580  -0.000 -0.413  -0.042 -0.247  -0.054 -0.076  -0.060 0.094  -0.136 0.248  -0.195 0.406  -0.195 0.578  -0.195 0.750  -0.195 0.921  -0.195 1.093  -0.195 1.265  -0.195 1.437  -0.195 1.609  -0.052 1.637  0.111 1.614  0.233 1.496  0.370 1.461  0.370 1.289  0.370 1.117  0.370 0.945  0.370 0.773  0.370 0.601  0.315 0.452  0.229 0.316  0.148 0.224  0.087 0.114  -0.054 0.083
2#ibm#ibm0#r0107/p  -0.468 0.828  -0.468 0.649  -0.468 0.470  -0.468 0.290  -0.468 0.111  -0.468 -0.069  -0.468 -0.248  -0.468 -0.428  -0.468 -0.607  -0.468 -0.787  -0.401 -0.950  -0.320 -1.111  -0.319 -1.290  -0.319 -1.470  -0.335 -1.475  -0.368 -1.298  -0.402 -1.122  -0.435 -0.945  -0.468 -0.769  -0.501 -0.593  -0.534 -0.416  -0.567 -0.240  -0.600 -0.063  -0.633 0.113  -0.666 0.289  -0.699 0.466  -0.732 0.642  -0.765 0.819  -0.598 0.828  -0.418 0.828  -0.243 0.854  -0.072 0.911  0.098 0.967  0.276 0.978  0.454 0.969  0.624 0.912  0.794 0.856  0.959 0.787  1.120 0.706  1.258 0.595  1.324 0.443  1.324 0.263  1.324 0.084  1.244 -0.077  1.152 -0.217  0.972 -0.217  0.797 -0.243  0.627 -0.300  0.456 -0.357  0.278 -0.366
2#ibm#ibm0#r0107/p  -0.088 1.024  -0.088 0.810  -0.107 0.601  -0.202 0.410  -0.281 0.215  -0.281 0.002  -0.281 -0.212  -0.281 -0.425  -0.281 -0.639  -0.281 -0.852  -0.281 -1.066  -0.281 -1.280  -0.281 -1.493  -0.285 -1.648  -0.313 -1.437  -0.341 -1.225  -0.370 -1.013  -0.398 -0.802  -0.426 -0.590  -0.454 -0.378  -0.482 -0.167  -0.511 0.045  -0.539 0.256  -0.567 0.468  -0.595 0.680  -0.624 0.891  -0.652 1.103  -0.568 1.217  -0.354 1.217  -0.141 1.217  0.073 1.217  0.286 1.217  0.478 1.126  0.669 1.031  0.823 0.884  0.974 0.733  1.105 0.567  1.200 0.376  1.262 0.177  1.220 -0.026  1.124 -0.217  0.983 -0.356  0.781 -0.423  0.578 -0.491  0.369 -0.520  0.156 -0.520  -0.058 -0.520  -0.262 -0.462  -0.464 -0.394  -0.667 -0.327
