3#apa#apa13#app1334/<  1.113 1.052  1.221 1.052  1.194 1.052  1.085 1.052  0.977 1.052  0.896 0.984  0.819 0.907  0.713 0.903  0.604 0.903  0.495 0.903  0.387 0.903  0.305 0.839  0.228 0.762  0.123 0.754  0.031 0.714  -0.046 0.637  -0.078 0.542  -0.101 0.456  -0.209 0.456  -0.291 0.392  -0.368 0.315  -0.473 0.308  -0.525 0.250  -0.541 0.159  -0.650 0.159  -0.673 0.074  -0.718 0.010  -0.822 0.005  -0.822 -0.103  -0.822 -0.212  -0.822 -0.320  -0.822 -0.429  -0.722 -0.437  -0.673 -0.497  -0.659 -0.600  -0.583 -0.676  -0.498 -0.734  -0.389 -0.734  -0.309 -0.801  -0.232 -0.878  -0.126 -0.883  -0.035 -0.926  0.042 -1.003  0.119 -1.080  0.195 -1.157  0.294 -1.181  0.402 -1.181  0.511 -1.181  0.590 -1.253  0.666 -1.330
3#apa#apa14#app1468/<  1.161 1.068  1.161 1.192  1.115 1.270  0.991 1.270  0.894 1.204  0.807 1.117  0.719 1.029  0.632 0.942  0.544 0.854  0.457 0.766  0.369 0.679  0.281 0.591  0.194 0.504  0.094 0.434  -0.017 0.378  -0.128 0.323  -0.239 0.267  -0.249 0.150  -0.284 0.061  -0.408 0.061  -0.531 0.061  -0.654 0.059  -0.742 -0.029  -0.829 -0.117  -0.943 -0.141  -1.067 -0.141  -1.191 -0.141  -1.257 -0.199  -1.257 -0.323  -1.152 -0.342  -1.028 -0.342  -0.904 -0.342  -0.780 -0.342  -0.657 -0.342  -0.545 -0.396  -0.435 -0.451  -0.324 -0.506  -0.211 -0.556  -0.093 -0.596  0.024 -0.635  0.142 -0.674  0.259 -0.713  0.378 -0.745  0.502 -0.745  0.605 -0.794  0.693 -0.881  0.790 -0.947  0.914 -0.947  1.037 -0.947  1.161 -0.947
2#tos#t2#t2018065/<  1.110 1.451  1.077 1.351  0.997 1.270  0.975 1.166  0.913 1.113  0.831 1.037  0.772 0.948  0.695 0.911  0.581 0.911  0.513 0.826  0.450 0.731  0.348 0.708  0.245 0.672  0.151 0.609  0.053 0.551  -0.049 0.500  -0.150 0.449  -0.236 0.376  -0.318 0.298  -0.420 0.247  -0.527 0.208  -0.635 0.172  -0.680 0.100  -0.782 0.088  -0.782 -0.026  -0.817 -0.114  -0.925 -0.150  -0.984 -0.221  -1.022 -0.238  -0.908 -0.238  -0.849 -0.292  -0.758 -0.329  -0.662 -0.373  -0.548 -0.373  -0.477 -0.441  -0.409 -0.526  -0.307 -0.575  -0.193 -0.575  -0.144 -0.665  -0.108 -0.773  -0.009 -0.827  0.093 -0.878  0.195 -0.928  0.296 -0.979  0.397 -1.011  0.478 -1.092  0.569 -1.128  0.595 -1.236  0.658 -1.318  0.704 -1.386
3#app#app25#app2584/<  1.297 1.361  1.161 1.361  1.031 1.346  0.935 1.250  0.839 1.154  0.743 1.058  0.647 0.961  0.551 0.865  0.454 0.769  0.358 0.673  0.248 0.612  0.112 0.612  0.047 0.541  0.047 0.405  -0.046 0.362  -0.182 0.362  -0.318 0.362  -0.454 0.362  -0.590 0.362  -0.719 0.346  -0.815 0.249  -0.911 0.153  -0.952 0.034  -0.952 -0.101  -1.052 -0.138  -1.188 -0.138  -1.080 -0.138  -0.944 -0.138  -0.808 -0.138  -0.702 -0.167  -0.702 -0.303  -0.650 -0.387  -0.514 -0.387  -0.378 -0.387  -0.243 -0.387  -0.107 -0.387  0.029 -0.387  0.047 -0.505  0.051 -0.637  0.187 -0.637  0.323 -0.637  0.459 -0.637  0.547 -0.685  0.547 -0.821  0.547 -0.957  0.547 -1.093  0.547 -1.229  0.547 -1.365  0.661 -1.387  0.797 -1.387
3#app#app25#app2584/<  1.467 1.372  1.370 1.274  1.272 1.177  1.175 1.080  1.078 0.982  0.980 0.885  0.858 0.849  0.720 0.849  0.582 0.849  0.445 0.849  0.423 0.734  0.423 0.596  0.293 0.588  0.162 0.582  0.162 0.444  0.141 0.327  0.004 0.327  -0.134 0.327  -0.272 0.327  -0.409 0.327  -0.547 0.327  -0.622 0.264  -0.622 0.127  -0.699 0.066  -0.836 0.066  -0.883 -0.025  -0.883 -0.163  -0.988 -0.195  -1.126 -0.195  -1.024 -0.195  -0.887 -0.195  -0.749 -0.195  -0.622 -0.205  -0.622 -0.343  -0.597 -0.456  -0.460 -0.456  -0.361 -0.495  -0.361 -0.632  -0.308 -0.717  -0.170 -0.717  -0.100 -0.784  -0.100 -0.922  -0.019 -0.978  0.119 -0.978  0.257 -0.978  0.394 -0.978  0.423 -1.088  0.423 -1.225  0.546 -1.239  0.684 -1.239
3#app#app07#app0717/<  1.410 1.100  1.296 1.100  1.183 1.100  1.070 1.100  0.956 1.100  0.875 1.020  0.776 0.986  0.682 0.940  0.601 0.860  0.521 0.780  0.426 0.721  0.324 0.671  0.217 0.644  0.109 0.620  0.008 0.569  -0.089 0.511  -0.169 0.431  -0.272 0.387  -0.379 0.351  -0.487 0.316  -0.577 0.251  -0.657 0.171  -0.737 0.091  -0.844 0.075  -0.931 0.011  -1.024 -0.039  -1.094 -0.082  -1.094 -0.195  -1.051 -0.266  -0.950 -0.296  -0.870 -0.376  -0.758 -0.380  -0.645 -0.380  -0.531 -0.380  -0.418 -0.380  -0.316 -0.428  -0.214 -0.478  -0.104 -0.494  -0.070 -0.573  -0.014 -0.663  0.066 -0.743  0.146 -0.823  0.226 -0.904  0.321 -0.949  0.386 -0.998  0.434 -1.063  0.499 -1.111  0.533 -1.210  0.613 -1.291  0.613 -1.404
3#app#app08#app0832/<  0.999 1.378  1.136 1.378  1.222 1.357  1.125 1.260  1.029 1.163  0.932 1.067  0.835 0.970  0.731 0.890  0.595 0.890  0.512 0.836  0.512 0.700  0.428 0.646  0.291 0.646  0.268 0.533  0.262 0.402  0.125 0.402  0.024 0.367  0.024 0.230  -0.041 0.159  -0.178 0.159  -0.287 0.091  -0.384 -0.005  -0.481 -0.102  -0.577 -0.199  -0.674 -0.295  -0.797 -0.329  -0.934 -0.329  -0.951 -0.448  -0.963 -0.573  -1.100 -0.573  -1.166 -0.543  -1.069 -0.447  -0.972 -0.350  -0.951 -0.436  -0.951 -0.573  -0.814 -0.573  -0.678 -0.573  -0.541 -0.573  -0.404 -0.573  -0.267 -0.573  -0.131 -0.573  0.006 -0.573  0.108 -0.657  0.205 -0.754  0.315 -0.817  0.452 -0.817  0.589 -0.817  0.726 -0.817  0.862 -0.817  0.999 -0.817
3#app#app32#app3257/<  0.947 1.466  0.947 1.353  0.904 1.257  0.824 1.177  0.744 1.096  0.663 1.016  0.612 0.923  0.612 0.810  0.511 0.798  0.397 0.798  0.283 0.798  0.278 0.690  0.226 0.613  0.118 0.577  0.011 0.542  -0.097 0.506  -0.205 0.470  -0.318 0.464  -0.419 0.435  -0.500 0.354  -0.589 0.296  -0.703 0.296  -0.790 0.232  -0.870 0.151  -0.950 0.071  -1.031 -0.009  -0.986 -0.038  -0.892 -0.058  -0.892 -0.171  -0.836 -0.262  -0.755 -0.342  -0.675 -0.422  -0.595 -0.503  -0.496 -0.539  -0.385 -0.545  -0.305 -0.625  -0.224 -0.706  -0.111 -0.707  -0.015 -0.748  0.066 -0.828  0.161 -0.874  0.274 -0.874  0.356 -0.951  0.436 -1.032  0.546 -1.041  0.612 -1.088  0.612 -1.201  0.719 -1.208  0.833 -1.208  0.947 -1.208
3#app#app40#app4091/<  0.598 1.412  0.598 1.301  0.598 1.189  0.494 1.181  0.383 1.181  0.367 1.085  0.367 0.973  0.279 0.949  0.167 0.949  0.055 0.949  -0.056 0.949  -0.096 0.878  -0.096 0.766  -0.160 0.718  -0.272 0.718  -0.328 0.662  -0.328 0.550  -0.376 0.487  -0.488 0.487  -0.588 0.458  -0.667 0.379  -0.746 0.300  -0.791 0.207  -0.791 0.095  -0.751 0.024  -0.639 0.024  -0.559 -0.008  -0.559 -0.120  -0.535 -0.208  -0.423 -0.208  -0.328 -0.224  -0.328 -0.336  -0.320 -0.439  -0.208 -0.439  -0.096 -0.439  -0.017 -0.518  0.062 -0.597  0.141 -0.676  0.220 -0.755  0.299 -0.834  0.378 -0.914  0.457 -0.993  0.536 -1.072  0.598 -1.158  0.598 -1.269  0.598 -1.381  0.598 -1.493  0.606 -1.597  0.718 -1.597  0.830 -1.597
3#app#app40#app4091/<  0.820 1.301  0.706 1.301  0.592 1.301  0.535 1.243  0.535 1.129  0.534 1.017  0.420 1.017  0.306 1.017  0.209 0.974  0.128 0.894  0.048 0.813  -0.033 0.732  -0.147 0.732  -0.261 0.732  -0.358 0.692  -0.439 0.611  -0.520 0.530  -0.600 0.450  -0.602 0.336  -0.602 0.222  -0.657 0.164  -0.771 0.164  -0.885 0.164  -0.886 0.050  -0.886 -0.064  -0.886 -0.178  -0.886 -0.292  -0.885 -0.405  -0.771 -0.405  -0.657 -0.405  -0.543 -0.405  -0.429 -0.405  -0.316 -0.407  -0.235 -0.487  -0.155 -0.568  -0.074 -0.649  0.023 -0.689  0.137 -0.689  0.251 -0.689  0.365 -0.689  0.480 -0.689  0.577 -0.731  0.657 -0.811  0.738 -0.892  0.818 -0.973  0.820 -1.086  0.820 -1.200  0.876 -1.258  0.990 -1.258  1.104 -1.258
3#app#app40#app4091/<  0.803 1.363  0.682 1.363  0.562 1.363  0.482 1.322  0.482 1.202  0.482 1.081  0.400 1.042  0.280 1.042  0.160 1.041  0.075 0.956  -0.011 0.870  -0.096 0.785  -0.190 0.722  -0.311 0.722  -0.431 0.722  -0.480 0.650  -0.480 0.530  -0.480 0.409  -0.593 0.401  -0.713 0.401  -0.801 0.368  -0.801 0.248  -0.801 0.127  -0.801 0.006  -0.801 -0.114  -0.801 -0.235  -0.687 -0.241  -0.566 -0.241  -0.446 -0.241  -0.325 -0.241  -0.205 -0.241  -0.160 -0.316  -0.160 -0.437  -0.160 -0.558  -0.043 -0.562  0.077 -0.562  0.161 -0.598  0.161 -0.719  0.161 -0.840  0.239 -0.882  0.359 -0.882  0.480 -0.882  0.482 -1.001  0.482 -1.122  0.521 -1.203  0.641 -1.203  0.762 -1.203  0.803 -1.283  0.803 -1.404  0.803 -1.524
1d#syn#syn0#lvh/<  0.750 1.289  0.691 1.258  0.613 1.204  0.535 1.147  0.455 1.092  0.373 1.043  0.289 0.994  0.205 0.946  0.119 0.902  0.033 0.859  -0.054 0.816  -0.140 0.772  -0.226 0.728  -0.312 0.684  -0.400 0.643  -0.488 0.604  -0.577 0.565  -0.665 0.527  -0.754 0.488  -0.840 0.445  -0.914 0.410  -0.837 0.402  -0.774 0.330  -0.711 0.256  -0.649 0.182  -0.588 0.107  -0.527 0.032  -0.467 -0.044  -0.406 -0.119  -0.347 -0.196  -0.288 -0.272  -0.229 -0.349  -0.170 -0.425  -0.107 -0.498  -0.042 -0.570  0.023 -0.642  0.088 -0.713  0.154 -0.783  0.222 -0.853  0.289 -0.922  0.357 -0.991  0.426 -1.059  0.496 -1.126  0.567 -1.191  0.646 -1.246  0.723 -1.304  0.791 -1.373  0.857 -1.412  0.926 -1.344  0.885 -1.290
1d#syn#syn0#lvh/<  1.123 1.417  1.044 1.360  0.970 1.292  0.894 1.226  0.814 1.165  0.734 1.103  0.653 1.043  0.572 0.983  0.491 0.923  0.410 0.863  0.328 0.804  0.247 0.745  0.165 0.686  0.084 0.626  0.002 0.567  -0.079 0.508  -0.162 0.450  -0.245 0.393  -0.327 0.335  -0.410 0.278  -0.493 0.220  -0.575 0.162  -0.658 0.105  -0.746 0.056  -0.834 0.007  -0.922 -0.043  -1.010 -0.092  -0.952 -0.091  -0.866 -0.142  -0.784 -0.200  -0.702 -0.259  -0.622 -0.320  -0.542 -0.381  -0.461 -0.441  -0.381 -0.503  -0.303 -0.566  -0.223 -0.628  -0.143 -0.689  -0.064 -0.751  0.016 -0.812  0.096 -0.873  0.174 -0.938  0.249 -1.005  0.323 -1.072  0.396 -1.142  0.468 -1.213  0.539 -1.285  0.614 -1.336  0.569 -1.315  0.529 -1.222
1d#syn#syn0#lvh/<  1.084 1.379  1.037 1.377  0.944 1.318  0.856 1.252  0.771 1.180  0.687 1.109  0.602 1.038  0.515 0.969  0.428 0.901  0.342 0.831  0.256 0.762  0.170 0.692  0.084 0.623  -0.002 0.553  -0.088 0.483  -0.174 0.414  -0.262 0.347  -0.350 0.280  -0.439 0.214  -0.527 0.147  -0.615 0.080  -0.704 0.014  -0.792 -0.053  -0.880 -0.120  -0.968 -0.187  -1.057 -0.253  -1.145 -0.320  -1.101 -0.286  -1.000 -0.242  -0.893 -0.247  -0.785 -0.272  -0.679 -0.304  -0.577 -0.346  -0.477 -0.393  -0.377 -0.440  -0.276 -0.487  -0.176 -0.534  -0.080 -0.589  0.016 -0.643  0.115 -0.693  0.214 -0.742  0.313 -0.792  0.412 -0.841  0.511 -0.891  0.610 -0.940  0.709 -0.989  0.809 -1.036  0.907 -1.087  1.004 -1.117  1.030 -1.119
3#app#app07#app0715/<  1.580 0.506  1.501 0.585  1.403 0.618  1.291 0.618  1.179 0.618  1.130 0.682  1.067 0.731  0.955 0.731  0.861 0.687  0.778 0.618  0.665 0.618  0.553 0.618  0.441 0.618  0.329 0.618  0.219 0.613  0.119 0.562  0.018 0.512  -0.092 0.506  -0.204 0.506  -0.316 0.506  -0.400 0.438  -0.494 0.393  -0.606 0.393  -0.718 0.393  -0.830 0.393  -0.895 0.346  -0.941 0.281  -1.008 0.235  -0.975 0.136  -0.896 0.057  -0.895 -0.055  -0.785 -0.057  -0.782 -0.166  -0.706 -0.246  -0.626 -0.325  -0.547 -0.405  -0.468 -0.484  -0.389 -0.563  -0.332 -0.652  -0.310 -0.755  -0.231 -0.834  -0.220 -0.941  -0.123 -0.957  -0.107 -1.053  -0.040 -1.137  0.039 -1.216  0.119 -1.294  0.230 -1.295  0.230 -1.406  0.230 -1.294
2#pri#pri0#159/<  1.191 1.332  1.147 1.254  1.075 1.196  1.005 1.136  0.935 1.077  0.857 1.027  0.779 0.978  0.701 0.929  0.623 0.881  0.544 0.832  0.465 0.785  0.385 0.740  0.305 0.694  0.226 0.647  0.148 0.597  0.071 0.547  -0.007 0.497  -0.087 0.452  -0.167 0.406  -0.247 0.360  -0.327 0.314  -0.407 0.267  -0.486 0.221  -0.565 0.173  -0.644 0.126  -0.720 0.073  -0.794 0.018  -0.866 -0.039  -0.904 -0.121  -0.882 -0.210  -0.823 -0.281  -0.761 -0.348  -0.695 -0.414  -0.628 -0.477  -0.557 -0.535  -0.486 -0.593  -0.416 -0.654  -0.348 -0.716  -0.280 -0.778  -0.211 -0.840  -0.141 -0.899  -0.071 -0.959  -0.000 -1.018  0.072 -1.075  0.145 -1.132  0.217 -1.189  0.292 -1.243  0.369 -1.294  0.445 -1.345  0.522 -1.396
3#apa#apa09#app0979/<  0.493 0.900  0.493 1.009  0.493 1.119  0.493 1.228  0.498 1.333  0.607 1.333  0.704 1.328  0.627 1.250  0.550 1.173  0.472 1.095  0.395 1.018  0.317 0.941  0.240 0.863  0.163 0.786  0.085 0.709  0.008 0.631  -0.070 0.554  -0.147 0.476  -0.224 0.399  -0.302 0.322  -0.377 0.243  -0.426 0.145  -0.475 0.047  -0.524 -0.051  -0.573 -0.149  -0.654 -0.215  -0.752 -0.264  -0.849 -0.313  -0.947 -0.362  -1.000 -0.411  -0.902 -0.460  -0.804 -0.509  -0.706 -0.558  -0.609 -0.607  -0.506 -0.644  -0.402 -0.679  -0.298 -0.713  -0.194 -0.748  -0.090 -0.782  0.013 -0.817  0.103 -0.875  0.180 -0.953  0.257 -1.030  0.359 -1.049  0.468 -1.049  0.578 -1.049  0.687 -1.049  0.771 -1.111  0.849 -1.188  0.926 -1.266
1d#tos#f1#f1009062/<  0.739 1.603  0.648 1.586  0.624 1.488  0.543 1.421  0.435 1.421  0.341 1.387  0.284 1.303  0.284 1.195  0.284 1.087  0.229 1.002  0.167 0.915  0.119 0.818  0.103 0.714  0.103 0.606  0.003 0.570  -0.100 0.536  -0.181 0.480  -0.215 0.378  -0.249 0.275  -0.324 0.208  -0.421 0.160  -0.502 0.090  -0.534 -0.005  -0.534 -0.113  -0.540 -0.215  -0.648 -0.215  -0.756 -0.215  -0.806 -0.272  -0.754 -0.359  -0.662 -0.397  -0.554 -0.397  -0.446 -0.397  -0.428 -0.488  -0.320 -0.488  -0.261 -0.536  -0.202 -0.608  -0.106 -0.656  -0.001 -0.670  0.012 -0.765  0.033 -0.851  0.120 -0.886  0.168 -0.983  0.245 -1.033  0.346 -1.064  0.443 -1.112  0.548 -1.124  0.601 -1.212  0.650 -1.308  0.727 -1.385  0.739 -1.488
3#app#app25#app2576/<  0.974 1.425  0.974 1.286  0.911 1.211  0.772 1.211  0.633 1.211  0.548 1.158  0.548 1.020  0.431 0.998  0.305 0.968  0.207 0.870  0.121 0.767  0.121 0.628  0.040 0.571  -0.099 0.571  -0.238 0.571  -0.356 0.521  -0.454 0.423  -0.519 0.312  -0.519 0.173  -0.629 0.144  -0.733 0.109  -0.733 -0.029  -0.831 -0.069  -0.970 -0.069  -1.109 -0.069  -1.160 -0.157  -1.147 -0.283  -1.008 -0.283  -0.870 -0.283  -0.731 -0.283  -0.592 -0.283  -0.454 -0.283  -0.315 -0.283  -0.176 -0.283  -0.093 -0.337  -0.093 -0.476  0.026 -0.496  0.121 -0.540  0.121 -0.679  0.228 -0.710  0.334 -0.742  0.334 -0.881  0.431 -0.923  0.548 -0.945  0.548 -1.083  0.633 -1.136  0.772 -1.136  0.911 -1.136  1.049 -1.136  1.188 -1.136
3#app#app11#app1196/<  0.897 1.410  0.783 1.410  0.736 1.342  0.716 1.248  0.601 1.248  0.513 1.186  0.432 1.105  0.413 0.999  0.376 0.907  0.274 0.856  0.172 0.805  0.067 0.764  -0.047 0.764  -0.071 0.673  -0.115 0.603  -0.229 0.603  -0.232 0.492  -0.296 0.441  -0.394 0.424  -0.394 0.310  -0.478 0.280  -0.555 0.243  -0.555 0.128  -0.660 0.119  -0.757 0.078  -0.838 -0.003  -0.878 -0.101  -0.867 -0.204  -0.753 -0.204  -0.717 -0.282  -0.685 -0.366  -0.571 -0.366  -0.485 -0.435  -0.405 -0.516  -0.324 -0.597  -0.243 -0.678  -0.133 -0.688  -0.034 -0.725  0.047 -0.806  0.128 -0.887  0.209 -0.968  0.305 -1.011  0.413 -1.018  0.413 -1.132  0.487 -1.172  0.601 -1.172  0.716 -1.172  0.736 -1.267  0.783 -1.334  0.897 -1.334
3#app#app11#app1196/<  1.089 1.423  0.966 1.423  0.912 1.354  0.896 1.246  0.773 1.246  0.734 1.161  0.713 1.047  0.625 0.960  0.530 0.891  0.407 0.891  0.379 0.796  0.338 0.714  0.214 0.714  0.124 0.635  0.036 0.548  -0.082 0.536  -0.153 0.484  -0.153 0.360  -0.275 0.359  -0.330 0.291  -0.340 0.172  -0.427 0.084  -0.517 0.004  -0.641 0.004  -0.685 -0.075  -0.710 -0.173  -0.833 -0.173  -0.862 -0.268  -0.862 -0.391  -0.862 -0.514  -0.972 -0.528  -0.984 -0.528  -0.861 -0.529  -0.774 -0.616  -0.687 -0.704  -0.564 -0.705  -0.441 -0.705  -0.318 -0.705  -0.194 -0.705  -0.095 -0.763  -0.008 -0.851  0.102 -0.883  0.226 -0.883  0.349 -0.883  0.472 -0.883  0.596 -0.883  0.719 -0.883  0.734 -0.991  0.788 -1.060  0.912 -1.060
3#app#app11#app1196/<  0.632 1.364  0.632 1.248  0.584 1.179  0.468 1.179  0.380 1.112  0.298 1.030  0.197 0.994  0.081 0.994  -0.003 0.915  -0.085 0.832  -0.191 0.808  -0.304 0.799  -0.386 0.717  -0.468 0.635  -0.480 0.524  -0.510 0.438  -0.626 0.438  -0.665 0.361  -0.673 0.253  -0.789 0.253  -0.889 0.214  -0.971 0.131  -1.009 0.068  -0.893 0.068  -0.777 0.068  -0.665 0.064  -0.665 -0.052  -0.614 -0.118  -0.498 -0.118  -0.410 -0.187  -0.328 -0.269  -0.246 -0.351  -0.164 -0.433  -0.070 -0.488  0.046 -0.488  0.076 -0.574  0.093 -0.673  0.209 -0.673  0.325 -0.673  0.441 -0.673  0.525 -0.752  0.607 -0.834  0.689 -0.916  0.771 -0.998  0.853 -1.080  0.935 -1.162  1.024 -1.229  1.140 -1.229  1.187 -1.298  1.187 -1.414
2#tos#f1#f1007061/<  0.441 1.393  0.547 1.393  0.616 1.356  0.598 1.259  0.523 1.184  0.449 1.110  0.371 1.044  0.292 0.994  0.234 0.907  0.151 0.850  0.051 0.817  -0.036 0.759  -0.120 0.696  -0.204 0.633  -0.292 0.574  -0.380 0.517  -0.474 0.470  -0.563 0.413  -0.651 0.355  -0.729 0.286  -0.829 0.252  -0.895 0.195  -0.920 0.114  -0.953 0.042  -0.910 -0.045  -0.837 -0.086  -0.769 -0.129  -0.687 -0.193  -0.593 -0.241  -0.499 -0.288  -0.394 -0.293  -0.296 -0.310  -0.222 -0.385  -0.130 -0.432  -0.030 -0.465  0.027 -0.551  0.081 -0.642  0.135 -0.732  0.226 -0.758  0.296 -0.815  0.363 -0.886  0.463 -0.920  0.555 -0.969  0.643 -1.027  0.734 -1.079  0.790 -1.150  0.821 -1.233  0.921 -1.266  1.006 -1.323  1.081 -1.397
1d#app#app11#app1188/<  0.582 1.630  0.582 1.502  0.582 1.374  0.582 1.247  0.471 1.229  0.382 1.192  0.382 1.064  0.289 1.029  0.181 1.009  0.181 0.882  0.106 0.829  -0.021 0.827  -0.111 0.737  -0.201 0.647  -0.219 0.526  -0.249 0.429  -0.377 0.429  -0.419 0.344  -0.432 0.229  -0.559 0.229  -0.619 0.161  -0.619 0.033  -0.706 -0.058  -0.796 -0.148  -0.914 -0.172  -1.019 -0.194  -1.019 -0.322  -0.942 -0.372  -0.814 -0.372  -0.687 -0.372  -0.559 -0.372  -0.432 -0.372  -0.304 -0.372  -0.219 -0.414  -0.219 -0.542  -0.121 -0.572  -0.001 -0.590  0.089 -0.680  0.179 -0.770  0.306 -0.772  0.382 -0.824  0.382 -0.952  0.489 -0.972  0.617 -0.972  0.744 -0.972  0.872 -0.972  0.982 -0.990  0.982 -1.117  1.054 -1.172  1.182 -1.172
1d#apa#apa02#app0281/<  0.592 1.488  0.592 1.596  0.592 1.506  0.528 1.424  0.460 1.341  0.411 1.244  0.363 1.147  0.262 1.134  0.238 1.049  0.163 1.016  0.121 0.950  0.064 0.898  0.003 0.851  -0.024 0.754  -0.101 0.677  -0.178 0.600  -0.233 0.514  -0.248 0.412  -0.325 0.335  -0.423 0.309  -0.469 0.247  -0.469 0.138  -0.512 0.074  -0.586 0.039  -0.604 -0.062  -0.681 -0.139  -0.704 -0.238  -0.638 -0.280  -0.586 -0.337  -0.539 -0.398  -0.469 -0.436  -0.439 -0.516  -0.351 -0.535  -0.340 -0.633  -0.232 -0.633  -0.123 -0.633  -0.115 -0.734  -0.024 -0.751  0.003 -0.833  0.054 -0.920  0.135 -0.987  0.242 -0.991  0.319 -1.067  0.412 -1.105  0.474 -1.151  0.511 -1.222  0.620 -1.222  0.710 -1.241  0.719 -1.340  0.827 -1.340
1d#apa#apa02#app0281/<  0.783 1.080  0.865 1.163  0.912 1.259  0.875 1.339  0.783 1.314  0.771 1.209  0.655 1.209  0.573 1.128  0.525 1.032  0.489 0.951  0.396 0.928  0.385 0.822  0.269 0.822  0.267 0.708  0.166 0.693  0.075 0.631  -0.007 0.548  -0.089 0.466  -0.171 0.384  -0.250 0.300  -0.250 0.184  -0.359 0.177  -0.475 0.177  -0.567 0.118  -0.637 0.030  -0.640 -0.085  -0.722 -0.167  -0.766 -0.265  -0.766 -0.298  -0.737 -0.210  -0.637 -0.227  -0.633 -0.339  -0.517 -0.339  -0.401 -0.339  -0.379 -0.434  -0.379 -0.550  -0.310 -0.598  -0.250 -0.653  -0.206 -0.727  -0.120 -0.757  -0.108 -0.868  -0.026 -0.950  0.009 -1.052  0.047 -1.152  0.129 -1.235  0.138 -1.348  0.203 -1.437  0.292 -1.501  0.396 -1.514  0.396 -1.630
1d#apa#apa02#app0281/<  0.973 1.217  1.075 1.217  1.072 1.173  1.000 1.101  0.909 1.074  0.813 1.057  0.741 0.985  0.669 0.913  0.596 0.840  0.516 0.787  0.414 0.787  0.337 0.724  0.265 0.652  0.166 0.644  0.064 0.644  -0.036 0.637  -0.108 0.565  -0.183 0.496  -0.274 0.450  -0.366 0.404  -0.458 0.358  -0.530 0.286  -0.603 0.215  -0.705 0.215  -0.789 0.170  -0.861 0.098  -0.888 0.007  -0.864 -0.072  -0.761 -0.072  -0.745 -0.157  -0.713 -0.246  -0.641 -0.319  -0.602 -0.405  -0.595 -0.501  -0.493 -0.501  -0.410 -0.549  -0.338 -0.621  -0.266 -0.694  -0.193 -0.766  -0.121 -0.838  -0.049 -0.911  0.024 -0.983  0.096 -1.056  0.169 -1.128  0.241 -1.200  0.313 -1.273  0.386 -1.345  0.482 -1.360  0.584 -1.360  0.687 -1.360
2#tos#t3#t3067063/<  0.571 1.722  0.526 1.673  0.473 1.632  0.473 1.538  0.473 1.444  0.473 1.350  0.449 1.260  0.418 1.171  0.376 1.087  0.324 1.009  0.273 0.931  0.231 0.847  0.189 0.763  0.147 0.679  0.099 0.598  0.047 0.520  -0.015 0.450  -0.082 0.384  -0.136 0.309  -0.183 0.228  -0.239 0.152  -0.295 0.077  -0.341 -0.004  -0.389 -0.085  -0.441 -0.163  -0.503 -0.233  -0.569 -0.299  -0.636 -0.366  -0.723 -0.383  -0.733 -0.432  -0.653 -0.445  -0.594 -0.480  -0.502 -0.484  -0.436 -0.551  -0.356 -0.584  -0.314 -0.667  -0.226 -0.676  -0.141 -0.698  -0.075 -0.765  -0.029 -0.846  0.047 -0.879  0.131 -0.921  0.215 -0.963  0.228 -1.049  0.281 -1.121  0.348 -1.187  0.380 -1.268  0.438 -1.340  0.480 -1.424  0.522 -1.508
2#app#app06#app0636/<  -0.126 1.532  -0.024 1.532  -0.049 1.480  -0.121 1.409  -0.126 1.309  -0.126 1.208  -0.143 1.111  -0.188 1.020  -0.234 0.930  -0.254 0.833  -0.282 0.760  -0.383 0.759  -0.383 0.658  -0.383 0.557  -0.416 0.469  -0.488 0.397  -0.512 0.306  -0.552 0.244  -0.641 0.232  -0.641 0.131  -0.679 0.039  -0.725 -0.052  -0.770 -0.143  -0.770 -0.244  -0.770 -0.345  -0.723 -0.400  -0.621 -0.400  -0.520 -0.400  -0.419 -0.400  -0.317 -0.400  -0.227 -0.427  -0.156 -0.498  -0.067 -0.528  0.025 -0.551  0.097 -0.622  0.184 -0.657  0.278 -0.674  0.350 -0.746  0.434 -0.786  0.536 -0.786  0.637 -0.786  0.738 -0.786  0.840 -0.786  0.941 -0.786  1.042 -0.786  1.144 -0.786  1.245 -0.786  1.346 -0.786  1.447 -0.786  1.549 -0.786
2#app#app06#app0636/<  -0.242 1.509  -0.242 1.413  -0.282 1.333  -0.350 1.265  -0.377 1.180  -0.391 1.089  -0.459 1.021  -0.512 0.947  -0.512 0.851  -0.547 0.763  -0.590 0.677  -0.633 0.591  -0.647 0.498  -0.673 0.428  -0.769 0.428  -0.782 0.344  -0.782 0.248  -0.782 0.152  -0.782 0.056  -0.782 -0.041  -0.782 -0.137  -0.782 -0.233  -0.725 -0.305  -0.657 -0.374  -0.565 -0.383  -0.468 -0.383  -0.372 -0.383  -0.276 -0.383  -0.180 -0.383  -0.083 -0.383  0.013 -0.383  0.109 -0.383  0.205 -0.383  0.301 -0.385  0.369 -0.453  0.438 -0.518  0.534 -0.518  0.631 -0.518  0.727 -0.518  0.823 -0.518  0.839 -0.598  0.880 -0.653  0.977 -0.653  1.073 -0.653  1.169 -0.653  1.265 -0.653  1.362 -0.653  1.380 -0.731  1.419 -0.789  1.515 -0.789
