1d#app#app13#app1324/.  0.297 -1.787  0.297 -1.704  0.297 -1.622  0.297 -1.540  0.297 -1.458  0.297 -1.375  0.297 -1.293  0.297 -1.211  0.297 -1.128  0.297 -1.046  0.297 -0.964  0.297 -0.882  0.297 -0.799  0.297 -0.717  0.297 -0.635  0.297 -0.553  0.297 -0.470  0.297 -0.388  0.297 -0.306  0.245 -0.245  0.187 -0.187  0.129 -0.129  0.071 -0.071  0.012 -0.012  -0.046 0.046  -0.104 0.104  -0.162 0.162  -0.220 0.220  -0.278 0.279  -0.337 0.337  -0.395 0.395  -0.447 0.455  -0.447 0.538  -0.447 0.620  -0.447 0.702  -0.447 0.785  -0.447 0.867  -0.447 0.949  -0.447 1.031  -0.447 1.114  -0.443 1.192  -0.361 1.192  -0.278 1.192  -0.196 1.192  -0.114 1.192  -0.032 1.192  0.051 1.192  0.133 1.192  0.215 1.192  0.297 1.192
2#app#app08#app0876/.  1.398 0.876  1.249 0.876  1.100 0.876  0.951 0.876  0.802 0.876  0.653 0.876  0.504 0.876  0.355 0.876  0.355 0.727  0.355 0.578  0.355 0.429  0.355 0.280  0.355 0.131  0.355 -0.018  0.355 -0.167  0.355 -0.316  0.355 -0.465  0.355 -0.614  0.355 -0.763  0.355 -0.912  0.355 -1.061  0.355 -1.210  0.206 -1.210  0.057 -1.210  -0.092 -1.210  -0.241 -1.210  -0.390 -1.210  -0.539 -1.210  -0.689 -1.210  -0.689 -1.061  -0.689 -0.912  -0.689 -0.763  -0.689 -0.614  -0.689 -0.465  -0.689 -0.316  -0.689 -0.167  -0.689 -0.018  -0.689 0.131  -0.689 0.280  -0.689 0.429  -0.689 0.578  -0.689 0.727  -0.689 0.876  -0.539 0.876  -0.390 0.876  -0.241 0.876  -0.092 0.876  0.057 0.876  0.206 0.876  0.355 0.876
1d#tos#t2#t2044064/.  1.204 1.834  0.803 1.834  0.402 1.834  0.165 1.670  0.120 1.314  -0.281 1.314  -0.355 0.987  -0.355 0.586  -0.511 0.222  -0.615 -0.154  -0.615 -0.555  -0.480 -0.900  -0.130 -1.025  0.271 -1.025  0.425 -0.778  0.685 -0.637  0.685 -0.236  0.685 0.165  0.554 0.535  0.313 0.794  -0.088 0.794  -0.489 0.794  -0.738 0.549  -0.875 0.180  -0.875 -0.221  -0.758 -0.505  -0.615 -0.763  -0.355 -0.904  -0.157 -1.223  0.219 -1.285  0.620 -1.285  0.685 -0.949  0.685 -0.548  0.685 -0.147  0.515 0.184  0.156 0.284  -0.141 0.534  -0.542 0.534  -0.615 0.206  -0.615 -0.195  -0.615 -0.596  -0.383 -0.765  0.018 -0.765  0.392 -0.651  0.685 -0.431  0.685 -0.030  0.328 0.015  -0.073 0.015  -0.355 -0.104  -0.355 -0.505
2#tos#f1#f1051061/.  0.217 2.390  0.217 2.051  -0.071 1.890  -0.138 1.593  -0.138 1.255  0.079 1.073  0.395 0.962  0.395 0.623  0.395 0.284  0.615 0.037  0.854 -0.203  0.706 -0.203  0.384 -0.099  0.046 -0.099  0.017 -0.099  0.178 -0.277  0.217 -0.576  0.040 -0.528  -0.226 -0.455  -0.492 -0.279  -0.494 0.059  -0.494 0.398  -0.316 0.310  -0.209 0.079  0.040 -0.116  0.119 -0.436  0.098 -0.632  0.040 -0.708  0.040 -0.369  0.108 -0.099  0.217 0.130  0.217 0.044  0.413 -0.099  0.574 -0.276  0.856 -0.088  1.068 0.079  0.928 -0.120  0.926 -0.457  0.751 -0.724  0.525 -0.923  0.202 -0.988  -0.137 -0.988  -0.476 -0.988  -0.814 -0.988  -1.140 -0.931  -1.383 -0.743  -1.383 -0.404  -1.383 -0.065  -1.383 0.273  -1.205 0.434
1d#tos#f1#f1013066/.  -0.273 1.674  -0.273 1.595  -0.273 1.516  -0.273 1.437  -0.273 1.359  -0.273 1.280  -0.273 1.201  -0.273 1.122  -0.273 1.043  -0.273 0.965  -0.273 0.886  -0.273 0.807  -0.273 0.728  -0.273 0.649  -0.273 0.571  -0.204 0.562  -0.125 0.562  -0.046 0.562  0.033 0.562  0.097 0.547  0.097 0.469  0.097 0.390  0.097 0.311  0.097 0.232  0.097 0.153  0.097 0.075  0.097 -0.004  0.097 -0.083  0.097 -0.162  0.097 -0.241  0.097 -0.319  0.097 -0.398  0.097 -0.477  0.097 -0.556  0.097 -0.635  0.097 -0.713  0.097 -0.792  0.097 -0.871  0.097 -0.950  0.097 -1.029  0.097 -1.107  0.097 -1.186  0.097 -1.265  0.134 -1.329  0.190 -1.384  0.245 -1.440  0.301 -1.496  0.357 -1.552  0.412 -1.607  0.468 -1.663
1d#app#app35#app3560/.  -0.226 0.453  -0.226 0.283  -0.226 0.113  -0.226 -0.057  -0.226 -0.226  -0.226 -0.396  -0.226 -0.566  -0.226 -0.736  -0.226 -0.906  -0.085 -0.934  0.085 -0.934  0.255 -0.934  0.425 -0.934  0.594 -0.934  0.764 -0.934  0.934 -0.934  1.104 -0.934  1.047 -0.934  0.877 -0.934  0.708 -0.934  0.538 -0.934  0.368 -0.934  0.198 -0.934  0.028 -0.934  -0.142 -0.934  -0.226 -0.849  -0.226 -0.679  -0.226 -0.510  -0.226 -0.340  -0.226 -0.170  -0.226 -0.000  -0.226 0.170  -0.226 0.340  -0.226 0.510  -0.226 0.679  -0.226 0.849  -0.226 1.019  -0.226 1.189  -0.226 1.359  -0.226 1.529  -0.226 1.698  -0.226 1.812  -0.226 1.642  -0.226 1.472  -0.226 1.302  -0.226 1.132  -0.226 0.962  -0.226 0.793  -0.226 0.623  -0.226 0.453
1d#app#app41#app4109/.  0.536 1.414  0.536 1.281  0.536 1.149  0.536 1.016  0.536 0.883  0.536 0.751  0.536 0.618  0.536 0.485  0.536 0.353  0.536 0.220  0.536 0.088  0.536 -0.045  0.536 -0.178  0.536 -0.310  0.536 -0.443  0.536 -0.576  0.536 -0.708  0.536 -0.841  0.536 -0.974  0.536 -1.106  0.536 -1.133  0.536 -1.000  0.536 -0.868  0.536 -0.735  0.536 -0.602  0.536 -0.470  0.536 -0.337  0.536 -0.204  0.536 -0.072  0.536 0.061  0.456 0.114  0.324 0.114  0.191 0.114  0.058 0.114  -0.074 0.114  -0.207 0.114  -0.340 0.114  -0.472 0.114  -0.605 0.114  -0.738 0.114  -0.870 0.114  -1.003 0.114  -1.135 0.114  -1.268 0.114  -1.401 0.114  -1.533 0.114  -1.666 0.114  -1.799 0.114  -1.931 0.114  -2.064 0.114
2#ibm#ibm0#r0313/.  1.531 1.069  1.331 0.870  1.132 0.670  0.933 0.471  0.733 0.271  0.534 0.072  0.277 0.012  -0.005 0.012  -0.287 0.012  -0.569 0.012  -0.773 -0.178  -0.972 -0.377  -1.172 -0.576  -1.371 -0.776  -1.571 -0.975  -1.511 -0.916  -1.312 -0.717  -1.113 -0.517  -0.913 -0.318  -0.714 -0.118  -0.486 0.012  -0.204 0.012  0.078 0.012  0.360 0.012  0.593 0.131  0.792 0.330  0.992 0.530  1.191 0.729  1.390 0.929  1.472 1.010  1.272 0.810  1.073 0.611  0.873 0.412  0.674 0.212  0.475 0.013  0.193 0.012  -0.089 0.012  -0.371 0.012  -0.584 -0.058  -0.584 -0.340  -0.584 -0.622  -0.584 -0.904  -0.584 -0.905  -0.584 -0.623  -0.584 -0.341  -0.584 -0.059  -0.372 0.012  -0.090 0.012  0.192 0.012  0.474 0.012
2#ibm#ibm0#r0313/.  0.446 1.239  0.243 1.239  0.040 1.239  -0.164 1.239  -0.367 1.239  -0.567 1.236  -0.567 1.032  -0.567 0.829  -0.567 0.626  -0.567 0.423  -0.562 0.225  -0.358 0.225  -0.155 0.225  0.048 0.225  0.252 0.225  0.446 0.234  0.446 0.437  0.446 0.641  0.446 0.844  0.446 1.047  0.446 1.227  0.446 1.024  0.446 0.820  0.446 0.617  0.446 0.414  0.436 0.215  0.292 0.071  0.148 -0.073  0.004 -0.217  -0.139 -0.360  -0.283 -0.504  -0.427 -0.648  -0.567 -0.793  -0.567 -0.996  -0.567 -1.199  -0.567 -1.403  -0.567 -1.606  -0.562 -1.797  -0.418 -1.653  -0.275 -1.509  -0.131 -1.366  0.013 -1.222  0.157 -1.078  0.300 -0.934  0.444 -0.790  0.446 -0.588  0.446 -0.385  0.446 -0.181  0.446 0.022  0.446 0.225
2#ibm#ibm0#r0313/.  -1.200 -1.200  -1.054 -1.053  -0.907 -0.906  -0.759 -0.759  -0.612 -0.612  -0.465 -0.465  -0.319 -0.318  -0.172 -0.171  -0.024 -0.025  0.123 0.122  0.269 0.269  0.416 0.416  0.563 0.563  0.711 0.710  0.858 0.857  1.004 1.004  1.151 1.151  1.103 1.102  0.955 0.955  0.808 0.808  0.661 0.661  0.515 0.514  0.368 0.367  0.220 0.220  0.073 0.074  -0.073 -0.074  -0.220 -0.220  -0.368 -0.367  -0.515 -0.514  -0.661 -0.661  -0.808 -0.808  -0.955 -0.955  -1.103 -1.102  -1.151 -1.151  -1.004 -1.004  -0.858 -0.857  -0.711 -0.710  -0.563 -0.563  -0.416 -0.416  -0.269 -0.269  -0.123 -0.122  0.024 0.025  0.172 0.171  0.319 0.318  0.465 0.465  0.612 0.612  0.759 0.759  0.907 0.906  1.054 1.053  1.200 1.200
2#ibm#ibm0#r0313/.  -0.626 -0.197  -0.735 -0.306  -0.843 -0.414  -0.952 -0.523  -1.061 -0.631  -1.169 -0.740  -1.278 -0.848  -1.386 -0.957  -1.325 -0.943  -1.188 -0.875  -1.051 -0.806  -0.913 -0.737  -0.776 -0.669  -0.639 -0.600  -0.502 -0.531  -0.364 -0.463  -0.227 -0.394  -0.090 -0.326  0.048 -0.257  0.181 -0.183  0.290 -0.075  0.398 0.034  0.507 0.142  0.615 0.251  0.724 0.360  0.832 0.468  0.941 0.577  0.960 0.722  0.960 0.875  0.960 1.029  0.960 1.182  0.960 1.336  0.890 1.319  0.781 1.211  0.673 1.102  0.564 0.994  0.456 0.885  0.347 0.776  0.239 0.668  0.167 0.544  0.167 0.391  0.167 0.237  0.167 0.084  0.167 -0.070  0.167 -0.223  0.167 -0.377  0.167 -0.530  0.167 -0.684  0.167 -0.837  0.167 -0.991
2#ibm#ibm0#r0313/.  -0.351 1.392  -0.351 1.206  -0.351 1.021  -0.351 0.835  -0.351 0.649  -0.351 0.464  -0.351 0.278  -0.351 0.092  -0.351 -0.093  -0.351 -0.279  -0.351 -0.465  -0.351 -0.650  -0.351 -0.836  -0.351 -0.843  -0.351 -0.657  -0.351 -0.472  -0.351 -0.286  -0.351 -0.100  -0.351 0.085  -0.322 0.259  -0.191 0.390  -0.060 0.522  0.072 0.653  0.203 0.784  0.334 0.915  0.466 1.047  0.597 1.178  0.728 1.309  0.811 1.323  0.811 1.137  0.811 0.952  0.811 0.766  0.811 0.580  0.811 0.395  0.796 0.215  0.665 0.084  0.534 -0.047  0.402 -0.179  0.271 -0.310  0.140 -0.441  0.009 -0.572  -0.123 -0.704  -0.254 -0.835  -0.351 -0.980  -0.351 -1.166  -0.351 -1.352  -0.351 -1.537  -0.351 -1.723  -0.351 -1.909  -0.351 -2.094
2#ibm#ibm0#r0313/.  0.000 1.363  -0.095 1.268  -0.190 1.173  -0.285 1.078  -0.380 0.983  -0.475 0.888  -0.570 0.793  -0.665 0.698  -0.760 0.603  -0.855 0.508  -0.950 0.413  -1.045 0.318  -1.140 0.223  -1.235 0.128  -1.330 0.033  -1.276 0.000  -1.142 0.000  -1.008 0.000  -0.873 0.000  -0.739 0.000  -0.604 0.000  -0.470 0.000  -0.336 0.000  -0.201 0.000  -0.067 0.000  0.067 0.000  0.201 0.000  0.336 0.000  0.470 0.000  0.604 0.000  0.739 0.000  0.873 0.000  1.008 0.000  1.142 0.000  1.276 0.000  1.330 -0.033  1.235 -0.128  1.140 -0.223  1.045 -0.318  0.950 -0.413  0.855 -0.508  0.760 -0.603  0.665 -0.698  0.570 -0.793  0.475 -0.888  0.380 -0.983  0.285 -1.078  0.190 -1.173  0.095 -1.268  0.000 -1.363
2#ibm#ibm0#r0313/.  0.261 0.696  0.136 0.571  0.011 0.446  -0.121 0.329  -0.259 0.219  -0.396 0.109  -0.534 -0.001  -0.672 -0.111  -0.810 -0.221  -0.948 -0.331  -1.086 -0.441  -1.224 -0.551  -1.362 -0.661  -1.500 -0.771  -1.535 -0.811  -1.382 -0.723  -1.228 -0.636  -1.075 -0.548  -0.922 -0.461  -0.769 -0.373  -0.616 -0.286  -0.462 -0.198  -0.309 -0.111  -0.156 -0.023  -0.003 0.064  0.150 0.152  0.304 0.240  0.457 0.327  0.608 0.418  0.755 0.515  0.902 0.613  1.049 0.710  1.196 0.808  1.343 0.905  1.490 1.003  1.385 0.863  1.279 0.722  1.173 0.581  1.067 0.441  0.961 0.300  0.854 0.159  0.748 0.018  0.642 -0.123  0.525 -0.253  0.379 -0.351  0.232 -0.449  0.085 -0.547  -0.061 -0.646  -0.208 -0.744  -0.354 -0.842
2#ibm#ibm0#r0313/.  0.846 0.113  0.846 0.334  0.846 0.555  0.846 0.776  0.846 0.997  0.732 0.942  0.576 0.786  0.419 0.630  0.263 0.474  0.107 0.317  -0.049 0.161  0.056 0.113  0.277 0.113  0.498 0.113  0.719 0.113  0.846 0.207  0.846 0.428  0.846 0.649  0.846 0.870  0.822 1.032  0.665 0.876  0.509 0.719  0.353 0.563  0.197 0.407  0.041 0.251  -0.116 0.095  -0.272 -0.062  -0.428 -0.218  -0.584 -0.374  -0.740 -0.530  -0.897 -0.686  -1.040 -0.848  -1.040 -1.069  -1.040 -1.290  -1.040 -1.510  -1.040 -1.731  -0.959 -1.612  -0.861 -1.414  -0.762 -1.216  -0.663 -1.019  -0.564 -0.821  -0.466 -0.624  -0.367 -0.426  -0.268 -0.229  -0.169 -0.031  -0.097 0.173  -0.097 0.394  -0.097 0.615  -0.097 0.835  -0.097 1.056
2#ibm#ibm0#r0313/.  1.133 1.145  1.028 1.057  0.922 0.969  0.817 0.882  0.712 0.794  0.607 0.707  0.502 0.619  0.396 0.531  0.291 0.444  0.186 0.356  0.081 0.268  -0.024 0.181  -0.130 0.093  -0.235 0.006  -0.340 -0.082  -0.445 -0.170  -0.550 -0.257  -0.655 -0.345  -0.761 -0.432  -0.866 -0.520  -0.971 -0.608  -1.076 -0.695  -1.181 -0.783  -1.287 -0.871  -1.392 -0.958  -1.297 -0.907  -1.178 -0.839  -1.060 -0.772  -0.941 -0.704  -0.822 -0.636  -0.703 -0.568  -0.584 -0.500  -0.465 -0.432  -0.346 -0.365  -0.227 -0.297  -0.108 -0.229  0.011 -0.161  0.130 -0.093  0.248 -0.025  0.367 0.042  0.486 0.110  0.605 0.178  0.724 0.246  0.843 0.314  0.962 0.382  1.081 0.450  1.200 0.517  1.319 0.585  1.437 0.653  1.556 0.721
3#app#app34#app3491/.  1.072 0.119  0.913 0.119  0.755 0.119  0.596 0.119  0.437 0.119  0.278 0.119  0.119 0.119  0.099 0.258  0.099 0.417  0.099 0.576  0.099 0.735  0.099 0.894  0.099 1.052  -0.020 1.092  -0.179 1.092  -0.338 1.092  -0.496 1.092  -0.655 1.092  -0.814 1.092  -0.874 0.993  -0.874 0.834  -0.874 0.675  -0.874 0.516  -0.874 0.357  -0.874 0.199  -0.874 0.040  -0.874 -0.119  -0.874 -0.278  -0.874 -0.437  -0.874 -0.596  -0.874 -0.755  -0.814 -0.854  -0.655 -0.854  -0.496 -0.854  -0.338 -0.854  -0.179 -0.854  -0.020 -0.854  0.139 -0.854  0.298 -0.854  0.457 -0.854  0.616 -0.854  0.774 -0.854  0.933 -0.854  1.072 -0.834  1.072 -0.675  1.072 -0.516  1.072 -0.357  1.072 -0.199  1.072 -0.040  1.072 0.119
1d#app#app11#app1186/.  -0.815 1.580  -0.752 1.517  -0.688 1.454  -0.625 1.390  -0.562 1.327  -0.498 1.263  -0.435 1.200  -0.371 1.136  -0.308 1.073  -0.244 1.009  -0.181 0.946  -0.118 0.883  -0.054 0.819  0.009 0.756  0.073 0.692  0.136 0.629  0.200 0.565  0.263 0.502  0.326 0.439  0.390 0.375  0.453 0.312  0.472 0.230  0.472 0.140  0.472 0.050  0.472 -0.039  0.472 -0.129  0.472 -0.219  0.472 -0.309  0.472 -0.398  0.472 -0.488  0.472 -0.578  0.472 -0.667  0.472 -0.757  0.472 -0.847  0.472 -0.936  0.441 -0.995  0.351 -0.995  0.261 -0.995  0.172 -0.995  0.082 -0.995  -0.008 -0.995  -0.098 -0.995  -0.187 -0.995  -0.277 -0.995  -0.367 -0.995  -0.457 -0.995  -0.546 -0.995  -0.636 -0.995  -0.726 -0.995  -0.815 -0.995
1d#apa#apa15#app1563/.  1.698 0.000  1.629 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.935 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.242 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.242 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.935 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.629 0.000  -1.698 0.000
3#art#art03tst/.  -0.464 1.519  -0.549 1.429  -0.549 1.292  -0.549 1.156  -0.549 1.019  -0.540 0.886  -0.420 0.853  -0.299 0.915  -0.182 0.985  -0.070 1.062  0.026 1.158  0.123 1.255  0.232 1.304  0.273 1.185  0.290 1.050  0.310 0.915  0.327 0.779  0.351 0.645  0.378 0.511  0.396 0.376  0.409 0.240  0.407 0.104  0.395 -0.032  0.382 -0.168  0.369 -0.304  0.352 -0.439  0.328 -0.574  0.304 -0.708  0.274 -0.842  0.245 -0.975  0.189 -1.100  0.134 -1.224  0.048 -1.330  -0.043 -1.432  -0.139 -1.529  -0.257 -1.549  -0.331 -1.441  -0.346 -1.306  -0.329 -1.171  -0.313 -1.035  -0.298 -0.899  -0.274 -0.765  -0.248 -0.631  -0.197 -0.506  -0.131 -0.387  -0.064 -0.268  0.004 -0.149  0.095 -0.048  0.195 0.045  0.301 0.130
3#art#art03tst/.  0.000 1.698  0.000 1.629  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.935  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.242  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.242  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.935  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.629  0.000 -1.698
3#art#art03tst/.  1.123 1.305  1.072 1.254  1.021 1.203  0.970 1.152  0.919 1.100  0.868 1.049  0.817 0.998  0.766 0.947  0.714 0.896  0.663 0.845  0.612 0.794  0.561 0.743  0.510 0.692  0.459 0.641  0.408 0.590  0.357 0.539  0.306 0.487  0.255 0.436  0.204 0.385  0.152 0.334  0.101 0.283  0.050 0.232  -0.001 0.181  -0.052 0.130  -0.103 0.079  -0.154 0.028  -0.193 -0.029  -0.193 -0.101  -0.193 -0.173  -0.193 -0.245  -0.193 -0.318  -0.193 -0.390  -0.201 -0.458  -0.253 -0.509  -0.304 -0.561  -0.355 -0.612  -0.406 -0.663  -0.457 -0.714  -0.508 -0.765  -0.559 -0.816  -0.610 -0.867  -0.661 -0.918  -0.712 -0.969  -0.763 -1.020  -0.814 -1.071  -0.866 -1.123  -0.917 -1.174  -0.968 -1.225  -1.019 -1.276  -1.070 -1.327
3#art#art03tst/.  -0.684 -0.139  -0.551 -0.139  -0.420 -0.148  -0.298 -0.200  -0.165 -0.200  -0.031 -0.200  0.102 -0.200  0.225 -0.165  0.336 -0.091  0.434 -0.000  0.528 0.094  0.623 0.189  0.717 0.283  0.807 0.381  0.887 0.488  0.968 0.594  1.001 0.724  1.027 0.853  0.995 0.983  0.950 1.105  0.856 1.199  0.739 1.155  0.607 1.147  0.487 1.107  0.380 1.027  0.276 0.944  0.181 0.849  0.087 0.755  -0.008 0.661  -0.082 0.550  -0.156 0.439  -0.230 0.328  -0.295 0.211  -0.355 0.092  -0.414 -0.027  -0.474 -0.147  -0.534 -0.266  -0.594 -0.386  -0.653 -0.505  -0.705 -0.628  -0.747 -0.755  -0.789 -0.881  -0.792 -1.010  -0.765 -1.141  -0.739 -1.272  -0.713 -1.403  -0.687 -1.534  -0.570 -1.585  -0.444 -1.589  -0.317 -1.547
3#art#art03tst/.  0.000 1.698  0.000 1.629  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.935  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.242  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.242  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.935  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.629  0.000 -1.698
3#art#art03tst/.  0.299 1.281  0.182 1.281  0.066 1.281  -0.051 1.281  -0.164 1.260  -0.273 1.219  -0.382 1.178  -0.491 1.137  -0.579 1.063  -0.662 0.981  -0.755 0.910  -0.848 0.840  -0.910 0.744  -0.962 0.639  -0.918 0.541  -0.849 0.448  -0.767 0.365  -0.677 0.292  -0.577 0.232  -0.477 0.172  -0.373 0.118  -0.269 0.066  -0.165 0.014  -0.056 -0.028  0.053 -0.068  0.163 -0.109  0.272 -0.149  0.383 -0.186  0.493 -0.223  0.603 -0.263  0.711 -0.306  0.819 -0.351  0.923 -0.403  1.016 -0.465  1.053 -0.576  1.020 -0.681  0.931 -0.753  0.834 -0.818  0.737 -0.883  0.628 -0.917  0.513 -0.936  0.398 -0.955  0.287 -0.992  0.176 -1.029  0.064 -1.056  -0.052 -1.056  -0.169 -1.056  -0.285 -1.051  -0.400 -1.028  -0.514 -1.005
3#art#art03tst/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
3#art#art03tst/.  1.519 0.759  1.457 0.728  1.395 0.697  1.333 0.666  1.271 0.635  1.209 0.604  1.147 0.573  1.085 0.542  1.023 0.511  0.961 0.480  0.899 0.449  0.837 0.418  0.775 0.387  0.713 0.356  0.651 0.325  0.589 0.294  0.527 0.263  0.465 0.232  0.403 0.201  0.341 0.170  0.279 0.139  0.217 0.108  0.155 0.077  0.093 0.047  0.031 0.015  -0.031 -0.015  -0.093 -0.047  -0.155 -0.077  -0.217 -0.108  -0.279 -0.139  -0.341 -0.170  -0.403 -0.201  -0.465 -0.232  -0.527 -0.263  -0.589 -0.294  -0.651 -0.325  -0.713 -0.356  -0.775 -0.387  -0.837 -0.418  -0.899 -0.449  -0.961 -0.480  -1.023 -0.511  -1.085 -0.542  -1.147 -0.573  -1.209 -0.604  -1.271 -0.635  -1.333 -0.666  -1.395 -0.697  -1.457 -0.728  -1.519 -0.759
3#art#art03tst/.  -0.731 0.239  -0.609 0.180  -0.481 0.143  -0.351 0.122  -0.215 0.122  -0.079 0.122  0.057 0.122  0.193 0.122  0.329 0.122  0.456 0.158  0.578 0.219  0.699 0.280  0.821 0.341  0.923 0.428  1.020 0.524  1.083 0.644  1.144 0.765  1.102 0.894  1.047 1.019  0.937 1.059  0.804 1.033  0.672 0.999  0.546 0.949  0.420 0.898  0.309 0.822  0.204 0.735  0.100 0.648  -0.006 0.564  -0.117 0.485  -0.228 0.406  -0.338 0.327  -0.427 0.226  -0.502 0.113  -0.577 -0.000  -0.645 -0.118  -0.706 -0.239  -0.767 -0.361  -0.789 -0.491  -0.789 -0.627  -0.788 -0.763  -0.761 -0.896  -0.735 -1.030  -0.703 -1.162  -0.664 -1.290  -0.551 -1.365  -0.434 -1.433  -0.312 -1.494  -0.182 -1.519  -0.046 -1.519  0.090 -1.519
3#art#art03tst/.  0.531 0.215  0.531 0.115  0.531 0.014  0.531 -0.087  0.531 -0.187  0.531 -0.288  0.531 -0.388  0.531 -0.489  0.531 -0.589  0.531 -0.690  0.531 -0.790  0.531 -0.891  0.531 -0.992  0.531 -1.092  0.531 -1.193  0.531 -1.293  0.492 -1.230  0.447 -1.140  0.402 -1.051  0.357 -0.961  0.312 -0.871  0.267 -0.781  0.222 -0.691  0.177 -0.601  0.132 -0.511  0.088 -0.421  0.043 -0.331  -0.002 -0.241  -0.047 -0.151  -0.092 -0.061  -0.137 0.029  -0.182 0.119  -0.227 0.209  -0.272 0.299  -0.317 0.389  -0.362 0.479  -0.407 0.569  -0.452 0.658  -0.497 0.748  -0.542 0.838  -0.587 0.928  -0.632 1.018  -0.677 1.108  -0.722 1.198  -0.767 1.288  -0.812 1.378  -0.857 1.468  -0.902 1.558  -0.947 1.648  -0.992 1.738
3#art#art03tst/.  -0.828 -0.901  -0.687 -0.901  -0.547 -0.901  -0.409 -0.886  -0.281 -0.829  -0.153 -0.772  -0.031 -0.703  0.082 -0.620  0.192 -0.532  0.276 -0.421  0.354 -0.304  0.419 -0.180  0.482 -0.054  0.538 0.075  0.582 0.208  0.627 0.341  0.663 0.477  0.697 0.613  0.705 0.751  0.690 0.891  0.674 1.030  0.654 1.169  0.630 1.307  0.567 1.433  0.458 1.517  0.341 1.457  0.253 1.349  0.172 1.234  0.094 1.117  0.027 0.994  -0.030 0.866  -0.087 0.737  -0.141 0.608  -0.195 0.478  -0.249 0.348  -0.302 0.218  -0.350 0.086  -0.398 -0.046  -0.444 -0.178  -0.469 -0.317  -0.494 -0.455  -0.519 -0.593  -0.519 -0.734  -0.519 -0.874  -0.509 -1.014  -0.489 -1.153  -0.458 -1.290  -0.419 -1.425  -0.361 -1.551  -0.288 -1.671
