2#app#app25#app2545/j  0.633 0.672  0.633 0.517  0.633 0.362  0.633 0.208  0.491 0.195  0.474 0.057  0.474 -0.098  0.345 -0.123  0.315 -0.248  0.229 -0.367  0.156 -0.491  0.156 -0.646  0.114 -0.759  -0.003 -0.796  -0.036 -0.918  -0.162 -0.947  -0.187 -1.077  -0.342 -1.077  -0.496 -1.077  -0.639 -1.065  -0.647 -0.918  -0.798 -0.915  -0.798 -0.760  -0.798 -0.606  -0.947 -0.600  -0.957 -0.455  -1.098 -0.441  -0.980 -0.441  -0.825 -0.441  -0.670 -0.441  -0.639 -0.318  -0.520 -0.282  -0.365 -0.282  -0.263 -0.188  -0.182 -0.056  -0.101 0.075  -0.020 0.207  0.061 0.339  0.142 0.471  0.223 0.602  0.304 0.734  0.385 0.866  0.466 0.998  0.547 1.129  0.628 1.261  0.710 1.393  0.791 1.525  0.872 1.656  0.955 1.784  1.109 1.784
2#tos#f3#f3047059/j  -0.065 1.753  -0.201 1.753  -0.219 1.753  -0.109 1.690  -0.002 1.619  0.113 1.563  0.104 1.427  0.088 1.291  0.072 1.156  0.056 1.021  0.042 0.885  -0.001 0.785  -0.023 0.650  -0.029 0.515  -0.029 0.378  -0.029 0.242  -0.029 0.106  0.006 -0.025  0.047 -0.155  0.078 -0.287  0.078 -0.424  0.078 -0.560  0.078 -0.697  0.088 -0.830  0.113 -0.961  0.112 -1.097  0.078 -1.225  0.006 -1.290  -0.005 -1.416  -0.141 -1.416  -0.277 -1.416  -0.354 -1.306  -0.421 -1.211  -0.452 -1.078  -0.456 -0.943  -0.456 -0.806  -0.446 -0.672  -0.369 -0.571  -0.344 -0.449  -0.248 -0.353  -0.159 -0.251  -0.065 -0.158  0.045 -0.078  0.163 -0.015  0.294 0.024  0.420 0.074  0.520 0.166  0.630 0.240  0.762 0.273  0.861 0.329
1c#apa#apa14#app1416/j  0.168 0.789  0.068 0.890  -0.056 0.933  -0.085 0.863  -0.021 0.736  0.024 0.605  0.036 0.465  0.081 0.330  0.126 0.195  0.171 0.060  0.216 -0.074  0.261 -0.209  0.306 -0.344  0.312 -0.485  0.312 -0.627  0.312 -0.769  0.312 -0.911  0.312 -1.053  0.312 -1.195  0.235 -1.305  0.121 -1.372  0.024 -1.418  -0.019 -1.516  -0.161 -1.516  -0.260 -1.477  -0.247 -1.335  -0.233 -1.194  -0.220 -1.053  -0.206 -0.911  -0.193 -0.770  -0.179 -0.628  -0.166 -0.487  -0.152 -0.345  -0.139 -0.204  -0.125 -0.063  -0.112 0.079  -0.099 0.220  -0.085 0.362  -0.072 0.503  -0.058 0.645  -0.045 0.786  -0.031 0.927  -0.018 1.069  -0.004 1.210  0.009 1.352  0.023 1.493  -0.064 1.598  -0.165 1.699  -0.264 1.796  -0.264 1.654
2#apb#apb09#app0910/j  0.369 0.853  0.282 0.778  0.243 0.648  0.231 0.511  0.237 0.373  0.246 0.236  0.266 0.100  0.290 -0.036  0.323 -0.170  0.363 -0.302  0.402 -0.434  0.435 -0.567  0.453 -0.704  0.453 -0.841  0.428 -0.976  0.372 -1.099  0.276 -1.197  0.167 -1.280  0.036 -1.324  -0.099 -1.340  -0.237 -1.344  -0.373 -1.368  -0.506 -1.337  -0.564 -1.244  -0.532 -1.110  -0.501 -0.976  -0.470 -0.842  -0.439 -0.708  -0.408 -0.573  -0.377 -0.439  -0.346 -0.305  -0.315 -0.170  -0.284 -0.036  -0.253 0.098  -0.221 0.232  -0.190 0.367  -0.159 0.501  -0.128 0.635  -0.097 0.769  -0.066 0.904  -0.035 1.038  -0.004 1.172  0.027 1.307  0.058 1.441  0.089 1.575  0.116 1.699  0.079 1.571  0.079 1.433  0.105 1.299  0.179 1.183
3#apa#apa14#app1416/j  0.168 0.789  0.068 0.890  -0.056 0.933  -0.085 0.863  -0.021 0.736  0.024 0.605  0.036 0.465  0.081 0.330  0.126 0.195  0.171 0.060  0.216 -0.074  0.261 -0.209  0.306 -0.344  0.312 -0.485  0.312 -0.627  0.312 -0.769  0.312 -0.911  0.312 -1.053  0.312 -1.195  0.235 -1.305  0.121 -1.372  0.024 -1.418  -0.019 -1.516  -0.161 -1.516  -0.260 -1.477  -0.247 -1.335  -0.233 -1.194  -0.220 -1.053  -0.206 -0.911  -0.193 -0.770  -0.179 -0.628  -0.166 -0.487  -0.152 -0.345  -0.139 -0.204  -0.125 -0.063  -0.112 0.079  -0.099 0.220  -0.085 0.362  -0.072 0.503  -0.058 0.645  -0.045 0.786  -0.031 0.927  -0.018 1.069  -0.004 1.210  0.009 1.352  0.023 1.493  -0.064 1.598  -0.165 1.699  -0.264 1.796  -0.264 1.654
1c#cea#Asundi/j  0.169 0.515  0.208 0.393  0.202 0.251  0.181 0.111  0.152 -0.028  0.110 -0.163  0.066 -0.298  0.014 -0.430  -0.039 -0.562  -0.102 -0.689  -0.169 -0.814  -0.243 -0.935  -0.322 -1.053  -0.406 -1.168  -0.505 -1.269  -0.615 -1.359  -0.741 -1.420  -0.851 -1.354  -0.900 -1.222  -0.900 -1.080  -0.861 -0.944  -0.800 -0.817  -0.722 -0.699  -0.627 -0.594  -0.524 -0.497  -0.415 -0.405  -0.301 -0.321  -0.184 -0.240  -0.066 -0.162  0.058 -0.094  0.183 -0.026  0.309 0.039  0.439 0.097  0.497 0.195  0.483 0.336  0.469 0.478  0.455 0.619  0.441 0.760  0.428 0.901  0.414 1.043  0.400 1.184  0.386 1.325  0.368 1.462  0.329 1.378  0.419 1.269  0.526 1.176  0.657 1.127  0.716 1.250  0.670 1.377  0.544 1.356
1c#apb#apb13#app1357/j  -0.527 0.062  -0.620 0.085  -0.528 0.126  -0.400 0.200  -0.286 0.295  -0.175 0.394  -0.071 0.501  0.029 0.611  0.124 0.725  0.209 0.847  0.294 0.970  0.362 1.101  0.429 1.235  0.505 1.362  0.577 1.492  0.651 1.565  0.651 1.416  0.651 1.267  0.640 1.119  0.618 0.972  0.596 0.824  0.568 0.678  0.530 0.534  0.493 0.390  0.455 0.246  0.405 0.106  0.350 -0.032  0.295 -0.170  0.240 -0.309  0.180 -0.445  0.116 -0.579  0.051 -0.713  -0.013 -0.848  -0.086 -0.977  -0.167 -1.102  -0.247 -1.228  -0.345 -1.339  -0.446 -1.448  -0.575 -1.509  -0.679 -1.436  -0.712 -1.295  -0.712 -1.146  -0.690 -1.001  -0.647 -0.858  -0.589 -0.722  -0.508 -0.597  -0.428 -0.472  -0.313 -0.381  -0.189 -0.298  -0.065 -0.216
2#apb#apb35#app3514/j  -0.362 0.499  -0.279 0.622  -0.126 0.692  0.033 0.750  0.193 0.805  0.354 0.860  0.514 0.915  0.676 0.963  0.838 1.012  0.992 1.072  0.926 1.055  0.786 0.982  0.831 0.960  0.861 0.975  0.754 0.927  0.693 0.770  0.650 0.606  0.593 0.447  0.526 0.292  0.437 0.147  0.349 0.003  0.248 -0.133  0.146 -0.268  0.037 -0.398  -0.077 -0.523  -0.190 -0.649  -0.313 -0.766  -0.437 -0.881  -0.562 -0.995  -0.694 -1.101  -0.826 -1.208  -0.959 -1.312  -1.093 -1.417  -1.125 -1.347  -1.125 -1.177  -1.068 -1.027  -0.967 -0.891  -0.866 -0.755  -0.746 -0.635  -0.624 -0.518  -0.502 -0.400  -0.376 -0.287  -0.243 -0.182  -0.111 -0.077  0.022 0.029  0.159 0.128  0.299 0.223  0.439 0.318  0.585 0.405  0.731 0.491
1c#apa#apa12#app1298/j  0.428 1.169  0.428 1.025  0.428 0.881  0.428 0.736  0.428 0.592  0.428 0.447  0.452 0.313  0.521 0.197  0.521 0.052  0.521 -0.092  0.521 -0.237  0.521 -0.381  0.434 -0.489  0.428 -0.632  0.336 -0.684  0.336 -0.828  0.243 -0.880  0.196 -1.005  0.151 -1.130  0.058 -1.182  -0.034 -1.234  -0.179 -1.234  -0.312 -1.223  -0.375 -1.142  -0.427 -1.050  -0.571 -1.050  -0.613 -0.933  -0.729 -0.865  -0.781 -0.772  -0.866 -0.713  -0.812 -0.582  -0.742 -0.456  -0.672 -0.330  -0.602 -0.203  -0.532 -0.077  -0.461 0.049  -0.391 0.175  -0.321 0.302  -0.251 0.428  -0.181 0.554  -0.111 0.680  -0.041 0.807  0.030 0.933  0.100 1.059  0.170 1.185  0.240 1.312  0.310 1.438  0.380 1.564  0.450 1.690  0.521 1.817
3#apa#apa03#app0367/j  0.074 0.766  0.023 0.675  -0.017 0.574  -0.017 0.434  0.062 0.326  0.074 0.190  0.134 0.074  0.169 -0.052  0.263 -0.156  0.326 -0.282  0.345 -0.418  0.345 -0.559  0.345 -0.700  0.345 -0.841  0.345 -0.981  0.345 -1.122  0.225 -1.160  0.110 -1.221  -0.031 -1.221  -0.153 -1.175  -0.275 -1.131  -0.416 -1.131  -0.557 -1.131  -0.649 -1.029  -0.711 -0.950  -0.789 -0.850  -0.866 -0.734  -0.881 -0.628  -0.797 -0.515  -0.712 -0.403  -0.628 -0.290  -0.543 -0.178  -0.459 -0.065  -0.375 0.048  -0.290 0.160  -0.206 0.273  -0.121 0.385  -0.037 0.498  0.048 0.611  0.132 0.723  0.217 0.836  0.301 0.949  0.386 1.061  0.470 1.174  0.555 1.286  0.639 1.399  0.735 1.488  0.796 1.568  0.836 1.669  0.887 1.759
3#ced#cada7032_s_ie/j  0.200 0.776  0.156 0.798  0.191 0.842  0.231 0.754  0.294 0.660  0.353 0.545  0.375 0.413  0.404 0.280  0.456 0.154  0.506 0.029  0.541 -0.103  0.571 -0.220  0.615 -0.333  0.637 -0.464  0.615 -0.595  0.586 -0.724  0.553 -0.857  0.539 -0.994  0.474 -1.113  0.388 -1.212  0.253 -1.234  0.140 -1.256  0.000 -1.258  -0.126 -1.256  -0.257 -1.234  -0.383 -1.191  -0.505 -1.147  -0.534 -1.076  -0.516 -0.937  -0.498 -0.798  -0.481 -0.658  -0.463 -0.519  -0.446 -0.380  -0.428 -0.241  -0.410 -0.102  -0.393 0.037  -0.375 0.176  -0.357 0.315  -0.340 0.454  -0.322 0.593  -0.304 0.732  -0.287 0.871  -0.269 1.010  -0.251 1.149  -0.234 1.288  -0.216 1.427  -0.198 1.567  -0.181 1.650  -0.178 1.709  -0.128 1.672
3#ced#cada7032_s_ie/j  0.093 1.048  0.114 1.092  0.179 1.020  0.223 0.901  0.266 0.772  0.287 0.637  0.309 0.504  0.337 0.370  0.364 0.235  0.391 0.100  0.417 -0.034  0.444 -0.169  0.471 -0.304  0.502 -0.437  0.509 -0.574  0.525 -0.709  0.525 -0.846  0.525 -0.984  0.520 -1.119  0.429 -1.216  0.329 -1.288  0.197 -1.309  0.060 -1.309  -0.072 -1.291  -0.192 -1.265  -0.326 -1.244  -0.445 -1.180  -0.549 -1.106  -0.535 -0.972  -0.512 -0.837  -0.489 -0.701  -0.466 -0.566  -0.443 -0.430  -0.420 -0.295  -0.396 -0.160  -0.373 -0.024  -0.350 0.111  -0.327 0.246  -0.304 0.382  -0.281 0.517  -0.258 0.652  -0.235 0.788  -0.212 0.923  -0.188 1.058  -0.165 1.194  -0.142 1.329  -0.119 1.464  -0.080 1.591  -0.038 1.697  -0.102 1.740
2#apa#apa03#app0354/j  0.085 0.329  0.085 0.213  0.085 0.097  0.085 -0.019  0.085 -0.136  0.085 -0.252  0.085 -0.368  0.085 -0.484  0.085 -0.600  0.085 -0.716  0.085 -0.833  0.085 -0.949  0.085 -1.065  0.085 -1.181  -0.012 -1.201  -0.128 -1.201  -0.244 -1.201  -0.361 -1.201  -0.477 -1.201  -0.563 -1.127  -0.645 -1.045  -0.680 -0.944  -0.680 -0.827  -0.629 -0.724  -0.574 -0.622  -0.518 -0.520  -0.463 -0.418  -0.408 -0.316  -0.352 -0.214  -0.297 -0.111  -0.241 -0.009  -0.186 0.093  -0.130 0.195  -0.075 0.297  -0.020 0.399  0.036 0.501  0.091 0.603  0.147 0.705  0.202 0.808  0.258 0.910  0.313 1.012  0.369 1.114  0.424 1.216  0.479 1.318  0.531 1.421  0.574 1.520  0.656 1.602  0.707 1.668  0.797 1.732  0.913 1.732
1c#tos#f3#f3072063/j  -0.075 1.335  -0.183 1.335  -0.077 1.335  0.031 1.335  0.117 1.280  0.202 1.223  0.289 1.170  0.397 1.170  0.369 1.100  0.306 1.012  0.242 0.923  0.179 0.835  0.096 0.787  -0.012 0.787  -0.020 0.685  -0.109 0.632  -0.067 0.567  0.042 0.567  0.150 0.565  0.247 0.516  0.309 0.467  0.385 0.403  0.419 0.328  0.427 0.221  0.474 0.124  0.474 0.015  0.474 -0.093  0.473 -0.201  0.396 -0.278  0.349 -0.371  0.323 -0.476  0.285 -0.578  0.227 -0.667  0.150 -0.744  0.113 -0.845  0.064 -0.939  -0.025 -0.998  -0.091 -1.074  -0.126 -1.176  -0.184 -1.229  -0.280 -1.243  -0.388 -1.243  -0.497 -1.243  -0.605 -1.243  -0.687 -1.179  -0.772 -1.113  -0.869 -1.065  -0.952 -1.008  -0.983 -0.907  -1.007 -0.804
2#ced#nnwe7032_s_0m/j  0.298 0.809  0.214 0.804  0.209 0.670  0.209 0.535  0.231 0.403  0.254 0.271  0.267 0.139  0.310 0.011  0.349 -0.118  0.378 -0.249  0.417 -0.378  0.438 -0.509  0.460 -0.640  0.497 -0.769  0.491 -0.902  0.459 -1.033  0.390 -1.140  0.274 -1.202  0.144 -1.230  0.015 -1.267  -0.116 -1.287  -0.247 -1.314  -0.382 -1.314  -0.514 -1.298  -0.508 -1.180  -0.479 -1.048  -0.450 -0.917  -0.420 -0.785  -0.391 -0.654  -0.362 -0.523  -0.333 -0.391  -0.304 -0.260  -0.274 -0.129  -0.245 0.003  -0.216 0.134  -0.187 0.266  -0.158 0.397  -0.128 0.528  -0.099 0.660  -0.070 0.791  -0.041 0.923  -0.012 1.054  0.018 1.185  0.047 1.317  0.076 1.448  0.105 1.579  0.047 1.641  -0.088 1.641  -0.219 1.663  -0.353 1.663
2#ced#nnwe7032_s_0m/j  0.465 0.503  0.422 0.633  0.368 0.757  0.295 0.710  0.273 0.576  0.273 0.439  0.265 0.303  0.249 0.168  0.262 0.033  0.273 -0.102  0.273 -0.239  0.282 -0.369  0.273 -0.504  0.273 -0.641  0.249 -0.774  0.235 -0.909  0.202 -1.042  0.169 -1.174  0.136 -1.307  0.048 -1.406  -0.083 -1.413  -0.215 -1.377  -0.338 -1.320  -0.462 -1.262  -0.581 -1.197  -0.654 -1.095  -0.605 -0.968  -0.556 -0.840  -0.507 -0.712  -0.458 -0.585  -0.409 -0.457  -0.360 -0.329  -0.312 -0.202  -0.263 -0.074  -0.214 0.054  -0.165 0.181  -0.116 0.309  -0.067 0.437  -0.018 0.564  0.031 0.692  0.080 0.820  0.129 0.947  0.178 1.075  0.224 1.203  0.168 1.327  0.120 1.451  0.106 1.586  0.069 1.717  0.026 1.847  -0.038 1.966
2#ced#flad4341_s_jh/j  -0.413 -0.042  -0.416 0.004  -0.502 0.085  -0.438 0.059  -0.279 0.113  -0.120 0.173  0.037 0.241  0.192 0.314  0.336 0.403  0.458 0.507  0.394 0.370  0.331 0.212  0.260 0.057  0.189 -0.099  0.111 -0.252  0.033 -0.405  -0.049 -0.555  -0.131 -0.706  -0.217 -0.855  -0.315 -0.996  -0.431 -1.121  -0.532 -1.258  -0.650 -1.380  -0.785 -1.480  -0.934 -1.452  -0.904 -1.317  -0.813 -1.172  -0.722 -1.026  -0.630 -0.881  -0.539 -0.736  -0.447 -0.590  -0.356 -0.445  -0.265 -0.300  -0.173 -0.154  -0.082 -0.009  0.010 0.137  0.101 0.282  0.193 0.427  0.284 0.573  0.375 0.718  0.467 0.863  0.558 1.009  0.650 1.154  0.741 1.300  0.847 1.395  0.990 1.381  0.928 1.287  0.792 1.266  0.862 1.409  1.004 1.494
2#ced#flad4341_s_jh/j  -0.285 0.330  -0.361 0.185  -0.254 0.160  -0.107 0.247  0.039 0.338  0.183 0.434  0.317 0.542  0.456 0.645  0.589 0.743  0.505 0.595  0.418 0.448  0.337 0.295  0.257 0.142  0.178 -0.011  0.096 -0.164  0.019 -0.318  -0.056 -0.474  -0.120 -0.634  -0.193 -0.790  -0.258 -0.951  -0.309 -1.115  -0.384 -1.271  -0.477 -1.412  -0.628 -1.495  -0.797 -1.499  -0.952 -1.438  -1.011 -1.282  -0.925 -1.137  -0.824 -0.997  -0.723 -0.857  -0.622 -0.717  -0.521 -0.577  -0.420 -0.437  -0.318 -0.296  -0.217 -0.156  -0.116 -0.016  -0.015 0.124  0.086 0.264  0.187 0.404  0.288 0.544  0.389 0.684  0.490 0.824  0.591 0.964  0.692 1.104  0.774 1.253  0.838 1.344  0.727 1.218  0.704 1.317  0.807 1.454  0.927 1.444
1c#aga#elsbthey/j  0.203 0.981  0.165 0.859  0.161 0.726  0.161 0.593  0.193 0.464  0.231 0.336  0.291 0.217  0.354 0.100  0.402 -0.025  0.456 -0.147  0.511 -0.268  0.553 -0.395  0.594 -0.522  0.624 -0.652  0.624 -0.785  0.609 -0.916  0.549 -1.035  0.456 -1.128  0.341 -1.195  0.217 -1.241  0.086 -1.268  -0.046 -1.280  -0.179 -1.266  -0.309 -1.235  -0.433 -1.189  -0.551 -1.126  -0.555 -1.010  -0.529 -0.879  -0.503 -0.748  -0.477 -0.617  -0.451 -0.486  -0.424 -0.355  -0.398 -0.224  -0.372 -0.093  -0.346 0.038  -0.320 0.169  -0.294 0.300  -0.267 0.431  -0.241 0.561  -0.215 0.692  -0.189 0.823  -0.163 0.954  -0.136 1.085  -0.110 1.216  -0.084 1.347  -0.058 1.478  -0.032 1.609  -0.005 1.740  -0.053 1.718  -0.039 1.645
1c#aga#elsbthey/j  -0.050 1.037  -0.042 0.925  -0.014 0.784  0.022 0.644  0.050 0.503  0.088 0.364  0.126 0.225  0.164 0.086  0.200 -0.053  0.234 -0.193  0.268 -0.334  0.296 -0.475  0.313 -0.618  0.333 -0.761  0.334 -0.905  0.319 -1.048  0.285 -1.188  0.237 -1.323  0.141 -1.428  -0.000 -1.454  -0.139 -1.423  -0.263 -1.350  -0.385 -1.274  -0.494 -1.181  -0.566 -1.059  -0.566 -0.914  -0.519 -0.786  -0.422 -0.680  -0.310 -0.590  -0.193 -0.505  -0.075 -0.422  0.046 -0.344  0.167 -0.266  0.240 -0.159  0.213 -0.017  0.186 0.124  0.159 0.266  0.132 0.407  0.105 0.549  0.079 0.691  0.052 0.832  0.025 0.974  -0.002 1.115  -0.029 1.257  -0.056 1.399  -0.083 1.540  -0.110 1.682  -0.136 1.823  -0.205 1.814  -0.155 1.710
1c#aga#elsbthey/j  0.297 1.037  0.187 0.952  0.127 0.820  0.088 0.681  0.067 0.538  0.062 0.394  0.076 0.250  0.087 0.106  0.093 -0.038  0.109 -0.182  0.121 -0.326  0.132 -0.470  0.146 -0.613  0.146 -0.758  0.146 -0.903  0.128 -1.046  0.093 -1.186  0.033 -1.317  -0.070 -1.418  -0.182 -1.505  -0.317 -1.535  -0.434 -1.458  -0.506 -1.333  -0.544 -1.193  -0.572 -1.051  -0.593 -0.909  -0.553 -0.770  -0.486 -0.642  -0.401 -0.525  -0.309 -0.414  -0.212 -0.306  -0.101 -0.214  0.012 -0.123  0.125 -0.033  0.237 0.058  0.347 0.153  0.449 0.255  0.496 0.368  0.438 0.501  0.380 0.633  0.322 0.766  0.265 0.899  0.207 1.031  0.149 1.164  0.091 1.297  0.033 1.429  -0.025 1.562  -0.083 1.695  -0.140 1.827  -0.157 1.854
1c#aga#elsbthey/j  0.180 0.910  0.191 0.778  0.215 0.648  0.240 0.518  0.268 0.388  0.296 0.259  0.318 0.129  0.343 -0.001  0.374 -0.130  0.388 -0.261  0.407 -0.392  0.414 -0.524  0.409 -0.656  0.393 -0.788  0.375 -0.919  0.347 -1.048  0.303 -1.172  0.230 -1.283  0.147 -1.384  0.031 -1.443  -0.097 -1.453  -0.219 -1.402  -0.316 -1.315  -0.367 -1.195  -0.401 -1.067  -0.422 -0.937  -0.422 -0.804  -0.422 -0.672  -0.422 -0.540  -0.399 -0.410  -0.356 -0.285  -0.291 -0.170  -0.224 -0.056  -0.132 0.038  -0.038 0.132  0.056 0.225  0.071 0.343  0.045 0.473  0.019 0.603  -0.007 0.732  -0.033 0.862  -0.058 0.992  -0.084 1.122  -0.110 1.252  -0.136 1.381  -0.162 1.511  -0.188 1.641  -0.213 1.771  -0.254 1.853  -0.280 1.746
1c#aga#elsbthey/j  -0.025 0.872  -0.019 0.763  0.021 0.626  0.067 0.491  0.112 0.355  0.154 0.218  0.190 0.079  0.221 -0.061  0.251 -0.201  0.274 -0.342  0.301 -0.483  0.312 -0.625  0.315 -0.768  0.315 -0.912  0.304 -1.054  0.271 -1.192  0.186 -1.306  0.067 -1.377  -0.075 -1.388  -0.218 -1.376  -0.358 -1.346  -0.479 -1.272  -0.573 -1.165  -0.646 -1.042  -0.645 -0.900  -0.600 -0.766  -0.508 -0.658  -0.410 -0.553  -0.303 -0.458  -0.190 -0.370  -0.075 -0.285  0.041 -0.202  0.160 -0.121  0.274 -0.034  0.368 0.073  0.357 0.205  0.316 0.342  0.274 0.479  0.233 0.616  0.191 0.753  0.150 0.890  0.108 1.027  0.067 1.165  0.025 1.302  -0.016 1.439  -0.057 1.576  -0.099 1.713  -0.144 1.842  -0.249 1.751  -0.236 1.682
1c#apa#apa01#app0125/j  0.224 0.612  0.330 0.586  0.330 0.455  0.330 0.324  0.330 0.192  0.345 0.067  0.436 -0.027  0.436 -0.158  0.436 -0.290  0.436 -0.421  0.436 -0.552  0.436 -0.684  0.436 -0.815  0.436 -0.947  0.436 -1.078  0.417 -1.190  0.285 -1.190  0.154 -1.190  0.022 -1.190  -0.109 -1.190  -0.200 -1.149  -0.266 -1.084  -0.397 -1.084  -0.518 -1.073  -0.554 -0.978  -0.608 -0.918  -0.573 -0.792  -0.539 -0.665  -0.505 -0.538  -0.471 -0.411  -0.437 -0.284  -0.403 -0.157  -0.368 -0.030  -0.334 0.097  -0.300 0.224  -0.266 0.351  -0.232 0.478  -0.198 0.604  -0.163 0.731  -0.129 0.858  -0.095 0.985  -0.061 1.112  -0.027 1.239  0.007 1.366  0.042 1.493  0.076 1.620  0.110 1.747  0.188 1.708  0.305 1.672  0.330 1.566
1c#app#app34#app3457/j  -0.092 1.260  -0.092 1.116  -0.092 0.971  -0.089 0.827  -0.044 0.694  -0.002 0.559  0.015 0.418  0.051 0.279  0.087 0.143  0.146 0.013  0.149 -0.131  0.184 -0.271  0.241 -0.395  0.241 -0.539  0.241 -0.683  0.241 -0.828  0.241 -0.972  0.241 -1.117  0.209 -1.256  0.193 -1.398  0.146 -1.522  0.038 -1.587  -0.074 -1.510  -0.156 -1.428  -0.234 -1.315  -0.327 -1.210  -0.350 -1.071  -0.376 -0.933  -0.348 -0.800  -0.329 -0.664  -0.258 -0.544  -0.184 -0.421  -0.111 -0.297  -0.046 -0.168  0.027 -0.045  0.062 0.085  0.140 0.205  0.193 0.328  0.146 0.425  0.125 0.567  0.098 0.709  0.072 0.851  0.046 0.993  0.019 1.135  -0.007 1.277  -0.033 1.419  -0.060 1.561  -0.086 1.703  -0.109 1.829  -0.092 1.734
2#app#app32#app3225/j  -0.042 1.385  -0.066 1.502  -0.078 1.400  -0.042 1.268  -0.042 1.128  -0.042 0.987  -0.019 0.850  0.016 0.715  0.016 0.574  0.060 0.440  0.104 0.307  0.149 0.173  0.193 0.040  0.238 -0.094  0.282 -0.227  0.308 -0.364  0.334 -0.500  0.384 -0.632  0.447 -0.758  0.483 -0.890  0.521 -1.022  0.567 -1.147  0.599 -1.274  0.597 -1.412  0.480 -1.471  0.342 -1.458  0.212 -1.412  0.084 -1.359  0.024 -1.245  -0.076 -1.145  -0.134 -1.020  -0.161 -0.885  -0.217 -0.767  -0.224 -0.626  -0.236 -0.486  -0.248 -0.346  -0.260 -0.206  -0.272 -0.065  -0.284 0.075  -0.296 0.215  -0.308 0.355  -0.320 0.496  -0.332 0.636  -0.344 0.776  -0.356 0.916  -0.368 1.057  -0.380 1.197  -0.392 1.337  -0.450 1.420  -0.450 1.560
2#aga#scttjyns/j  0.273 0.898  0.273 0.867  0.233 0.735  0.230 0.598  0.266 0.466  0.296 0.332  0.326 0.198  0.360 0.064  0.391 -0.070  0.423 -0.203  0.454 -0.337  0.473 -0.473  0.493 -0.610  0.485 -0.745  0.434 -0.872  0.371 -0.992  0.290 -1.103  0.180 -1.184  0.048 -1.220  -0.087 -1.249  -0.224 -1.257  -0.361 -1.257  -0.496 -1.233  -0.631 -1.210  -0.742 -1.129  -0.803 -1.031  -0.745 -0.906  -0.687 -0.782  -0.628 -0.657  -0.570 -0.533  -0.512 -0.408  -0.454 -0.283  -0.396 -0.159  -0.338 -0.034  -0.280 0.090  -0.221 0.215  -0.163 0.340  -0.105 0.464  -0.047 0.589  0.011 0.713  0.069 0.838  0.127 0.963  0.186 1.087  0.244 1.212  0.302 1.336  0.360 1.461  0.418 1.586  0.293 1.615  0.160 1.635  0.022 1.635
2#aga#scttjyns/j  0.224 0.896  0.211 0.803  0.232 0.669  0.238 0.534  0.266 0.401  0.296 0.269  0.322 0.136  0.362 0.006  0.401 -0.124  0.433 -0.256  0.459 -0.389  0.502 -0.518  0.517 -0.652  0.521 -0.788  0.517 -0.923  0.492 -1.055  0.425 -1.173  0.323 -1.241  0.188 -1.239  0.053 -1.223  -0.081 -1.202  -0.213 -1.170  -0.342 -1.128  -0.463 -1.067  -0.580 -0.998  -0.697 -0.929  -0.798 -0.840  -0.862 -0.724  -0.797 -0.605  -0.731 -0.486  -0.666 -0.368  -0.600 -0.249  -0.535 -0.130  -0.469 -0.011  -0.404 0.108  -0.339 0.227  -0.273 0.346  -0.208 0.465  -0.142 0.584  -0.077 0.703  -0.011 0.822  0.054 0.941  0.120 1.059  0.185 1.178  0.250 1.297  0.316 1.416  0.381 1.535  0.447 1.654  0.342 1.706  0.210 1.732
2#aga#scttjyns/j  0.261 0.876  0.272 0.742  0.314 0.614  0.373 0.492  0.440 0.374  0.516 0.263  0.584 0.146  0.639 0.022  0.684 -0.106  0.728 -0.234  0.740 -0.368  0.774 -0.499  0.772 -0.634  0.735 -0.764  0.668 -0.879  0.573 -0.976  0.462 -1.047  0.331 -1.083  0.199 -1.105  0.064 -1.102  -0.071 -1.091  -0.205 -1.072  -0.337 -1.040  -0.468 -1.006  -0.595 -0.961  -0.719 -0.905  -0.837 -0.841  -0.938 -0.751  -0.945 -0.624  -0.878 -0.506  -0.811 -0.389  -0.744 -0.271  -0.676 -0.153  -0.609 -0.036  -0.542 0.082  -0.475 0.199  -0.408 0.317  -0.341 0.435  -0.274 0.552  -0.207 0.670  -0.140 0.787  -0.072 0.905  -0.005 1.023  0.062 1.140  0.129 1.258  0.196 1.375  0.263 1.493  0.299 1.601  0.170 1.569  0.050 1.509
2#aga#scttjyns/j  0.560 1.088  0.497 0.984  0.434 0.862  0.399 0.728  0.367 0.593  0.367 0.455  0.367 0.316  0.380 0.178  0.404 0.042  0.435 -0.093  0.468 -0.228  0.498 -0.363  0.518 -0.500  0.521 -0.639  0.507 -0.774  0.441 -0.896  0.367 -1.013  0.270 -1.109  0.151 -1.180  0.018 -1.214  -0.120 -1.222  -0.258 -1.222  -0.396 -1.215  -0.532 -1.186  -0.657 -1.127  -0.773 -1.052  -0.874 -0.959  -0.905 -0.845  -0.838 -0.724  -0.771 -0.603  -0.704 -0.481  -0.637 -0.360  -0.569 -0.239  -0.502 -0.118  -0.435 0.004  -0.368 0.125  -0.300 0.246  -0.233 0.367  -0.166 0.489  -0.099 0.610  -0.031 0.731  0.036 0.852  0.103 0.974  0.170 1.095  0.237 1.216  0.305 1.337  0.372 1.459  0.439 1.580  0.334 1.534  0.200 1.499
