3#apa#apa13#app1334/~  -0.928 -0.333  -0.928 -0.444  -0.967 -0.517  -1.079 -0.517  -1.035 -0.517  -0.928 -0.512  -0.928 -0.401  -0.928 -0.289  -0.928 -0.178  -0.928 -0.066  -0.928 0.046  -0.928 0.157  -0.928 0.269  -0.928 0.380  -0.867 0.466  -0.788 0.545  -0.744 0.639  -0.744 0.750  -0.656 0.773  -0.544 0.773  -0.432 0.773  -0.321 0.773  -0.209 0.773  -0.098 0.773  0.008 0.759  0.087 0.680  0.166 0.601  0.178 0.494  0.178 0.383  0.178 0.271  0.220 0.177  0.299 0.098  0.362 0.013  0.362 -0.099  0.406 -0.192  0.485 -0.271  0.546 -0.357  0.546 -0.469  0.609 -0.517  0.721 -0.517  0.832 -0.517  0.944 -0.517  1.056 -0.517  1.167 -0.517  1.279 -0.517  1.390 -0.517  1.502 -0.517  1.613 -0.517  1.725 -0.517  1.837 -0.517
1d#app#app06#app0643/~  -1.226 0.673  -1.317 0.764  -1.237 0.684  -1.226 0.560  -1.191 0.446  -1.131 0.343  -1.131 0.215  -1.119 0.098  -1.035 0.054  -1.035 -0.074  -0.986 -0.191  -0.923 -0.301  -0.833 -0.392  -0.747 -0.485  -0.719 -0.601  -0.619 -0.669  -0.510 -0.715  -0.402 -0.765  -0.363 -0.854  -0.242 -0.861  -0.172 -0.803  -0.081 -0.765  -0.076 -0.643  -0.017 -0.573  0.020 -0.482  0.108 -0.390  0.116 -0.265  0.116 -0.137  0.154 -0.018  0.211 0.097  0.234 0.216  0.308 0.313  0.308 0.442  0.370 0.544  0.404 0.658  0.484 0.753  0.603 0.762  0.691 0.671  0.716 0.553  0.807 0.462  0.903 0.386  0.979 0.333  1.039 0.230  1.130 0.139  1.241 0.098  1.339 0.026  1.363 -0.093  1.490 -0.094  1.555 -0.157  1.650 -0.190
1d#app#app06#app0643/~  -1.229 0.656  -1.333 0.649  -1.247 0.562  -1.229 0.448  -1.229 0.326  -1.224 0.208  -1.117 0.194  -1.106 0.075  -1.051 -0.034  -0.992 -0.140  -0.906 -0.226  -0.893 -0.343  -0.813 -0.431  -0.726 -0.518  -0.670 -0.616  -0.633 -0.723  -0.544 -0.805  -0.435 -0.859  -0.324 -0.910  -0.203 -0.910  -0.111 -0.879  -0.070 -0.798  0.001 -0.747  0.062 -0.686  0.113 -0.615  0.113 -0.493  0.113 -0.371  0.214 -0.351  0.225 -0.239  0.234 -0.127  0.336 -0.107  0.358 0.006  0.444 0.092  0.451 0.211  0.537 0.297  0.560 0.410  0.660 0.432  0.672 0.542  0.757 0.629  0.784 0.740  0.878 0.767  0.895 0.872  0.976 0.798  1.062 0.712  1.119 0.614  1.156 0.507  1.242 0.421  1.328 0.335  1.343 0.219  1.454 0.208
1d#app#app06#app0643/~  -1.193 1.257  -1.193 1.121  -1.091 1.088  -1.025 1.019  -1.025 0.884  -1.024 0.749  -0.963 0.628  -0.903 0.507  -0.856 0.383  -0.856 0.247  -0.856 0.112  -0.786 0.006  -0.690 -0.090  -0.687 -0.224  -0.687 -0.360  -0.641 -0.476  -0.546 -0.572  -0.518 -0.696  -0.474 -0.813  -0.378 -0.908  -0.282 -1.004  -0.186 -1.100  -0.053 -1.105  -0.012 -1.011  0.049 -0.937  0.157 -0.909  0.157 -0.774  0.157 -0.639  0.224 -0.531  0.320 -0.436  0.325 -0.303  0.325 -0.167  0.325 -0.032  0.353 0.076  0.489 0.076  0.494 0.205  0.494 0.341  0.557 0.413  0.663 0.443  0.663 0.578  0.794 0.582  0.930 0.582  1.000 0.517  1.032 0.413  1.167 0.413  1.169 0.280  1.169 0.144  1.236 0.076  1.338 0.042  1.338 -0.093
1d#tos#f3#f3050060/~  -1.364 0.249  -1.431 0.181  -1.479 0.106  -1.531 0.079  -1.446 0.121  -1.374 0.181  -1.307 0.248  -1.223 0.275  -1.191 0.357  -1.103 0.364  -1.011 0.371  -0.937 0.421  -0.842 0.421  -0.747 0.421  -0.652 0.421  -0.557 0.421  -0.490 0.354  -0.415 0.306  -0.322 0.301  -0.255 0.234  -0.188 0.167  -0.154 0.086  -0.127 0.018  -0.068 -0.039  -0.017 -0.119  0.050 -0.186  0.102 -0.264  0.151 -0.344  0.228 -0.385  0.302 -0.438  0.385 -0.482  0.460 -0.539  0.489 -0.616  0.584 -0.616  0.679 -0.616  0.774 -0.616  0.825 -0.572  0.851 -0.481  0.881 -0.391  0.946 -0.323  1.008 -0.251  1.050 -0.167  1.114 -0.097  1.177 -0.027  1.220 0.058  1.282 0.129  1.326 0.212  1.383 0.287  1.450 0.354  1.517 0.421
1d#apa#apa03#app0390/~  -0.898 -0.026  -0.898 -0.154  -0.932 -0.248  -1.060 -0.248  -1.120 -0.316  -1.120 -0.444  -1.222 -0.470  -1.335 -0.470  -1.207 -0.470  -1.120 -0.428  -1.120 -0.300  -1.067 -0.195  -0.976 -0.104  -0.886 -0.013  -0.795 0.077  -0.705 0.168  -0.588 0.196  -0.460 0.196  -0.454 0.318  -0.426 0.418  -0.298 0.418  -0.232 0.480  -0.232 0.608  -0.232 0.545  -0.230 0.418  -0.102 0.418  -0.009 0.383  -0.009 0.255  -0.009 0.127  -0.009 -0.001  -0.009 -0.129  -0.001 -0.248  0.127 -0.248  0.255 -0.248  0.384 -0.248  0.512 -0.248  0.640 -0.248  0.735 -0.170  0.826 -0.079  0.932 -0.026  1.060 -0.026  1.188 -0.026  1.316 -0.026  1.444 -0.026  1.572 -0.026  1.700 -0.026  1.768 0.034  1.768 0.162  1.768 0.290  1.768 0.418
2#app#app32#app3256/~  -1.501 -0.388  -1.501 -0.281  -1.489 -0.179  -1.414 -0.103  -1.338 -0.028  -1.303 0.064  -1.303 0.171  -1.230 0.205  -1.123 0.205  -1.042 0.268  -0.967 0.344  -0.891 0.419  -0.815 0.495  -0.740 0.570  -0.646 0.601  -0.539 0.601  -0.432 0.601  -0.325 0.601  -0.314 0.504  -0.309 0.403  -0.202 0.403  -0.117 0.382  -0.117 0.275  -0.090 0.179  -0.014 0.103  0.061 0.028  0.081 -0.071  0.081 -0.178  0.176 -0.190  0.281 -0.193  0.357 -0.268  0.433 -0.344  0.477 -0.433  0.477 -0.539  0.537 -0.586  0.644 -0.586  0.751 -0.586  0.858 -0.586  0.965 -0.586  1.071 -0.584  1.147 -0.509  1.222 -0.433  1.268 -0.345  1.268 -0.238  1.268 -0.131  1.268 -0.025  1.268 0.082  1.268 0.189  1.268 0.296  1.268 0.403
3#app#app32#app3256/~  -1.501 -0.388  -1.501 -0.281  -1.489 -0.179  -1.414 -0.103  -1.338 -0.028  -1.303 0.064  -1.303 0.171  -1.230 0.205  -1.123 0.205  -1.042 0.268  -0.967 0.344  -0.891 0.419  -0.815 0.495  -0.740 0.570  -0.646 0.601  -0.539 0.601  -0.432 0.601  -0.325 0.601  -0.314 0.504  -0.309 0.403  -0.202 0.403  -0.117 0.382  -0.117 0.275  -0.090 0.179  -0.014 0.103  0.061 0.028  0.081 -0.071  0.081 -0.178  0.176 -0.190  0.281 -0.193  0.357 -0.268  0.433 -0.344  0.477 -0.433  0.477 -0.539  0.537 -0.586  0.644 -0.586  0.751 -0.586  0.858 -0.586  0.965 -0.586  1.071 -0.584  1.147 -0.509  1.222 -0.433  1.268 -0.345  1.268 -0.238  1.268 -0.131  1.268 -0.025  1.268 0.082  1.268 0.189  1.268 0.296  1.268 0.403
2#tos#f1#f1052063/~  -1.127 -0.236  -1.212 -0.278  -1.303 -0.293  -1.357 -0.252  -1.357 -0.157  -1.315 -0.079  -1.242 -0.048  -1.242 0.047  -1.242 0.142  -1.184 0.179  -1.184 0.274  -1.097 0.282  -1.002 0.282  -0.907 0.282  -0.835 0.339  -0.740 0.339  -0.645 0.339  -0.550 0.339  -0.455 0.339  -0.366 0.326  -0.289 0.282  -0.194 0.282  -0.099 0.282  -0.034 0.252  -0.034 0.157  0.014 0.109  0.024 0.024  0.089 -0.006  0.171 -0.038  0.238 -0.105  0.269 -0.178  0.364 -0.178  0.459 -0.178  0.542 -0.191  0.591 -0.236  0.677 -0.275  0.768 -0.293  0.863 -0.293  0.958 -0.293  1.053 -0.293  1.148 -0.293  1.232 -0.282  1.281 -0.236  1.376 -0.236  1.404 -0.170  1.451 -0.121  1.481 -0.045  1.520 0.034  1.520 0.129  1.520 0.224
1d#tos#f1#f1002058/~  -0.694 0.152  -0.730 0.069  -0.824 0.021  -0.928 0.000  -1.031 -0.020  -1.134 -0.041  -1.239 -0.045  -1.284 0.017  -1.284 0.122  -1.277 0.225  -1.195 0.283  -1.090 0.283  -1.022 0.320  -1.022 0.426  -0.970 0.479  -0.868 0.491  -0.773 0.538  -0.669 0.545  -0.564 0.545  -0.459 0.545  -0.376 0.489  -0.302 0.414  -0.243 0.327  -0.185 0.239  -0.135 0.146  -0.088 0.052  -0.040 -0.042  0.007 -0.137  0.070 -0.219  0.145 -0.294  0.219 -0.368  0.296 -0.438  0.401 -0.438  0.481 -0.499  0.558 -0.569  0.663 -0.569  0.769 -0.569  0.874 -0.569  0.950 -0.497  1.031 -0.438  1.136 -0.438  1.196 -0.353  1.255 -0.265  1.325 -0.187  1.400 -0.112  1.402 -0.008  1.467 0.032  1.518 0.086  1.598 0.112  1.664 0.152
1d#tos#f3#f3042066/~  -1.302 -0.055  -1.354 -0.093  -1.409 -0.161  -1.457 -0.187  -1.396 -0.158  -1.332 -0.114  -1.278 -0.055  -1.231 0.005  -1.202 0.091  -1.119 0.100  -1.048 0.148  -0.981 0.203  -0.890 0.203  -0.890 0.294  -0.812 0.306  -0.722 0.306  -0.631 0.306  -0.541 0.306  -0.451 0.306  -0.360 0.306  -0.271 0.304  -0.207 0.240  -0.132 0.203  -0.066 0.178  -0.057 0.091  0.006 0.027  0.070 -0.036  0.134 -0.100  0.214 -0.143  0.243 -0.215  0.275 -0.292  0.357 -0.312  0.447 -0.312  0.538 -0.312  0.628 -0.312  0.718 -0.308  0.804 -0.280  0.891 -0.261  0.977 -0.248  1.016 -0.174  1.038 -0.106  1.128 -0.106  1.219 -0.106  1.305 -0.078  1.387 -0.044  1.451 0.020  1.529 0.048  1.531 0.137  1.599 0.186  1.634 0.255
1d#app#app19#app1916/~  -1.483 -1.041  -1.396 -0.953  -1.309 -0.866  -1.285 -0.752  -1.270 -0.645  -1.146 -0.645  -1.087 -0.580  -1.087 -0.457  -1.037 -0.345  -0.981 -0.235  -0.926 -0.124  -0.860 -0.021  -0.773 0.066  -0.686 0.153  -0.598 0.240  -0.511 0.328  -0.395 0.346  -0.295 0.369  -0.295 0.493  -0.244 0.595  -0.157 0.682  -0.058 0.742  0.066 0.742  0.101 0.830  0.114 0.940  0.238 0.940  0.299 0.878  0.299 0.754  0.299 0.631  0.299 0.507  0.299 0.384  0.299 0.261  0.299 0.137  0.299 0.014  0.359 -0.050  0.482 -0.050  0.497 -0.159  0.497 -0.282  0.497 -0.406  0.580 -0.446  0.703 -0.446  0.827 -0.446  0.950 -0.446  1.074 -0.446  1.166 -0.372  1.254 -0.284  1.354 -0.216  1.465 -0.161  1.575 -0.106  1.686 -0.050
1d#apa#apa20#app2008/~  -1.192 -0.528  -1.192 -0.425  -1.192 -0.322  -1.192 -0.219  -1.192 -0.116  -1.192 -0.013  -1.192 0.090  -1.192 0.193  -1.142 0.275  -1.069 0.348  -0.996 0.420  -0.916 0.476  -0.814 0.477  -0.741 0.550  -0.669 0.623  -0.596 0.695  -0.506 0.726  -0.440 0.690  -0.425 0.601  -0.323 0.601  -0.314 0.506  -0.263 0.425  -0.190 0.352  -0.189 0.250  -0.154 0.155  -0.108 0.063  -0.061 -0.028  0.012 -0.101  0.062 -0.183  0.069 -0.283  0.141 -0.356  0.225 -0.402  0.324 -0.413  0.396 -0.486  0.482 -0.528  0.585 -0.528  0.688 -0.528  0.791 -0.528  0.894 -0.528  0.980 -0.488  1.053 -0.415  1.150 -0.402  1.235 -0.358  1.308 -0.285  1.380 -0.212  1.453 -0.140  1.526 -0.067  1.567 0.019  1.567 0.122  1.567 0.225
1d#apa#apa20#app2008/~  -1.311 -0.475  -1.311 -0.361  -1.311 -0.248  -1.311 -0.134  -1.311 -0.020  -1.311 0.093  -1.243 0.179  -1.163 0.259  -1.115 0.353  -1.115 0.466  -1.038 0.502  -0.924 0.502  -0.843 0.580  -0.762 0.660  -0.664 0.698  -0.551 0.698  -0.437 0.698  -0.324 0.698  -0.210 0.698  -0.138 0.656  -0.138 0.542  -0.065 0.502  0.049 0.502  0.057 0.397  0.057 0.283  0.057 0.170  0.096 0.072  0.176 -0.008  0.252 -0.090  0.252 -0.204  0.252 -0.317  0.252 -0.431  0.322 -0.475  0.435 -0.475  0.448 -0.576  0.467 -0.670  0.581 -0.670  0.694 -0.670  0.808 -0.670  0.838 -0.587  0.839 -0.475  0.953 -0.475  1.067 -0.475  1.180 -0.475  1.258 -0.417  1.309 -0.315  1.360 -0.214  1.410 -0.112  1.506 -0.084  1.620 -0.084
1d#apa#apa20#app2008/~  -1.079 -0.287  -1.079 -0.169  -1.079 -0.051  -1.079 0.067  -1.079 0.186  -1.079 0.304  -1.079 0.422  -1.079 0.540  -1.079 0.658  -1.079 0.776  -1.018 0.834  -0.900 0.834  -0.781 0.834  -0.663 0.834  -0.545 0.834  -0.427 0.834  -0.309 0.834  -0.191 0.834  -0.182 0.724  -0.182 0.606  -0.182 0.488  -0.182 0.370  -0.182 0.252  -0.182 0.134  -0.182 0.015  -0.182 -0.103  -0.182 -0.221  -0.145 -0.324  -0.062 -0.407  0.022 -0.491  0.132 -0.511  0.250 -0.511  0.266 -0.613  0.266 -0.731  0.380 -0.735  0.498 -0.735  0.616 -0.735  0.734 -0.735  0.852 -0.735  0.939 -0.703  0.939 -0.585  0.983 -0.511  1.101 -0.511  1.163 -0.455  1.163 -0.337  1.231 -0.287  1.349 -0.287  1.444 -0.230  1.527 -0.146  1.611 -0.063
2#tos#t2#t2067066/~  -1.144 0.126  -1.167 0.044  -1.245 -0.008  -1.323 -0.060  -1.344 -0.004  -1.344 0.090  -1.286 0.126  -1.193 0.126  -1.112 0.158  -1.046 0.225  -0.991 0.300  -0.949 0.384  -0.927 0.458  -0.846 0.490  -0.767 0.525  -0.673 0.525  -0.579 0.525  -0.485 0.525  -0.391 0.525  -0.312 0.490  -0.280 0.409  -0.271 0.321  -0.187 0.279  -0.147 0.210  -0.138 0.121  -0.054 0.079  0.021 0.025  0.087 -0.042  0.168 -0.074  0.209 -0.146  0.239 -0.235  0.290 -0.311  0.356 -0.377  0.423 -0.444  0.504 -0.473  0.598 -0.473  0.692 -0.473  0.786 -0.473  0.880 -0.473  0.974 -0.473  1.063 -0.460  1.133 -0.401  1.222 -0.371  1.311 -0.341  1.400 -0.311  1.489 -0.282  1.545 -0.214  1.582 -0.128  1.582 -0.035  1.648 -0.007
3#app#app12#app1204/~  -1.480 0.419  -1.379 0.419  -1.325 0.465  -1.325 0.566  -1.232 0.573  -1.131 0.573  -1.031 0.573  -1.016 0.660  -0.984 0.728  -0.883 0.728  -0.782 0.728  -0.707 0.703  -0.707 0.602  -0.635 0.573  -0.539 0.561  -0.468 0.490  -0.397 0.418  -0.397 0.318  -0.364 0.231  -0.293 0.159  -0.242 0.080  -0.242 -0.021  -0.242 -0.122  -0.220 -0.200  -0.119 -0.200  -0.088 -0.269  -0.088 -0.370  -0.088 -0.471  -0.044 -0.553  0.027 -0.625  0.112 -0.664  0.212 -0.664  0.313 -0.664  0.414 -0.664  0.515 -0.664  0.615 -0.664  0.707 -0.643  0.778 -0.572  0.850 -0.501  0.921 -0.430  0.992 -0.358  1.092 -0.355  1.150 -0.313  1.150 -0.212  1.239 -0.200  1.330 -0.176  1.401 -0.104  1.472 -0.033  1.543 0.038  1.614 0.109
3#app#app12#app1204/~  -1.400 -0.372  -1.400 -0.260  -1.400 -0.148  -1.288 -0.148  -1.176 -0.148  -1.176 -0.036  -1.176 0.076  -1.065 0.076  -0.953 0.076  -0.952 0.187  -0.952 0.299  -0.874 0.379  -0.794 0.458  -0.728 0.542  -0.728 0.654  -0.710 0.748  -0.598 0.748  -0.492 0.735  -0.412 0.656  -0.333 0.577  -0.243 0.524  -0.131 0.524  -0.056 0.487  -0.056 0.375  -0.030 0.274  0.049 0.195  0.128 0.116  0.167 0.020  0.167 -0.092  0.167 -0.204  0.167 -0.316  0.223 -0.372  0.335 -0.372  0.391 -0.427  0.391 -0.539  0.447 -0.596  0.559 -0.596  0.670 -0.596  0.782 -0.596  0.878 -0.557  0.957 -0.478  1.036 -0.399  1.137 -0.372  1.249 -0.372  1.339 -0.320  1.419 -0.241  1.498 -0.161  1.577 -0.082  1.656 -0.003  1.735 0.076
3#app#app12#app1204/~  -1.413 -0.402  -1.413 -0.295  -1.399 -0.202  -1.292 -0.202  -1.213 -0.174  -1.213 -0.066  -1.183 0.028  -1.107 0.104  -1.031 0.180  -1.013 0.279  -1.013 0.387  -0.917 0.398  -0.813 0.401  -0.813 0.508  -0.796 0.598  -0.689 0.598  -0.582 0.598  -0.475 0.598  -0.413 0.553  -0.413 0.446  -0.371 0.356  -0.295 0.280  -0.219 0.205  -0.143 0.129  -0.068 0.053  -0.012 -0.031  -0.012 -0.138  0.031 -0.202  0.138 -0.202  0.188 -0.260  0.188 -0.367  0.260 -0.402  0.367 -0.402  0.474 -0.402  0.581 -0.402  0.688 -0.402  0.795 -0.402  0.903 -0.402  1.010 -0.402  1.117 -0.402  1.188 -0.366  1.188 -0.259  1.238 -0.202  1.345 -0.202  1.388 -0.138  1.388 -0.030  1.388 0.077  1.388 0.184  1.481 0.198  1.588 0.198
2#app#app14#app1436/~  -1.424 -1.141  -1.293 -1.141  -1.163 -1.141  -1.032 -1.141  -0.902 -1.141  -0.891 -1.022  -0.891 -0.891  -0.891 -0.761  -0.891 -0.630  -0.891 -0.500  -0.891 -0.370  -0.891 -0.239  -0.891 -0.109  -0.793 -0.076  -0.663 -0.076  -0.533 -0.076  -0.402 -0.076  -0.359 0.011  -0.359 0.141  -0.359 0.272  -0.359 0.402  -0.283 0.456  -0.152 0.456  -0.022 0.456  0.109 0.456  0.174 0.522  0.174 0.652  0.174 0.783  0.174 0.913  0.174 0.935  0.174 0.804  0.174 0.674  0.174 0.543  0.217 0.456  0.348 0.456  0.478 0.456  0.609 0.456  0.706 0.424  0.706 0.293  0.706 0.163  0.706 0.033  0.728 -0.076  0.859 -0.076  0.989 -0.076  1.119 -0.076  1.250 -0.076  1.380 -0.076  1.511 -0.076  1.641 -0.076  1.772 -0.076
2#tos#t2#t2064064/~  -1.165 -0.225  -1.265 -0.225  -1.300 -0.290  -1.360 -0.330  -1.360 -0.280  -1.360 -0.180  -1.303 -0.104  -1.295 -0.007  -1.295 0.093  -1.202 0.100  -1.102 0.100  -1.067 0.165  -0.967 0.165  -0.905 0.203  -0.897 0.295  -0.797 0.295  -0.697 0.295  -0.597 0.295  -0.497 0.295  -0.397 0.295  -0.297 0.295  -0.197 0.295  -0.097 0.295  -0.061 0.231  0.038 0.230  0.073 0.165  0.173 0.165  0.208 0.100  0.264 0.055  0.343 0.035  0.394 -0.015  0.414 -0.095  0.514 -0.095  0.524 -0.185  0.584 -0.225  0.684 -0.225  0.784 -0.225  0.849 -0.260  0.919 -0.290  1.019 -0.290  1.119 -0.290  1.219 -0.290  1.254 -0.225  1.354 -0.225  1.389 -0.160  1.434 -0.105  1.434 -0.005  1.494 0.035  1.499 0.130  1.499 0.230
2#app#app11#app1186/~  -1.579 -0.281  -1.462 -0.281  -1.365 -0.234  -1.282 -0.152  -1.245 -0.051  -1.231 0.052  -1.114 0.052  -1.079 0.133  -1.048 0.218  -0.931 0.218  -0.912 0.316  -0.878 0.419  -0.796 0.501  -0.700 0.551  -0.583 0.551  -0.579 0.664  -0.517 0.718  -0.412 0.706  -0.412 0.589  -0.333 0.551  -0.246 0.522  -0.246 0.406  -0.150 0.385  -0.079 0.339  -0.079 0.222  0.000 0.139  0.083 0.056  0.087 -0.058  0.147 -0.115  0.254 -0.125  0.254 -0.242  0.254 -0.358  0.281 -0.448  0.397 -0.448  0.420 -0.542  0.464 -0.615  0.581 -0.615  0.697 -0.615  0.814 -0.615  0.928 -0.607  1.010 -0.525  1.093 -0.442  1.175 -0.360  1.259 -0.281  1.376 -0.281  1.452 -0.217  1.505 -0.112  1.557 -0.008  1.587 0.102  1.587 0.218
1d#tos#t1#t1018062/~  -1.115 -0.264  -1.215 -0.255  -1.215 -0.145  -1.215 -0.035  -1.215 0.075  -1.215 0.184  -1.215 0.294  -1.151 0.339  -1.115 0.413  -1.065 0.473  -1.014 0.532  -1.013 0.641  -0.910 0.668  -0.806 0.691  -0.696 0.691  -0.586 0.691  -0.526 0.641  -0.417 0.641  -0.323 0.603  -0.311 0.498  -0.274 0.403  -0.220 0.309  -0.160 0.222  -0.160 0.112  -0.125 0.038  -0.059 -0.007  -0.056 -0.113  0.019 -0.169  0.048 -0.271  0.140 -0.314  0.190 -0.411  0.298 -0.415  0.353 -0.475  0.443 -0.532  0.548 -0.565  0.657 -0.565  0.761 -0.581  0.856 -0.616  0.966 -0.616  1.076 -0.616  1.147 -0.578  1.147 -0.468  1.204 -0.415  1.294 -0.368  1.298 -0.260  1.311 -0.163  1.348 -0.091  1.399 -0.031  1.440 0.038  1.449 0.138
3#app#app14#app1425/~  -1.762 -0.012  -1.620 -0.012  -1.479 -0.012  -1.337 -0.012  -1.195 -0.012  -1.070 0.005  -1.070 0.147  -1.070 0.288  -0.974 0.334  -0.833 0.334  -0.701 0.358  -0.601 0.458  -0.501 0.558  -0.400 0.658  -0.268 0.680  -0.126 0.680  -0.033 0.728  -0.033 0.870  -0.033 1.012  -0.033 0.898  -0.033 0.757  -0.033 0.615  -0.033 0.473  -0.033 0.332  -0.033 0.190  -0.033 0.048  -0.033 -0.093  -0.033 -0.235  -0.033 -0.377  -0.033 -0.518  -0.033 -0.660  0.037 -0.773  0.137 -0.873  0.237 -0.973  0.313 -1.015  0.313 -0.874  0.313 -0.732  0.426 -0.703  0.568 -0.703  0.695 -0.668  0.795 -0.567  0.895 -0.467  0.995 -0.367  1.095 -0.267  1.196 -0.167  1.296 -0.067  1.396 0.034  1.496 0.134  1.596 0.234  1.696 0.334
1d#app#app37#app3728/~  -1.297 -0.632  -1.297 -0.514  -1.297 -0.396  -1.297 -0.279  -1.297 -0.161  -1.252 -0.089  -1.134 -0.089  -1.026 -0.079  -1.026 0.038  -1.026 0.156  -1.026 0.274  -1.026 0.391  -0.987 0.493  -0.904 0.576  -0.821 0.659  -0.730 0.725  -0.613 0.725  -0.495 0.725  -0.377 0.725  -0.260 0.725  -0.162 0.676  -0.079 0.593  0.004 0.510  0.060 0.415  0.060 0.298  0.060 0.180  0.060 0.062  0.060 -0.055  0.144 -0.089  0.262 -0.089  0.331 -0.137  0.331 -0.255  0.343 -0.360  0.461 -0.360  0.579 -0.360  0.697 -0.360  0.814 -0.360  0.874 -0.418  0.874 -0.536  0.896 -0.632  1.013 -0.632  1.131 -0.632  1.146 -0.529  1.146 -0.411  1.193 -0.313  1.276 -0.230  1.360 -0.147  1.417 -0.053  1.417 0.065  1.417 0.183
2#apa#apa20#app2008/~  -1.192 -0.528  -1.192 -0.425  -1.192 -0.322  -1.192 -0.219  -1.192 -0.116  -1.192 -0.013  -1.192 0.090  -1.192 0.193  -1.142 0.275  -1.069 0.348  -0.996 0.420  -0.916 0.476  -0.814 0.477  -0.741 0.550  -0.669 0.623  -0.596 0.695  -0.506 0.726  -0.440 0.690  -0.425 0.601  -0.323 0.601  -0.314 0.506  -0.263 0.425  -0.190 0.352  -0.189 0.250  -0.154 0.155  -0.108 0.063  -0.061 -0.028  0.012 -0.101  0.062 -0.183  0.069 -0.283  0.141 -0.356  0.225 -0.402  0.324 -0.413  0.396 -0.486  0.482 -0.528  0.585 -0.528  0.688 -0.528  0.791 -0.528  0.894 -0.528  0.980 -0.488  1.053 -0.415  1.150 -0.402  1.235 -0.358  1.308 -0.285  1.380 -0.212  1.453 -0.140  1.526 -0.067  1.567 0.019  1.567 0.122  1.567 0.225
2#apa#apa20#app2008/~  -1.311 -0.475  -1.311 -0.361  -1.311 -0.248  -1.311 -0.134  -1.311 -0.020  -1.311 0.093  -1.243 0.179  -1.163 0.259  -1.115 0.353  -1.115 0.466  -1.038 0.502  -0.924 0.502  -0.843 0.580  -0.762 0.660  -0.664 0.698  -0.551 0.698  -0.437 0.698  -0.324 0.698  -0.210 0.698  -0.138 0.656  -0.138 0.542  -0.065 0.502  0.049 0.502  0.057 0.397  0.057 0.283  0.057 0.170  0.096 0.072  0.176 -0.008  0.252 -0.090  0.252 -0.204  0.252 -0.317  0.252 -0.431  0.322 -0.475  0.435 -0.475  0.448 -0.576  0.467 -0.670  0.581 -0.670  0.694 -0.670  0.808 -0.670  0.838 -0.587  0.839 -0.475  0.953 -0.475  1.067 -0.475  1.180 -0.475  1.258 -0.417  1.309 -0.315  1.360 -0.214  1.410 -0.112  1.506 -0.084  1.620 -0.084
2#apa#apa20#app2008/~  -1.079 -0.287  -1.079 -0.169  -1.079 -0.051  -1.079 0.067  -1.079 0.186  -1.079 0.304  -1.079 0.422  -1.079 0.540  -1.079 0.658  -1.079 0.776  -1.018 0.834  -0.900 0.834  -0.781 0.834  -0.663 0.834  -0.545 0.834  -0.427 0.834  -0.309 0.834  -0.191 0.834  -0.182 0.724  -0.182 0.606  -0.182 0.488  -0.182 0.370  -0.182 0.252  -0.182 0.134  -0.182 0.015  -0.182 -0.103  -0.182 -0.221  -0.145 -0.324  -0.062 -0.407  0.022 -0.491  0.132 -0.511  0.250 -0.511  0.266 -0.613  0.266 -0.731  0.380 -0.735  0.498 -0.735  0.616 -0.735  0.734 -0.735  0.852 -0.735  0.939 -0.703  0.939 -0.585  0.983 -0.511  1.101 -0.511  1.163 -0.455  1.163 -0.337  1.231 -0.287  1.349 -0.287  1.444 -0.230  1.527 -0.146  1.611 -0.063
3#app#app19#app1930/~  -1.448 -0.828  -1.448 -0.716  -1.366 -0.686  -1.306 -0.634  -1.306 -0.522  -1.306 -0.410  -1.203 -0.401  -1.163 -0.329  -1.134 -0.229  -1.055 -0.150  -0.975 -0.071  -0.896 0.008  -0.817 0.088  -0.738 0.167  -0.659 0.246  -0.580 0.325  -0.501 0.404  -0.421 0.483  -0.342 0.562  -0.263 0.642  -0.184 0.721  -0.079 0.737  0.033 0.737  0.117 0.709  0.117 0.597  0.227 0.595  0.259 0.515  0.259 0.403  0.259 0.291  0.259 0.179  0.259 0.068  0.259 -0.044  0.259 -0.156  0.266 -0.265  0.345 -0.345  0.434 -0.401  0.546 -0.401  0.657 -0.401  0.745 -0.342  0.824 -0.263  0.934 -0.259  1.046 -0.259  1.113 -0.213  1.128 -0.116  1.240 -0.116  1.352 -0.116  1.444 -0.069  1.523 0.010  1.603 0.089  1.682 0.168
1d#tos#f1#f1042059/~  -1.266 -0.128  -1.376 -0.128  -1.382 -0.233  -1.424 -0.301  -1.370 -0.267  -1.335 -0.162  -1.307 -0.070  -1.203 -0.060  -1.154 0.039  -1.078 0.118  -1.000 0.196  -0.977 0.297  -0.904 0.334  -0.797 0.341  -0.719 0.419  -0.626 0.458  -0.577 0.557  -0.472 0.566  -0.362 0.566  -0.284 0.533  -0.207 0.489  -0.168 0.395  -0.168 0.284  -0.066 0.277  -0.013 0.219  0.005 0.127  0.005 0.017  0.073 -0.057  0.165 -0.119  0.208 -0.217  0.251 -0.316  0.341 -0.375  0.446 -0.410  0.497 -0.475  0.600 -0.492  0.694 -0.532  0.799 -0.499  0.905 -0.475  1.012 -0.462  1.103 -0.408  1.107 -0.301  1.161 -0.245  1.212 -0.186  1.322 -0.186  1.334 -0.088  1.334 0.022  1.334 0.133  1.359 0.219  1.461 0.253  1.508 0.334
