1c#apb#apb09#app0910/q  0.483 1.131  0.429 1.268  0.301 1.330  0.155 1.313  0.035 1.227  -0.084 1.140  -0.199 1.046  -0.310 0.950  -0.376 0.818  -0.442 0.685  -0.498 0.548  -0.551 0.410  -0.583 0.268  -0.583 0.120  -0.535 -0.015  -0.434 -0.114  -0.296 -0.136  -0.153 -0.098  -0.023 -0.029  0.102 0.049  0.199 0.158  0.289 0.276  0.364 0.403  0.427 0.536  0.493 0.669  0.563 0.799  0.600 0.924  0.512 0.807  0.442 0.677  0.375 0.545  0.310 0.412  0.258 0.273  0.206 0.135  0.153 -0.003  0.099 -0.141  0.045 -0.279  -0.012 -0.415  -0.078 -0.548  -0.144 -0.680  -0.191 -0.818  -0.215 -0.964  -0.238 -1.111  -0.253 -1.258  -0.265 -1.405  -0.263 -1.551  -0.227 -1.695  -0.160 -1.823  -0.052 -1.917  0.088 -1.958  0.236 -1.958
1c#val#gresai71/q  0.154 1.385  -0.044 1.405  -0.243 1.398  -0.439 1.358  -0.625 1.287  -0.773 1.154  -0.885 0.989  -1.012 0.834  -1.096 0.654  -1.152 0.467  -1.129 0.269  -1.105 0.070  -1.033 -0.114  -0.885 -0.222  -0.694 -0.280  -0.497 -0.309  -0.298 -0.321  -0.099 -0.333  0.096 -0.291  0.272 -0.200  0.308 -0.014  0.324 0.186  0.339 0.385  0.355 0.584  0.370 0.783  0.386 0.982  0.398 1.055  0.403 0.855  0.413 0.655  0.422 0.456  0.422 0.256  0.422 0.056  0.423 -0.143  0.426 -0.343  0.428 -0.543  0.424 -0.742  0.428 -0.942  0.444 -1.141  0.471 -1.336  0.374 -1.295  0.208 -1.184  0.042 -1.073  -0.125 -0.962  -0.110 -0.897  0.089 -0.877  0.286 -0.846  0.483 -0.814  0.680 -0.780  0.878 -0.762  1.078 -0.760
1c#val#gresai71/q  -0.223 1.310  -0.405 1.298  -0.587 1.281  -0.750 1.208  -0.893 1.099  -0.993 0.949  -1.063 0.781  -1.106 0.605  -1.081 0.429  -1.014 0.260  -0.928 0.102  -0.787 -0.014  -0.624 -0.093  -0.445 -0.117  -0.265 -0.115  -0.105 -0.036  0.015 0.099  0.109 0.255  0.176 0.424  0.229 0.598  0.241 0.775  0.181 0.946  0.051 1.067  0.026 1.047  0.176 0.942  0.325 0.838  0.408 0.699  0.406 0.517  0.401 0.335  0.396 0.152  0.395 -0.030  0.393 -0.212  0.391 -0.394  0.391 -0.577  0.396 -0.759  0.407 -0.941  0.421 -1.122  0.458 -1.300  0.476 -1.451  0.344 -1.325  0.213 -1.198  0.082 -1.071  -0.048 -0.944  -0.002 -0.901  0.180 -0.901  0.362 -0.907  0.544 -0.911  0.727 -0.907  0.908 -0.896  1.091 -0.895
1c#val#gresai71/q  -0.128 1.471  -0.331 1.415  -0.528 1.341  -0.714 1.244  -0.878 1.112  -1.027 0.965  -1.155 0.799  -1.208 0.595  -1.194 0.388  -1.158 0.181  -1.040 0.011  -0.888 -0.128  -0.694 -0.211  -0.489 -0.235  -0.278 -0.232  -0.069 -0.210  0.105 -0.116  0.184 0.070  0.217 0.278  0.250 0.486  0.282 0.695  0.315 0.903  0.347 1.111  0.362 1.090  0.368 0.879  0.381 0.669  0.378 0.459  0.371 0.248  0.357 0.038  0.339 -0.172  0.321 -0.382  0.300 -0.592  0.276 -0.801  0.266 -1.011  0.282 -1.221  0.287 -1.288  0.122 -1.157  -0.043 -1.026  -0.208 -0.895  -0.374 -0.764  -0.310 -0.681  -0.106 -0.629  0.103 -0.609  0.313 -0.588  0.523 -0.574  0.734 -0.564  0.944 -0.570  1.154 -0.583  1.365 -0.592  1.574 -0.616
1c#val#gresai71/q  0.307 1.221  0.121 1.262  -0.070 1.272  -0.260 1.270  -0.449 1.241  -0.636 1.203  -0.801 1.116  -0.933 0.978  -1.022 0.813  -1.060 0.627  -1.043 0.441  -0.978 0.261  -0.850 0.128  -0.695 0.019  -0.508 -0.022  -0.320 -0.043  -0.129 -0.035  0.056 0.010  0.235 0.076  0.305 0.231  0.328 0.420  0.351 0.610  0.374 0.799  0.398 0.989  0.411 1.074  0.396 0.884  0.401 0.693  0.406 0.502  0.392 0.312  0.366 0.123  0.341 -0.067  0.316 -0.256  0.297 -0.446  0.288 -0.637  0.278 -0.828  0.276 -1.019  0.273 -1.209  0.287 -1.399  0.241 -1.439  0.096 -1.314  -0.048 -1.189  -0.193 -1.064  -0.337 -0.939  -0.173 -0.941  0.018 -0.950  0.209 -0.955  0.400 -0.959  0.591 -0.964  0.782 -0.964  0.969 -0.935
1c#val#gresai71/q  0.151 1.137  -0.012 1.214  -0.184 1.260  -0.365 1.254  -0.544 1.229  -0.712 1.169  -0.860 1.064  -0.961 0.915  -1.047 0.758  -1.081 0.580  -1.035 0.411  -0.960 0.247  -0.835 0.117  -0.698 0.000  -0.534 -0.076  -0.361 -0.113  -0.182 -0.107  -0.008 -0.055  0.141 0.046  0.275 0.167  0.301 0.338  0.304 0.519  0.308 0.701  0.312 0.882  0.315 1.063  0.296 0.995  0.266 0.816  0.246 0.636  0.229 0.456  0.219 0.275  0.215 0.094  0.226 -0.086  0.236 -0.267  0.250 -0.448  0.264 -0.628  0.286 -0.808  0.311 -0.987  0.324 -1.168  0.325 -1.349  0.302 -1.528  0.212 -1.430  0.126 -1.271  0.039 -1.112  0.018 -0.996  0.198 -1.015  0.379 -1.022  0.560 -1.021  0.737 -0.986  0.915 -0.951  1.093 -0.918
1c#val#gresai71/q  -0.016 1.220  -0.207 1.226  -0.396 1.205  -0.583 1.167  -0.752 1.085  -0.904 0.972  -1.021 0.821  -1.080 0.645  -1.096 0.455  -1.079 0.269  -0.981 0.106  -0.823 -0.002  -0.665 -0.109  -0.477 -0.136  -0.288 -0.139  -0.102 -0.105  0.073 -0.028  0.226 0.083  0.353 0.222  0.431 0.392  0.424 0.583  0.416 0.774  0.408 0.964  0.401 1.155  0.372 1.247  0.309 1.069  0.281 0.881  0.271 0.690  0.249 0.500  0.228 0.311  0.207 0.121  0.203 -0.069  0.209 -0.260  0.215 -0.451  0.221 -0.641  0.234 -0.832  0.252 -1.022  0.241 -1.212  0.221 -1.402  0.182 -1.523  0.090 -1.356  -0.003 -1.189  -0.095 -1.022  -0.021 -0.963  0.170 -0.977  0.360 -0.974  0.551 -0.968  0.741 -0.950  0.931 -0.931  1.120 -0.904
1c#val#gresai71/q  0.109 1.173  -0.065 1.275  -0.259 1.331  -0.459 1.329  -0.634 1.243  -0.774 1.097  -0.879 0.923  -0.964 0.739  -1.006 0.544  -0.996 0.346  -0.869 0.187  -0.730 0.043  -0.553 -0.055  -0.353 -0.084  -0.154 -0.064  0.040 -0.006  0.226 0.076  0.359 0.212  0.350 0.414  0.340 0.617  0.331 0.820  0.321 1.023  0.312 1.226  0.289 1.230  0.253 1.030  0.217 0.830  0.217 0.627  0.216 0.424  0.212 0.221  0.217 0.018  0.226 -0.185  0.240 -0.387  0.256 -0.590  0.266 -0.793  0.275 -0.995  0.271 -1.198  0.270 -1.401  0.216 -1.441  0.060 -1.310  -0.095 -1.180  -0.250 -1.049  -0.405 -0.918  -0.289 -0.919  -0.087 -0.934  0.116 -0.941  0.319 -0.939  0.522 -0.937  0.725 -0.929  0.925 -0.896  1.121 -0.845
1c#val#gresai71/q  0.256 1.123  0.103 1.233  -0.075 1.294  -0.263 1.302  -0.440 1.249  -0.586 1.133  -0.753 1.045  -0.891 0.917  -1.022 0.782  -1.128 0.625  -1.136 0.445  -1.110 0.259  -0.969 0.133  -0.808 0.040  -0.631 -0.026  -0.445 -0.034  -0.256 -0.024  -0.077 0.037  0.088 0.122  0.223 0.253  0.346 0.396  0.402 0.567  0.374 0.750  0.370 0.936  0.367 1.030  0.321 0.846  0.269 0.665  0.216 0.483  0.190 0.297  0.178 0.109  0.177 -0.080  0.180 -0.269  0.203 -0.456  0.230 -0.643  0.258 -0.830  0.283 -1.018  0.298 -1.206  0.319 -1.394  0.253 -1.451  0.148 -1.294  0.044 -1.137  -0.061 -0.979  -0.081 -0.885  0.100 -0.939  0.289 -0.949  0.477 -0.948  0.664 -0.918  0.851 -0.894  1.039 -0.877  1.217 -0.822
1c#val#gresai71/q  0.132 1.247  -0.029 1.337  -0.200 1.408  -0.380 1.421  -0.546 1.346  -0.657 1.198  -0.783 1.064  -0.908 0.930  -0.996 0.767  -1.059 0.594  -1.075 0.415  -1.028 0.238  -0.885 0.121  -0.721 0.049  -0.540 0.012  -0.359 -0.025  -0.178 0.010  0.000 0.058  0.172 0.126  0.316 0.237  0.417 0.388  0.471 0.561  0.447 0.740  0.358 0.902  0.449 0.967  0.421 0.784  0.394 0.601  0.371 0.418  0.348 0.234  0.334 0.050  0.320 -0.134  0.309 -0.319  0.304 -0.504  0.298 -0.689  0.296 -0.873  0.293 -1.058  0.296 -1.243  0.294 -1.428  0.273 -1.485  0.157 -1.342  0.040 -1.199  -0.077 -1.056  -0.194 -0.913  -0.109 -0.871  0.076 -0.878  0.260 -0.878  0.444 -0.860  0.627 -0.837  0.812 -0.823  0.996 -0.808
1c#val#gresai71/q  0.325 1.118  0.158 1.215  -0.017 1.296  -0.207 1.309  -0.397 1.274  -0.576 1.202  -0.698 1.057  -0.791 0.889  -0.845 0.705  -0.830 0.524  -0.742 0.352  -0.627 0.204  -0.467 0.096  -0.282 0.050  -0.091 0.042  0.043 0.123  0.068 0.314  0.093 0.506  0.119 0.697  0.144 0.888  0.170 1.079  0.195 1.271  0.191 1.138  0.181 0.945  0.171 0.752  0.175 0.559  0.179 0.366  0.179 0.173  0.172 -0.019  0.164 -0.212  0.156 -0.405  0.148 -0.598  0.132 -0.790  0.116 -0.982  0.098 -1.175  0.080 -1.367  0.051 -1.557  -0.021 -1.550  -0.112 -1.380  -0.203 -1.210  -0.295 -1.040  -0.359 -0.887  -0.166 -0.892  0.027 -0.900  0.219 -0.908  0.412 -0.899  0.605 -0.888  0.797 -0.868  0.986 -0.838  1.170 -0.778
1c#val#gresai71/q  0.248 1.193  0.058 1.261  -0.145 1.271  -0.348 1.258  -0.546 1.210  -0.726 1.118  -0.873 0.983  -0.991 0.816  -1.048 0.627  -1.029 0.426  -0.959 0.242  -0.817 0.096  -0.675 -0.051  -0.490 -0.125  -0.293 -0.178  -0.090 -0.191  0.110 -0.158  0.177 0.005  0.200 0.207  0.222 0.410  0.245 0.613  0.267 0.815  0.290 1.018  0.313 1.220  0.326 1.232  0.330 1.028  0.333 0.824  0.336 0.621  0.334 0.417  0.331 0.213  0.321 0.009  0.306 -0.194  0.296 -0.397  0.290 -0.601  0.304 -0.804  0.330 -1.007  0.357 -1.209  0.378 -1.411  0.359 -1.529  0.209 -1.391  0.060 -1.253  -0.090 -1.115  -0.240 -0.977  -0.313 -0.879  -0.114 -0.925  0.086 -0.960  0.290 -0.969  0.493 -0.966  0.695 -0.943  0.894 -0.899
1c#val#gresai71/q  0.188 1.398  -0.013 1.443  -0.211 1.394  -0.401 1.315  -0.563 1.198  -0.694 1.040  -0.786 0.856  -0.869 0.669  -0.912 0.468  -0.882 0.276  -0.774 0.105  -0.627 -0.039  -0.451 -0.144  -0.252 -0.167  -0.050 -0.134  0.026 0.040  0.079 0.239  0.131 0.438  0.184 0.636  0.236 0.835  0.289 1.034  0.341 1.233  0.367 1.292  0.343 1.088  0.312 0.885  0.279 0.682  0.240 0.480  0.177 0.285  0.121 0.087  0.087 -0.115  0.066 -0.319  0.058 -0.525  0.057 -0.730  0.066 -0.935  0.096 -1.138  0.136 -1.340  0.165 -1.497  0.034 -1.339  -0.098 -1.181  -0.229 -1.023  -0.361 -0.865  -0.358 -0.785  -0.156 -0.822  0.047 -0.857  0.250 -0.887  0.454 -0.910  0.658 -0.934  0.863 -0.929  1.068 -0.912  1.272 -0.887
1c#val#gresai71/q  0.390 1.291  0.207 1.365  0.006 1.365  -0.190 1.328  -0.368 1.244  -0.527 1.120  -0.651 0.962  -0.759 0.796  -0.811 0.601  -0.859 0.407  -0.821 0.210  -0.727 0.040  -0.590 -0.107  -0.415 -0.205  -0.224 -0.263  -0.068 -0.196  -0.024 -0.000  0.020 0.196  0.064 0.392  0.109 0.588  0.153 0.784  0.197 0.980  0.241 1.177  0.279 1.299  0.283 1.098  0.268 0.898  0.251 0.698  0.234 0.497  0.185 0.303  0.132 0.109  0.090 -0.088  0.064 -0.287  0.044 -0.487  0.021 -0.687  0.002 -0.887  -0.010 -1.087  -0.005 -1.287  0.019 -1.487  0.006 -1.552  -0.056 -1.361  -0.118 -1.170  -0.181 -0.979  -0.175 -0.843  0.025 -0.862  0.225 -0.885  0.422 -0.923  0.619 -0.963  0.816 -1.006  1.009 -1.059  1.199 -1.075
2#tos#f2#f2068065/q  0.491 1.131  0.364 1.097  0.234 1.071  0.088 1.131  -0.073 1.131  -0.206 1.066  -0.329 0.993  -0.438 0.942  -0.526 0.864  -0.618 0.753  -0.778 0.753  -0.834 0.648  -0.897 0.514  -0.897 0.354  -0.897 0.194  -0.857 0.043  -0.834 -0.112  -0.708 -0.146  -0.657 -0.256  -0.497 -0.256  -0.337 -0.256  -0.177 -0.256  -0.029 -0.201  0.118 -0.177  0.168 -0.025  0.175 0.134  0.208 0.281  0.238 0.429  0.301 0.574  0.364 0.671  0.380 0.816  0.427 0.703  0.427 0.543  0.427 0.382  0.427 0.222  0.427 0.062  0.427 -0.098  0.396 -0.255  0.364 -0.411  0.364 -0.572  0.364 -0.732  0.364 -0.892  0.364 -1.052  0.364 -1.213  0.364 -1.373  0.364 -1.533  0.364 -1.694  0.364 -1.854  0.427 -1.988  0.427 -2.148
1c#apa#apa02#app0241/q  0.247 0.883  0.325 0.969  0.325 1.134  0.247 1.220  0.169 1.306  0.049 1.351  -0.101 1.315  -0.240 1.254  -0.379 1.195  -0.459 1.107  -0.533 0.960  -0.610 0.828  -0.610 0.664  -0.610 0.500  -0.554 0.359  -0.476 0.260  -0.312 0.260  -0.148 0.260  0.017 0.260  0.099 0.346  0.216 0.462  0.325 0.536  0.403 0.668  0.376 0.805  0.325 0.692  0.239 0.564  0.140 0.435  0.091 0.283  0.075 0.120  0.036 -0.039  -0.019 -0.193  -0.065 -0.346  -0.065 -0.511  -0.065 -0.675  -0.138 -0.822  -0.143 -0.985  -0.143 -1.149  -0.143 -1.313  -0.143 -1.477  -0.120 -1.632  -0.065 -1.758  0.024 -1.676  0.091 -1.540  0.202 -1.421  0.263 -1.282  0.325 -1.144  0.330 -0.982  0.403 -0.848  0.403 -0.683  0.403 -0.519
3#apa#apa03#app0357/q  0.766 0.576  0.722 0.697  0.645 0.784  0.523 0.827  0.471 0.939  0.335 1.007  0.192 1.060  0.028 1.060  -0.137 1.060  -0.301 1.060  -0.424 0.960  -0.566 0.926  -0.606 0.778  -0.723 0.662  -0.809 0.533  -0.870 0.394  -0.930 0.254  -0.928 0.092  -0.776 0.059  -0.649 -0.030  -0.484 -0.030  -0.320 -0.030  -0.155 -0.030  0.009 -0.030  0.134 0.065  0.286 0.096  0.402 0.212  0.445 0.334  0.523 0.420  0.523 0.584  0.523 0.645  0.456 0.508  0.340 0.392  0.281 0.252  0.281 0.087  0.281 -0.077  0.281 -0.241  0.186 -0.367  0.160 -0.520  0.160 -0.685  0.160 -0.849  0.149 -1.009  0.039 -1.128  0.023 -1.290  -0.029 -1.446  -0.081 -1.602  -0.082 -1.766  -0.082 -1.930  -0.172 -2.057  -0.203 -2.209
3#apa#apa03#app0357/q  0.586 0.481  0.478 0.526  0.478 0.679  0.370 0.724  0.318 0.856  0.262 0.986  0.143 1.021  -0.010 1.021  -0.163 1.021  -0.305 0.994  -0.424 0.913  -0.553 0.853  -0.662 0.745  -0.770 0.637  -0.878 0.529  -1.011 0.481  -1.034 0.350  -1.034 0.197  -0.921 0.157  -0.768 0.157  -0.615 0.157  -0.462 0.157  -0.308 0.157  -0.160 0.167  -0.047 0.265  0.106 0.265  0.229 0.339  0.368 0.373  0.478 0.416  0.566 0.481  0.668 0.481  0.586 0.410  0.580 0.259  0.478 0.148  0.478 -0.005  0.434 -0.148  0.370 -0.286  0.370 -0.439  0.370 -0.592  0.370 -0.745  0.333 -0.890  0.264 -1.027  0.196 -1.164  0.154 -1.307  0.154 -1.460  0.135 -1.609  0.066 -1.746  -0.030 -1.863  -0.062 -2.003  -0.170 -2.111
3#apa#apa03#app0357/q  0.367 0.304  0.367 0.471  0.367 0.639  0.276 0.715  0.230 0.837  0.078 0.852  -0.090 0.852  -0.257 0.852  -0.424 0.852  -0.592 0.852  -0.622 0.715  -0.790 0.715  -0.867 0.625  -0.987 0.578  -1.111 0.472  -1.141 0.317  -1.278 0.287  -1.245 0.133  -1.120 0.030  -0.953 0.030  -0.785 0.030  -0.618 0.030  -0.451 0.032  -0.301 0.107  -0.148 0.167  0.020 0.167  0.187 0.167  0.318 0.255  0.465 0.304  0.632 0.304  0.793 0.320  0.912 0.438  1.052 0.415  0.996 0.304  0.876 0.227  0.801 0.077  0.778 -0.085  0.713 -0.237  0.641 -0.388  0.615 -0.544  0.497 -0.663  0.378 -0.781  0.360 -0.942  0.286 -1.092  0.230 -1.246  0.178 -1.392  0.092 -1.524  0.092 -1.692  0.092 -1.859  0.092 -2.026
3#apa#apa03#app0357/q  0.621 0.380  0.602 0.535  0.439 0.562  0.316 0.685  0.158 0.703  0.124 0.844  -0.050 0.844  -0.224 0.844  -0.398 0.844  -0.573 0.844  -0.708 0.751  -0.857 0.689  -0.924 0.582  -1.050 0.535  -1.079 0.389  -1.196 0.263  -1.233 0.104  -1.092 0.071  -0.918 0.071  -0.744 0.071  -0.570 0.071  -0.396 0.071  -0.222 0.071  -0.059 0.117  0.097 0.195  0.233 0.301  0.374 0.380  0.548 0.380  0.693 0.452  0.832 0.535  0.930 0.611  0.930 0.593  0.849 0.453  0.776 0.309  0.712 0.162  0.621 0.025  0.575 -0.130  0.467 -0.259  0.438 -0.421  0.315 -0.544  0.301 -0.713  0.178 -0.836  0.158 -1.002  0.158 -1.176  0.136 -1.341  0.013 -1.464  0.003 -1.634  -0.014 -1.801  -0.138 -1.924  -0.151 -2.092
3#apa#apa03#app0357/q  0.619 0.533  0.619 0.686  0.549 0.770  0.501 0.874  0.402 0.987  0.257 1.006  0.104 1.006  -0.049 1.006  -0.203 1.006  -0.348 0.986  -0.460 0.888  -0.599 0.853  -0.718 0.770  -0.801 0.700  -0.801 0.547  -0.801 0.393  -0.745 0.296  -0.601 0.256  -0.464 0.187  -0.313 0.178  -0.160 0.178  -0.031 0.237  0.097 0.296  0.251 0.296  0.363 0.395  0.501 0.422  0.543 0.533  0.619 0.610  0.619 0.539  0.501 0.504  0.501 0.351  0.501 0.198  0.407 0.084  0.382 -0.059  0.382 -0.213  0.382 -0.366  0.308 -0.488  0.264 -0.623  0.175 -0.740  0.096 -0.869  0.027 -1.006  -0.081 -1.114  -0.091 -1.264  -0.147 -1.361  -0.209 -1.452  -0.298 -1.568  -0.407 -1.677  -0.515 -1.785  -0.564 -1.918  -0.564 -2.071
2#apb#apb17#app1719/q  0.287 1.006  0.257 1.170  0.152 1.301  -0.016 1.326  -0.187 1.338  -0.337 1.255  -0.452 1.134  -0.510 0.971  -0.520 0.803  -0.436 0.662  -0.273 0.654  -0.113 0.715  0.020 0.826  0.156 0.931  0.287 1.042  0.398 1.174  0.426 1.165  0.327 1.025  0.248 0.873  0.186 0.713  0.119 0.553  0.052 0.394  -0.016 0.236  -0.085 0.078  -0.144 -0.084  -0.197 -0.248  -0.246 -0.413  -0.272 -0.583  -0.298 -0.754  -0.324 -0.924  -0.349 -1.095  -0.313 -1.261  -0.222 -1.402  -0.090 -1.507  0.075 -1.557  0.242 -1.521  0.394 -1.443  0.501 -1.317  0.563 -1.157  0.582 -0.986  0.574 -0.816  0.538 -0.647  0.442 -0.511  0.302 -0.421  0.134 -0.382  -0.036 -0.393  -0.206 -0.420  -0.374 -0.457  -0.542 -0.498  -0.707 -0.549
2#tos#f2#f2014061/q  0.662 0.643  0.596 0.499  0.477 0.547  0.295 0.643  0.217 0.775  0.006 0.775  -0.204 0.775  -0.415 0.775  -0.625 0.775  -0.836 0.775  -0.919 0.648  -1.059 0.577  -1.183 0.452  -1.234 0.263  -1.249 0.059  -1.249 -0.152  -1.174 -0.316  -1.107 -0.487  -0.956 -0.602  -0.809 -0.719  -0.607 -0.740  -0.396 -0.740  -0.188 -0.734  -0.129 -0.549  0.010 -0.477  0.155 -0.411  0.299 -0.345  0.379 -0.174  0.435 0.029  0.490 0.232  0.545 0.435  0.601 0.638  0.656 0.841  0.711 1.044  0.580 1.104  0.464 1.010  0.464 0.799  0.464 0.589  0.464 0.378  0.464 0.168  0.464 -0.043  0.464 -0.253  0.464 -0.464  0.464 -0.674  0.464 -0.885  0.464 -1.095  0.464 -1.306  0.522 -1.507  0.530 -1.716  0.596 -1.860
1c#tos#t3#t3067063/q  0.500 0.760  0.406 0.885  0.544 1.035  0.593 1.242  0.593 1.460  0.394 1.507  0.195 1.424  0.022 1.309  -0.152 1.181  -0.306 1.027  -0.435 0.852  -0.493 0.660  -0.574 0.491  -0.574 0.273  -0.429 0.199  -0.229 0.278  -0.059 0.410  0.126 0.497  0.220 0.622  0.148 0.630  -0.009 0.516  -0.154 0.410  -0.247 0.230  -0.347 0.053  -0.426 -0.144  -0.434 -0.361  -0.434 -0.580  -0.449 -0.790  -0.636 -0.902  -0.668 -1.103  -0.668 -1.322  -0.662 -1.539  -0.514 -1.668  -0.296 -1.668  -0.124 -1.622  -0.014 -1.513  0.060 -1.314  0.196 -1.144  0.266 -0.944  0.313 -0.772  0.313 -0.553  0.351 -0.341  0.360 -0.124  0.360 0.095  0.199 0.153  0.225 0.106  0.424 0.059  0.623 0.013  0.842 0.013  1.060 0.013
2#ibm#ibm0#r0211/q  0.564 1.031  0.564 1.177  0.485 1.244  0.373 1.328  0.236 1.351  0.104 1.317  -0.012 1.244  -0.158 1.244  -0.189 1.123  -0.254 0.992  -0.288 0.854  -0.288 0.708  -0.257 0.574  -0.142 0.499  0.004 0.499  0.138 0.552  0.263 0.624  0.351 0.734  0.351 0.880  0.351 1.026  0.351 0.890  0.351 0.744  0.351 0.598  0.351 0.451  0.324 0.310  0.277 0.171  0.231 0.032  0.185 -0.106  0.139 -0.245  0.092 -0.384  0.046 -0.522  -0.013 -0.656  -0.081 -0.785  -0.181 -0.889  -0.181 -1.036  -0.181 -1.182  -0.198 -1.099  -0.288 -1.155  -0.288 -1.109  -0.288 -1.176  -0.288 -1.167  -0.288 -1.100  -0.288 -1.163  -0.288 -1.180  -0.288 -1.113  -0.288 -1.151  -0.288 -1.192  -0.394 -1.232  -0.394 -1.245  -0.394 -1.312
2#ibm#ibm0#r0211/q  0.107 0.642  0.230 0.675  0.230 0.831  0.328 0.888  0.353 1.019  0.312 1.134  0.156 1.134  0.001 1.134  -0.150 1.122  -0.260 1.012  -0.370 0.902  -0.480 0.792  -0.590 0.682  -0.700 0.572  -0.753 0.438  -0.753 0.282  -0.649 0.170  -0.501 0.151  -0.345 0.151  -0.190 0.151  -0.065 0.225  0.062 0.312  0.201 0.382  0.230 0.519  0.340 0.629  0.353 0.780  0.306 0.888  0.230 0.808  0.230 0.652  0.230 0.497  0.230 0.341  0.202 0.190  0.153 0.042  0.107 -0.106  0.107 -0.262  0.107 -0.417  0.107 -0.573  0.073 -0.724  0.035 -0.875  -0.003 -1.026  -0.016 -1.180  -0.010 -1.335  0.060 -1.474  0.107 -1.618  0.107 -1.774  0.107 -1.700  0.107 -1.790  0.107 -1.749  0.107 -1.725  0.107 -1.815
2#ibm#ibm0#r0211/q  0.331 0.768  0.425 0.885  0.453 1.007  0.378 1.138  0.278 1.205  0.134 1.164  -0.011 1.123  -0.155 1.081  -0.282 1.005  -0.402 0.915  -0.508 0.815  -0.556 0.672  -0.629 0.544  -0.725 0.429  -0.751 0.295  -0.732 0.146  -0.670 0.015  -0.574 -0.100  -0.439 -0.138  -0.289 -0.138  -0.167 -0.070  -0.048 0.021  0.069 0.115  0.184 0.212  0.271 0.332  0.345 0.462  0.381 0.605  0.400 0.754  0.401 0.858  0.369 0.711  0.336 0.564  0.310 0.417  0.293 0.268  0.293 0.118  0.284 -0.031  0.252 -0.178  0.220 -0.325  0.188 -0.471  0.156 -0.618  0.124 -0.765  0.099 -0.912  0.084 -1.062  0.069 -1.211  0.044 -1.359  0.018 -1.507  -0.008 -1.655  -0.034 -1.803  -0.054 -1.951  -0.069 -2.101  -0.084 -2.250
3#app#app18#app1824/q  -0.114 0.974  -0.196 1.142  -0.445 1.142  -0.671 1.087  -0.848 0.911  -0.951 0.705  -1.119 0.623  -1.119 0.374  -1.107 0.137  -0.951 0.043  -0.784 -0.039  -0.694 -0.198  -0.445 -0.198  -0.281 -0.112  -0.114 -0.031  -0.032 0.137  0.053 0.300  0.053 0.394  0.053 0.464  0.053 0.713  0.053 0.962  0.053 1.211  -0.098 1.309  -0.114 1.076  0.033 0.974  0.053 0.746  0.053 0.496  0.094 0.264  0.221 0.067  0.114 -0.138  0.053 -0.362  0.053 -0.611  0.053 -0.860  0.053 -1.109  0.163 -1.313  0.221 -1.538  0.401 -1.706  0.650 -1.706  0.732 -1.538  0.891 -1.448  0.891 -1.199  0.891 -0.950  0.891 -0.701  0.891 -0.452  0.728 -0.366  0.669 -0.143  0.556 0.059  0.384 0.137  0.135 0.137  -0.114 0.137
2#tos#f2#f2044065/q  0.634 0.649  0.508 0.759  0.462 0.910  0.318 0.996  0.230 1.143  0.074 1.178  -0.097 1.183  -0.270 1.183  -0.414 1.111  -0.565 1.047  -0.672 0.912  -0.715 0.748  -0.762 0.586  -0.778 0.417  -0.778 0.244  -0.778 0.071  -0.778 -0.102  -0.778 -0.274  -0.638 -0.355  -0.504 -0.418  -0.331 -0.418  -0.158 -0.418  -0.018 -0.335  0.098 -0.238  0.155 -0.093  0.248 0.044  0.303 0.204  0.347 0.370  0.383 0.536  0.383 0.709  0.351 0.851  0.351 0.840  0.320 0.680  0.320 0.507  0.320 0.334  0.320 0.161  0.309 -0.011  0.280 -0.181  0.257 -0.352  0.247 -0.523  0.205 -0.691  0.195 -0.862  0.195 -1.035  0.195 -1.208  0.181 -1.380  0.163 -1.551  0.163 -1.724  0.163 -1.897  0.163 -2.070  0.195 -2.238
2#kai#kai1#jjlee4/q  0.456 1.396  0.303 1.531  0.085 1.483  -0.129 1.412  -0.318 1.291  -0.457 1.116  -0.610 0.951  -0.740 0.766  -0.845 0.569  -0.902 0.353  -0.858 0.134  -0.646 0.102  -0.435 0.181  -0.226 0.263  -0.045 0.397  0.126 0.542  0.271 0.711  0.426 0.875  0.551 1.063  0.507 0.998  0.388 0.806  0.287 0.604  0.186 0.402  0.070 0.209  -0.020 0.003  -0.120 -0.197  -0.232 -0.392  -0.316 -0.601  -0.405 -0.809  -0.485 -1.020  -0.556 -1.234  -0.585 -1.455  -0.499 -1.620  -0.282 -1.616  -0.081 -1.521  0.128 -1.438  0.300 -1.295  0.459 -1.135  0.601 -0.960  0.690 -0.755  0.702 -0.538  0.562 -0.379  0.360 -0.279  0.134 -0.279  -0.091 -0.279  0.050 -0.263  0.257 -0.174  0.459 -0.073  0.661 0.028  0.863 0.129
