2#app#app11#app1169/E  0.377 1.098  0.544 1.098  0.711 1.098  0.584 1.098  0.417 1.098  0.250 1.098  0.082 1.098  -0.085 1.098  -0.206 0.987  -0.370 0.980  -0.512 0.918  -0.656 0.862  -0.783 0.765  -0.901 0.647  -0.922 0.488  -0.922 0.321  -0.922 0.154  -0.804 0.105  -0.804 -0.062  -0.804 -0.230  -0.804 -0.397  -0.804 -0.564  -0.804 -0.731  -0.729 -0.867  -0.686 -1.017  -0.568 -1.066  -0.481 -1.146  -0.314 -1.146  -0.147 -1.146  0.020 -1.146  0.139 -1.030  0.306 -1.028  0.473 -1.028  0.522 -0.910  0.689 -0.910  0.744 -0.785  0.760 -0.619  0.777 -0.453  0.794 -0.286  0.810 -0.120  0.827 0.046  0.843 0.213  0.849 0.380  0.810 0.271  0.643 0.271  0.516 0.174  0.357 0.153  0.210 0.104  0.072 0.035  -0.096 0.035
1b#val#yannis45/E  -1.093 0.339  -0.999 0.085  -0.962 -0.184  -0.969 -0.456  -0.954 -0.727  -0.730 -0.805  -0.457 -0.816  -0.185 -0.817  0.087 -0.818  0.359 -0.832  0.631 -0.845  0.902 -0.873  1.172 -0.907  1.442 -0.943  1.572 -0.944  1.319 -0.844  1.066 -0.743  0.812 -0.643  0.559 -0.543  0.306 -0.443  0.053 -0.343  -0.201 -0.243  -0.454 -0.143  -0.707 -0.043  -0.960 0.057  -1.116 0.135  -0.844 0.126  -0.572 0.120  -0.299 0.122  -0.027 0.125  0.245 0.125  0.518 0.129  0.790 0.139  0.818 0.206  0.562 0.299  0.306 0.393  0.051 0.486  -0.205 0.579  -0.461 0.673  -0.717 0.766  -0.973 0.859  -1.046 0.908  -0.776 0.881  -0.503 0.885  -0.231 0.887  0.041 0.887  0.313 0.898  0.585 0.913  0.855 0.945  1.078 0.987
1b#val#yannis45/E  -1.185 0.574  -1.032 0.349  -0.973 0.085  -0.973 -0.187  -1.017 -0.455  -1.016 -0.724  -0.819 -0.819  -0.547 -0.811  -0.275 -0.806  -0.003 -0.813  0.268 -0.833  0.539 -0.861  0.807 -0.900  1.074 -0.954  1.341 -1.005  1.490 -1.020  1.243 -0.907  0.996 -0.793  0.749 -0.679  0.502 -0.565  0.255 -0.451  0.008 -0.337  -0.239 -0.223  -0.486 -0.109  -0.733 0.004  -0.827 0.097  -0.556 0.121  -0.284 0.129  -0.012 0.133  0.260 0.133  0.532 0.134  0.804 0.143  0.885 0.160  0.628 0.248  0.370 0.335  0.113 0.423  -0.145 0.511  -0.402 0.598  -0.660 0.686  -0.917 0.773  -1.175 0.861  -0.926 0.892  -0.654 0.885  -0.383 0.875  -0.111 0.860  0.161 0.853  0.433 0.847  0.705 0.843  0.977 0.841  1.209 0.858
1b#val#yannis45/E  -1.148 0.308  -1.121 0.040  -1.100 -0.228  -1.089 -0.497  -1.110 -0.765  -0.908 -0.771  -0.648 -0.702  -0.382 -0.668  -0.113 -0.644  0.156 -0.650  0.425 -0.658  0.693 -0.686  0.960 -0.718  1.227 -0.751  1.496 -0.769  1.554 -0.776  1.296 -0.704  1.039 -0.623  0.782 -0.543  0.525 -0.462  0.268 -0.381  0.011 -0.301  -0.246 -0.220  -0.503 -0.139  -0.760 -0.059  -1.017 0.022  -0.881 0.053  -0.612 0.047  -0.343 0.042  -0.073 0.042  0.196 0.042  0.465 0.043  0.587 0.085  0.339 0.191  0.091 0.297  -0.156 0.403  -0.404 0.509  -0.651 0.615  -0.899 0.721  -1.147 0.827  -0.881 0.827  -0.612 0.832  -0.342 0.834  -0.073 0.834  0.196 0.835  0.465 0.838  0.735 0.841  1.004 0.841  1.273 0.847  1.440 0.900
1b#val#yannis45/E  -1.147 0.203  -1.026 -0.013  -0.964 -0.251  -0.952 -0.499  -0.928 -0.745  -0.687 -0.746  -0.439 -0.749  -0.192 -0.757  0.056 -0.769  0.304 -0.778  0.552 -0.785  0.800 -0.790  1.047 -0.794  1.295 -0.802  1.543 -0.795  1.313 -0.774  1.079 -0.694  0.844 -0.613  0.609 -0.533  0.375 -0.453  0.140 -0.372  -0.094 -0.292  -0.329 -0.211  -0.563 -0.131  -0.640 -0.068  -0.394 -0.039  -0.146 -0.028  0.101 -0.028  0.348 -0.002  0.441 0.063  0.212 0.157  -0.018 0.250  -0.248 0.343  -0.477 0.437  -0.707 0.530  -0.936 0.624  -1.166 0.717  -1.396 0.811  -1.148 0.797  -0.901 0.787  -0.653 0.778  -0.405 0.779  -0.157 0.787  0.090 0.796  0.338 0.791  0.586 0.779  0.834 0.770  1.081 0.763  1.329 0.776  1.396 0.774
1b#val#yannis45/E  -1.059 0.174  -0.993 -0.070  -0.895 -0.303  -0.831 -0.546  -0.898 -0.789  -0.735 -0.814  -0.484 -0.781  -0.233 -0.748  0.020 -0.732  0.272 -0.724  0.524 -0.753  0.775 -0.782  1.026 -0.815  1.272 -0.873  1.399 -0.900  1.154 -0.837  0.914 -0.756  0.674 -0.676  0.434 -0.596  0.194 -0.516  -0.046 -0.436  -0.286 -0.355  -0.526 -0.275  -0.766 -0.195  -0.850 -0.134  -0.597 -0.139  -0.344 -0.152  -0.092 -0.170  0.161 -0.171  0.414 -0.169  0.667 -0.164  0.806 -0.133  0.598 0.011  0.389 0.155  0.181 0.298  -0.027 0.442  -0.235 0.586  -0.444 0.730  -0.652 0.873  -0.860 1.017  -1.068 1.161  -0.883 1.229  -0.631 1.231  -0.379 1.211  -0.130 1.169  0.120 1.126  0.369 1.084  0.619 1.042  0.868 1.001  1.094 0.964
1b#val#yannis45/E  -0.816 0.476  -0.772 0.251  -0.695 0.035  -0.616 -0.180  -0.576 -0.405  -0.561 -0.632  -0.587 -0.860  -0.597 -1.036  -0.368 -1.029  -0.140 -1.010  0.088 -0.988  0.317 -0.976  0.546 -0.977  0.774 -0.987  1.003 -1.004  0.942 -0.959  0.731 -0.869  0.521 -0.779  0.310 -0.689  0.099 -0.599  -0.112 -0.509  -0.322 -0.419  -0.533 -0.329  -0.744 -0.239  -0.955 -0.150  -0.728 -0.159  -0.499 -0.165  -0.270 -0.171  -0.041 -0.172  0.188 -0.181  0.417 -0.190  0.456 -0.125  0.288 0.030  0.119 0.185  -0.049 0.340  -0.218 0.495  -0.387 0.651  -0.555 0.806  -0.724 0.961  -0.672 1.104  -0.449 1.145  -0.222 1.176  0.006 1.186  0.235 1.183  0.464 1.175  0.693 1.165  0.921 1.145  1.149 1.122  1.376 1.088  1.566 1.071
1b#val#yannis45/E  -1.029 0.532  -1.012 0.292  -0.996 0.052  -0.984 -0.187  -1.049 -0.419  -0.964 -0.631  -0.744 -0.723  -0.511 -0.782  -0.276 -0.835  -0.038 -0.864  0.202 -0.885  0.442 -0.889  0.683 -0.891  0.923 -0.891  1.162 -0.865  1.400 -0.830  1.178 -0.768  0.948 -0.700  0.717 -0.632  0.486 -0.564  0.255 -0.496  0.025 -0.428  -0.206 -0.360  -0.437 -0.292  -0.667 -0.224  -0.856 -0.162  -0.615 -0.157  -0.375 -0.146  -0.135 -0.135  0.106 -0.132  0.346 -0.129  0.586 -0.125  0.454 0.008  0.251 0.136  0.047 0.264  -0.156 0.392  -0.360 0.521  -0.563 0.649  -0.767 0.777  -0.963 0.904  -0.725 0.937  -0.487 0.975  -0.248 1.004  -0.009 1.028  0.230 1.053  0.470 1.074  0.710 1.095  0.949 1.117  1.188 1.142  1.412 1.192
1b#val#yannis45/E  -0.974 -0.367  -1.095 -0.534  -1.157 -0.726  -1.123 -0.904  -0.919 -0.909  -0.714 -0.889  -0.508 -0.870  -0.303 -0.851  -0.097 -0.834  0.108 -0.817  0.314 -0.806  0.520 -0.794  0.725 -0.774  0.931 -0.758  0.767 -0.718  0.567 -0.671  0.366 -0.624  0.165 -0.577  -0.036 -0.529  -0.237 -0.482  -0.438 -0.435  -0.604 -0.387  -0.401 -0.355  -0.196 -0.335  0.009 -0.312  0.215 -0.290  0.421 -0.279  0.626 -0.262  0.684 -0.188  0.515 -0.069  0.346 0.050  0.178 0.169  0.009 0.288  -0.160 0.406  -0.328 0.525  -0.497 0.644  -0.666 0.763  -0.834 0.882  -0.800 0.971  -0.600 1.017  -0.399 1.060  -0.195 1.088  0.010 1.116  0.215 1.139  0.420 1.161  0.625 1.180  0.831 1.197  1.037 1.211  1.243 1.224  1.433 1.254
1b#val#yannis45/E  -1.155 0.508  -1.080 0.270  -1.011 0.031  -0.961 -0.212  -0.929 -0.459  -0.922 -0.707  -0.903 -0.946  -0.675 -0.912  -0.428 -0.882  -0.180 -0.866  0.069 -0.854  0.318 -0.854  0.567 -0.854  0.815 -0.859  1.064 -0.866  1.311 -0.866  1.075 -0.786  0.840 -0.705  0.605 -0.623  0.370 -0.541  0.135 -0.460  -0.100 -0.378  -0.335 -0.297  -0.570 -0.215  -0.770 -0.140  -0.522 -0.149  -0.273 -0.146  -0.024 -0.141  0.224 -0.148  0.473 -0.147  0.720 -0.128  0.658 0.022  0.437 0.137  0.217 0.253  -0.003 0.368  -0.224 0.484  -0.444 0.599  -0.665 0.715  -0.885 0.830  -0.952 0.940  -0.704 0.947  -0.455 0.953  -0.207 0.963  0.042 0.970  0.291 0.976  0.539 0.984  0.788 0.994  1.035 1.018  1.282 1.049  1.501 1.130
1b#val#yannis45/E  -0.790 0.896  -0.775 0.650  -0.753 0.405  -0.734 0.159  -0.741 -0.086  -0.781 -0.329  -0.868 -0.559  -0.975 -0.781  -0.993 -0.995  -0.753 -1.030  -0.507 -1.019  -0.261 -1.018  -0.015 -1.033  0.231 -1.043  0.477 -1.053  0.723 -1.072  0.969 -1.089  1.074 -1.073  0.866 -0.941  0.657 -0.810  0.449 -0.679  0.240 -0.547  0.032 -0.416  -0.177 -0.285  -0.385 -0.153  -0.593 -0.022  -0.802 0.110  -0.631 0.117  -0.385 0.100  -0.140 0.075  0.104 0.041  0.347 0.005  0.589 -0.041  0.832 -0.084  0.664 0.057  0.477 0.218  0.291 0.379  0.105 0.541  -0.081 0.702  -0.268 0.863  -0.454 1.024  -0.568 1.152  -0.323 1.125  -0.077 1.108  0.169 1.095  0.415 1.082  0.661 1.069  0.907 1.055  1.153 1.058  1.399 1.071
3#apb#apb10#app1062/E  1.342 1.125  1.269 1.008  1.192 0.884  1.097 0.775  1.027 0.694  1.050 0.837  1.053 0.983  1.032 1.125  0.897 1.148  0.758 1.105  0.627 1.040  0.503 0.964  0.387 0.874  0.275 0.781  0.169 0.681  0.063 0.580  -0.047 0.483  -0.159 0.389  -0.259 0.284  -0.344 0.166  -0.417 0.040  -0.469 -0.096  -0.448 -0.237  -0.339 -0.318  -0.195 -0.318  -0.054 -0.285  0.080 -0.227  0.211 -0.162  0.321 -0.068  0.293 -0.056  0.163 -0.117  0.026 -0.168  -0.110 -0.223  -0.240 -0.288  -0.365 -0.364  -0.493 -0.434  -0.625 -0.497  -0.756 -0.562  -0.877 -0.645  -0.997 -0.728  -1.110 -0.820  -1.150 -0.936  -1.038 -1.028  -0.905 -1.084  -0.761 -1.106  -0.615 -1.106  -0.471 -1.088  -0.327 -1.066  -0.201 -0.992  -0.062 -0.948
3#ceb#Butsch/E  -0.473 1.030  -0.497 0.771  -0.539 0.514  -0.601 0.260  -0.671 0.010  -0.753 -0.237  -0.841 -0.482  -0.920 -0.730  -0.977 -0.984  -0.960 -1.238  -0.781 -1.411  -0.525 -1.439  -0.273 -1.374  -0.028 -1.284  0.210 -1.180  0.445 -1.067  0.673 -0.942  0.899 -0.811  1.122 -0.676  1.325 -0.516  1.437 -0.289  1.335 -0.057  1.129 0.102  0.886 0.181  0.631 0.232  0.375 0.284  0.120 0.336  -0.135 0.387  -0.391 0.439  -0.646 0.491  -0.902 0.542  -1.139 0.595  -0.893 0.679  -0.643 0.752  -0.392 0.824  -0.140 0.888  0.114 0.947  0.369 0.998  0.627 0.997  0.565 0.785  0.387 0.594  0.210 0.403  0.032 0.212  -0.145 0.022  -0.323 -0.169  -0.134 -0.096  0.105 0.009  0.342 0.116  0.576 0.230  0.805 0.355
2#apa#apa15#app1500/E  -0.730 0.514  -0.890 0.674  -0.920 0.521  -0.920 0.295  -0.920 0.070  -0.920 -0.155  -0.920 -0.381  -0.920 -0.606  -0.826 -0.809  -0.730 -1.012  -0.684 -1.191  -0.458 -1.191  -0.233 -1.191  -0.007 -1.191  0.218 -1.190  0.377 -1.031  0.590 -1.001  0.816 -1.001  1.041 -1.001  1.132 -0.905  1.061 -0.691  0.989 -0.477  0.918 -0.263  0.847 -0.049  0.764 0.157  0.604 0.316  0.445 0.174  0.235 0.135  0.010 0.135  -0.210 0.111  -0.411 0.011  -0.621 -0.054  -0.624 -0.007  -0.418 0.085  -0.212 0.176  -0.006 0.268  0.200 0.359  0.406 0.451  0.612 0.542  0.818 0.634  0.937 0.742  0.777 0.901  0.618 1.060  0.402 1.083  0.176 1.083  -0.049 1.083  -0.269 1.047  -0.482 0.976  -0.696 0.904  -0.920 0.893
2#apa#apa15#app1500/E  -0.961 0.770  -0.961 0.583  -0.961 0.396  -0.961 0.209  -0.961 0.022  -0.961 -0.165  -0.907 -0.339  -0.823 -0.507  -0.760 -0.679  -0.760 -0.866  -0.743 -1.042  -0.576 -1.126  -0.408 -1.210  -0.227 -1.234  -0.046 -1.196  0.131 -1.137  0.309 -1.078  0.484 -1.013  0.651 -0.929  0.818 -0.846  0.914 -0.691  0.998 -0.524  1.082 -0.356  1.165 -0.189  1.233 -0.032  1.046 -0.032  0.859 -0.032  0.672 -0.032  0.485 -0.032  0.298 -0.032  0.111 -0.032  -0.076 -0.032  -0.263 -0.032  -0.301 0.038  -0.181 0.182  -0.061 0.326  0.058 0.469  0.178 0.613  0.298 0.757  0.417 0.901  0.537 1.044  0.621 1.171  0.434 1.168  0.257 1.109  0.079 1.050  -0.098 0.991  -0.282 0.970  -0.469 0.970  -0.628 0.902  -0.760 0.770
3#apb#apb02#app0263/E  -0.459 0.596  -0.352 0.871  -0.349 1.158  -0.362 1.060  -0.377 0.764  -0.406 0.469  -0.429 0.173  -0.446 -0.123  -0.459 -0.419  -0.444 -0.716  -0.432 -1.012  -0.446 -0.914  -0.463 -0.618  -0.469 -0.321  -0.475 -0.024  -0.481 0.272  -0.487 0.569  -0.493 0.866  -0.521 1.084  -0.355 1.156  -0.075 1.242  0.221 1.263  0.516 1.294  0.812 1.302  0.906 1.245  0.695 1.037  0.484 0.829  0.272 0.620  0.061 0.412  -0.150 0.204  -0.362 -0.005  -0.333 -0.266  -0.042 -0.287  0.251 -0.238  0.540 -0.171  0.788 -0.014  0.894 0.030  0.684 -0.180  0.474 -0.389  0.264 -0.599  0.055 -0.809  -0.155 -1.019  -0.365 -1.229  -0.522 -1.429  -0.249 -1.457  0.034 -1.370  0.327 -1.324  0.614 -1.249  0.898 -1.168  1.169 -1.168
2#ced#risn4711_s_1i/E  -0.332 0.768  -0.295 0.968  -0.339 1.123  -0.485 0.979  -0.570 0.782  -0.642 0.579  -0.728 0.385  -0.775 0.175  -0.787 -0.039  -0.790 -0.249  -0.775 -0.464  -0.729 -0.673  -0.647 -0.872  -0.515 -1.025  -0.392 -1.202  -0.229 -1.334  -0.042 -1.438  0.167 -1.491  0.381 -1.504  0.597 -1.503  0.801 -1.437  0.833 -1.288  0.735 -1.096  0.636 -0.905  0.537 -0.713  0.438 -0.521  0.340 -0.330  0.221 -0.161  0.013 -0.103  -0.192 -0.058  -0.218 0.062  -0.015 0.121  0.194 0.158  0.405 0.195  0.618 0.220  0.831 0.238  0.825 0.330  0.641 0.443  0.457 0.556  0.274 0.669  0.087 0.776  -0.124 0.805  -0.331 0.842  -0.546 0.842  -0.442 0.925  -0.235 0.985  -0.029 1.047  0.182 1.093  0.395 1.129  0.592 1.211
2#ced#risn4711_s_1i/E  -0.265 0.593  -0.197 0.764  -0.242 0.837  -0.340 0.689  -0.466 0.562  -0.544 0.396  -0.594 0.218  -0.655 0.044  -0.703 -0.133  -0.736 -0.315  -0.736 -0.499  -0.720 -0.682  -0.654 -0.852  -0.562 -1.012  -0.440 -1.145  -0.291 -1.253  -0.133 -1.346  0.047 -1.384  0.229 -1.407  0.413 -1.407  0.591 -1.361  0.649 -1.247  0.597 -1.070  0.546 -0.892  0.495 -0.715  0.443 -0.538  0.392 -0.361  0.257 -0.274  0.079 -0.230  -0.105 -0.230  -0.289 -0.230  -0.398 -0.188  -0.221 -0.137  -0.043 -0.089  0.134 -0.038  0.293 0.052  0.385 0.193  0.411 0.375  0.437 0.558  0.462 0.741  0.488 0.923  0.470 1.083  0.301 1.155  0.130 1.224  -0.049 1.270  -0.110 1.335  0.055 1.412  0.221 1.488  0.394 1.550  0.575 1.568
2#ced#risn4711_s_1i/E  -0.271 1.076  -0.428 1.191  -0.567 1.091  -0.617 0.892  -0.667 0.693  -0.719 0.494  -0.732 0.290  -0.767 0.087  -0.779 -0.117  -0.805 -0.321  -0.805 -0.526  -0.778 -0.729  -0.690 -0.914  -0.538 -1.049  -0.362 -1.146  -0.168 -1.209  0.036 -1.222  0.241 -1.236  0.444 -1.206  0.646 -1.172  0.848 -1.135  1.043 -1.069  1.223 -0.993  1.068 -0.858  0.913 -0.723  0.758 -0.588  0.603 -0.453  0.448 -0.318  0.266 -0.230  0.067 -0.181  -0.133 -0.132  -0.332 -0.093  -0.483 -0.012  -0.285 -0.003  -0.086 0.047  0.116 0.074  0.312 0.127  0.515 0.151  0.531 0.343  0.531 0.548  0.531 0.754  0.364 0.839  0.186 0.941  -0.008 1.008  -0.210 1.034  -0.400 1.110  -0.318 1.167  -0.118 1.210  0.086 1.229  0.291 1.236
2#ced#risn4711_s_1i/E  -0.139 0.581  -0.150 0.751  -0.262 0.806  -0.313 0.634  -0.364 0.462  -0.445 0.301  -0.519 0.137  -0.604 -0.021  -0.660 -0.192  -0.741 -0.352  -0.804 -0.520  -0.871 -0.687  -0.930 -0.856  -0.994 -1.024  -0.943 -1.181  -0.771 -1.214  -0.594 -1.192  -0.419 -1.152  -0.245 -1.152  -0.068 -1.126  0.112 -1.126  0.290 -1.104  0.467 -1.085  0.593 -1.075  0.505 -0.918  0.418 -0.761  0.330 -0.604  0.242 -0.447  0.138 -0.302  -0.006 -0.201  -0.136 -0.078  -0.231 0.042  -0.064 0.096  0.113 0.118  0.288 0.148  0.462 0.194  0.509 0.347  0.522 0.526  0.535 0.706  0.491 0.858  0.339 0.954  0.182 1.039  0.008 1.082  0.143 1.152  0.321 1.171  0.500 1.186  0.677 1.220  0.854 1.251  1.032 1.280  1.204 1.329
1b#tos#t1#t1051062/E  -0.432 0.898  -0.554 1.069  -0.766 1.091  -0.650 1.091  -0.428 1.091  -0.211 1.122  0.008 1.140  0.230 1.140  0.451 1.140  0.672 1.140  0.470 1.096  0.254 1.051  0.037 1.006  -0.180 0.961  -0.396 0.916  -0.480 0.956  -0.480 0.735  -0.480 0.513  -0.480 0.292  -0.456 0.077  -0.432 -0.139  -0.432 -0.360  -0.432 -0.582  -0.432 -0.803  -0.432 -1.024  -0.384 -1.234  -0.205 -1.276  0.017 -1.276  0.238 -1.276  0.451 -1.228  0.673 -1.228  0.894 -1.228  1.104 -1.180  1.070 -1.066  0.888 -0.939  0.707 -0.812  0.526 -0.685  0.344 -0.559  0.163 -0.432  -0.018 -0.305  -0.199 -0.178  -0.401 -0.117  -0.623 -0.117  -0.551 -0.068  -0.330 -0.068  -0.109 -0.068  0.112 -0.068  0.334 -0.068  0.555 -0.068  0.776 -0.068
2#apb#apb06#app0694/E  0.955 0.962  0.871 0.994  0.702 0.962  0.530 0.962  0.357 0.962  0.185 0.962  0.012 0.962  -0.159 0.976  -0.331 0.992  -0.502 1.019  -0.667 1.017  -0.686 0.849  -0.672 0.678  -0.688 0.506  -0.688 0.334  -0.699 0.162  -0.751 0.000  -0.841 -0.147  -0.930 -0.295  -1.019 -0.443  -1.096 -0.597  -1.093 -0.764  -0.967 -0.876  -0.809 -0.944  -0.640 -0.976  -0.469 -0.998  -0.298 -1.004  -0.126 -0.989  0.046 -0.976  0.218 -0.976  0.391 -0.976  0.563 -0.967  0.735 -0.956  0.903 -0.924  0.954 -0.762  0.948 -0.590  0.942 -0.417  0.936 -0.245  0.930 -0.073  0.924 0.100  0.955 0.262  0.808 0.287  0.635 0.287  0.463 0.279  0.291 0.269  0.119 0.258  -0.053 0.244  -0.225 0.224  -0.396 0.203  -0.567 0.183
1b#aga#drdvlllb/E  -0.231 1.273  -0.215 1.097  -0.243 0.912  -0.317 0.735  -0.379 0.554  -0.458 0.380  -0.547 0.210  -0.623 0.035  -0.706 -0.138  -0.785 -0.312  -0.847 -0.493  -0.908 -0.674  -0.950 -0.861  -0.962 -1.052  -0.951 -1.241  -0.822 -1.337  -0.638 -1.284  -0.465 -1.202  -0.294 -1.117  -0.124 -1.029  0.042 -0.933  0.216 -0.853  0.401 -0.807  0.588 -0.766  0.778 -0.754  0.953 -0.763  0.842 -0.648  0.720 -0.500  0.598 -0.352  0.476 -0.204  0.354 -0.056  0.233 0.092  0.055 0.056  -0.128 -0.000  -0.308 -0.065  -0.311 -0.020  -0.177 0.117  -0.043 0.254  0.091 0.392  0.225 0.529  0.359 0.666  0.493 0.803  0.627 0.940  0.761 1.077  0.895 1.214  0.919 1.305  0.732 1.273  0.545 1.231  0.358 1.186  0.174 1.133
1b#aga#drdvlllb/E  -0.509 1.053  -0.450 0.883  -0.495 0.661  -0.542 0.437  -0.612 0.221  -0.693 0.008  -0.758 -0.211  -0.824 -0.430  -0.889 -0.650  -0.954 -0.869  -1.001 -1.090  -0.931 -1.290  -0.721 -1.361  -0.501 -1.316  -0.283 -1.246  -0.065 -1.176  0.149 -1.095  0.368 -1.029  0.595 -1.004  0.713 -0.885  0.765 -0.661  0.816 -0.438  0.867 -0.215  0.918 0.008  0.795 0.031  0.580 -0.046  0.365 -0.124  0.151 -0.206  -0.065 -0.279  -0.278 -0.364  -0.494 -0.438  -0.418 -0.317  -0.266 -0.146  -0.114 0.025  0.039 0.196  0.191 0.367  0.343 0.537  0.496 0.708  0.648 0.879  0.800 1.050  0.953 1.221  0.993 1.294  0.782 1.207  0.568 1.129  0.357 1.043  0.141 0.967  -0.068 0.875  -0.270 0.770  -0.488 0.697  -0.703 0.621
1b#ibm#ibm0#r0207/E  0.596 1.629  0.410 1.629  0.224 1.629  0.039 1.629  -0.145 1.619  -0.311 1.536  -0.464 1.435  -0.559 1.289  -0.559 1.104  -0.500 0.932  -0.417 0.766  -0.415 0.581  -0.415 0.395  -0.415 0.210  -0.415 0.024  -0.415 -0.161  -0.415 -0.347  -0.415 -0.533  -0.415 -0.718  -0.415 -0.904  -0.295 -0.970  -0.157 -1.084  0.016 -1.114  0.202 -1.114  0.387 -1.114  0.573 -1.114  0.741 -1.041  0.907 -0.958  1.073 -0.875  1.104 -0.796  0.934 -0.723  0.763 -0.650  0.593 -0.577  0.422 -0.504  0.252 -0.430  0.081 -0.357  -0.090 -0.284  -0.260 -0.211  -0.431 -0.138  -0.601 -0.065  -0.772 0.008  -0.745 0.041  -0.559 0.041  -0.374 0.041  -0.188 0.041  -0.003 0.041  0.183 0.041  0.369 0.041  0.554 0.041  0.740 0.041
1b#ibm#ibm0#r0207/E  0.805 1.543  0.624 1.543  0.442 1.543  0.260 1.543  0.078 1.543  -0.091 1.490  -0.252 1.406  -0.381 1.278  -0.510 1.149  -0.638 1.021  -0.641 0.840  -0.641 0.658  -0.637 0.477  -0.579 0.305  -0.522 0.132  -0.510 -0.048  -0.510 -0.230  -0.510 -0.412  -0.510 -0.594  -0.510 -0.775  -0.509 -0.957  -0.380 -1.085  -0.213 -1.053  -0.071 -0.956  0.110 -0.956  0.292 -0.956  0.474 -0.956  0.644 -0.905  0.807 -0.824  0.989 -0.824  1.171 -0.824  1.180 -0.686  1.008 -0.628  0.835 -0.571  0.663 -0.513  0.490 -0.456  0.318 -0.398  0.145 -0.341  -0.027 -0.283  -0.200 -0.226  -0.373 -0.168  -0.545 -0.111  -0.718 -0.053  -0.649 -0.035  -0.467 -0.035  -0.295 0.007  -0.133 0.088  0.047 0.097  0.229 0.097  0.411 0.097
1b#ibm#ibm0#r0207/E  0.782 1.460  0.662 1.580  0.543 1.482  0.382 1.460  0.218 1.440  0.066 1.364  -0.095 1.329  -0.264 1.329  -0.416 1.254  -0.526 1.152  -0.586 1.008  -0.657 0.868  -0.657 0.699  -0.657 0.529  -0.657 0.360  -0.615 0.200  -0.540 0.049  -0.526 -0.117  -0.526 -0.287  -0.526 -0.456  -0.471 -0.612  -0.395 -0.764  -0.395 -0.933  -0.317 -1.025  -0.182 -1.107  -0.033 -1.156  0.122 -1.093  0.273 -1.018  0.425 -0.942  0.580 -0.874  0.740 -0.821  0.901 -0.767  1.062 -0.745  1.164 -0.630  1.002 -0.583  0.839 -0.537  0.676 -0.490  0.513 -0.444  0.350 -0.397  0.187 -0.350  0.025 -0.304  -0.138 -0.257  -0.301 -0.211  -0.464 -0.164  -0.627 -0.118  -0.518 -0.109  -0.349 -0.109  -0.180 -0.109  -0.023 -0.054  0.128 0.021
1b#ibm#ibm0#r0207/E  0.619 1.552  0.454 1.552  0.288 1.552  0.123 1.552  -0.028 1.491  -0.176 1.417  -0.324 1.343  -0.463 1.258  -0.563 1.134  -0.589 0.974  -0.663 0.827  -0.694 0.669  -0.603 0.541  -0.563 0.392  -0.563 0.227  -0.563 0.062  -0.506 -0.080  -0.432 -0.215  -0.432 -0.380  -0.432 -0.545  -0.432 -0.711  -0.386 -0.857  -0.269 -0.974  -0.145 -1.074  0.020 -1.074  0.185 -1.074  0.351 -1.074  0.516 -1.074  0.681 -1.074  0.847 -1.074  0.974 -0.982  1.123 -0.943  1.022 -0.868  0.881 -0.781  0.740 -0.694  0.599 -0.608  0.458 -0.521  0.318 -0.434  0.177 -0.348  0.036 -0.261  -0.105 -0.174  -0.246 -0.088  -0.386 -0.001  -0.527 0.086  -0.452 0.163  -0.304 0.237  -0.140 0.239  0.026 0.239  0.191 0.239  0.356 0.239
1b#ibm#ibm0#r0207/E  0.623 1.358  0.519 1.462  0.395 1.444  0.263 1.378  0.120 1.358  -0.028 1.358  -0.162 1.300  -0.294 1.234  -0.440 1.224  -0.546 1.125  -0.651 1.021  -0.716 0.900  -0.716 0.752  -0.679 0.614  -0.613 0.481  -0.582 0.341  -0.582 0.193  -0.548 0.051  -0.501 -0.089  -0.455 -0.229  -0.391 -0.362  -0.325 -0.495  -0.228 -0.604  -0.180 -0.732  -0.180 -0.879  -0.180 -1.027  -0.058 -1.053  0.050 -1.149  0.182 -1.187  0.329 -1.187  0.477 -1.187  0.611 -1.126  0.743 -1.060  0.889 -1.053  0.994 -0.950  0.945 -0.853  0.831 -0.760  0.716 -0.666  0.602 -0.573  0.488 -0.479  0.374 -0.386  0.259 -0.292  0.145 -0.199  0.031 -0.105  -0.084 -0.012  -0.198 0.082  -0.312 0.175  -0.427 0.269  -0.328 0.286  -0.180 0.286
