1c#apa#apa03#app0358/k  0.098 1.882  -0.025 1.778  -0.209 1.698  -0.283 1.501  -0.396 1.319  -0.473 1.110  -0.520 0.893  -0.643 0.716  -0.643 0.488  -0.655 0.265  -0.766 0.083  -0.766 -0.145  -0.776 -0.372  -0.849 -0.588  -0.890 -0.809  -0.890 -1.037  -0.831 -1.206  -0.736 -1.056  -0.564 -0.906  -0.393 -0.756  -0.221 -0.605  -0.050 -0.455  0.122 -0.305  0.294 -0.155  0.465 -0.005  0.637 0.145  0.808 0.295  0.980 0.446  1.151 0.596  1.086 0.620  0.957 0.518  0.778 0.400  0.674 0.276  0.453 0.260  0.291 0.099  0.092 0.029  -0.103 -0.049  -0.301 -0.123  -0.490 -0.218  -0.643 -0.292  -0.464 -0.341  -0.283 -0.455  -0.059 -0.465  0.162 -0.497  0.368 -0.588  0.595 -0.591  0.773 -0.712  0.963 -0.750  1.086 -0.854  1.086 -1.082
3#kai#kai1#jspark5/k  -0.056 2.335  -0.056 2.141  -0.056 1.948  -0.056 1.755  -0.072 1.564  -0.117 1.378  -0.117 1.184  -0.117 0.991  -0.117 0.798  -0.117 0.604  -0.117 0.411  -0.117 0.217  -0.117 0.024  -0.144 -0.165  -0.177 -0.353  -0.209 -0.541  -0.238 -0.730  -0.238 -0.923  -0.283 -1.111  -0.298 -1.303  -0.298 -1.496  -0.329 -1.500  -0.400 -1.376  -0.310 -1.205  -0.220 -1.034  -0.130 -0.863  -0.039 -0.692  0.051 -0.521  0.141 -0.350  0.231 -0.179  0.322 -0.008  0.412 0.163  0.502 0.334  0.592 0.505  0.683 0.676  0.677 0.686  0.550 0.544  0.395 0.430  0.258 0.293  0.079 0.225  -0.061 0.094  -0.213 -0.025  -0.348 -0.157  -0.382 -0.318  -0.275 -0.479  -0.163 -0.635  -0.002 -0.742  0.181 -0.805  0.364 -0.866  0.548 -0.927
3#kai#kai1#jspark5/k  0.152 2.344  0.202 2.147  0.202 1.942  0.169 1.743  0.152 1.541  0.119 1.340  0.077 1.139  0.027 0.941  0.002 0.739  -0.067 0.551  -0.099 0.354  -0.138 0.158  -0.212 -0.031  -0.255 -0.230  -0.331 -0.420  -0.419 -0.605  -0.525 -0.780  -0.646 -0.945  -0.764 -1.112  -0.898 -1.265  -0.983 -1.194  -0.945 -1.005  -0.819 -0.850  -0.661 -0.720  -0.503 -0.589  -0.345 -0.459  -0.187 -0.329  -0.029 -0.199  0.129 -0.069  0.287 0.061  0.445 0.191  0.603 0.321  0.761 0.451  0.722 0.364  0.609 0.194  0.429 0.099  0.257 -0.012  0.059 -0.063  -0.140 -0.112  -0.274 -0.139  -0.102 -0.043  0.097 0.001  0.264 -0.009  0.327 -0.201  0.424 -0.379  0.489 -0.573  0.542 -0.771  0.553 -0.974  0.592 -1.174  0.654 -1.369
3#app#app06#app0634/k  -0.846 1.313  -0.846 1.107  -0.846 0.901  -0.771 0.712  -0.679 0.528  -0.620 0.336  -0.596 0.135  -0.507 -0.050  -0.507 -0.256  -0.420 -0.442  -0.290 -0.598  -0.281 -0.801  -0.238 -0.989  -0.168 -1.166  -0.106 -1.347  -0.063 -1.491  -0.143 -1.300  -0.222 -1.110  -0.301 -0.920  -0.380 -0.730  -0.460 -0.539  -0.539 -0.349  -0.618 -0.159  -0.418 -0.155  -0.345 0.007  -0.229 0.174  -0.137 0.359  -0.045 0.543  0.047 0.727  0.187 0.878  0.315 1.036  0.413 1.216  0.559 1.362  0.541 1.344  0.395 1.198  0.249 1.053  0.103 0.907  0.058 0.720  0.064 0.516  0.171 0.354  0.237 0.164  0.356 -0.001  0.502 -0.147  0.647 -0.293  0.781 -0.449  0.895 -0.620  1.023 -0.781  1.201 -0.847  1.347 -0.993  1.526 -1.059
2#app#app19#app1920/k  -0.614 2.202  -0.597 2.043  -0.479 1.925  -0.473 1.761  -0.473 1.595  -0.425 1.448  -0.332 1.320  -0.332 1.154  -0.332 0.987  -0.332 0.821  -0.332 0.654  -0.332 0.487  -0.332 0.321  -0.300 0.162  -0.226 0.013  -0.191 -0.145  -0.191 -0.312  -0.191 -0.478  -0.191 -0.645  -0.191 -0.811  -0.191 -0.978  -0.150 -0.954  -0.081 -0.802  -0.012 -0.651  0.057 -0.499  0.126 -0.348  0.195 -0.196  0.264 -0.044  0.333 0.107  0.402 0.259  0.470 0.410  0.515 0.449  0.515 0.283  0.405 0.226  0.374 0.091  0.233 0.065  0.213 -0.096  0.138 -0.245  0.048 -0.383  -0.050 -0.509  -0.050 -0.675  -0.050 -0.842  -0.050 -1.008  0.080 -1.045  0.106 -1.186  0.272 -1.186  0.439 -1.186  0.605 -1.186  0.772 -1.186  0.938 -1.186
1c#app#app11#app1157/k  -0.539 2.178  -0.539 1.964  -0.539 1.749  -0.539 1.535  -0.539 1.320  -0.539 1.106  -0.539 0.891  -0.539 0.677  -0.539 0.462  -0.539 0.248  -0.539 0.033  -0.539 -0.181  -0.539 -0.396  -0.484 -0.588  -0.416 -0.774  -0.416 -0.989  -0.416 -1.203  -0.313 -1.375  -0.210 -1.227  -0.114 -1.036  -0.018 -0.844  0.078 -0.652  0.174 -0.460  0.270 -0.268  0.366 -0.076  0.462 0.116  0.558 0.308  0.654 0.499  0.750 0.691  0.816 0.756  0.692 0.665  0.566 0.577  0.446 0.482  0.323 0.391  0.178 0.308  0.005 0.207  -0.162 0.092  -0.322 -0.039  -0.536 -0.039  -0.539 -0.251  -0.411 -0.409  -0.225 -0.477  -0.033 -0.532  0.182 -0.532  0.375 -0.620  0.567 -0.716  0.767 -0.778  0.969 -0.809  1.121 -0.960  1.308 -1.025
1c#apa#apa00#app0000/k  -0.107 2.021  -0.190 1.826  -0.222 1.619  -0.273 1.415  -0.273 1.203  -0.327 0.998  -0.384 0.794  -0.384 0.581  -0.435 0.375  -0.440 0.164  -0.484 -0.043  -0.495 -0.254  -0.544 -0.459  -0.562 -0.667  -0.607 -0.869  -0.639 -1.076  -0.721 -1.260  -0.802 -1.257  -0.761 -1.079  -0.675 -0.894  -0.561 -0.716  -0.493 -0.530  -0.398 -0.340  -0.303 -0.150  -0.153 -0.016  -0.058 0.174  0.082 0.332  0.208 0.502  0.358 0.652  0.510 0.798  0.667 0.854  0.879 0.854  0.918 0.743  0.785 0.632  0.618 0.522  0.505 0.422  0.394 0.256  0.252 0.102  0.116 -0.054  0.051 -0.202  0.005 -0.256  0.005 -0.468  0.060 -0.668  0.147 -0.844  0.303 -0.979  0.502 -1.035  0.715 -1.035  0.901 -0.972  1.084 -0.901  1.227 -0.813
1c#lav#lav3#mp_0005/k  -0.742 -1.110  -0.594 -0.922  -0.465 -0.721  -0.368 -0.503  -0.227 -0.310  -0.130 -0.095  -0.064 0.135  -0.004 0.366  0.029 0.602  0.051 0.840  0.051 1.079  0.051 1.318  0.042 1.557  -0.017 1.784  -0.141 1.989  -0.270 1.800  -0.323 1.569  -0.313 1.331  -0.292 1.093  -0.270 0.854  -0.260 0.616  -0.283 0.378  -0.274 0.139  -0.272 -0.100  -0.281 -0.339  -0.294 -0.577  -0.314 -0.816  -0.334 -1.053  -0.302 -1.289  -0.326 -1.174  -0.366 -0.940  -0.362 -0.702  -0.309 -0.469  -0.193 -0.260  -0.102 -0.039  0.052 0.144  0.220 0.309  0.429 0.420  0.660 0.373  0.836 0.228  0.920 0.014  0.900 -0.222  0.837 -0.451  0.682 -0.633  0.537 -0.818  0.326 -0.924  0.162 -0.934  0.366 -1.057  0.580 -1.163  0.761 -1.319
1c#lav#lav3#mp_0005/k  -0.859 -1.023  -0.666 -0.981  -0.521 -0.780  -0.345 -0.607  -0.247 -0.379  -0.198 -0.136  -0.146 0.106  -0.084 0.347  -0.042 0.590  -0.015 0.837  -0.023 1.085  -0.089 1.318  -0.178 1.548  -0.225 1.791  -0.258 1.950  -0.311 1.710  -0.318 1.463  -0.280 1.218  -0.281 0.971  -0.288 0.724  -0.269 0.477  -0.276 0.229  -0.288 -0.019  -0.329 -0.264  -0.357 -0.510  -0.385 -0.757  -0.456 -0.995  -0.443 -1.235  -0.395 -1.075  -0.371 -0.828  -0.330 -0.584  -0.248 -0.354  -0.166 -0.125  -0.080 0.104  0.082 0.289  0.231 0.484  0.454 0.587  0.588 0.406  0.750 0.226  0.854 0.000  0.888 -0.241  0.820 -0.451  0.593 -0.551  0.360 -0.623  0.212 -0.600  0.419 -0.737  0.600 -0.907  0.781 -1.077  0.964 -1.244  1.170 -1.375
1c#lav#lav3#mp_0005/k  -0.931 -1.021  -0.712 -0.992  -0.532 -0.863  -0.372 -0.712  -0.229 -0.542  -0.111 -0.356  0.014 -0.172  0.101 0.031  0.165 0.242  0.198 0.461  0.208 0.682  0.249 0.900  0.267 1.120  0.237 1.338  0.195 1.556  0.135 1.765  0.009 1.918  -0.089 1.738  -0.174 1.533  -0.241 1.322  -0.281 1.104  -0.324 0.887  -0.362 0.669  -0.379 0.448  -0.399 0.228  -0.412 0.006  -0.433 -0.214  -0.463 -0.432  -0.420 -0.649  -0.418 -0.871  -0.429 -1.091  -0.389 -1.215  -0.392 -1.001  -0.383 -0.779  -0.356 -0.560  -0.212 -0.391  -0.092 -0.205  0.048 -0.035  0.233 0.087  0.424 0.190  0.626 0.185  0.747 0.022  0.743 -0.192  0.632 -0.382  0.483 -0.545  0.478 -0.712  0.607 -0.891  0.750 -1.060  0.905 -1.218  1.083 -1.334
1c#lav#lav3#mp_0005/k  -0.797 -1.080  -0.607 -0.946  -0.441 -0.789  -0.306 -0.600  -0.177 -0.406  -0.060 -0.205  0.048 0.000  0.114 0.223  0.177 0.447  0.220 0.675  0.267 0.903  0.321 1.129  0.317 1.361  0.257 1.583  0.189 1.801  0.012 1.892  -0.157 1.739  -0.327 1.582  -0.358 1.355  -0.379 1.123  -0.388 0.891  -0.388 0.659  -0.431 0.432  -0.455 0.202  -0.488 -0.028  -0.519 -0.255  -0.490 -0.485  -0.472 -0.715  -0.411 -0.939  -0.407 -1.164  -0.401 -1.202  -0.411 -0.970  -0.380 -0.742  -0.303 -0.528  -0.160 -0.346  -0.031 -0.154  0.088 0.046  0.259 0.197  0.480 0.209  0.706 0.156  0.837 -0.019  0.828 -0.250  0.752 -0.464  0.595 -0.635  0.403 -0.735  0.263 -0.728  0.437 -0.881  0.597 -1.048  0.792 -1.172  0.786 -1.119
1c#lav#lav3#mp_0005/k  -1.065 -1.114  -0.842 -1.053  -0.671 -0.895  -0.534 -0.705  -0.383 -0.529  -0.278 -0.323  -0.193 -0.105  -0.113 0.115  -0.066 0.345  -0.022 0.575  0.006 0.808  0.035 1.041  0.035 1.275  0.011 1.508  -0.091 1.716  -0.236 1.900  -0.265 1.673  -0.243 1.440  -0.237 1.206  -0.253 0.973  -0.285 0.740  -0.315 0.508  -0.336 0.275  -0.337 0.040  -0.317 -0.193  -0.317 -0.427  -0.405 -0.632  -0.459 -0.854  -0.457 -1.083  -0.449 -0.884  -0.437 -0.650  -0.332 -0.442  -0.251 -0.222  -0.142 -0.016  0.008 0.164  0.174 0.324  0.377 0.437  0.607 0.480  0.775 0.334  0.860 0.120  0.906 -0.107  0.884 -0.340  0.782 -0.539  0.594 -0.673  0.378 -0.754  0.417 -0.815  0.571 -0.992  0.746 -1.147  0.968 -1.221  1.192 -1.286
1c#lav#lav3#mp_0005/k  -0.971 -1.215  -0.837 -1.268  -0.647 -1.137  -0.484 -0.967  -0.358 -0.768  -0.261 -0.553  -0.182 -0.330  -0.109 -0.106  -0.043 0.121  0.017 0.349  0.090 0.573  0.180 0.792  0.226 1.023  0.219 1.259  0.219 1.494  0.165 1.710  0.019 1.894  -0.126 1.770  -0.220 1.554  -0.295 1.330  -0.326 1.098  -0.341 0.863  -0.379 0.630  -0.403 0.395  -0.388 0.161  -0.367 -0.073  -0.375 -0.309  -0.349 -0.542  -0.359 -0.771  -0.432 -0.996  -0.484 -1.066  -0.416 -0.840  -0.337 -0.617  -0.262 -0.393  -0.175 -0.174  -0.062 0.032  0.076 0.223  0.285 0.319  0.507 0.334  0.711 0.228  0.809 0.016  0.833 -0.211  0.704 -0.392  0.479 -0.461  0.268 -0.483  0.446 -0.638  0.637 -0.776  0.830 -0.912  1.024 -1.043  1.242 -1.130
1c#lav#lav3#mp_0005/k  -1.043 -0.954  -0.821 -0.867  -0.643 -0.701  -0.465 -0.531  -0.326 -0.332  -0.238 -0.104  -0.158 0.128  -0.072 0.358  -0.021 0.597  0.008 0.841  0.046 1.083  0.100 1.323  0.128 1.566  0.129 1.808  -0.002 1.935  -0.129 1.725  -0.187 1.489  -0.260 1.256  -0.325 1.021  -0.349 0.776  -0.356 0.531  -0.366 0.286  -0.409 0.044  -0.435 -0.200  -0.459 -0.444  -0.493 -0.687  -0.521 -0.931  -0.490 -0.974  -0.460 -0.730  -0.398 -0.494  -0.336 -0.257  -0.246 -0.029  -0.090 0.157  0.124 0.276  0.366 0.300  0.606 0.353  0.796 0.199  0.868 -0.026  0.858 -0.268  0.783 -0.499  0.577 -0.621  0.342 -0.691  0.098 -0.698  0.018 -0.677  0.233 -0.797  0.435 -0.935  0.645 -1.063  0.866 -1.169  1.095 -1.260  0.978 -1.112
2#tos#f1#f1078063/k  -0.577 1.449  -0.740 1.559  -0.740 1.441  -0.740 1.216  -0.740 0.991  -0.740 0.767  -0.740 0.542  -0.740 0.317  -0.740 0.092  -0.740 -0.132  -0.740 -0.357  -0.740 -0.582  -0.740 -0.806  -0.740 -1.031  -0.740 -1.256  -0.632 -1.196  -0.483 -1.028  -0.333 -0.860  -0.184 -0.692  -0.035 -0.524  0.114 -0.356  0.264 -0.188  0.413 -0.020  0.562 0.148  0.712 0.315  0.861 0.483  1.010 0.651  1.159 0.819  1.103 0.798  0.878 0.798  0.725 0.727  0.601 0.586  0.393 0.503  0.178 0.449  -0.031 0.366  -0.223 0.258  -0.429 0.214  -0.577 0.098  -0.496 -0.045  -0.329 -0.106  -0.252 -0.313  -0.056 -0.341  0.088 -0.422  0.312 -0.422  0.500 -0.544  0.668 -0.692  0.870 -0.748  1.025 -0.860  1.185 -0.992  1.376 -1.074
2#gmd#monu/k  -0.456 1.881  -0.456 1.695  -0.496 1.514  -0.541 1.333  -0.586 1.153  -0.631 0.973  -0.674 0.792  -0.710 0.609  -0.746 0.427  -0.783 0.245  -0.825 0.063  -0.866 -0.117  -0.866 -0.303  -0.845 -0.484  -0.797 -0.659  -0.797 -0.845  -0.632 -0.824  -0.514 -0.681  -0.403 -0.532  -0.274 -0.398  -0.137 -0.273  0.011 -0.161  0.152 -0.040  0.284 0.091  0.422 0.215  0.571 0.326  0.729 0.422  0.895 0.506  1.071 0.567  1.226 0.650  1.121 0.587  0.946 0.525  0.778 0.447  0.614 0.359  0.466 0.248  0.329 0.124  0.217 -0.025  0.085 -0.151  -0.072 -0.251  -0.210 -0.362  -0.318 -0.511  -0.228 -0.671  -0.093 -0.799  0.061 -0.902  0.225 -0.989  0.393 -1.068  0.570 -1.127  0.746 -1.186  0.931 -1.195  1.116 -1.195
2#gmd#monu/k  -0.475 1.879  -0.548 1.718  -0.577 1.543  -0.620 1.371  -0.655 1.196  -0.690 1.022  -0.696 0.844  -0.696 0.666  -0.708 0.489  -0.743 0.315  -0.770 0.139  -0.770 -0.039  -0.770 -0.217  -0.770 -0.395  -0.810 -0.568  -0.827 -0.738  -0.747 -0.897  -0.696 -0.935  -0.547 -0.848  -0.465 -0.691  -0.358 -0.548  -0.250 -0.407  -0.098 -0.315  0.055 -0.224  0.201 -0.123  0.344 -0.016  0.492 0.083  0.644 0.174  0.796 0.267  0.944 0.365  1.079 0.481  1.220 0.586  1.203 0.624  1.061 0.537  0.935 0.411  0.794 0.303  0.652 0.197  0.524 0.073  0.398 -0.053  0.272 -0.178  0.134 -0.288  -0.011 -0.387  -0.106 -0.526  -0.053 -0.682  0.072 -0.808  0.213 -0.916  0.363 -1.012  0.522 -1.091  0.684 -1.164  0.853 -1.220
2#gmd#monu/k  -0.363 2.131  -0.494 2.027  -0.494 1.842  -0.494 1.657  -0.494 1.472  -0.480 1.288  -0.460 1.104  -0.440 0.920  -0.428 0.736  -0.428 0.551  -0.428 0.366  -0.414 0.182  -0.391 -0.002  -0.368 -0.185  -0.382 -0.369  -0.409 -0.552  -0.428 -0.735  -0.428 -0.920  -0.428 -1.105  -0.428 -1.290  -0.387 -1.223  -0.323 -1.050  -0.254 -0.878  -0.183 -0.708  -0.110 -0.538  -0.037 -0.368  0.045 -0.202  0.128 -0.037  0.247 0.100  0.391 0.215  0.532 0.336  0.662 0.466  0.793 0.597  0.949 0.641  0.884 0.577  0.814 0.421  0.709 0.272  0.626 0.106  0.498 -0.026  0.367 -0.157  0.209 -0.250  0.078 -0.381  -0.053 -0.511  -0.058 -0.606  -0.019 -0.731  0.146 -0.813  0.280 -0.939  0.420 -1.059  0.577 -1.156  0.752 -1.215
2#gmd#monu/k  -0.809 1.641  -0.701 1.597  -0.744 1.429  -0.731 1.251  -0.696 1.076  -0.679 0.899  -0.679 0.720  -0.718 0.547  -0.775 0.378  -0.809 0.204  -0.809 0.026  -0.809 -0.153  -0.809 -0.332  -0.786 -0.507  -0.758 -0.677  -0.796 -0.842  -0.650 -0.848  -0.483 -0.786  -0.361 -0.669  -0.269 -0.516  -0.160 -0.376  -0.034 -0.250  0.093 -0.123  0.228 -0.006  0.364 0.110  0.499 0.227  0.639 0.338  0.783 0.445  0.913 0.567  1.047 0.683  1.207 0.763  1.243 0.702  1.112 0.581  0.963 0.481  0.814 0.382  0.663 0.287  0.509 0.195  0.375 0.081  0.263 -0.058  0.156 -0.201  0.076 -0.361  -0.014 -0.515  -0.118 -0.659  -0.119 -0.805  0.016 -0.921  0.169 -1.013  0.323 -1.103  0.483 -1.183  0.625 -1.289  0.752 -1.415
2#gmd#monu/k  -0.556 1.650  -0.483 1.796  -0.484 1.725  -0.556 1.567  -0.556 1.390  -0.556 1.213  -0.556 1.037  -0.556 0.860  -0.556 0.684  -0.564 0.508  -0.598 0.335  -0.630 0.161  -0.630 -0.015  -0.653 -0.188  -0.703 -0.357  -0.703 -0.533  -0.703 -0.710  -0.703 -0.887  -0.599 -1.002  -0.529 -0.874  -0.450 -0.716  -0.349 -0.574  -0.224 -0.449  -0.100 -0.324  0.025 -0.199  0.150 -0.074  0.275 0.051  0.409 0.165  0.551 0.271  0.695 0.373  0.842 0.471  0.988 0.545  1.064 0.549  0.920 0.475  0.796 0.350  0.671 0.225  0.536 0.112  0.395 0.006  0.276 -0.121  0.178 -0.268  0.080 -0.415  -0.008 -0.568  0.033 -0.706  0.115 -0.862  0.260 -0.954  0.426 -1.014  0.587 -1.085  0.758 -1.128  0.917 -1.198  1.064 -1.296
2#gmd#monu/k  -0.523 1.552  -0.410 1.702  -0.276 1.827  -0.251 1.732  -0.296 1.550  -0.341 1.368  -0.341 1.180  -0.341 0.992  -0.341 0.804  -0.366 0.618  -0.397 0.432  -0.445 0.251  -0.496 0.070  -0.523 -0.114  -0.523 -0.302  -0.570 -0.479  -0.644 -0.650  -0.644 -0.838  -0.690 -1.006  -0.616 -0.936  -0.514 -0.778  -0.402 -0.628  -0.281 -0.484  -0.161 -0.339  -0.034 -0.200  0.098 -0.067  0.231 0.066  0.373 0.189  0.517 0.309  0.667 0.421  0.836 0.505  1.011 0.543  1.049 0.552  0.904 0.435  0.771 0.303  0.638 0.170  0.489 0.059  0.323 -0.027  0.239 -0.195  0.126 -0.343  -0.007 -0.475  -0.118 -0.626  -0.210 -0.790  -0.146 -0.945  0.010 -1.046  0.178 -1.130  0.347 -1.214  0.526 -1.269  0.702 -1.331  0.870 -1.415
2#gmd#monu/k  -0.306 1.835  -0.245 1.895  -0.380 1.793  -0.435 1.610  -0.472 1.423  -0.485 1.233  -0.485 1.042  -0.496 0.852  -0.520 0.663  -0.543 0.474  -0.522 0.284  -0.498 0.095  -0.485 -0.095  -0.485 -0.286  -0.485 -0.477  -0.485 -0.668  -0.485 -0.859  -0.485 -1.049  -0.485 -1.240  -0.567 -1.320  -0.463 -1.217  -0.377 -1.046  -0.281 -0.882  -0.183 -0.718  -0.098 -0.547  -0.013 -0.376  0.105 -0.226  0.224 -0.077  0.311 0.093  0.444 0.216  0.615 0.301  0.755 0.420  0.871 0.571  1.006 0.706  1.101 0.719  0.987 0.568  0.840 0.447  0.690 0.330  0.555 0.195  0.427 0.054  0.313 -0.098  0.168 -0.221  0.026 -0.346  -0.077 -0.506  -0.128 -0.685  -0.051 -0.848  0.134 -0.895  0.313 -0.961  0.488 -1.036  0.647 -1.142
2#gmd#monu/k  -0.341 2.128  -0.356 1.951  -0.399 1.778  -0.399 1.599  -0.400 1.420  -0.439 1.245  -0.478 1.071  -0.517 0.896  -0.542 0.719  -0.567 0.542  -0.593 0.365  -0.618 0.188  -0.634 0.010  -0.634 -0.169  -0.660 -0.343  -0.726 -0.509  -0.752 -0.683  -0.752 -0.861  -0.660 -0.983  -0.558 -0.854  -0.409 -0.755  -0.265 -0.648  -0.127 -0.535  -0.001 -0.408  0.126 -0.282  0.252 -0.155  0.380 -0.031  0.520 0.081  0.660 0.193  0.809 0.292  0.939 0.414  1.088 0.484  1.010 0.427  0.862 0.327  0.718 0.221  0.577 0.111  0.451 -0.016  0.314 -0.128  0.154 -0.208  0.022 -0.327  -0.119 -0.432  -0.172 -0.580  -0.128 -0.679  -0.025 -0.813  0.149 -0.856  0.319 -0.910  0.489 -0.966  0.659 -1.023  0.822 -1.095  0.951 -1.218
2#gmd#monu/k  -0.363 1.887  -0.326 1.904  -0.359 1.735  -0.427 1.563  -0.481 1.387  -0.507 1.204  -0.534 1.021  -0.560 0.838  -0.587 0.655  -0.617 0.472  -0.650 0.290  -0.686 0.109  -0.691 -0.075  -0.713 -0.257  -0.746 -0.436  -0.713 -0.616  -0.688 -0.797  -0.636 -0.969  -0.617 -0.982  -0.508 -0.834  -0.356 -0.730  -0.225 -0.599  -0.083 -0.480  0.061 -0.365  0.179 -0.223  0.296 -0.080  0.454 0.016  0.610 0.115  0.758 0.226  0.875 0.367  1.005 0.493  1.116 0.630  1.074 0.536  0.927 0.427  0.766 0.338  0.636 0.207  0.492 0.093  0.333 -0.002  0.216 -0.141  0.083 -0.266  -0.062 -0.381  -0.192 -0.512  -0.223 -0.659  -0.092 -0.789  0.054 -0.900  0.213 -0.995  0.348 -1.120  0.533 -1.120  0.718 -1.120  0.894 -1.065
2#gmd#monu/k  -0.562 1.963  -0.539 1.792  -0.499 1.624  -0.514 1.449  -0.549 1.276  -0.578 1.101  -0.603 0.926  -0.628 0.751  -0.657 0.576  -0.686 0.402  -0.711 0.227  -0.737 0.052  -0.751 -0.124  -0.751 -0.301  -0.751 -0.478  -0.751 -0.655  -0.751 -0.832  -0.685 -0.992  -0.560 -0.989  -0.404 -0.905  -0.257 -0.807  -0.174 -0.653  -0.073 -0.513  0.069 -0.407  0.208 -0.298  0.347 -0.188  0.485 -0.077  0.623 0.033  0.759 0.145  0.825 0.310  0.900 0.466  1.047 0.564  1.131 0.703  0.986 0.621  0.861 0.496  0.736 0.371  0.611 0.246  0.486 0.121  0.361 -0.004  0.221 -0.112  0.082 -0.220  -0.043 -0.345  -0.122 -0.500  -0.033 -0.640  0.092 -0.765  0.217 -0.890  0.347 -1.009  0.494 -1.108  0.660 -1.167  0.820 -1.241
2#gmd#monu/k  -0.690 1.465  -0.677 1.546  -0.609 1.363  -0.609 1.132  -0.609 0.902  -0.597 0.672  -0.552 0.446  -0.527 0.217  -0.527 -0.013  -0.527 -0.244  -0.527 -0.475  -0.485 -0.702  -0.458 -0.925  -0.527 -1.140  -0.489 -1.308  -0.364 -1.278  -0.380 -1.049  -0.418 -0.821  -0.456 -0.594  -0.494 -0.366  -0.547 -0.146  -0.465 -0.085  -0.338 0.091  -0.146 0.215  0.031 0.358  0.238 0.461  0.454 0.541  0.637 0.672  0.836 0.777  1.048 0.866  1.255 0.969  1.072 0.878  0.866 0.775  0.660 0.672  0.453 0.569  0.247 0.465  0.040 0.362  -0.166 0.259  -0.355 0.160  -0.287 0.160  -0.218 -0.051  -0.041 -0.192  0.115 -0.356  0.254 -0.539  0.417 -0.703  0.580 -0.866  0.743 -1.029  0.906 -1.192  1.052 -1.368  1.185 -1.553
2#apa#apa01#app0158/k  -0.707 1.796  -0.707 1.578  -0.605 1.403  -0.562 1.202  -0.562 0.985  -0.417 0.912  -0.417 0.694  -0.417 0.476  -0.417 0.259  -0.417 0.041  -0.417 -0.177  -0.417 -0.395  -0.417 -0.612  -0.417 -0.830  -0.417 -1.048  -0.417 -1.266  -0.417 -1.483  -0.413 -1.384  -0.344 -1.178  -0.275 -0.971  -0.206 -0.765  -0.137 -0.558  -0.069 -0.351  0.000 -0.145  0.069 0.062  0.138 0.268  0.207 0.475  0.276 0.682  0.345 0.888  0.413 1.095  0.454 1.124  0.308 1.052  0.217 0.925  0.163 0.761  0.072 0.635  0.005 0.476  -0.141 0.316  -0.238 0.122  -0.272 -0.088  -0.202 -0.236  0.015 -0.236  0.233 -0.236  0.451 -0.236  0.606 -0.388  0.760 -0.542  0.889 -0.707  0.965 -0.893  1.119 -1.047  1.273 -1.201  1.469 -1.252
1c#tos#t2#t2016065/k  -0.395 1.503  -0.506 1.626  -0.578 1.708  -0.578 1.474  -0.578 1.241  -0.578 1.007  -0.578 0.774  -0.578 0.540  -0.578 0.307  -0.578 0.073  -0.578 -0.160  -0.578 -0.394  -0.578 -0.627  -0.578 -0.861  -0.578 -1.094  -0.578 -1.328  -0.570 -1.415  -0.434 -1.226  -0.298 -1.036  -0.162 -0.846  -0.026 -0.657  0.111 -0.467  0.247 -0.277  0.383 -0.088  0.519 0.102  0.655 0.292  0.792 0.481  0.928 0.671  1.064 0.861  1.070 1.012  0.914 0.913  0.738 0.832  0.545 0.735  0.362 0.591  0.197 0.429  0.092 0.221  -0.117 0.117  -0.273 -0.020  -0.393 -0.204  -0.456 -0.376  -0.386 -0.441  -0.221 -0.276  -0.090 -0.279  0.080 -0.389  0.205 -0.540  0.320 -0.703  0.507 -0.787  0.710 -0.899  0.912 -0.999  1.070 -1.121
3#apb#apb09#app0900/k  -0.775 1.549  -0.727 1.337  -0.675 1.125  -0.623 0.914  -0.577 0.701  -0.531 0.488  -0.507 0.272  -0.496 0.055  -0.490 -0.163  -0.490 -0.381  -0.484 -0.598  -0.469 -0.816  -0.508 -1.029  -0.624 -1.211  -0.603 -1.159  -0.479 -0.980  -0.356 -0.801  -0.232 -0.621  -0.109 -0.442  0.015 -0.263  0.139 -0.083  0.262 0.096  0.386 0.275  0.510 0.455  0.633 0.634  0.757 0.813  0.880 0.993  1.005 1.170  0.930 1.053  0.732 0.961  0.528 0.886  0.321 0.817  0.121 0.733  -0.077 0.641  -0.283 0.572  -0.469 0.474  -0.611 0.308  -0.680 0.115  -0.592 -0.060  -0.414 -0.185  -0.222 -0.287  -0.035 -0.399  0.144 -0.522  0.318 -0.653  0.477 -0.801  0.641 -0.945  0.818 -1.071  0.994 -1.200  1.168 -1.331  1.358 -1.437
