1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
1c#val#yannis78/x  -1.241 1.015  -1.106 0.908  -0.972 0.801  -0.838 0.693  -0.718 0.570  -0.598 0.447  -0.477 0.324  -0.353 0.206  -0.222 0.094  -0.091 -0.017  0.041 -0.128  0.176 -0.234  0.318 -0.330  0.460 -0.427  0.603 -0.523  0.748 -0.615  0.897 -0.701  1.052 -0.770  1.203 -0.790  1.098 -0.656  0.964 -0.548  0.918 -0.386  0.883 -0.218  0.848 -0.049  0.813 0.119  0.777 0.287  0.742 0.455  0.707 0.624  0.672 0.792  0.636 0.960  0.601 1.129  0.495 1.055  0.381 0.927  0.267 0.798  0.158 0.665  0.052 0.530  -0.054 0.395  -0.161 0.260  -0.267 0.125  -0.361 -0.019  -0.452 -0.165  -0.542 -0.312  -0.633 -0.457  -0.726 -0.602  -0.819 -0.747  -0.917 -0.888  -1.035 -1.013  -1.153 -1.138  -1.302 -1.210  -1.471 -1.237
1c#val#yannis78/x  -0.760 0.543  -0.627 0.485  -0.493 0.427  -0.359 0.370  -0.230 0.304  -0.101 0.234  0.027 0.165  0.154 0.094  0.280 0.021  0.407 -0.051  0.534 -0.122  0.664 -0.188  0.794 -0.254  0.924 -0.319  1.053 -0.386  1.182 -0.454  1.126 -0.379  1.004 -0.300  0.968 -0.166  0.950 -0.022  0.931 0.123  0.913 0.267  0.894 0.412  0.876 0.556  0.858 0.701  0.839 0.845  0.789 0.887  0.686 0.785  0.571 0.695  0.455 0.608  0.337 0.522  0.219 0.437  0.106 0.345  -0.002 0.247  -0.110 0.149  -0.218 0.051  -0.325 -0.047  -0.433 -0.145  -0.541 -0.243  -0.659 -0.328  -0.780 -0.410  -0.900 -0.491  -1.027 -0.561  -1.163 -0.614  -1.299 -0.667  -1.435 -0.720  -1.570 -0.773  -1.706 -0.826  -1.839 -0.885  -1.961 -0.926
1c#val#yannis78/x  -0.571 0.583  -0.459 0.498  -0.348 0.413  -0.237 0.329  -0.126 0.244  -0.014 0.160  0.098 0.077  0.210 -0.007  0.322 -0.091  0.441 -0.163  0.568 -0.221  0.695 -0.280  0.822 -0.339  0.955 -0.379  1.091 -0.412  1.222 -0.458  1.269 -0.429  1.208 -0.304  1.147 -0.178  1.087 -0.052  1.026 0.074  0.965 0.200  0.904 0.326  0.843 0.451  0.782 0.577  0.721 0.703  0.660 0.829  0.561 0.790  0.451 0.705  0.333 0.629  0.216 0.553  0.106 0.467  0.006 0.370  -0.094 0.273  -0.195 0.175  -0.296 0.079  -0.397 -0.017  -0.499 -0.113  -0.601 -0.209  -0.702 -0.305  -0.816 -0.380  -0.950 -0.420  -1.084 -0.460  -1.218 -0.500  -1.351 -0.540  -1.485 -0.580  -1.620 -0.618  -1.755 -0.653  -1.889 -0.692  -2.003 -0.706
1c#val#yannis78/x  -1.279 0.835  -1.162 0.728  -1.042 0.625  -0.916 0.528  -0.791 0.432  -0.660 0.344  -0.521 0.268  -0.382 0.191  -0.243 0.115  -0.105 0.038  0.030 -0.044  0.166 -0.126  0.301 -0.208  0.449 -0.260  0.604 -0.292  0.759 -0.324  0.914 -0.356  1.068 -0.392  1.219 -0.426  1.089 -0.338  1.044 -0.194  1.016 -0.038  0.988 0.118  0.960 0.274  0.932 0.430  0.904 0.585  0.876 0.741  0.847 0.897  0.812 1.027  0.708 0.908  0.604 0.789  0.498 0.671  0.389 0.556  0.279 0.441  0.170 0.327  0.061 0.212  -0.048 0.097  -0.157 -0.018  -0.266 -0.133  -0.374 -0.248  -0.483 -0.363  -0.591 -0.479  -0.697 -0.597  -0.803 -0.715  -0.908 -0.832  -1.018 -0.946  -1.130 -1.058  -1.242 -1.170  -1.366 -1.269  -1.499 -1.351
1c#val#yannis78/x  -1.110 0.814  -1.000 0.679  -0.891 0.543  -0.781 0.408  -0.667 0.277  -0.552 0.146  -0.437 0.015  -0.321 -0.115  -0.170 -0.202  -0.019 -0.289  0.132 -0.376  0.283 -0.463  0.433 -0.550  0.595 -0.616  0.756 -0.683  0.917 -0.747  1.082 -0.806  1.251 -0.835  1.157 -0.800  1.029 -0.714  0.978 -0.547  0.926 -0.381  0.874 -0.215  0.823 -0.048  0.771 0.118  0.720 0.284  0.668 0.451  0.616 0.617  0.565 0.784  0.513 0.950  0.461 1.116  0.410 1.283  0.326 1.167  0.255 1.009  0.146 0.873  0.038 0.736  -0.076 0.605  -0.195 0.477  -0.314 0.350  -0.421 0.214  -0.509 0.063  -0.596 -0.087  -0.684 -0.238  -0.786 -0.379  -0.891 -0.518  -0.996 -0.657  -1.121 -0.778  -1.251 -0.892  -1.398 -0.986  -1.538 -1.058
1c#val#yannis78/x  -1.140 0.921  -1.025 0.802  -0.902 0.692  -0.770 0.592  -0.639 0.492  -0.508 0.391  -0.389 0.276  -0.270 0.161  -0.151 0.047  -0.029 -0.065  0.093 -0.176  0.216 -0.287  0.347 -0.386  0.489 -0.470  0.631 -0.554  0.776 -0.634  0.922 -0.711  1.083 -0.751  1.088 -0.660  1.053 -0.498  1.019 -0.336  0.984 -0.175  0.949 -0.013  0.914 0.148  0.880 0.310  0.845 0.471  0.810 0.633  0.775 0.795  0.741 0.956  0.702 1.102  0.596 0.975  0.485 0.852  0.373 0.731  0.261 0.609  0.149 0.488  0.043 0.361  -0.059 0.231  -0.160 0.101  -0.261 -0.030  -0.360 -0.163  -0.473 -0.283  -0.592 -0.397  -0.712 -0.511  -0.831 -0.626  -0.951 -0.740  -1.090 -0.824  -1.242 -0.888  -1.398 -0.944  -1.557 -0.989  -1.717 -1.027
1c#val#yannis78/x  -1.068 0.648  -0.937 0.555  -0.806 0.463  -0.675 0.371  -0.541 0.283  -0.408 0.195  -0.274 0.108  -0.140 0.020  -0.006 -0.068  0.123 -0.161  0.233 -0.278  0.361 -0.368  0.508 -0.431  0.655 -0.493  0.791 -0.577  0.861 -0.625  0.855 -0.476  0.866 -0.316  0.877 -0.157  0.888 0.003  0.899 0.163  0.910 0.322  0.922 0.482  0.933 0.642  0.944 0.802  0.955 0.961  0.966 1.121  0.883 1.013  0.792 0.881  0.696 0.753  0.597 0.627  0.499 0.501  0.400 0.375  0.301 0.249  0.197 0.127  0.094 0.005  -0.009 -0.117  -0.125 -0.224  -0.269 -0.294  -0.413 -0.364  -0.558 -0.430  -0.708 -0.488  -0.857 -0.545  -1.007 -0.603  -1.156 -0.660  -1.307 -0.714  -1.461 -0.758  -1.615 -0.801  -1.767 -0.849  -1.900 -0.875
1c#val#yannis78/x  -1.439 0.786  -1.295 0.709  -1.151 0.632  -1.007 0.555  -0.863 0.478  -0.720 0.400  -0.581 0.314  -0.442 0.228  -0.303 0.143  -0.164 0.057  -0.024 -0.027  0.117 -0.109  0.261 -0.183  0.416 -0.234  0.571 -0.285  0.727 -0.336  0.871 -0.409  1.010 -0.496  1.150 -0.579  1.215 -0.600  1.079 -0.512  0.973 -0.416  0.966 -0.252  0.959 -0.089  0.952 0.074  0.945 0.237  0.938 0.400  0.931 0.563  0.924 0.726  0.918 0.889  0.849 0.766  0.737 0.651  0.611 0.547  0.490 0.438  0.375 0.322  0.243 0.226  0.106 0.138  -0.031 0.050  -0.168 -0.039  -0.306 -0.127  -0.443 -0.215  -0.585 -0.295  -0.729 -0.372  -0.873 -0.448  -1.017 -0.525  -1.161 -0.602  -1.309 -0.670  -1.458 -0.738  -1.587 -0.835  -1.676 -0.931
1c#val#yannis78/x  -1.103 0.630  -0.973 0.554  -0.843 0.479  -0.712 0.405  -0.579 0.333  -0.447 0.262  -0.314 0.190  -0.182 0.118  -0.050 0.047  0.086 -0.017  0.227 -0.071  0.368 -0.124  0.509 -0.178  0.648 -0.233  0.778 -0.309  0.909 -0.384  1.039 -0.460  1.170 -0.534  1.170 -0.458  1.146 -0.309  1.122 -0.161  1.098 -0.012  1.074 0.136  1.050 0.285  1.026 0.434  1.002 0.582  0.978 0.731  0.928 0.813  0.809 0.720  0.691 0.627  0.562 0.552  0.425 0.489  0.288 0.427  0.151 0.364  0.014 0.302  -0.118 0.230  -0.243 0.146  -0.368 0.063  -0.494 -0.021  -0.619 -0.104  -0.742 -0.190  -0.866 -0.276  -0.990 -0.362  -1.111 -0.451  -1.200 -0.572  -1.290 -0.692  -1.380 -0.813  -1.470 -0.934  -1.552 -1.060  -1.625 -1.192
1c#val#yannis78/x  -0.930 0.611  -0.797 0.541  -0.665 0.471  -0.532 0.401  -0.399 0.334  -0.265 0.267  -0.131 0.201  0.003 0.134  0.128 0.052  0.252 -0.032  0.376 -0.116  0.500 -0.200  0.629 -0.277  0.757 -0.354  0.885 -0.431  1.006 -0.518  1.117 -0.618  1.136 -0.684  1.099 -0.547  1.075 -0.399  1.050 -0.252  1.026 -0.104  1.001 0.044  0.976 0.191  0.952 0.339  0.927 0.487  0.903 0.634  0.878 0.782  0.758 0.744  0.629 0.670  0.501 0.591  0.374 0.513  0.242 0.442  0.106 0.381  -0.031 0.319  -0.167 0.258  -0.304 0.196  -0.440 0.135  -0.568 0.057  -0.693 -0.025  -0.818 -0.107  -0.944 -0.189  -1.068 -0.273  -1.190 -0.359  -1.312 -0.446  -1.434 -0.532  -1.526 -0.647  -1.604 -0.775  -1.688 -0.899  -1.783 -1.011
1c#val#yannis78/x  -0.885 0.575  -0.755 0.514  -0.626 0.452  -0.496 0.391  -0.366 0.330  -0.236 0.270  -0.106 0.210  0.024 0.150  0.154 0.090  0.285 0.030  0.417 -0.026  0.549 -0.082  0.681 -0.137  0.813 -0.194  0.941 -0.257  1.071 -0.319  1.141 -0.308  1.100 -0.173  1.070 -0.033  1.041 0.107  1.012 0.248  0.983 0.388  0.953 0.529  0.924 0.669  0.895 0.809  0.866 0.950  0.773 0.850  0.661 0.760  0.549 0.671  0.438 0.580  0.328 0.487  0.219 0.395  0.109 0.303  -0.004 0.215  -0.121 0.132  -0.238 0.049  -0.355 -0.034  -0.472 -0.117  -0.575 -0.216  -0.676 -0.318  -0.776 -0.420  -0.877 -0.523  -0.976 -0.626  -1.062 -0.741  -1.148 -0.855  -1.235 -0.970  -1.332 -1.072  -1.453 -1.150  -1.564 -1.238  -1.663 -1.339
1c#val#yannis78/x  -1.009 0.783  -0.895 0.679  -0.781 0.575  -0.651 0.493  -0.518 0.414  -0.386 0.336  -0.256 0.253  -0.126 0.169  0.003 0.085  0.132 0.000  0.257 -0.089  0.379 -0.183  0.501 -0.277  0.624 -0.370  0.745 -0.466  0.866 -0.561  0.991 -0.650  1.043 -0.625  1.021 -0.473  1.015 -0.319  1.008 -0.165  1.002 -0.011  0.996 0.143  0.990 0.297  0.984 0.451  0.978 0.605  0.972 0.759  0.955 0.887  0.833 0.792  0.709 0.701  0.576 0.623  0.443 0.545  0.310 0.467  0.177 0.390  0.044 0.312  -0.081 0.222  -0.206 0.132  -0.331 0.041  -0.455 -0.049  -0.580 -0.140  -0.694 -0.243  -0.804 -0.351  -0.914 -0.459  -1.024 -0.567  -1.146 -0.659  -1.278 -0.738  -1.410 -0.818  -1.540 -0.900  -1.666 -0.989  -1.807 -1.050
1c#val#yannis78/x  -1.250 0.650  -1.118 0.575  -0.986 0.500  -0.849 0.435  -0.712 0.370  -0.575 0.305  -0.437 0.242  -0.298 0.180  -0.160 0.117  -0.022 0.055  0.119 -0.000  0.263 -0.049  0.407 -0.098  0.550 -0.148  0.685 -0.214  0.811 -0.298  0.937 -0.383  1.069 -0.458  1.205 -0.525  1.195 -0.423  1.169 -0.274  1.143 -0.124  1.116 0.025  1.090 0.175  1.064 0.324  1.037 0.473  1.011 0.623  0.985 0.772  0.890 0.743  0.758 0.669  0.624 0.597  0.491 0.526  0.357 0.454  0.225 0.379  0.093 0.304  -0.038 0.228  -0.170 0.152  -0.301 0.077  -0.421 -0.017  -0.540 -0.110  -0.660 -0.203  -0.779 -0.298  -0.886 -0.405  -0.993 -0.512  -1.101 -0.620  -1.208 -0.727  -1.307 -0.841  -1.396 -0.964  -1.485 -1.087  -1.603 -1.173
1c#val#yannis78/x  -1.092 0.782  -0.967 0.704  -0.841 0.627  -0.707 0.566  -0.573 0.504  -0.439 0.443  -0.303 0.385  -0.168 0.327  -0.033 0.269  0.103 0.210  0.233 0.142  0.363 0.070  0.492 -0.001  0.621 -0.072  0.750 -0.143  0.879 -0.215  1.007 -0.288  1.135 -0.361  1.253 -0.449  1.370 -0.538  1.301 -0.464  1.193 -0.364  1.130 -0.231  1.066 -0.098  1.003 0.035  0.940 0.169  0.877 0.302  0.814 0.435  0.751 0.568  0.668 0.621  0.551 0.532  0.433 0.443  0.311 0.361  0.183 0.288  0.055 0.215  -0.074 0.143  -0.203 0.073  -0.333 0.003  -0.463 -0.067  -0.593 -0.136  -0.722 -0.207  -0.844 -0.291  -0.965 -0.376  -1.086 -0.460  -1.203 -0.549  -1.319 -0.640  -1.439 -0.725  -1.569 -0.795  -1.702 -0.857  -1.844 -0.892
1c#val#yannis78/x  -1.239 0.636  -1.132 0.520  -1.026 0.403  -0.905 0.304  -0.771 0.221  -0.637 0.137  -0.494 0.070  -0.351 0.003  -0.209 -0.064  -0.064 -0.128  0.085 -0.181  0.233 -0.233  0.382 -0.286  0.531 -0.338  0.681 -0.387  0.832 -0.434  0.979 -0.489  1.121 -0.543  1.058 -0.415  1.044 -0.258  1.029 -0.101  1.015 0.056  1.000 0.213  0.986 0.370  0.971 0.528  0.957 0.685  0.942 0.842  0.928 0.999  0.872 1.005  0.775 0.881  0.654 0.779  0.533 0.678  0.412 0.577  0.290 0.477  0.168 0.376  0.046 0.276  -0.076 0.176  -0.196 0.074  -0.312 -0.033  -0.428 -0.140  -0.545 -0.247  -0.661 -0.354  -0.776 -0.461  -0.890 -0.571  -1.004 -0.680  -1.117 -0.790  -1.233 -0.897  -1.356 -0.996  -1.482 -1.091  -1.619 -1.168
1c#val#yannis78/x  -0.618 0.782  -0.526 0.657  -0.435 0.533  -0.335 0.414  -0.236 0.296  -0.132 0.182  -0.026 0.069  0.079 -0.044  0.206 -0.131  0.335 -0.216  0.464 -0.301  0.593 -0.386  0.721 -0.473  0.848 -0.560  0.973 -0.651  0.956 -0.528  0.937 -0.375  0.918 -0.222  0.899 -0.069  0.880 0.085  0.861 0.238  0.842 0.391  0.823 0.545  0.804 0.698  0.785 0.851  0.766 1.005  0.737 1.133  0.620 1.032  0.509 0.924  0.399 0.816  0.294 0.702  0.192 0.587  0.089 0.471  -0.013 0.355  -0.094 0.225  -0.167 0.089  -0.239 -0.048  -0.312 -0.184  -0.384 -0.321  -0.503 -0.414  -0.634 -0.497  -0.767 -0.574  -0.906 -0.643  -1.044 -0.712  -1.182 -0.781  -1.320 -0.850  -1.458 -0.919  -1.595 -0.990  -1.733 -1.061  -1.872 -1.129
1c#val#yannis78/x  -0.960 0.515  -0.846 0.408  -0.732 0.302  -0.618 0.195  -0.503 0.090  -0.362 0.022  -0.222 -0.046  -0.082 -0.114  0.059 -0.183  0.199 -0.251  0.335 -0.327  0.464 -0.414  0.594 -0.501  0.731 -0.575  0.871 -0.645  0.932 -0.621  0.931 -0.465  0.930 -0.309  0.928 -0.153  0.927 0.003  0.926 0.159  0.925 0.315  0.923 0.471  0.922 0.627  0.921 0.783  0.919 0.939  0.918 1.095  0.849 1.027  0.767 0.894  0.675 0.769  0.576 0.648  0.477 0.527  0.369 0.415  0.255 0.309  0.140 0.202  0.025 0.098  -0.113 0.026  -0.252 -0.046  -0.390 -0.118  -0.529 -0.191  -0.667 -0.263  -0.806 -0.335  -0.945 -0.406  -1.084 -0.476  -1.223 -0.547  -1.362 -0.617  -1.502 -0.688  -1.636 -0.767  -1.770 -0.847  -1.884 -0.934
1c#val#yannis78/x  -0.820 0.561  -0.709 0.465  -0.598 0.369  -0.487 0.272  -0.376 0.176  -0.262 0.087  -0.125 0.033  0.011 -0.022  0.147 -0.076  0.284 -0.130  0.420 -0.184  0.556 -0.238  0.693 -0.292  0.832 -0.336  0.975 -0.371  1.117 -0.406  1.260 -0.439  1.405 -0.461  1.380 -0.383  1.291 -0.267  1.202 -0.150  1.113 -0.034  1.024 0.083  0.935 0.200  0.846 0.316  0.757 0.433  0.668 0.549  0.579 0.666  0.490 0.783  0.400 0.870  0.308 0.756  0.216 0.641  0.125 0.527  0.030 0.415  -0.073 0.311  -0.176 0.206  -0.278 0.101  -0.383 -0.001  -0.503 -0.086  -0.623 -0.170  -0.746 -0.248  -0.883 -0.302  -1.019 -0.355  -1.156 -0.409  -1.292 -0.462  -1.430 -0.512  -1.571 -0.554  -1.712 -0.596  -1.850 -0.644  -1.988 -0.694
1c#val#yannis78/x  -0.240 0.483  -0.155 0.383  -0.069 0.284  0.017 0.184  0.103 0.084  0.194 -0.011  0.299 -0.089  0.405 -0.168  0.519 -0.233  0.635 -0.295  0.758 -0.342  0.880 -0.390  0.987 -0.426  0.975 -0.295  0.963 -0.164  0.951 -0.033  0.939 0.098  0.926 0.229  0.914 0.360  0.902 0.491  0.890 0.622  0.877 0.753  0.865 0.884  0.829 0.942  0.743 0.843  0.656 0.744  0.568 0.646  0.478 0.550  0.388 0.453  0.288 0.368  0.188 0.283  0.088 0.198  -0.013 0.113  -0.113 0.028  -0.213 -0.057  -0.324 -0.128  -0.438 -0.193  -0.553 -0.258  -0.667 -0.323  -0.784 -0.384  -0.903 -0.438  -1.028 -0.481  -1.152 -0.523  -1.277 -0.565  -1.402 -0.608  -1.526 -0.650  -1.651 -0.690  -1.778 -0.725  -1.905 -0.759  -2.033 -0.790
1c#val#yannis78/x  -0.634 0.487  -0.512 0.436  -0.389 0.385  -0.266 0.334  -0.143 0.283  -0.021 0.232  0.100 0.177  0.220 0.120  0.340 0.063  0.460 0.006  0.581 -0.050  0.702 -0.105  0.823 -0.159  0.944 -0.214  1.066 -0.266  1.190 -0.315  1.313 -0.365  1.370 -0.355  1.290 -0.249  1.211 -0.142  1.131 -0.036  1.051 0.070  0.971 0.176  0.891 0.282  0.811 0.388  0.731 0.495  0.651 0.601  0.560 0.649  0.447 0.581  0.333 0.512  0.219 0.443  0.106 0.374  -0.008 0.305  -0.122 0.237  -0.229 0.159  -0.334 0.077  -0.439 -0.005  -0.550 -0.076  -0.667 -0.140  -0.783 -0.204  -0.900 -0.267  -1.020 -0.325  -1.139 -0.383  -1.259 -0.442  -1.378 -0.501  -1.496 -0.560  -1.615 -0.620  -1.742 -0.660  -1.869 -0.698  -1.996 -0.736
1c#val#yannis78/x  -1.189 0.642  -1.088 0.539  -0.987 0.435  -0.886 0.332  -0.761 0.266  -0.627 0.211  -0.494 0.156  -0.360 0.103  -0.224 0.055  -0.088 0.007  0.048 -0.042  0.186 -0.081  0.327 -0.113  0.468 -0.145  0.608 -0.176  0.749 -0.208  0.890 -0.240  1.031 -0.266  1.174 -0.289  1.316 -0.313  1.439 -0.334  1.378 -0.205  1.323 -0.071  1.269 0.062  1.214 0.196  1.160 0.329  1.105 0.463  1.049 0.593  0.924 0.522  0.798 0.451  0.673 0.380  0.547 0.309  0.422 0.238  0.293 0.175  0.156 0.131  0.018 0.086  -0.119 0.042  -0.256 -0.003  -0.393 -0.047  -0.530 -0.092  -0.664 -0.146  -0.798 -0.199  -0.932 -0.252  -1.066 -0.305  -1.196 -0.368  -1.324 -0.435  -1.452 -0.502  -1.581 -0.566  -1.710 -0.629  -1.840 -0.692
1c#val#yannis78/x  -1.305 0.480  -1.164 0.423  -1.023 0.367  -0.881 0.311  -0.734 0.274  -0.586 0.241  -0.437 0.209  -0.288 0.177  -0.139 0.147  0.010 0.119  0.160 0.092  0.309 0.064  0.459 0.036  0.608 0.009  0.758 -0.020  0.904 -0.061  1.051 -0.101  1.182 -0.173  1.250 -0.305  1.296 -0.450  1.251 -0.343  1.194 -0.202  1.136 -0.062  1.079 0.079  1.021 0.220  0.964 0.361  0.906 0.502  0.849 0.642  0.791 0.783  0.675 0.755  0.543 0.679  0.411 0.604  0.279 0.528  0.156 0.439  0.033 0.350  -0.090 0.260  -0.213 0.171  -0.330 0.074  -0.445 -0.026  -0.559 -0.126  -0.674 -0.226  -0.772 -0.341  -0.868 -0.460  -0.964 -0.578  -1.059 -0.696  -1.155 -0.814  -1.247 -0.935  -1.338 -1.057  -1.441 -1.166  -1.567 -1.252
1c#val#yannis78/x  -0.804 0.362  -0.679 0.289  -0.553 0.216  -0.427 0.143  -0.301 0.071  -0.173 0.002  -0.046 -0.068  0.082 -0.138  0.209 -0.208  0.339 -0.273  0.470 -0.336  0.601 -0.400  0.732 -0.462  0.865 -0.521  0.998 -0.579  1.136 -0.624  1.240 -0.629  1.176 -0.501  1.130 -0.363  1.084 -0.225  1.038 -0.088  0.992 0.050  0.945 0.188  0.899 0.326  0.853 0.464  0.807 0.601  0.760 0.739  0.714 0.877  0.628 0.890  0.509 0.806  0.387 0.727  0.265 0.648  0.142 0.570  0.017 0.497  -0.109 0.424  -0.235 0.351  -0.350 0.263  -0.465 0.173  -0.579 0.084  -0.695 -0.005  -0.810 -0.093  -0.926 -0.181  -1.041 -0.269  -1.162 -0.349  -1.287 -0.424  -1.412 -0.498  -1.536 -0.575  -1.671 -0.623  -1.812 -0.659  -1.946 -0.670
1c#val#yannis78/x  -1.366 0.550  -1.225 0.510  -1.085 0.470  -0.943 0.432  -0.801 0.396  -0.660 0.360  -0.518 0.325  -0.380 0.276  -0.243 0.224  -0.106 0.173  0.031 0.122  0.168 0.071  0.305 0.017  0.440 -0.038  0.575 -0.094  0.711 -0.149  0.848 -0.201  0.985 -0.250  1.123 -0.299  1.260 -0.350  1.397 -0.402  1.364 -0.334  1.299 -0.206  1.246 -0.070  1.192 0.066  1.138 0.203  1.085 0.339  1.031 0.475  0.960 0.578  0.824 0.525  0.690 0.465  0.560 0.400  0.429 0.333  0.299 0.267  0.173 0.192  0.049 0.115  -0.076 0.038  -0.197 -0.044  -0.318 -0.126  -0.440 -0.207  -0.574 -0.266  -0.708 -0.324  -0.842 -0.382  -0.977 -0.440  -1.112 -0.497  -1.250 -0.544  -1.388 -0.592  -1.527 -0.639  -1.660 -0.699  -1.788 -0.770
1c#val#yannis78/x  -0.909 0.508  -0.777 0.466  -0.645 0.424  -0.515 0.377  -0.385 0.329  -0.256 0.281  -0.126 0.233  0.003 0.185  0.131 0.132  0.259 0.079  0.387 0.027  0.513 -0.029  0.637 -0.091  0.761 -0.153  0.884 -0.215  1.008 -0.277  1.124 -0.349  1.234 -0.429  1.194 -0.305  1.183 -0.167  1.171 -0.030  1.159 0.108  1.147 0.246  1.135 0.384  1.123 0.521  1.060 0.559  0.942 0.487  0.819 0.425  0.695 0.363  0.566 0.313  0.437 0.263  0.307 0.218  0.174 0.177  0.042 0.136  -0.090 0.096  -0.222 0.055  -0.354 0.015  -0.483 -0.035  -0.611 -0.087  -0.739 -0.140  -0.867 -0.193  -0.991 -0.254  -1.112 -0.320  -1.233 -0.386  -1.355 -0.453  -1.472 -0.525  -1.586 -0.604  -1.696 -0.687  -1.787 -0.790  -1.885 -0.888
1c#val#yannis78/x  -1.116 0.614  -0.978 0.548  -0.841 0.482  -0.702 0.418  -0.562 0.359  -0.421 0.300  -0.281 0.241  -0.142 0.178  -0.007 0.107  0.128 0.037  0.264 -0.034  0.391 -0.116  0.512 -0.209  0.634 -0.301  0.755 -0.394  0.877 -0.485  0.998 -0.577  1.117 -0.673  1.220 -0.785  1.169 -0.678  1.111 -0.540  1.081 -0.391  1.052 -0.241  1.022 -0.091  0.993 0.058  0.963 0.208  0.934 0.357  0.904 0.507  0.874 0.657  0.793 0.697  0.660 0.623  0.527 0.548  0.393 0.476  0.258 0.403  0.124 0.331  -0.010 0.259  -0.147 0.192  -0.286 0.129  -0.429 0.075  -0.572 0.024  -0.716 -0.028  -0.859 -0.080  -1.002 -0.132  -1.135 -0.207  -1.265 -0.286  -1.395 -0.366  -1.525 -0.445  -1.656 -0.524  -1.786 -0.602  -1.922 -0.644
1c#val#yannis78/x  -0.973 0.648  -0.864 0.533  -0.754 0.418  -0.640 0.308  -0.518 0.207  -0.395 0.106  -0.273 0.005  -0.154 -0.100  -0.037 -0.206  0.081 -0.313  0.216 -0.390  0.365 -0.446  0.514 -0.501  0.663 -0.555  0.813 -0.606  0.967 -0.639  1.015 -0.547  0.996 -0.390  0.976 -0.232  0.957 -0.075  0.938 0.082  0.918 0.240  0.899 0.397  0.879 0.555  0.860 0.712  0.840 0.870  0.821 1.027  0.801 1.185  0.695 1.094  0.588 0.976  0.482 0.859  0.362 0.755  0.240 0.653  0.119 0.552  -0.003 0.450  -0.099 0.323  -0.195 0.197  -0.291 0.071  -0.387 -0.056  -0.487 -0.179  -0.590 -0.299  -0.693 -0.420  -0.796 -0.540  -0.902 -0.659  -1.018 -0.767  -1.134 -0.875  -1.256 -0.977  -1.384 -1.069  -1.513 -1.162  -1.649 -1.217
1c#val#yannis78/x  -1.375 0.935  -1.252 0.823  -1.129 0.711  -1.006 0.599  -0.878 0.492  -0.734 0.408  -0.590 0.324  -0.446 0.240  -0.302 0.156  -0.158 0.072  -0.020 -0.021  0.118 -0.115  0.256 -0.208  0.394 -0.301  0.533 -0.394  0.671 -0.487  0.812 -0.576  0.952 -0.663  0.940 -0.616  0.938 -0.450  0.935 -0.283  0.932 -0.116  0.930 0.050  0.927 0.217  0.924 0.384  0.921 0.550  0.919 0.717  0.916 0.884  0.913 1.051  0.822 0.920  0.742 0.774  0.665 0.626  0.576 0.485  0.481 0.348  0.386 0.211  0.295 0.072  0.204 -0.068  0.113 -0.207  0.004 -0.324  -0.154 -0.377  -0.312 -0.431  -0.470 -0.484  -0.628 -0.537  -0.785 -0.592  -0.940 -0.655  -1.094 -0.718  -1.249 -0.780  -1.407 -0.831  -1.567 -0.881  -1.718 -0.933
1c#val#yannis78/x  -0.812 0.759  -0.687 0.658  -0.561 0.558  -0.455 0.436  -0.352 0.312  -0.250 0.188  -0.147 0.064  -0.045 -0.061  0.057 -0.187  0.179 -0.290  0.305 -0.391  0.431 -0.492  0.578 -0.558  0.725 -0.624  0.874 -0.684  0.960 -0.699  0.929 -0.551  0.919 -0.390  0.909 -0.229  0.899 -0.068  0.890 0.093  0.880 0.254  0.870 0.414  0.860 0.575  0.850 0.736  0.841 0.897  0.831 1.058  0.782 1.126  0.659 1.023  0.532 0.923  0.406 0.823  0.291 0.710  0.177 0.596  0.069 0.477  -0.019 0.342  -0.107 0.207  -0.195 0.072  -0.276 -0.068  -0.356 -0.207  -0.437 -0.347  -0.536 -0.466  -0.683 -0.533  -0.829 -0.600  -0.976 -0.667  -1.122 -0.734  -1.273 -0.791  -1.426 -0.843  -1.578 -0.894  -1.730 -0.948  -1.853 -0.977
